country_code,site_id,smr_key,bucket,hard_criteria,floor_criteria,n_hard,n_floor,n_distinct_failures
TR,3819acc8-761d-49ba-89e7-967d3d37ec0e,nuscale_voygr6,floor_only,,EP-01,0,1,1
TR,3a06636d-c742-4b72-b9cd-21a4537c331b,nuscale_voygr6,survived,,,0,0,0
TR,3bc834ed-5c2b-47d6-b555-2e20b9044053,nuscale_voygr6,floor_only,,NH-02|NH-04,0,2,2
TR,3e5f4317-6f40-44fb-bfa2-e21dc4d9922d,nuscale_voygr6,hard_only,EP-01,,1,0,1
TR,3f1ad930-cffb-4991-badd-773db74b890c,nuscale_voygr6,floor_only,,EP-01,0,1,1
TR,42d5b3fd-7d07-409b-9154-4441695b7901,nuscale_voygr6,floor_only,,EP-01|NH-02|NH-04,0,3,3
TR,43f99d45-6635-4392-a522-4a06445fdaf2,nuscale_voygr6,floor_only,,EP-01|NH-04,0,2,2
TR,44362378-9c74-44af-8a08-be4877f50e97,nuscale_voygr6,floor_only,,EP-01,0,1,1
TR,44698c12-3c50-4602-8104-dafa5fd215b6,nuscale_voygr6,hard_only,EP-01,,1,0,1
TR,47c1271c-e2b2-42f5-99ee-f616bbef5b7e,nuscale_voygr6,both,NH-02,EP-01,1,1,2
TR,48149515-0774-404d-b273-790b660a8d90,nuscale_voygr6,floor_only,,EP-01|NH-04,0,2,2
TR,4b11cac9-4fe0-4a2a-9c09-4fe9a0ac6015,nuscale_voygr6,floor_only,,EP-01|NH-04,0,2,2
TR,4ca3c560-6d90-4bcf-b131-4e39b6b4f0de,nuscale_voygr6,both,NH-02,EP-01,1,1,2
TR,5067ece3-b204-495e-81c1-90a523252547,nuscale_voygr6,floor_only,,EP-01|NH-04,0,2,2
TR,52028d4f-7796-4463-832e-cff2e439c96a,nuscale_voygr6,floor_only,,NH-04,0,1,1
TR,53481b7f-5b85-4bab-be04-4866c2e72c12,nuscale_voygr6,floor_only,,EP-01,0,1,1
TR,55cfe45b-6357-40f9-8623-e9916f91f839,nuscale_voygr6,floor_only,,NH-04,0,1,1
TR,56b8e2a3-1885-431f-9fd1-4cd3bebfad61,nuscale_voygr6,floor_only,,EP-01,0,1,1
TR,57c0c830-725f-46ee-9322-0a4a3ad9efda,nuscale_voygr6,floor_only,,NH-04,0,1,1
TR,59f96677-d42b-4ae1-a3e9-32f3dc396a83,nuscale_voygr6,both,NH-02,EP-01|NH-04,1,2,3
TR,5a19f424-1a15-44e6-bf1b-c2c5886ac1bf,nuscale_voygr6,floor_only,,EP-01|NH-02|NH-04,0,3,3
TR,5b6be56c-d981-470c-a979-13a8764a34b8,nuscale_voygr6,survived,,,0,0,0
TR,5ed91c1b-0a1b-4a4c-9b2b-f6bdc8ff9770,nuscale_voygr6,survived,,,0,0,0
TR,5fa0dfa9-c272-444e-8e70-80ab55b5d36c,nuscale_voygr6,survived,,,0,0,0
TR,61b7e396-5c25-4591-9da1-eb54475f1805,nuscale_voygr6,both,NH-02,EP-01,1,1,2
TR,674deb4f-110c-4120-bea0-5f0711da3ea1,nuscale_voygr6,floor_only,,EP-01|NH-04,0,2,2
TR,6c9571c4-5d3b-4f88-a7be-fa8c21425eeb,nuscale_voygr6,floor_only,,NH-04,0,1,1
TR,6ddc2960-3d72-4d5f-b358-56d1c54f47e0,nuscale_voygr6,floor_only,,EP-01,0,1,1
TR,737b6d06-1d0c-4ae6-9683-ab3fea192b32,nuscale_voygr6,floor_only,,EP-01|NH-02|NH-04,0,3,3
TR,746fc66e-d31f-4c5d-bf5c-ab5031b04b15,nuscale_voygr6,floor_only,,EP-01,0,1,1
TR,75f807aa-8278-43a3-8654-730713b96001,nuscale_voygr6,floor_only,,NH-02|NH-04,0,2,2
TR,76cd9b7f-7613-4fd4-95ab-bf534a2e2f5e,nuscale_voygr6,floor_only,,NH-04,0,1,1
TR,772e2484-419b-47de-9739-924ac371ad10,nuscale_voygr6,floor_only,,NH-04,0,1,1
TR,778e0750-19f9-426e-a6c7-e0e30645fb97,nuscale_voygr6,survived,,,0,0,0
TR,7a805295-0cd2-48be-972e-5282c996549c,nuscale_voygr6,floor_only,,EP-01,0,1,1
TR,7b4d3f8f-a644-48a3-93f9-cd3c154dc5c2,nuscale_voygr6,floor_only,,NH-02|NH-04,0,2,2
TR,7cc9cffa-e4e4-4546-902d-c8f4800dbdb2,nuscale_voygr6,floor_only,,EP-01,0,1,1
TR,7defe42d-669b-489f-aff5-d1b83436607d,nuscale_voygr6,both,NH-02,EP-01|NH-04,1,2,3
TR,80179871-04fa-4806-9385-caf739b8a171,nuscale_voygr6,both,NH-02,EP-01,1,1,2
TR,80b922cb-9e78-49aa-9d28-1dc84b1affef,nuscale_voygr6,both,NH-02,EP-01|NH-04,1,2,3
TR,829f61ff-0ad1-4288-8dd9-e41abbd0b6a7,nuscale_voygr6,floor_only,,EP-01|NH-02|NH-04,0,3,3
TR,82aac38c-3037-466c-9b37-bff9da707645,nuscale_voygr6,hard_only,EP-01,,1,0,1
TR,86996d34-c6e5-4097-ac28-ad2e5467f783,nuscale_voygr6,both,NH-02,EP-01,1,1,2
TR,8782d6f2-5f9f-4c67-b9f2-6756857bd200,nuscale_voygr6,floor_only,,EP-01|NH-02|NH-04,0,3,3
TR,8a5dc384-e272-41ed-9868-a0686ac3fc7e,nuscale_voygr6,floor_only,,EP-01,0,1,1
TR,8b16dc60-1a2b-4b2c-bcad-1c334d246ae3,nuscale_voygr6,floor_only,,EP-01|NH-04,0,2,2
TR,8dd46a05-6e0c-4009-90ad-bd5909c25622,nuscale_voygr6,floor_only,,EP-01|NH-04,0,2,2
TR,8e7f6abf-e420-4f40-b9da-9ea76ccedfb1,nuscale_voygr6,both,NH-02,EP-01|NH-04,1,2,3
TR,9163ca37-1b31-409d-974f-9e7ed5e5f33d,nuscale_voygr6,floor_only,,EP-01|NH-04,0,2,2
TR,91f28dbb-16bd-449b-a20a-dc2b70cf2e66,nuscale_voygr6,floor_only,,EP-01,0,1,1
TR,94a5c55f-c499-41b1-81da-deaa36686399,nuscale_voygr6,floor_only,,NH-02|NH-04,0,2,2
TR,96129c93-83a6-4b1c-929b-bfccba86a796,nuscale_voygr6,floor_only,,EP-01|NH-02|NH-04,0,3,3
TR,9699244b-14c0-4e27-afd1-105494fccd60,nuscale_voygr6,survived,,,0,0,0
TR,98019711-a8c3-424a-870e-00d4fea75ed1,nuscale_voygr6,floor_only,,NH-04,0,1,1
TR,992a4bf0-3ff0-4f12-bb89-50dc9e8d7d35,nuscale_voygr6,both,NH-02,EP-01,1,1,2
TR,9a6447f2-2887-4cce-a115-dc773d7f6eb1,nuscale_voygr6,floor_only,,NH-04,0,1,1
TR,9eb693f6-6994-4937-bc4d-e8213baa5d47,nuscale_voygr6,floor_only,,EP-01,0,1,1
TR,a4af3789-2c40-41fc-a3ec-3b8d2fc6c645,nuscale_voygr6,floor_only,,EP-01,0,1,1
TR,a6478cb9-5b8c-4d64-bbe6-3d3ed6a3da2c,nuscale_voygr6,floor_only,,EP-01,0,1,1
TR,a70bbc9a-1469-4d56-be56-f282ed4130a8,nuscale_voygr6,hard_only,NH-02,,1,0,1
TR,a96dc545-41a9-4b0d-a7a3-f40ef711e5e3,nuscale_voygr6,floor_only,,EP-01,0,1,1
TR,aa336cdc-f6fe-4b08-b46d-69e852c501bf,nuscale_voygr6,hard_only,EP-01,,1,0,1
TR,ad0c8590-c672-43f2-a813-1217a10f7d2d,nuscale_voygr6,survived,,,0,0,0
TR,ad1e8841-e4e4-413b-820a-8c14e09da5a0,nuscale_voygr6,hard_only,NH-02,,1,0,1
TR,adeb10a5-aaae-4e2c-b426-3db1c3d9bd5b,nuscale_voygr6,hard_only,EP-01,,1,0,1
TR,b588126a-42d6-49dc-b227-9283af5a2578,nuscale_voygr6,floor_only,,EP-01|NH-04,0,2,2
TR,b5a75ec8-a2fe-42ad-b33e-ea32e20ebdfb,nuscale_voygr6,floor_only,,NH-04,0,1,1
TR,b5ff798e-e059-4d8b-a903-00a1fefc62ab,nuscale_voygr6,floor_only,,EP-01|NH-04,0,2,2
TR,b8875ff2-9e9d-4520-8879-c71468e9cc50,nuscale_voygr6,floor_only,,NH-04,0,1,1
TR,b90e80f9-66f3-4290-8aa2-518b8422aba0,nuscale_voygr6,both,EP-01,NH-02,1,1,2
TR,ba1f1f36-18b4-49ae-9882-f90418dc88ce,nuscale_voygr6,both,NH-02,EP-01,1,1,2
TR,bac4a081-83dc-4aba-8076-b67bfc55f54c,nuscale_voygr6,floor_only,,EP-01,0,1,1
TR,bb2453b0-c76d-40ea-bcc4-870391f05b2f,nuscale_voygr6,both,EP-01,NH-02,1,1,2
TR,bcb86777-4a54-4891-bb26-35b201bbd57d,nuscale_voygr6,both,NH-02,EP-01,1,1,2
TR,bddb4fb7-c01d-4b71-bc30-1896b88298bf,nuscale_voygr6,hard_only,NH-02,,1,0,1
TR,bfadbe66-971d-4f64-b222-604a7ee6ac6b,nuscale_voygr6,floor_only,,EP-01|NH-04,0,2,2
TR,c13aeeb7-05e5-4f00-9b4b-654e73e5150d,nuscale_voygr6,both,NH-02,NH-04,1,1,2
TR,c657c5c3-38a2-472d-8962-9e7cefcd2c1e,nuscale_voygr6,survived,,,0,0,0
TR,c6b846cb-3a01-4e17-9d51-da4b58fd1827,nuscale_voygr6,floor_only,,EP-01,0,1,1
TR,c7afd455-7beb-4d23-8d3b-e9a102782d2b,nuscale_voygr6,both,EP-01,NH-02|NH-04,1,2,3
TR,c8e1cc12-080a-4e01-925d-8fd6e4334856,nuscale_voygr6,survived,,,0,0,0
TR,c9c85786-eb26-4e7b-b280-83a54b7e834f,nuscale_voygr6,floor_only,,EP-01,0,1,1
TR,ca423571-d2ab-44d4-b5ce-3e649d9cc776,nuscale_voygr6,floor_only,,NH-04,0,1,1
TR,cb08e7b6-0af3-45d9-95c3-3832e7e2677c,nuscale_voygr6,floor_only,,EP-01,0,1,1
TR,cb825b0f-e315-4221-b194-43d5b472382d,nuscale_voygr6,floor_only,,EP-01,0,1,1
TR,cc635340-954c-4428-9fa1-14383c7faceb,nuscale_voygr6,survived,,,0,0,0
TR,ce39538c-997e-4a7d-bc32-f164f50f9aa0,nuscale_voygr6,floor_only,,NH-04,0,1,1
TR,cf9150af-0325-44d8-bbaf-493e742f2e2b,nuscale_voygr6,floor_only,,NH-04,0,1,1
TR,cf918ba6-6226-479f-b04c-b3c67885c0ba,nuscale_voygr6,hard_only,EP-01|NH-02,,2,0,2
TR,d020ac37-4f23-41b1-8f1e-b425b5769424,nuscale_voygr6,floor_only,,NH-04,0,1,1
TR,d110df11-ad8e-44dc-8a32-af692ca46c6f,nuscale_voygr6,both,NH-02,EP-01|NH-04,1,2,3
TR,d12e7ffc-4cd3-4ff4-81da-ae360d59409b,nuscale_voygr6,survived,,,0,0,0
TR,d1863136-5ff4-4b4d-a9c0-6219e92d637d,nuscale_voygr6,floor_only,,NH-04,0,1,1
TR,d19ed873-b20a-43fd-b7e8-62e985c88820,nuscale_voygr6,both,NH-02,EP-01,1,1,2
TR,d21335d4-0a3d-4464-85e0-352745a38db4,nuscale_voygr6,hard_only,EP-01,,1,0,1
TR,d3f986d9-a023-4d43-a0fb-03361f310873,nuscale_voygr6,floor_only,,EP-01,0,1,1
TR,d48d2f39-d58f-4299-9b2f-56d194d2d13b,nuscale_voygr6,floor_only,,EP-01,0,1,1
TR,d5151598-5a1a-4697-8147-592845ffef6c,nuscale_voygr6,survived,,,0,0,0
TR,d6cb5642-d5ec-4a15-bc6b-8be4cb0a382e,nuscale_voygr6,survived,,,0,0,0
TR,db87ce6a-3802-44c5-945f-8a95d3cf111b,nuscale_voygr6,floor_only,,EP-01,0,1,1
TR,dd413ee8-a6f2-4e7c-8e6c-6d0ed8637d83,nuscale_voygr6,floor_only,,NH-02,0,1,1
TR,ddc8bb9c-bf77-4075-b38c-600fb072acf8,nuscale_voygr6,floor_only,,NH-02|NH-04,0,2,2
TR,e03c394f-1c08-4101-b1fe-f6662fe4b424,nuscale_voygr6,floor_only,,NH-04,0,1,1
TR,e05ff795-8984-4170-9874-5355b70985b1,nuscale_voygr6,both,NH-04,EP-01,1,1,2
TR,e0e73325-5b32-4fef-b925-f0bb91114450,nuscale_voygr6,hard_only,NH-02,,1,0,1
TR,e10aae79-05b7-4ad9-9d69-60ce190b4444,nuscale_voygr6,hard_only,EP-01,,1,0,1
TR,e71ec827-7143-48dd-8c8a-8e81705fa971,nuscale_voygr6,floor_only,,EP-01|NH-04,0,2,2
TR,e780e4ac-0506-4186-9b58-0f378f878345,nuscale_voygr6,floor_only,,EP-01,0,1,1
TR,e894ba3e-e397-47c9-b0b9-a72cfb6bd680,nuscale_voygr6,both,EP-01,NH-04,1,1,2
TR,e8b6e342-2011-4343-b415-a8bf08501499,nuscale_voygr6,floor_only,,EP-01,0,1,1
TR,e9bc02be-cf10-4b27-9b8a-0d4a954720e4,nuscale_voygr6,floor_only,,NH-04,0,1,1
TR,f2e65fcf-afc4-4443-ac14-f15c8ffe48f3,nuscale_voygr6,floor_only,,NH-02,0,1,1
TR,f92bc907-9b9b-4d21-92fd-1705bd71128c,nuscale_voygr6,floor_only,,EP-01,0,1,1
TR,fa6b7ac3-c1bf-478f-8d0a-1f357ea480cf,nuscale_voygr6,floor_only,,EP-01|NH-04,0,2,2
TR,fc307877-758b-4dbf-afbe-abfc4a778155,nuscale_voygr6,floor_only,,NH-04,0,1,1
TR,fd4f7f8c-0d23-450d-9ea0-1b8e52e9a8af,nuscale_voygr6,both,NH-02,EP-01,1,1,2
TR,fecb62d9-6fb8-4f8d-83e3-78a7c75adb6e,nuscale_voygr6,floor_only,,NH-04,0,1,1
UA,02253fcc-4fc6-42d4-a6a8-42365487302f,nuscale_voygr6,both,NH-05,EP-01|NH-05,1,2,2
UA,038d42e9-769b-4b22-9513-dccff48b42cd,nuscale_voygr6,both,EP-01|NH-05,NH-05,2,1,2
UA,29b3a802-7ef1-4722-ad59-b1511b1b0075,nuscale_voygr6,both,NH-05,EP-01|NH-05,1,2,2
UA,3657989a-61ae-4fe3-9e8b-6ba7e68f8c59,nuscale_voygr6,both,NH-05,EP-01|NH-05,1,2,2
UA,3bd2a957-ff3b-4bfd-9dba-808279edccb9,nuscale_voygr6,both,NH-05,EP-01|NH-05,1,2,2
UA,447a9ea1-47fa-48a3-93f2-a77cbd629ac7,nuscale_voygr6,both,NH-05,NH-05,1,1,1
UA,46b96bc3-b190-4045-9c86-eb674e2ea35e,nuscale_voygr6,floor_only,,EP-01,0,1,1
UA,4e45df00-0d28-44d0-9697-3fa33d76fc88,nuscale_voygr6,both,NH-05,EP-01|NH-05,1,2,2
UA,5ed0a674-a292-44bc-997f-5c1990da1235,nuscale_voygr6,both,NH-05,NH-04|NH-05,1,2,2
UA,70781f2c-24c2-486c-8b32-310c36ba1238,nuscale_voygr6,both,NH-05,NH-05,1,1,1
UA,725406d6-860f-4ca0-9c6a-425675bac381,nuscale_voygr6,floor_only,,EP-01,0,1,1
UA,83fede8b-5f92-429d-920d-9a8928a74780,nuscale_voygr6,both,NH-05,EP-01|NH-05,1,2,2
UA,95872473-c476-4ceb-bcf5-54cfdf415e42,nuscale_voygr6,both,EP-01|NH-05,NH-05,2,1,2
UA,c47eb6a3-49c1-4879-95b6-9bcd53b7af04,nuscale_voygr6,both,NH-05,EP-01,1,1,2
UA,cdb6adfb-52ff-4631-939a-001080b20450,nuscale_voygr6,both,NH-05,EP-01|NH-04|NH-05,1,3,3
UA,cec871bd-c7f6-4444-b0da-9b3a9ecc6963,nuscale_voygr6,both,NH-05,EP-01|NH-04|NH-05,1,3,3
UA,d3b9e403-7744-44c5-b5c3-999c4c1911d8,nuscale_voygr6,both,EP-01|NH-05,NH-04|NH-05,2,2,3
UA,e4c6a713-99e6-4fdf-afaa-d456779c504c,nuscale_voygr6,both,NH-05,EP-01|NH-05,1,2,2
UA,f2c061de-66ad-4fce-b911-7f1899f25b75,nuscale_voygr6,both,NH-05,NH-05,1,1,1
UA,fb7d4d9a-3f27-4b50-9941-6a8fccd25e9a,nuscale_voygr6,both,NH-05,EP-01|NH-04|NH-05,1,3,3
XK,28be296b-6ef5-4c7e-a604-3af01af45d17,nuscale_voygr6,both,NH-02,EP-01,1,1,2
XK,76eba99c-dade-46dc-9130-478e43aa6202,nuscale_voygr6,hard_only,NH-02,,1,0,1
XK,d28fa85d-4f6c-4b26-a585-cb0bed226ecb,nuscale_voygr6,hard_only,EP-01|NH-02,,2,0,2
XK,d9f32912-81f1-4b1c-a2b1-f04298217cec,nuscale_voygr6,both,NH-02,EP-01|NH-04,1,2,3
