country_code,smr_key,rank,site_id,site_name,composite_score,composite_score_low,composite_score_high,qualification_mode,family_scores_json
SK,nuscale_voygr6,5,a2d8261c-3d08-4015-946c-47dbddbd0b98,U.S. Steel Kosice Works power station,5.691,5.174,6.181,normal,"{""categories"": {""EP"": 5.26, ""HI"": 6.21, ""NH"": 6.87, ""NS"": 5.9, ""RI"": 3.14}, ""notes"": [""unscored_penalty_applied""], ""unscored_fraction"": 0.1919}"
TR,nuscale_voygr6,1,ad0c8590-c672-43f2-a813-1217a10f7d2d,Konya Karapınar power station,7.784,6.528,8.301,normal,"{""categories"": {""EP"": 7.38, ""HI"": 9.22, ""NH"": 7.44, ""NS"": 6.98, ""RI"": 7.86}, ""notes"": [""high_unscored_fraction""], ""unscored_fraction"": 0.2626}"
TR,nuscale_voygr6,2,142cad75-648a-495d-8c10-792351e72126,Eren-1 power station,7.459,6.604,7.9,normal,"{""categories"": {""EP"": 6.68, ""HI"": 7.67, ""NH"": 7.4, ""NS"": 7.67, ""RI"": 7.5}, ""notes"": [""unscored_penalty_applied""], ""unscored_fraction"": 0.1919}"
TR,nuscale_voygr6,3,6c9571c4-5d3b-4f88-a7be-fa8c21425eeb,Tufanbeyli power station,7.38,6.407,7.89,normal,"{""categories"": {""EP"": 5.97, ""HI"": 9.22, ""NH"": 7.27, ""NS"": 6.3, ""RI"": 7.86}, ""notes"": [""high_unscored_fraction""], ""unscored_fraction"": 0.2222}"
TR,nuscale_voygr6,4,a6478cb9-5b8c-4d64-bbe6-3d3ed6a3da2c,Karapinar Konya Şeker power station,7.354,6.386,7.864,normal,"{""categories"": {""EP"": 7.38, ""HI"": 8.95, ""NH"": 7.09, ""NS"": 6.87, ""RI"": 6.71}, ""notes"": [""high_unscored_fraction""], ""unscored_fraction"": 0.2222}"
TR,nuscale_voygr6,5,674deb4f-110c-4120-bea0-5f0711da3ea1,Çayırhan power station,7.347,6.513,7.806,normal,"{""categories"": {""EP"": 7.38, ""HI"": 8.13, ""NH"": 6.91, ""NS"": 7.73, ""RI"": 6.57}, ""notes"": [""unscored_penalty_applied""], ""unscored_fraction"": 0.1919}"
TR,nuscale_voygr6,6,43f99d45-6635-4392-a522-4a06445fdaf2,Teyo Tufanbeyli power station,7.328,6.366,7.838,normal,"{""categories"": {""EP"": 5.97, ""HI"": 9.09, ""NH"": 6.64, ""NS"": 7.44, ""RI"": 7.29}, ""notes"": [""high_unscored_fraction""], ""unscored_fraction"": 0.2222}"
TR,nuscale_voygr6,7,2ec95392-978d-4a43-85b9-af3282c212ba,Tunçbilek power station,7.276,6.326,7.818,normal,"{""categories"": {""EP"": 6.68, ""HI"": 8.95, ""NH"": 7.36, ""NS"": 7.67, ""RI"": 5.29}, ""notes"": [""high_unscored_fraction""], ""unscored_fraction"": 0.2222}"
TR,nuscale_voygr6,8,ddc8bb9c-bf77-4075-b38c-600fb072acf8,Uluköy power station,7.263,6.316,7.701,normal,"{""categories"": {""EP"": 6.68, ""HI"": 9.36, ""NH"": 7.09, ""NS"": 5.27, ""RI"": 8.21}, ""notes"": [""high_unscored_fraction""], ""unscored_fraction"": 0.2222}"
TR,nuscale_voygr6,9,e03c394f-1c08-4101-b1fe-f6662fe4b424,Sinop Akfen power station,7.26,6.27,7.724,normal,"{""categories"": {""EP"": 7.38, ""HI"": 7.61, ""NH"": 7.27, ""NS"": 5.5, ""RI"": 8.43}, ""notes"": [""high_unscored_fraction""], ""unscored_fraction"": 0.2323}"
TR,nuscale_voygr6,10,778e0750-19f9-426e-a6c7-e0e30645fb97,Çoban Yıldız power station,7.185,6.255,7.675,normal,"{""categories"": {""EP"": 7.38, ""HI"": 9.09, ""NH"": 7.44, ""NS"": 6.53, ""RI"": 5.5}, ""notes"": [""high_unscored_fraction""], ""unscored_fraction"": 0.2222}"
UA,nuscale_voygr6,1,29b3a802-7ef1-4722-ad59-b1511b1b0075,Zmiivska power station,7.455,6.263,7.945,normal,"{""categories"": {""EP"": 5.26, ""HI"": 8.95, ""NH"": 7.26, ""NS"": 7.33, ""RI"": 7.64}, ""notes"": [""high_unscored_fraction""], ""unscored_fraction"": 0.2677}"
UA,nuscale_voygr6,2,5ed0a674-a292-44bc-997f-5c1990da1235,Dobrotvir power station,7.372,6.533,8.006,normal,"{""categories"": {""EP"": 5.26, ""HI"": 7.67, ""NH"": 7.44, ""NS"": 7.79, ""RI"": 7.64}, ""notes"": [""unscored_penalty_applied""], ""unscored_fraction"": 0.1919}"
UA,nuscale_voygr6,3,cec871bd-c7f6-4444-b0da-9b3a9ecc6963,Ladyzhyn power station,7.197,6.391,7.706,normal,"{""categories"": {""EP"": 5.97, ""HI"": 7.67, ""NH"": 7.49, ""NS"": 6.3, ""RI"": 8.0}, ""notes"": [""unscored_penalty_applied""], ""unscored_fraction"": 0.1919}"
UA,nuscale_voygr6,4,83fede8b-5f92-429d-920d-9a8928a74780,Kryvorizka power station,7.166,6.051,7.655,normal,"{""categories"": {""EP"": 5.26, ""HI"": 8.95, ""NH"": 6.76, ""NS"": 6.64, ""RI"": 7.64}, ""notes"": [""high_unscored_fraction""], ""unscored_fraction"": 0.2677}"
UA,nuscale_voygr6,5,c47eb6a3-49c1-4879-95b6-9bcd53b7af04,Burshtyn power station,6.959,6.199,7.45,normal,"{""categories"": {""EP"": 5.97, ""HI"": 8.13, ""NH"": 6.42, ""NS"": 7.56, ""RI"": 6.21}, ""notes"": [""unscored_penalty_applied""], ""unscored_fraction"": 0.1919}"
UA,nuscale_voygr6,6,447a9ea1-47fa-48a3-93f2-a77cbd629ac7,Starobesheve power station,6.887,5.965,7.377,normal,"{""categories"": {""EP"": 4.56, ""HI"": 7.67, ""NH"": 7.26, ""NS"": 7.1, ""RI"": 6.57}, ""notes"": [""high_unscored_fraction""], ""unscored_fraction"": 0.2374}"
UA,nuscale_voygr6,7,46b96bc3-b190-4045-9c86-eb674e2ea35e,Kurakhov power station,6.797,5.742,7.315,normal,"{""categories"": {""EP"": 5.26, ""HI"": 7.21, ""NH"": 6.6, ""NS"": 7.72, ""RI"": 6.57}, ""notes"": [""high_unscored_fraction""], ""unscored_fraction"": 0.2778}"
UA,nuscale_voygr6,8,cdb6adfb-52ff-4631-939a-001080b20450,Trypilska power station,6.795,5.894,7.364,normal,"{""categories"": {""EP"": 5.26, ""HI"": 7.27, ""NH"": 6.99, ""NS"": 7.79, ""RI"": 5.64}, ""notes"": [""high_unscored_fraction""], ""unscored_fraction"": 0.2374}"
UA,nuscale_voygr6,9,4e45df00-0d28-44d0-9697-3fa33d76fc88,Luganskaya power station,6.788,5.889,7.258,normal,"{""categories"": {""EP"": 4.56, ""HI"": 7.41, ""NH"": 6.6, ""NS"": 6.76, ""RI"": 7.64}, ""notes"": [""high_unscored_fraction""], ""unscored_fraction"": 0.2374}"
UA,nuscale_voygr6,10,3657989a-61ae-4fe3-9e8b-6ba7e68f8c59,Vuglegirska power station,6.616,5.758,7.139,normal,"{""categories"": {""EP"": 4.56, ""HI"": 6.61, ""NH"": 6.99, ""NS"": 6.87, ""RI"": 7.07}, ""notes"": [""high_unscored_fraction""], ""unscored_fraction"": 0.2374}"
