country_code,smr_key,site_id,iterations,p_rank_1,p_rank_le_3,p_rank_le_5,median_rank,p05_rank,p95_rank,rank_iqr,eligible_pair_count,small_n
MK,nuscale_voygr6,1739b1b7-a6f3-466c-9dfa-3d1de9d5b6db,50000,0.9981,1.0,1.0,1.0,1.0,1.0,0.0,3,False
MK,nuscale_voygr6,756218bb-3f16-443e-b6c6-400cd0ce2f87,50000,0.0,1.0,1.0,3.0,3.0,3.0,0.0,3,False
MK,nuscale_voygr6,83d3abe4-2049-47ad-a66b-46034edb7569,50000,0.0019,1.0,1.0,2.0,2.0,2.0,0.0,3,False
PL,nuscale_voygr6,06641fea-8997-4b69-a618-6afa34b82591,50000,0.0,0.0,0.0,47.0,43.0,53.0,5.0,61,False
PL,nuscale_voygr6,0b187a1d-55de-47cf-96a3-06abc8ff2476,50000,0.0,0.0,0.0,19.0,15.0,22.0,3.0,61,False
PL,nuscale_voygr6,187b4fd7-6a61-4e94-8ed4-495ac6dfc317,50000,0.0,0.0,0.0,28.0,26.0,35.0,3.0,61,False
PL,nuscale_voygr6,1d19dce6-c458-4656-901d-6a8d3c548761,50000,0.0,0.0002,0.1108,8.0,5.0,12.0,3.0,61,False
PL,nuscale_voygr6,202d797d-b0f9-4cd0-bbac-d7bb06805c09,50000,0.0,0.0,0.0,37.0,30.0,43.0,6.0,61,False
PL,nuscale_voygr6,239ea0eb-a9c4-43cc-ac5f-35271bdc6613,50000,0.0,0.0002,0.0831,9.0,5.0,13.0,3.0,61,False
PL,nuscale_voygr6,27fc89b3-ee57-44ac-8073-a700bc8d12e8,50000,0.0,0.0,0.0,52.0,47.0,55.0,4.0,61,False
PL,nuscale_voygr6,29479c3f-8db8-4f62-90e8-59ad6739f90b,50000,0.0,0.0,0.0,40.0,33.0,44.0,5.0,61,False
PL,nuscale_voygr6,2981a12d-3444-4301-96ba-a63ef50bec3e,50000,0.9996,1.0,1.0,1.0,1.0,1.0,0.0,61,False
PL,nuscale_voygr6,29a58981-aaf7-4450-ad41-49dd6d786168,50000,0.0,0.0,0.0,55.0,51.0,58.0,2.0,61,False
PL,nuscale_voygr6,2da9dab9-7b4e-46e7-b1c8-70eeb329c177,50000,0.0,0.0,0.0,50.0,45.0,54.0,5.0,61,False
PL,nuscale_voygr6,399668d6-bfed-4e5b-bf38-9ee5902101c3,50000,0.0,0.0,0.0,58.0,55.0,60.0,3.0,61,False
PL,nuscale_voygr6,3d2d4c37-eb9d-4b35-a8b1-b3f485bc3e3f,50000,0.0,0.0,0.0,28.0,26.0,35.0,3.0,61,False
PL,nuscale_voygr6,40650551-0c9c-45ea-bac6-befdb0cb5909,50000,0.0,0.0,0.0,38.0,31.0,43.0,6.0,61,False
PL,nuscale_voygr6,409dde58-5df1-44d9-b5ec-f8e2edd86786,50000,0.0,0.0,0.0,38.0,31.0,43.0,6.0,61,False
PL,nuscale_voygr6,40b4334a-7ba4-4ed8-aa8e-3c405599fbd7,50000,0.0,0.0,0.0,34.0,28.0,41.0,7.0,61,False
PL,nuscale_voygr6,416aab55-6fd9-4a0a-b8f8-796fb62d86a5,50000,0.0,0.0,0.0,34.0,28.0,41.0,6.0,61,False
PL,nuscale_voygr6,4411a22e-4e8a-4715-b000-1aae34494b68,50000,0.0,0.0,0.0,16.0,12.0,20.0,2.0,61,False
PL,nuscale_voygr6,47be3ec4-7abe-4f4c-ac3d-b7f753b8514a,50000,0.0,0.0,0.0,44.0,39.0,48.0,3.0,61,False
PL,nuscale_voygr6,52db4dae-b014-45a4-96c4-49f80c1fdd11,50000,0.0002,0.9852,0.9999,2.0,2.0,3.0,1.0,61,False
PL,nuscale_voygr6,558e7bff-5b5d-4666-9ca3-ec02f2269aab,50000,0.0002,0.9852,0.9998,3.0,2.0,3.0,1.0,61,False
PL,nuscale_voygr6,5a57ae0a-6f91-46f4-a1f5-56a6b37596e9,50000,0.0,0.0,0.0,61.0,58.0,61.0,1.0,61,False
PL,nuscale_voygr6,66bdc30c-4179-480b-a55a-5d15be5ac66b,50000,0.0,0.0,0.0005,14.0,9.0,17.0,3.0,61,False
PL,nuscale_voygr6,73fe8f06-c53b-4877-9c1d-5caf3d8f2749,50000,0.0,0.0,0.0,58.0,56.0,60.0,2.0,61,False
PL,nuscale_voygr6,7fc17ab0-ce24-4830-a938-b8424d1e9368,50000,0.0,0.016,0.631,5.0,4.0,9.0,2.0,61,False
PL,nuscale_voygr6,8a9d5c87-7edc-49c3-85a2-d97727b9c9b2,50000,0.0,0.0,0.0,26.0,24.0,27.0,1.0,61,False
PL,nuscale_voygr6,8dd8db4c-b62d-4f6b-a2ee-70a9ed785e7a,50000,0.0,0.0,0.0,49.0,45.0,54.0,5.0,61,False
PL,nuscale_voygr6,8e485f8a-5c68-4541-ab1d-77783f6fcb2d,50000,0.0,0.0,0.0,18.0,15.0,22.0,3.0,61,False
PL,nuscale_voygr6,917008f5-fba1-4ef7-b82d-9aded2b69267,50000,0.0,0.0001,0.0672,9.0,5.0,14.0,4.0,61,False
PL,nuscale_voygr6,a19228ce-f25a-4ffd-a249-9d01403e6b81,50000,0.0,0.0,0.0016,13.0,9.0,17.0,4.0,61,False
PL,nuscale_voygr6,a55e3643-8ed4-434b-b14f-2d549d09c0d9,50000,0.0,0.0,0.0,21.0,17.0,24.0,3.0,61,False
PL,nuscale_voygr6,a67255dd-8134-418e-9377-e28516c53722,50000,0.0,0.0,0.0,21.0,17.0,24.0,3.0,61,False
PL,nuscale_voygr6,a6b51b4f-ba1d-49cd-bc99-8898acdbeb78,50000,0.0,0.0,0.0,30.0,27.0,35.0,4.0,61,False
PL,nuscale_voygr6,a7eeee6e-e14a-40ba-80b6-75ed2e170b20,50000,0.0,0.0,0.0,33.0,28.0,40.0,6.0,61,False
PL,nuscale_voygr6,a91dfe3d-93e0-43a1-99d2-41abdd1fc2ce,50000,0.0,0.0,0.0,47.0,44.0,53.0,4.0,61,False
PL,nuscale_voygr6,ab57f5c3-8699-46f9-970f-3007dfc58af4,50000,0.0,0.0,0.0,24.0,22.0,26.0,2.0,61,False
PL,nuscale_voygr6,ad7a9c00-0c75-411f-8f89-859e603df1e6,50000,0.0,0.0,0.0,46.0,43.0,52.0,4.0,61,False
PL,nuscale_voygr6,b24c9876-5a4d-4b83-b442-af2f4b0d1047,50000,0.0,0.0,0.0,49.0,45.0,53.0,4.0,61,False
PL,nuscale_voygr6,b24f9ac5-5ddf-4b19-ba95-76dafeca3d2c,50000,0.0,0.0018,0.296,7.0,4.0,11.0,3.0,61,False
PL,nuscale_voygr6,b789a244-7d29-4be3-afe4-2f45d7f11eab,50000,0.0,0.0,0.0,52.0,46.0,55.0,4.0,61,False
PL,nuscale_voygr6,b8a00967-90a3-4a4e-9979-6b8651d87380,50000,0.0,0.0,0.0,33.0,28.0,40.0,6.0,61,False
PL,nuscale_voygr6,b8bc6544-1571-4906-95e0-314d62c78a24,50000,0.0,0.0,0.0019,12.0,8.0,16.0,3.0,61,False
PL,nuscale_voygr6,c39819ef-6798-4c01-9a82-9eead65b5f56,50000,0.0,0.0,0.0,22.0,18.0,24.0,2.0,61,False
PL,nuscale_voygr6,c42c5942-264d-43a1-a9eb-95b00480eb1a,50000,0.0,0.0,0.0,51.0,46.0,55.0,4.0,61,False
PL,nuscale_voygr6,c4d7f628-c108-4496-ac02-6076ea3ae448,50000,0.0,0.0,0.0,34.0,28.0,41.0,6.0,61,False
PL,nuscale_voygr6,ccc15bde-1c5a-40bf-8f09-2fcb1e896ce5,50000,0.0,0.0,0.0,57.0,55.0,60.0,3.0,61,False
PL,nuscale_voygr6,cd84938d-eea8-47a1-8ea6-2e9f943e5914,50000,0.0,0.0,0.0008,13.0,9.0,17.0,4.0,61,False
PL,nuscale_voygr6,cdc888ad-fd51-4710-a5ab-3cd0fe9ddb48,50000,0.0,0.0,0.0,19.0,15.0,23.0,4.0,61,False
PL,nuscale_voygr6,d3b5a049-6bff-400b-9312-96985f03acea,50000,0.0,0.0,0.0,59.0,56.0,61.0,2.0,61,False
PL,nuscale_voygr6,d60b377c-9bb4-4fd5-adb7-a9a9ba98ae76,50000,0.0,0.0,0.0,40.0,32.0,44.0,5.0,61,False
PL,nuscale_voygr6,dadadad9-b67e-44b8-a9ab-4cbf116da20b,50000,0.0,0.01,0.5389,5.0,4.0,9.0,3.0,61,False
PL,nuscale_voygr6,dc87cdf1-9936-4a59-a5e9-b5e360173490,50000,0.0,0.0,0.0,41.0,33.0,45.0,5.0,61,False
PL,nuscale_voygr6,de6735bd-7a79-43c8-baad-1fe23d50d6f0,50000,0.0,0.0,0.0,25.0,23.0,26.0,2.0,61,False
PL,nuscale_voygr6,e2c23866-db1e-4316-82b5-7e3fe50c3c09,50000,0.0,0.0,0.0,31.0,27.0,39.0,5.0,61,False
PL,nuscale_voygr6,e4e3b5f0-7038-47a5-84e3-04eb07b3c4d7,50000,0.0,0.0,0.001,13.0,9.0,16.0,3.0,61,False
PL,nuscale_voygr6,e9a1ae49-ff79-462c-af4e-7c6843221d36,50000,0.0,0.0,0.0,57.0,55.0,60.0,3.0,61,False
PL,nuscale_voygr6,ebc0f461-acfa-47da-8094-5b15ea3e25a0,50000,0.0,0.0,0.0,20.0,16.0,23.0,3.0,61,False
PL,nuscale_voygr6,ee332928-87b2-4e7b-9203-20e402bc551f,50000,0.0,0.0014,0.2676,7.0,4.0,11.0,3.0,61,False
PL,nuscale_voygr6,ef2ee2ae-e73e-490c-aa07-746543fe20e6,50000,0.0,0.0,0.0,40.0,32.0,44.0,5.0,61,False
PL,nuscale_voygr6,f5be4e73-938d-4fe2-b585-5090ec780670,50000,0.0,0.0,0.0,35.0,30.0,41.0,5.0,61,False
PL,nuscale_voygr6,f8f9f43d-6a3b-445d-818e-ca82a90ace65,50000,0.0,0.0,0.0,50.0,45.0,54.0,5.0,61,False
RO,nuscale_voygr6,18ecb024-ee4f-4045-8254-5e95d61dea8c,50000,0.0,0.0,0.0,16.0,14.0,18.0,2.0,22,False
RO,nuscale_voygr6,1d8be6d0-f3a5-4b32-9d46-3526289731f8,50000,0.0,0.0,0.0,20.0,20.0,20.0,0.0,22,False
RO,nuscale_voygr6,29836b52-a882-4921-95a7-6417e636d9a2,50000,0.0,0.2885,0.8926,4.0,3.0,6.0,2.0,22,False
RO,nuscale_voygr6,345fb795-170a-4fb5-833c-f6bcf2eb450c,50000,1.0,1.0,1.0,1.0,1.0,1.0,0.0,22,False
RO,nuscale_voygr6,3bef37a3-239e-498d-a160-77452a6a9b79,50000,0.0,0.0,0.0,22.0,21.0,22.0,0.0,22,False
RO,nuscale_voygr6,52a7babe-313f-493b-86b9-bd0c4aece4c3,50000,0.0,0.6217,0.9664,3.0,3.0,5.0,1.0,22,False
RO,nuscale_voygr6,5a33e5f0-6d86-4eab-adea-6c6bad7f3f45,50000,0.0,0.0,0.0,13.0,12.0,15.0,1.0,22,False
RO,nuscale_voygr6,693d9b73-f9fc-4502-9b94-be020c5d21fb,50000,0.0,0.0107,0.2629,6.0,4.0,7.0,2.0,22,False
RO,nuscale_voygr6,6aed2eac-1c97-40c5-b842-fb15fd510f35,50000,0.0,0.0,0.0003,9.0,8.0,9.0,1.0,22,False
RO,nuscale_voygr6,6c428b2a-ad09-448b-b24c-22465929d69c,50000,0.0,0.0,0.0,21.0,21.0,22.0,0.0,22,False
RO,nuscale_voygr6,825dc024-9a53-4237-bf59-cbe0af0cf87d,50000,0.0,0.0,0.0004,8.0,8.0,9.0,1.0,22,False
RO,nuscale_voygr6,8781d874-5923-4795-9c9f-b2a6c709025a,50000,0.0,0.0,0.0,17.0,15.0,18.0,2.0,22,False
RO,nuscale_voygr6,958e4d82-853a-41f1-a442-94b4c4314221,50000,0.0,0.9999,1.0,2.0,2.0,2.0,0.0,22,False
RO,nuscale_voygr6,9825e28e-fd6e-460d-9caf-0342563f9060,50000,0.0,0.0,0.0,10.0,9.0,10.0,0.0,22,False
RO,nuscale_voygr6,a4fa3246-27d6-4740-898c-bdf9dadcb88c,50000,0.0,0.0,0.0,14.0,12.0,16.0,2.0,22,False
RO,nuscale_voygr6,af7f107f-71b5-5a33-8125-9ccb7060f895,50000,0.0,0.0482,0.3998,6.0,4.0,7.0,2.0,22,False
RO,nuscale_voygr6,aff5ffe6-fe7a-4de7-afad-9d4645a64cd9,50000,0.0,0.0,0.0,12.0,11.0,14.0,2.0,22,False
RO,nuscale_voygr6,c3790475-3d3b-4e2b-92ae-24503fe03e6b,50000,0.0,0.031,0.4775,6.0,4.0,7.0,1.0,22,False
RO,nuscale_voygr6,d498ded8-449c-4672-8bb9-0ed6c8fef775,50000,0.0,0.0,0.0,17.0,15.0,18.0,2.0,22,False
RO,nuscale_voygr6,dac2a974-a2de-46c5-b581-03985a9ae7d0,50000,0.0,0.0,0.0,15.0,13.0,17.0,2.0,22,False
RO,nuscale_voygr6,e073b3f8-4312-4d34-b322-6289a3121af1,50000,0.0,0.0,0.0,11.0,11.0,13.0,1.0,22,False
RO,nuscale_voygr6,e43af28e-a3d3-4047-a9cf-f3b0990754b4,50000,0.0,0.0,0.0,19.0,19.0,19.0,0.0,22,False
RS,nuscale_voygr6,0182ec25-0df9-4e4b-9861-d76a332bc282,50000,0.0123,0.1614,0.6926,5.0,2.0,7.0,2.0,7,False
RS,nuscale_voygr6,296282b1-d079-4c1e-b2df-12c25128b963,50000,0.0001,0.0052,0.0757,7.0,5.0,7.0,1.0,7,False
RS,nuscale_voygr6,2b03f2e2-64ac-4262-bbff-7a536bda5722,50000,0.2666,0.8118,0.9859,2.0,1.0,5.0,2.0,7,False
RS,nuscale_voygr6,5d4aee8d-9e73-4987-907a-d092e0ba92ed,50000,0.0999,0.5545,0.939,3.0,1.0,6.0,2.0,7,False
RS,nuscale_voygr6,993ccce2-d5e1-498d-827d-8dbfeb42582b,50000,0.5152,0.8865,0.9903,1.0,1.0,4.0,1.0,7,False
RS,nuscale_voygr6,c8f15aca-174b-4be6-a6d9-abfa4685d10d,50000,0.1028,0.5203,0.9144,3.0,1.0,6.0,2.0,7,False
RS,nuscale_voygr6,d30af109-79cb-4ab5-a878-6f574b58116a,50000,0.0031,0.0602,0.4021,6.0,3.0,7.0,1.0,7,False
SK,nuscale_voygr6,06defca3-9105-437f-afd4-52f5603d9b8e,50000,0.0,0.0001,1.0,4.0,4.0,4.0,0.0,5,False
SK,nuscale_voygr6,1719d38b-61e8-4b01-844b-3a2f85c8a186,50000,0.0,0.9999,1.0,3.0,3.0,3.0,0.0,5,False
SK,nuscale_voygr6,770f1d3c-e5fd-493c-a376-e708d2abec6c,50000,0.718,1.0,1.0,1.0,1.0,2.0,1.0,5,False
SK,nuscale_voygr6,a2d8261c-3d08-4015-946c-47dbddbd0b98,50000,0.0,0.0,1.0,5.0,5.0,5.0,0.0,5,False
SK,nuscale_voygr6,c97125b3-20ed-4e21-a853-b928644ec7dd,50000,0.282,1.0,1.0,2.0,1.0,2.0,1.0,5,False
TR,nuscale_voygr6,0049a899-af5f-41cd-86ae-2ba729b6365f,50000,0.0,0.0,0.0,72.0,61.0,84.0,10.0,119,False
TR,nuscale_voygr6,0248611c-b745-404f-ad50-c2870882c7a1,50000,0.0,0.0,0.0,21.0,14.0,28.0,6.0,119,False
TR,nuscale_voygr6,0947a4c8-4fc1-492f-9c66-2c9a993c7fb0,50000,0.0,0.0,0.0,73.0,61.0,85.0,10.0,119,False
TR,nuscale_voygr6,0ca4ff78-4113-4ad9-ac04-0fd541d42338,50000,0.0,0.0,0.0,107.0,103.0,110.0,3.0,119,False
TR,nuscale_voygr6,0fec985c-c66e-40af-a123-a9ba4db269bb,50000,0.0,0.0,0.0,45.0,37.0,51.0,6.0,119,False
TR,nuscale_voygr6,1289753b-43db-4058-8fe1-6e38b5fb01b5,50000,0.0,0.0,0.0,42.0,33.0,49.0,7.0,119,False
TR,nuscale_voygr6,142cad75-648a-495d-8c10-792351e72126,50000,0.0204,0.8172,0.978,2.0,2.0,5.0,1.0,119,False
TR,nuscale_voygr6,161660e7-3ccf-4704-b452-b126599700a0,50000,0.0,0.0,0.0,113.0,111.0,115.0,1.0,119,False
TR,nuscale_voygr6,1624a526-07d8-44a4-8ed7-3b035b748f03,50000,0.0,0.0,0.0,109.0,106.0,112.0,3.0,119,False
TR,nuscale_voygr6,166f5fcc-1cc4-4cf5-9e52-59e7ce1557c6,50000,0.0,0.0,0.0001,17.0,11.0,24.0,5.0,119,False
TR,nuscale_voygr6,17568f0f-91fd-4efe-b4df-2c7cc5d80b7d,50000,0.0,0.0,0.0,118.0,117.0,119.0,1.0,119,False
TR,nuscale_voygr6,1820429d-bd95-4e56-a6db-d9bb57e2ae07,50000,0.0,0.0,0.0,68.0,56.0,82.0,12.0,119,False
TR,nuscale_voygr6,1ce7624e-1d72-4293-8ff4-09096b56ddd2,50000,0.0,0.0,0.0,115.0,113.0,116.0,2.0,119,False
TR,nuscale_voygr6,1f305180-6bbf-4758-9a98-78bc9e96e195,50000,0.0,0.0,0.0,98.0,90.0,104.0,6.0,119,False
TR,nuscale_voygr6,21ccc44f-3244-4e7f-9654-eae424288200,50000,0.0,0.0,0.0,90.0,80.0,98.0,7.0,119,False
TR,nuscale_voygr6,225656d9-8709-4c2f-9992-1e4f20a6fce8,50000,0.0,0.0,0.001,14.0,9.0,21.0,5.0,119,False
TR,nuscale_voygr6,231565d3-4f56-43ee-a357-1f4451c6fbc3,50000,0.0,0.0,0.0,58.0,51.0,68.0,6.0,119,False
