country_code,smr_key,criterion_id,family,criterion_name,mean_abs_rank_change,importance_score,pairs_compared,eligible_pair_count,small_n
LV,nuscale_voygr6,EP-03,EP,Physical-geography constraints,0.0,0.0,1,1,True
LV,nuscale_voygr6,EP-04,EP,"Special populations (hospitals, prisons, care homes)",0.0,0.0,1,1,True
LV,nuscale_voygr6,EP-05,EP,Concurrent-hazard impact on EP,0.0,0.0,1,1,True
LV,nuscale_voygr6,HI-01,HI,Aircraft crash hazard,0.0,0.0,1,1,True
LV,nuscale_voygr6,HI-02,HI,Industrial explosions (Seveso / IED),0.0,0.0,1,1,True
LV,nuscale_voygr6,HI-03,HI,Toxic / gas releases,0.0,0.0,1,1,True
LV,nuscale_voygr6,HI-04,HI,External fires,0.0,0.0,1,1,True
LV,nuscale_voygr6,HI-05,HI,Transport hazards (hazmat road / rail / pipe),0.0,0.0,1,1,True
LV,nuscale_voygr6,HI-06,HI,Military installations,0.0,0.0,1,1,True
LV,nuscale_voygr6,HI-07,HI,Electromagnetic interference,0.0,0.0,1,1,True
LV,nuscale_voygr6,HI-08,HI,Other nuclear installations,0.0,0.0,1,1,True
LV,nuscale_voygr6,NH-01,NH,Seismic ground motion (PGA),0.0,0.0,1,1,True
LV,nuscale_voygr6,NH-05,NH,Subsidence / karst / mining / oil & gas,0.0,0.0,1,1,True
LV,nuscale_voygr6,NH-06,NH,"Foundation conditions (bearing, bedrock, groundwater)",0.0,0.0,1,1,True
LV,nuscale_voygr6,NH-08,NH,"Coastal flooding (storm surge, tsunami)",0.0,0.0,1,1,True
LV,nuscale_voygr6,NH-09,NH,River flooding,0.0,0.0,1,1,True
LV,nuscale_voygr6,NH-10,NH,Extreme winds,0.0,0.0,1,1,True
LV,nuscale_voygr6,NH-11,NH,"Extreme precipitation (rain, snow, drought)",0.0,0.0,1,1,True
LV,nuscale_voygr6,NH-12,NH,Extreme temperatures,0.0,0.0,1,1,True
LV,nuscale_voygr6,NH-13,NH,Forest / wildfire,0.0,0.0,1,1,True
LV,nuscale_voygr6,NH-14,NH,Combined hazards,0.0,0.0,1,1,True
LV,nuscale_voygr6,NS-01,NS,Cooling water / ultimate heat sink,0.0,0.0,1,1,True
LV,nuscale_voygr6,NS-02,NS,Grid connection (detailed),0.0,0.0,1,1,True
LV,nuscale_voygr6,NS-03,NS,Transport access (heavy haul road / rail / port),0.0,0.0,1,1,True
LV,nuscale_voygr6,NS-04,NS,Site topography / grading,0.0,0.0,1,1,True
LV,nuscale_voygr6,NS-05,NS,Land availability / ownership / zoning,0.0,0.0,1,1,True
LV,nuscale_voygr6,NS-06,NS,Existing infrastructure reuse,0.0,0.0,1,1,True
LV,nuscale_voygr6,NS-07,NS,Environmental impact (non-radiological),0.0,0.0,1,1,True
LV,nuscale_voygr6,NS-09,NS,Socioeconomic impact,0.0,0.0,1,1,True
LV,nuscale_voygr6,NS-10,NS,Workforce availability,0.0,0.0,1,1,True
LV,nuscale_voygr6,NS-11,NS,Coal-to-nuclear synergies,0.0,0.0,1,1,True
LV,nuscale_voygr6,NS-12,NS,Regulatory / political environment,0.0,0.0,1,1,True
LV,nuscale_voygr6,NS-13,NS,Construction logistics,0.0,0.0,1,1,True
LV,nuscale_voygr6,RI-01,RI,"Atmospheric dispersion (wind, stability, BLH)",0.0,0.0,1,1,True
LV,nuscale_voygr6,RI-02,RI,Surface water dispersion,0.0,0.0,1,1,True
LV,nuscale_voygr6,RI-03,RI,Groundwater dispersion,0.0,0.0,1,1,True
LV,nuscale_voygr6,RI-04,RI,Population density (EPZ rings),0.0,0.0,1,1,True
LV,nuscale_voygr6,RI-05,RI,Distance to large population centres (>50 k),0.0,0.0,1,1,True
LV,nuscale_voygr6,RI-06,RI,Population projections (60-yr design life),0.0,0.0,1,1,True
MD,nuscale_voygr6,BF-02,BF,Land / nuclear-island footprint,0.0,0.0,1,1,True
MD,nuscale_voygr6,EP-02,EP,Evacuation routes (road network),0.0,0.0,1,1,True
MD,nuscale_voygr6,EP-03,EP,Physical-geography constraints,0.0,0.0,1,1,True
MD,nuscale_voygr6,EP-04,EP,"Special populations (hospitals, prisons, care homes)",0.0,0.0,1,1,True
MD,nuscale_voygr6,EP-05,EP,Concurrent-hazard impact on EP,0.0,0.0,1,1,True
MD,nuscale_voygr6,HI-01,HI,Aircraft crash hazard,0.0,0.0,1,1,True
MD,nuscale_voygr6,HI-02,HI,Industrial explosions (Seveso / IED),0.0,0.0,1,1,True
MD,nuscale_voygr6,HI-03,HI,Toxic / gas releases,0.0,0.0,1,1,True
MD,nuscale_voygr6,HI-04,HI,External fires,0.0,0.0,1,1,True
MD,nuscale_voygr6,HI-05,HI,Transport hazards (hazmat road / rail / pipe),0.0,0.0,1,1,True
MD,nuscale_voygr6,HI-06,HI,Military installations,0.0,0.0,1,1,True
MD,nuscale_voygr6,HI-07,HI,Electromagnetic interference,0.0,0.0,1,1,True
MD,nuscale_voygr6,HI-08,HI,Other nuclear installations,0.0,0.0,1,1,True
MD,nuscale_voygr6,NH-01,NH,Seismic ground motion (PGA),0.0,0.0,1,1,True
MD,nuscale_voygr6,NH-05,NH,Subsidence / karst / mining / oil & gas,0.0,0.0,1,1,True
MD,nuscale_voygr6,NH-06,NH,"Foundation conditions (bearing, bedrock, groundwater)",0.0,0.0,1,1,True
MD,nuscale_voygr6,NH-08,NH,"Coastal flooding (storm surge, tsunami)",0.0,0.0,1,1,True
MD,nuscale_voygr6,NH-09,NH,River flooding,0.0,0.0,1,1,True
MD,nuscale_voygr6,NH-10,NH,Extreme winds,0.0,0.0,1,1,True
MD,nuscale_voygr6,NH-11,NH,"Extreme precipitation (rain, snow, drought)",0.0,0.0,1,1,True
MD,nuscale_voygr6,NH-12,NH,Extreme temperatures,0.0,0.0,1,1,True
MD,nuscale_voygr6,NH-13,NH,Forest / wildfire,0.0,0.0,1,1,True
MD,nuscale_voygr6,NH-14,NH,Combined hazards,0.0,0.0,1,1,True
MD,nuscale_voygr6,NS-01,NS,Cooling water / ultimate heat sink,0.0,0.0,1,1,True
MD,nuscale_voygr6,NS-02,NS,Grid connection (detailed),0.0,0.0,1,1,True
MD,nuscale_voygr6,NS-03,NS,Transport access (heavy haul road / rail / port),0.0,0.0,1,1,True
MD,nuscale_voygr6,NS-04,NS,Site topography / grading,0.0,0.0,1,1,True
MD,nuscale_voygr6,NS-05,NS,Land availability / ownership / zoning,0.0,0.0,1,1,True
MD,nuscale_voygr6,NS-06,NS,Existing infrastructure reuse,0.0,0.0,1,1,True
MD,nuscale_voygr6,NS-07,NS,Environmental impact (non-radiological),0.0,0.0,1,1,True
MD,nuscale_voygr6,NS-09,NS,Socioeconomic impact,0.0,0.0,1,1,True
MD,nuscale_voygr6,NS-10,NS,Workforce availability,0.0,0.0,1,1,True
MD,nuscale_voygr6,NS-11,NS,Coal-to-nuclear synergies,0.0,0.0,1,1,True
MD,nuscale_voygr6,NS-12,NS,Regulatory / political environment,0.0,0.0,1,1,True
MD,nuscale_voygr6,NS-13,NS,Construction logistics,0.0,0.0,1,1,True
MD,nuscale_voygr6,RI-01,RI,"Atmospheric dispersion (wind, stability, BLH)",0.0,0.0,1,1,True
MD,nuscale_voygr6,RI-02,RI,Surface water dispersion,0.0,0.0,1,1,True
MD,nuscale_voygr6,RI-03,RI,Groundwater dispersion,0.0,0.0,1,1,True
MD,nuscale_voygr6,RI-04,RI,Population density (EPZ rings),0.0,0.0,1,1,True
MD,nuscale_voygr6,RI-05,RI,Distance to large population centres (>50 k),0.0,0.0,1,1,True
MD,nuscale_voygr6,RI-06,RI,Population projections (60-yr design life),0.0,0.0,1,1,True
ME,nuscale_voygr6,BF-02,BF,Land / nuclear-island footprint,0.0,0.0,1,1,True
ME,nuscale_voygr6,EP-02,EP,Evacuation routes (road network),0.0,0.0,1,1,True
ME,nuscale_voygr6,EP-03,EP,Physical-geography constraints,0.0,0.0,1,1,True
ME,nuscale_voygr6,EP-04,EP,"Special populations (hospitals, prisons, care homes)",0.0,0.0,1,1,True
ME,nuscale_voygr6,EP-05,EP,Concurrent-hazard impact on EP,0.0,0.0,1,1,True
ME,nuscale_voygr6,HI-01,HI,Aircraft crash hazard,0.0,0.0,1,1,True
ME,nuscale_voygr6,HI-02,HI,Industrial explosions (Seveso / IED),0.0,0.0,1,1,True
ME,nuscale_voygr6,HI-03,HI,Toxic / gas releases,0.0,0.0,1,1,True
ME,nuscale_voygr6,HI-04,HI,External fires,0.0,0.0,1,1,True
ME,nuscale_voygr6,HI-05,HI,Transport hazards (hazmat road / rail / pipe),0.0,0.0,1,1,True
ME,nuscale_voygr6,HI-06,HI,Military installations,0.0,0.0,1,1,True
ME,nuscale_voygr6,HI-07,HI,Electromagnetic interference,0.0,0.0,1,1,True
ME,nuscale_voygr6,HI-08,HI,Other nuclear installations,0.0,0.0,1,1,True
ME,nuscale_voygr6,NH-01,NH,Seismic ground motion (PGA),0.0,0.0,1,1,True
ME,nuscale_voygr6,NH-05,NH,Subsidence / karst / mining / oil & gas,0.0,0.0,1,1,True
ME,nuscale_voygr6,NH-06,NH,"Foundation conditions (bearing, bedrock, groundwater)",0.0,0.0,1,1,True
ME,nuscale_voygr6,NH-08,NH,"Coastal flooding (storm surge, tsunami)",0.0,0.0,1,1,True
ME,nuscale_voygr6,NH-09,NH,River flooding,0.0,0.0,1,1,True
ME,nuscale_voygr6,NH-10,NH,Extreme winds,0.0,0.0,1,1,True
ME,nuscale_voygr6,NH-11,NH,"Extreme precipitation (rain, snow, drought)",0.0,0.0,1,1,True
ME,nuscale_voygr6,NH-12,NH,Extreme temperatures,0.0,0.0,1,1,True
ME,nuscale_voygr6,NH-13,NH,Forest / wildfire,0.0,0.0,1,1,True
ME,nuscale_voygr6,NH-14,NH,Combined hazards,0.0,0.0,1,1,True
ME,nuscale_voygr6,NS-01,NS,Cooling water / ultimate heat sink,0.0,0.0,1,1,True
ME,nuscale_voygr6,NS-02,NS,Grid connection (detailed),0.0,0.0,1,1,True
ME,nuscale_voygr6,NS-03,NS,Transport access (heavy haul road / rail / port),0.0,0.0,1,1,True
ME,nuscale_voygr6,NS-04,NS,Site topography / grading,0.0,0.0,1,1,True
ME,nuscale_voygr6,NS-05,NS,Land availability / ownership / zoning,0.0,0.0,1,1,True
ME,nuscale_voygr6,NS-06,NS,Existing infrastructure reuse,0.0,0.0,1,1,True
ME,nuscale_voygr6,NS-07,NS,Environmental impact (non-radiological),0.0,0.0,1,1,True
ME,nuscale_voygr6,NS-09,NS,Socioeconomic impact,0.0,0.0,1,1,True
ME,nuscale_voygr6,NS-10,NS,Workforce availability,0.0,0.0,1,1,True
ME,nuscale_voygr6,NS-11,NS,Coal-to-nuclear synergies,0.0,0.0,1,1,True
ME,nuscale_voygr6,NS-12,NS,Regulatory / political environment,0.0,0.0,1,1,True
ME,nuscale_voygr6,NS-13,NS,Construction logistics,0.0,0.0,1,1,True
ME,nuscale_voygr6,RI-01,RI,"Atmospheric dispersion (wind, stability, BLH)",0.0,0.0,1,1,True
ME,nuscale_voygr6,RI-02,RI,Surface water dispersion,0.0,0.0,1,1,True
ME,nuscale_voygr6,RI-03,RI,Groundwater dispersion,0.0,0.0,1,1,True
ME,nuscale_voygr6,RI-04,RI,Population density (EPZ rings),0.0,0.0,1,1,True
ME,nuscale_voygr6,RI-05,RI,Distance to large population centres (>50 k),0.0,0.0,1,1,True
ME,nuscale_voygr6,RI-06,RI,Population projections (60-yr design life),0.0,0.0,1,1,True
MK,nuscale_voygr6,NS-02,NS,Grid connection (detailed),0.6667,0.2222,3,3,False
MK,nuscale_voygr6,BF-02,BF,Land / nuclear-island footprint,0.0,0.0,3,3,False
MK,nuscale_voygr6,EP-02,EP,Evacuation routes (road network),0.0,0.0,3,3,False
MK,nuscale_voygr6,EP-03,EP,Physical-geography constraints,0.0,0.0,3,3,False
MK,nuscale_voygr6,EP-04,EP,"Special populations (hospitals, prisons, care homes)",0.0,0.0,3,3,False
MK,nuscale_voygr6,EP-05,EP,Concurrent-hazard impact on EP,0.0,0.0,3,3,False
MK,nuscale_voygr6,HI-01,HI,Aircraft crash hazard,0.0,0.0,3,3,False
MK,nuscale_voygr6,HI-02,HI,Industrial explosions (Seveso / IED),0.0,0.0,3,3,False
MK,nuscale_voygr6,HI-03,HI,Toxic / gas releases,0.0,0.0,3,3,False
MK,nuscale_voygr6,HI-04,HI,External fires,0.0,0.0,3,3,False
MK,nuscale_voygr6,HI-05,HI,Transport hazards (hazmat road / rail / pipe),0.0,0.0,3,3,False
MK,nuscale_voygr6,HI-06,HI,Military installations,0.0,0.0,3,3,False
MK,nuscale_voygr6,HI-07,HI,Electromagnetic interference,0.0,0.0,3,3,False
MK,nuscale_voygr6,HI-08,HI,Other nuclear installations,0.0,0.0,3,3,False
MK,nuscale_voygr6,NH-01,NH,Seismic ground motion (PGA),0.0,0.0,3,3,False
MK,nuscale_voygr6,NH-05,NH,Subsidence / karst / mining / oil & gas,0.0,0.0,3,3,False
MK,nuscale_voygr6,NH-06,NH,"Foundation conditions (bearing, bedrock, groundwater)",0.0,0.0,3,3,False
MK,nuscale_voygr6,NH-08,NH,"Coastal flooding (storm surge, tsunami)",0.0,0.0,3,3,False
MK,nuscale_voygr6,NH-09,NH,River flooding,0.0,0.0,3,3,False
MK,nuscale_voygr6,NH-10,NH,Extreme winds,0.0,0.0,3,3,False
MK,nuscale_voygr6,NH-11,NH,"Extreme precipitation (rain, snow, drought)",0.0,0.0,3,3,False
MK,nuscale_voygr6,NH-12,NH,Extreme temperatures,0.0,0.0,3,3,False
MK,nuscale_voygr6,NH-13,NH,Forest / wildfire,0.0,0.0,3,3,False
MK,nuscale_voygr6,NH-14,NH,Combined hazards,0.0,0.0,3,3,False
MK,nuscale_voygr6,NS-01,NS,Cooling water / ultimate heat sink,0.0,0.0,3,3,False
MK,nuscale_voygr6,NS-03,NS,Transport access (heavy haul road / rail / port),0.0,0.0,3,3,False
MK,nuscale_voygr6,NS-04,NS,Site topography / grading,0.0,0.0,3,3,False
MK,nuscale_voygr6,NS-05,NS,Land availability / ownership / zoning,0.0,0.0,3,3,False
MK,nuscale_voygr6,NS-06,NS,Existing infrastructure reuse,0.0,0.0,3,3,False
MK,nuscale_voygr6,NS-07,NS,Environmental impact (non-radiological),0.0,0.0,3,3,False
MK,nuscale_voygr6,NS-09,NS,Socioeconomic impact,0.0,0.0,3,3,False
MK,nuscale_voygr6,NS-10,NS,Workforce availability,0.0,0.0,3,3,False
MK,nuscale_voygr6,NS-11,NS,Coal-to-nuclear synergies,0.0,0.0,3,3,False
MK,nuscale_voygr6,NS-12,NS,Regulatory / political environment,0.0,0.0,3,3,False
MK,nuscale_voygr6,NS-13,NS,Construction logistics,0.0,0.0,3,3,False
MK,nuscale_voygr6,RI-01,RI,"Atmospheric dispersion (wind, stability, BLH)",0.0,0.0,3,3,False
MK,nuscale_voygr6,RI-02,RI,Surface water dispersion,0.0,0.0,3,3,False
MK,nuscale_voygr6,RI-03,RI,Groundwater dispersion,0.0,0.0,3,3,False
MK,nuscale_voygr6,RI-04,RI,Population density (EPZ rings),0.0,0.0,3,3,False
MK,nuscale_voygr6,RI-05,RI,Distance to large population centres (>50 k),0.0,0.0,3,3,False
MK,nuscale_voygr6,RI-06,RI,Population projections (60-yr design life),0.0,0.0,3,3,False
PL,nuscale_voygr6,HI-01,HI,Aircraft crash hazard,3.1475,0.0516,61,61,False
PL,nuscale_voygr6,HI-03,HI,Toxic / gas releases,2.9508,0.0484,61,61,False
PL,nuscale_voygr6,NS-02,NS,Grid connection (detailed),2.9508,0.0484,61,61,False
PL,nuscale_voygr6,NH-05,NH,Subsidence / karst / mining / oil & gas,2.7869,0.0457,61,61,False
PL,nuscale_voygr6,RI-05,RI,Distance to large population centres (>50 k),2.7213,0.0446,61,61,False
PL,nuscale_voygr6,NS-05,NS,Land availability / ownership / zoning,2.2295,0.0365,61,61,False
PL,nuscale_voygr6,NS-04,NS,Site topography / grading,1.9344,0.0317,61,61,False
PL,nuscale_voygr6,NS-01,NS,Cooling water / ultimate heat sink,1.7377,0.0285,61,61,False
PL,nuscale_voygr6,NS-03,NS,Transport access (heavy haul road / rail / port),1.7377,0.0285,61,61,False
PL,nuscale_voygr6,EP-03,EP,Physical-geography constraints,1.5738,0.0258,61,61,False
PL,nuscale_voygr6,EP-04,EP,"Special populations (hospitals, prisons, care homes)",1.377,0.0226,61,61,False
PL,nuscale_voygr6,EP-02,EP,Evacuation routes (road network),1.2787,0.021,61,61,False
PL,nuscale_voygr6,RI-06,RI,Population projections (60-yr design life),1.2131,0.0199,61,61,False
PL,nuscale_voygr6,NH-06,NH,"Foundation conditions (bearing, bedrock, groundwater)",1.082,0.0177,61,61,False
PL,nuscale_voygr6,RI-04,RI,Population density (EPZ rings),1.082,0.0177,61,61,False
PL,nuscale_voygr6,NH-08,NH,"Coastal flooding (storm surge, tsunami)",0.8525,0.014,61,61,False
PL,nuscale_voygr6,HI-02,HI,Industrial explosions (Seveso / IED),0.7541,0.0124,61,61,False
PL,nuscale_voygr6,HI-06,HI,Military installations,0.623,0.0102,61,61,False
PL,nuscale_voygr6,NH-01,NH,Seismic ground motion (PGA),0.5574,0.0091,61,61,False
PL,nuscale_voygr6,NH-10,NH,Extreme winds,0.5246,0.0086,61,61,False
PL,nuscale_voygr6,HI-04,HI,External fires,0.4262,0.007,61,61,False
PL,nuscale_voygr6,NH-11,NH,"Extreme precipitation (rain, snow, drought)",0.4262,0.007,61,61,False
PL,nuscale_voygr6,RI-03,RI,Groundwater dispersion,0.4262,0.007,61,61,False
PL,nuscale_voygr6,NH-09,NH,River flooding,0.2951,0.0048,61,61,False
PL,nuscale_voygr6,NH-12,NH,Extreme temperatures,0.1967,0.0032,61,61,False
PL,nuscale_voygr6,HI-07,HI,Electromagnetic interference,0.0656,0.0011,61,61,False
PL,nuscale_voygr6,BF-02,BF,Land / nuclear-island footprint,0.0,0.0,61,61,False
PL,nuscale_voygr6,EP-05,EP,Concurrent-hazard impact on EP,0.0,0.0,61,61,False
PL,nuscale_voygr6,HI-05,HI,Transport hazards (hazmat road / rail / pipe),0.0,0.0,61,61,False
PL,nuscale_voygr6,HI-08,HI,Other nuclear installations,0.0,0.0,61,61,False
PL,nuscale_voygr6,NH-13,NH,Forest / wildfire,0.0,0.0,61,61,False
PL,nuscale_voygr6,NH-14,NH,Combined hazards,0.0,0.0,61,61,False
PL,nuscale_voygr6,NS-06,NS,Existing infrastructure reuse,0.0,0.0,61,61,False
PL,nuscale_voygr6,NS-07,NS,Environmental impact (non-radiological),0.0,0.0,61,61,False
PL,nuscale_voygr6,NS-09,NS,Socioeconomic impact,0.0,0.0,61,61,False
PL,nuscale_voygr6,NS-10,NS,Workforce availability,0.0,0.0,61,61,False
PL,nuscale_voygr6,NS-11,NS,Coal-to-nuclear synergies,0.0,0.0,61,61,False
PL,nuscale_voygr6,NS-12,NS,Regulatory / political environment,0.0,0.0,61,61,False
PL,nuscale_voygr6,NS-13,NS,Construction logistics,0.0,0.0,61,61,False
PL,nuscale_voygr6,RI-01,RI,"Atmospheric dispersion (wind, stability, BLH)",0.0,0.0,61,61,False
PL,nuscale_voygr6,RI-02,RI,Surface water dispersion,0.0,0.0,61,61,False
RO,nuscale_voygr6,RI-05,RI,Distance to large population centres (>50 k),2.1818,0.0992,22,22,False
RO,nuscale_voygr6,HI-01,HI,Aircraft crash hazard,1.4545,0.0661,22,22,False
RO,nuscale_voygr6,HI-03,HI,Toxic / gas releases,1.2727,0.0578,22,22,False
RO,nuscale_voygr6,NS-02,NS,Grid connection (detailed),1.0909,0.0496,22,22,False
RO,nuscale_voygr6,EP-04,EP,"Special populations (hospitals, prisons, care homes)",0.9091,0.0413,22,22,False
RO,nuscale_voygr6,NS-05,NS,Land availability / ownership / zoning,0.8182,0.0372,22,22,False
RO,nuscale_voygr6,NH-06,NH,"Foundation conditions (bearing, bedrock, groundwater)",0.6364,0.0289,22,22,False
RO,nuscale_voygr6,NS-04,NS,Site topography / grading,0.6364,0.0289,22,22,False
RO,nuscale_voygr6,EP-02,EP,Evacuation routes (road network),0.5455,0.0248,22,22,False
RO,nuscale_voygr6,EP-03,EP,Physical-geography constraints,0.5455,0.0248,22,22,False
RO,nuscale_voygr6,NS-01,NS,Cooling water / ultimate heat sink,0.5455,0.0248,22,22,False
RO,nuscale_voygr6,NS-03,NS,Transport access (heavy haul road / rail / port),0.5455,0.0248,22,22,False
RO,nuscale_voygr6,RI-06,RI,Population projections (60-yr design life),0.5455,0.0248,22,22,False
RO,nuscale_voygr6,NH-05,NH,Subsidence / karst / mining / oil & gas,0.3636,0.0165,22,22,False
RO,nuscale_voygr6,RI-04,RI,Population density (EPZ rings),0.3636,0.0165,22,22,False
RO,nuscale_voygr6,NH-01,NH,Seismic ground motion (PGA),0.2727,0.0124,22,22,False
RO,nuscale_voygr6,NH-09,NH,River flooding,0.2727,0.0124,22,22,False
RO,nuscale_voygr6,HI-02,HI,Industrial explosions (Seveso / IED),0.1818,0.0083,22,22,False
RO,nuscale_voygr6,HI-04,HI,External fires,0.1818,0.0083,22,22,False
RO,nuscale_voygr6,HI-06,HI,Military installations,0.1818,0.0083,22,22,False
RO,nuscale_voygr6,HI-07,HI,Electromagnetic interference,0.1818,0.0083,22,22,False
RO,nuscale_voygr6,NH-10,NH,Extreme winds,0.1818,0.0083,22,22,False
RO,nuscale_voygr6,NH-08,NH,"Coastal flooding (storm surge, tsunami)",0.0909,0.0041,22,22,False
RO,nuscale_voygr6,NH-12,NH,Extreme temperatures,0.0909,0.0041,22,22,False
RO,nuscale_voygr6,RI-03,RI,Groundwater dispersion,0.0909,0.0041,22,22,False
RO,nuscale_voygr6,BF-02,BF,Land / nuclear-island footprint,0.0,0.0,22,22,False
RO,nuscale_voygr6,EP-05,EP,Concurrent-hazard impact on EP,0.0,0.0,22,22,False
RO,nuscale_voygr6,HI-05,HI,Transport hazards (hazmat road / rail / pipe),0.0,0.0,22,22,False
RO,nuscale_voygr6,HI-08,HI,Other nuclear installations,0.0,0.0,22,22,False
RO,nuscale_voygr6,NH-11,NH,"Extreme precipitation (rain, snow, drought)",0.0,0.0,22,22,False
RO,nuscale_voygr6,NH-13,NH,Forest / wildfire,0.0,0.0,22,22,False
RO,nuscale_voygr6,NH-14,NH,Combined hazards,0.0,0.0,22,22,False
RO,nuscale_voygr6,NS-06,NS,Existing infrastructure reuse,0.0,0.0,22,22,False
RO,nuscale_voygr6,NS-07,NS,Environmental impact (non-radiological),0.0,0.0,22,22,False
RO,nuscale_voygr6,NS-09,NS,Socioeconomic impact,0.0,0.0,22,22,False
RO,nuscale_voygr6,NS-10,NS,Workforce availability,0.0,0.0,22,22,False
RO,nuscale_voygr6,NS-11,NS,Coal-to-nuclear synergies,0.0,0.0,22,22,False
RO,nuscale_voygr6,NS-12,NS,Regulatory / political environment,0.0,0.0,22,22,False
RO,nuscale_voygr6,NS-13,NS,Construction logistics,0.0,0.0,22,22,False
RO,nuscale_voygr6,RI-01,RI,"Atmospheric dispersion (wind, stability, BLH)",0.0,0.0,22,22,False
RO,nuscale_voygr6,RI-02,RI,Surface water dispersion,0.0,0.0,22,22,False
RS,nuscale_voygr6,HI-01,HI,Aircraft crash hazard,1.6667,0.2778,6,6,False
RS,nuscale_voygr6,RI-05,RI,Distance to large population centres (>50 k),1.6667,0.2778,6,6,False
RS,nuscale_voygr6,RI-04,RI,Population density (EPZ rings),1.3333,0.2222,6,6,False
RS,nuscale_voygr6,EP-04,EP,"Special populations (hospitals, prisons, care homes)",1.0,0.1667,6,6,False
RS,nuscale_voygr6,HI-06,HI,Military installations,1.0,0.1667,6,6,False
RS,nuscale_voygr6,NH-05,NH,Subsidence / karst / mining / oil & gas,1.0,0.1667,6,6,False
RS,nuscale_voygr6,NS-02,NS,Grid connection (detailed),1.0,0.1667,6,6,False
RS,nuscale_voygr6,NH-10,NH,Extreme winds,0.6667,0.1111,6,6,False
RS,nuscale_voygr6,NS-04,NS,Site topography / grading,0.6667,0.1111,6,6,False
RS,nuscale_voygr6,RI-06,RI,Population projections (60-yr design life),0.6667,0.1111,6,6,False
RS,nuscale_voygr6,EP-02,EP,Evacuation routes (road network),0.3333,0.0555,6,6,False
RS,nuscale_voygr6,HI-03,HI,Toxic / gas releases,0.3333,0.0555,6,6,False
RS,nuscale_voygr6,NH-06,NH,"Foundation conditions (bearing, bedrock, groundwater)",0.3333,0.0555,6,6,False
RS,nuscale_voygr6,NS-03,NS,Transport access (heavy haul road / rail / port),0.3333,0.0555,6,6,False
RS,nuscale_voygr6,NS-05,NS,Land availability / ownership / zoning,0.3333,0.0555,6,6,False
RS,nuscale_voygr6,BF-02,BF,Land / nuclear-island footprint,0.0,0.0,6,6,False
RS,nuscale_voygr6,EP-03,EP,Physical-geography constraints,0.0,0.0,6,6,False
RS,nuscale_voygr6,EP-05,EP,Concurrent-hazard impact on EP,0.0,0.0,6,6,False
RS,nuscale_voygr6,HI-02,HI,Industrial explosions (Seveso / IED),0.0,0.0,6,6,False
RS,nuscale_voygr6,HI-04,HI,External fires,0.0,0.0,6,6,False
RS,nuscale_voygr6,HI-05,HI,Transport hazards (hazmat road / rail / pipe),0.0,0.0,6,6,False
RS,nuscale_voygr6,HI-07,HI,Electromagnetic interference,0.0,0.0,6,6,False
RS,nuscale_voygr6,HI-08,HI,Other nuclear installations,0.0,0.0,6,6,False
RS,nuscale_voygr6,NH-01,NH,Seismic ground motion (PGA),0.0,0.0,6,6,False
RS,nuscale_voygr6,NH-08,NH,"Coastal flooding (storm surge, tsunami)",0.0,0.0,6,6,False
RS,nuscale_voygr6,NH-09,NH,River flooding,0.0,0.0,6,6,False
RS,nuscale_voygr6,NH-11,NH,"Extreme precipitation (rain, snow, drought)",0.0,0.0,6,6,False
RS,nuscale_voygr6,NH-12,NH,Extreme temperatures,0.0,0.0,6,6,False
RS,nuscale_voygr6,NH-13,NH,Forest / wildfire,0.0,0.0,6,6,False
RS,nuscale_voygr6,NH-14,NH,Combined hazards,0.0,0.0,6,6,False
RS,nuscale_voygr6,NS-01,NS,Cooling water / ultimate heat sink,0.0,0.0,6,6,False
RS,nuscale_voygr6,NS-06,NS,Existing infrastructure reuse,0.0,0.0,6,6,False
RS,nuscale_voygr6,NS-07,NS,Environmental impact (non-radiological),0.0,0.0,6,6,False
RS,nuscale_voygr6,NS-09,NS,Socioeconomic impact,0.0,0.0,6,6,False
RS,nuscale_voygr6,NS-10,NS,Workforce availability,0.0,0.0,6,6,False
RS,nuscale_voygr6,NS-11,NS,Coal-to-nuclear synergies,0.0,0.0,6,6,False
RS,nuscale_voygr6,NS-12,NS,Regulatory / political environment,0.0,0.0,6,6,False
RS,nuscale_voygr6,NS-13,NS,Construction logistics,0.0,0.0,6,6,False
RS,nuscale_voygr6,RI-01,RI,"Atmospheric dispersion (wind, stability, BLH)",0.0,0.0,6,6,False
RS,nuscale_voygr6,RI-02,RI,Surface water dispersion,0.0,0.0,6,6,False
RS,nuscale_voygr6,RI-03,RI,Groundwater dispersion,0.0,0.0,6,6,False
SK,nuscale_voygr6,EP-03,EP,Physical-geography constraints,0.4,0.08,5,5,False
SK,nuscale_voygr6,NH-05,NH,Subsidence / karst / mining / oil & gas,0.4,0.08,5,5,False
SK,nuscale_voygr6,NS-04,NS,Site topography / grading,0.4,0.08,5,5,False
SK,nuscale_voygr6,NS-05,NS,Land availability / ownership / zoning,0.4,0.08,5,5,False
SK,nuscale_voygr6,BF-02,BF,Land / nuclear-island footprint,0.0,0.0,5,5,False
SK,nuscale_voygr6,EP-02,EP,Evacuation routes (road network),0.0,0.0,5,5,False
SK,nuscale_voygr6,EP-04,EP,"Special populations (hospitals, prisons, care homes)",0.0,0.0,5,5,False
