site_id,site_name,country,band,top5pct_hit_rate,top10pct_hit_rate,top30pct_hit_rate,scenarios_total,scenarios_scored
993ccce2-d5e1-498d-827d-8dbfeb42582b,Kostolac power station,RS,A,0.8667,1.0,1.0,15,15
5d4aee8d-9e73-4987-907a-d092e0ba92ed,Kovin power station,RS,D,0.0,0.0,0.9333,15,15
d30af109-79cb-4ab5-a878-6f574b58116a,Kolubara B power station,RS,F,0.0,0.0,0.4,15,14
2b03f2e2-64ac-4262-bbff-7a536bda5722,Morava power station,RS,G,0.1333,0.1333,0.3333,15,14
c8f15aca-174b-4be6-a6d9-abfa4685d10d,Nikola Tesla power station,RS,H,0.0,0.0,0.1333,15,14
0182ec25-0df9-4e4b-9861-d76a332bc282,Kolubara A power station,RS,H,0.0,0.0,0.0,15,14
296282b1-d079-4c1e-b2df-12c25128b963,Štavalj Power Station,RS,H,0.0,0.0,0.0,15,14
