criterion_a,criterion_b,pearson,spearman,max_abs,n_pairs,flagged
NH-06,NH-11,0.0,0.0,0.0,2904,False
NH-06,NH-13,0.0,0.0,0.0,2904,False
NH-06,NH-14,0.0,0.0,0.0,2904,False
NH-06,NS-06,0.0,0.0,0.0,2904,False
NH-06,NS-07,0.0,0.0,0.0,2904,False
NH-06,NS-09,0.0,0.0,0.0,2904,False
NH-06,NS-10,0.0,0.0,0.0,2904,False
NH-05,NH-11,0.0,0.0,0.0,2904,False
NH-05,NH-10,0.0,0.0,0.0,2904,False
NH-05,NH-09,0.0,0.0,0.0,2904,False
NH-05,NH-08,0.0,0.0,0.0,2904,False
NH-03,RI-01,0.0,0.0,0.0,2904,False
NH-03,RI-03,0.0,0.0,0.0,2904,False
NH-03,RI-05,0.0,0.0,0.0,2904,False
NH-04,NH-07,0.0,0.0,0.0,2904,False
NH-04,NH-08,0.0,0.0,0.0,2904,False
NH-04,NH-09,0.0,0.0,0.0,2904,False
NH-04,NH-10,0.0,0.0,0.0,2904,False
NH-04,NH-11,0.0,0.0,0.0,2904,False
NH-04,NH-13,0.0,0.0,0.0,2904,False
NH-04,NH-14,0.0,0.0,0.0,2904,False
NH-04,NS-06,0.0,0.0,0.0,2904,False
NH-04,NS-07,0.0,0.0,0.0,2904,False
NH-04,NS-09,0.0,0.0,0.0,2904,False
NH-04,NS-10,0.0,0.0,0.0,2904,False
NH-04,NS-11,0.0,0.0,0.0,2904,False
NH-04,NS-12,0.0,0.0,0.0,2904,False
NH-04,NS-13,0.0,0.0,0.0,2904,False
NH-04,RI-01,0.0,0.0,0.0,2904,False
NH-04,RI-03,0.0,0.0,0.0,2904,False
NH-04,RI-05,0.0,0.0,0.0,2904,False
NH-05,NH-07,0.0,0.0,0.0,2904,False
NH-10,RI-06,0.0,0.0,0.0,2904,False
NS-08,NS-11,0.0,0.0,0.0,2904,False
NH-11,NH-13,0.0,0.0,0.0,2904,False
NS-07,RI-02,0.0,0.0,0.0,2904,False
NS-06,RI-04,0.0,0.0,0.0,2904,False
NS-06,RI-05,0.0,0.0,0.0,2904,False
NS-06,RI-06,0.0,0.0,0.0,2904,False
NS-07,NS-08,0.0,0.0,0.0,2904,False
NS-07,NS-09,0.0,0.0,0.0,2904,False
NS-07,NS-10,0.0,0.0,0.0,2904,False
NS-07,NS-11,0.0,0.0,0.0,2904,False
NS-07,NS-12,0.0,0.0,0.0,2904,False
NS-07,NS-13,0.0,0.0,0.0,2904,False
NS-07,RI-01,0.0,0.0,0.0,2904,False
NS-07,RI-03,0.0,0.0,0.0,2904,False
NS-06,RI-02,0.0,0.0,0.0,2904,False
NS-07,RI-04,0.0,0.0,0.0,2904,False
NS-07,RI-05,0.0,0.0,0.0,2904,False
NS-07,RI-06,0.0,0.0,0.0,2904,False
NS-08,NS-09,0.0,0.0,0.0,2904,False
NS-08,NS-10,0.0,0.0,0.0,2904,False
HI-08,RI-01,0.0,0.0,0.0,2904,False
NS-08,NS-12,0.0,0.0,0.0,2904,False
NS-08,NS-13,0.0,0.0,0.0,2904,False
NS-08,RI-01,0.0,0.0,0.0,2904,False
NS-08,RI-03,0.0,0.0,0.0,2904,False
NS-06,RI-03,0.0,0.0,0.0,2904,False
NS-06,RI-01,0.0,0.0,0.0,2904,False
NS-09,NS-10,0.0,0.0,0.0,2904,False
NS-05,NS-11,0.0,0.0,0.0,2904,False
NS-04,NS-11,0.0,0.0,0.0,2904,False
NS-04,NS-12,0.0,0.0,0.0,2904,False
NS-04,NS-13,0.0,0.0,0.0,2904,False
NS-04,RI-01,0.0,0.0,0.0,2904,False
NS-04,RI-03,0.0,0.0,0.0,2904,False
NS-04,RI-05,0.0,0.0,0.0,2904,False
NS-05,NS-06,0.0,0.0,0.0,2904,False
NS-05,NS-07,0.0,0.0,0.0,2904,False
NS-05,NS-09,0.0,0.0,0.0,2904,False
NS-05,NS-10,0.0,0.0,0.0,2904,False
NS-05,NS-12,0.0,0.0,0.0,2904,False
NS-06,NS-13,0.0,0.0,0.0,2904,False
NS-05,NS-13,0.0,0.0,0.0,2904,False
NS-05,RI-01,0.0,0.0,0.0,2904,False
NS-05,RI-03,0.0,0.0,0.0,2904,False
NS-05,RI-05,0.0,0.0,0.0,2904,False
NS-06,NS-07,0.0,0.0,0.0,2904,False
NS-06,NS-08,0.0,0.0,0.0,2904,False
NS-06,NS-09,0.0,0.0,0.0,2904,False
NS-06,NS-10,0.0,0.0,0.0,2904,False
NS-06,NS-11,0.0,0.0,0.0,2904,False
NS-06,NS-12,0.0,0.0,0.0,2904,False
NS-08,RI-05,0.0,0.0,0.0,2904,False
NS-09,NS-11,0.0,0.0,0.0,2904,False
NS-04,NS-09,0.0,0.0,0.0,2904,False
NS-13,RI-06,0.0,0.0,0.0,2904,False
NS-12,RI-02,0.0,0.0,0.0,2904,False
NS-12,RI-03,0.0,0.0,0.0,2904,False
NS-12,RI-04,0.0,0.0,0.0,2904,False
NS-12,RI-05,0.0,0.0,0.0,2904,False
NS-12,RI-06,0.0,0.0,0.0,2904,False
NS-13,RI-01,0.0,0.0,0.0,2904,False
NS-13,RI-02,0.0,0.0,0.0,2904,False
NS-13,RI-03,0.0,0.0,0.0,2904,False
NS-13,RI-04,0.0,0.0,0.0,2904,False
NS-13,RI-05,0.0,0.0,0.0,2904,False
RI-01,RI-02,0.0,0.0,0.0,2904,False
NS-12,NS-13,0.0,0.0,0.0,2904,False
RI-01,RI-03,0.0,0.0,0.0,2904,False
RI-01,RI-04,0.0,0.0,0.0,2904,False
RI-01,RI-05,0.0,0.0,0.0,2904,False
RI-01,RI-06,0.0,0.0,0.0,2904,False
RI-02,RI-03,0.0,0.0,0.0,2904,False
RI-02,RI-05,0.0,0.0,0.0,2904,False
RI-03,RI-04,0.0,0.0,0.0,2904,False
RI-03,RI-05,0.0,0.0,0.0,2904,False
RI-03,RI-06,0.0,0.0,0.0,2904,False
RI-04,RI-05,0.0,0.0,0.0,2904,False
NS-12,RI-01,0.0,0.0,0.0,2904,False
NS-11,RI-06,0.0,0.0,0.0,2904,False
NS-09,NS-12,0.0,0.0,0.0,2904,False
NS-10,RI-01,0.0,0.0,0.0,2904,False
NS-09,NS-13,0.0,0.0,0.0,2904,False
NS-09,RI-01,0.0,0.0,0.0,2904,False
NS-09,RI-02,0.0,0.0,0.0,2904,False
NS-09,RI-03,0.0,0.0,0.0,2904,False
NS-09,RI-04,0.0,0.0,0.0,2904,False
NS-09,RI-05,0.0,0.0,0.0,2904,False
NS-09,RI-06,0.0,0.0,0.0,2904,False
NS-10,NS-11,0.0,0.0,0.0,2904,False
NS-10,NS-12,0.0,0.0,0.0,2904,False
NS-10,NS-13,0.0,0.0,0.0,2904,False
NS-10,RI-02,0.0,0.0,0.0,2904,False
NS-11,RI-05,0.0,0.0,0.0,2904,False
NS-10,RI-03,0.0,0.0,0.0,2904,False
NS-10,RI-04,0.0,0.0,0.0,2904,False
NS-10,RI-05,0.0,0.0,0.0,2904,False
NS-10,RI-06,0.0,0.0,0.0,2904,False
NS-11,NS-12,0.0,0.0,0.0,2904,False
NS-11,NS-13,0.0,0.0,0.0,2904,False
NS-11,RI-01,0.0,0.0,0.0,2904,False
NS-11,RI-02,0.0,0.0,0.0,2904,False
NS-11,RI-03,0.0,0.0,0.0,2904,False
NS-11,RI-04,0.0,0.0,0.0,2904,False
NS-04,NS-10,0.0,0.0,0.0,2904,False
NS-04,NS-07,0.0,0.0,0.0,2904,False
NH-11,NH-14,0.0,0.0,0.0,2904,False
NH-13,NS-05,0.0,0.0,0.0,2904,False
NH-12,NS-12,0.0,0.0,0.0,2904,False
NH-12,NS-13,0.0,0.0,0.0,2904,False
NH-12,RI-01,0.0,0.0,0.0,2904,False
NH-12,RI-03,0.0,0.0,0.0,2904,False
NH-12,RI-05,0.0,0.0,0.0,2904,False
NH-13,NH-14,0.0,0.0,0.0,2904,False
NH-13,NS-01,0.0,0.0,0.0,2904,False
NH-13,NS-02,0.0,0.0,0.0,2904,False
NH-13,NS-03,0.0,0.0,0.0,2904,False
NH-13,NS-04,0.0,0.0,0.0,2904,False
NH-13,NS-06,0.0,0.0,0.0,2904,False
NH-12,NS-10,0.0,0.0,0.0,2904,False
NH-13,NS-07,0.0,0.0,0.0,2904,False
NH-13,NS-08,0.0,0.0,0.0,2904,False
NH-13,NS-09,0.0,0.0,0.0,2904,False
NH-13,NS-10,0.0,0.0,0.0,2904,False
NH-13,NS-11,0.0,0.0,0.0,2904,False
NH-13,NS-12,0.0,0.0,0.0,2904,False
NH-13,NS-13,0.0,0.0,0.0,2904,False
NH-13,RI-01,0.0,0.0,0.0,2904,False
NH-13,RI-02,0.0,0.0,0.0,2904,False
NH-13,RI-03,0.0,0.0,0.0,2904,False
NH-12,NS-11,0.0,0.0,0.0,2904,False
NH-12,NS-09,0.0,0.0,0.0,2904,False
NH-13,RI-05,0.0,0.0,0.0,2904,False
NH-11,NS-11,0.0,0.0,0.0,2904,False
NH-11,NS-01,0.0,0.0,0.0,2904,False
NH-11,NS-02,0.0,0.0,0.0,2904,False
NH-11,NS-03,0.0,0.0,0.0,2904,False
NH-11,NS-04,0.0,0.0,0.0,2904,False
NH-11,NS-05,0.0,0.0,0.0,2904,False
NH-11,NS-06,0.0,0.0,0.0,2904,False
NH-11,NS-07,0.0,0.0,0.0,2904,False
NH-11,NS-08,0.0,0.0,0.0,2904,False
NH-11,NS-09,0.0,0.0,0.0,2904,False
NH-11,NS-10,0.0,0.0,0.0,2904,False
NH-11,NS-12,0.0,0.0,0.0,2904,False
NH-12,NS-07,0.0,0.0,0.0,2904,False
NH-11,NS-13,0.0,0.0,0.0,2904,False
NH-11,RI-01,0.0,0.0,0.0,2904,False
NH-11,RI-02,0.0,0.0,0.0,2904,False
NH-11,RI-03,0.0,0.0,0.0,2904,False
NH-11,RI-04,0.0,0.0,0.0,2904,False
NH-11,RI-05,0.0,0.0,0.0,2904,False
NH-11,RI-06,0.0,0.0,0.0,2904,False
NH-12,NH-13,0.0,0.0,0.0,2904,False
NH-12,NH-14,0.0,0.0,0.0,2904,False
NH-12,NS-06,0.0,0.0,0.0,2904,False
NH-13,RI-04,0.0,0.0,0.0,2904,False
NH-13,RI-06,0.0,0.0,0.0,2904,False
NS-04,NS-06,0.0,0.0,0.0,2904,False
NS-02,RI-03,0.0,0.0,0.0,2904,False
NS-01,RI-03,0.0,0.0,0.0,2904,False
NS-01,RI-05,0.0,0.0,0.0,2904,False
NS-02,NS-06,0.0,0.0,0.0,2904,False
NS-02,NS-07,0.0,0.0,0.0,2904,False
NS-02,NS-09,0.0,0.0,0.0,2904,False
NS-02,NS-10,0.0,0.0,0.0,2904,False
NS-02,NS-11,0.0,0.0,0.0,2904,False
NS-02,NS-12,0.0,0.0,0.0,2904,False
NS-02,NS-13,0.0,0.0,0.0,2904,False
NS-02,RI-01,0.0,0.0,0.0,2904,False
NS-02,RI-05,0.0,0.0,0.0,2904,False
NS-01,NS-13,0.0,0.0,0.0,2904,False
NS-03,NS-06,0.0,0.0,0.0,2904,False
NS-03,NS-07,0.0,0.0,0.0,2904,False
NS-03,NS-09,0.0,0.0,0.0,2904,False
NS-03,NS-10,0.0,0.0,0.0,2904,False
NS-03,NS-11,0.0,0.0,0.0,2904,False
NS-03,NS-12,0.0,0.0,0.0,2904,False
NS-03,NS-13,0.0,0.0,0.0,2904,False
NS-03,RI-01,0.0,0.0,0.0,2904,False
NS-03,RI-03,0.0,0.0,0.0,2904,False
NS-03,RI-05,0.0,0.0,0.0,2904,False
NS-01,RI-01,0.0,0.0,0.0,2904,False
NS-01,NS-12,0.0,0.0,0.0,2904,False
NH-14,NS-01,0.0,0.0,0.0,2904,False
NH-14,NS-12,0.0,0.0,0.0,2904,False
NH-14,NS-02,0.0,0.0,0.0,2904,False
NH-14,NS-03,0.0,0.0,0.0,2904,False
NH-14,NS-04,0.0,0.0,0.0,2904,False
NH-14,NS-05,0.0,0.0,0.0,2904,False
NH-14,NS-06,0.0,0.0,0.0,2904,False
NH-14,NS-07,0.0,0.0,0.0,2904,False
NH-14,NS-08,0.0,0.0,0.0,2904,False
NH-14,NS-09,0.0,0.0,0.0,2904,False
NH-14,NS-10,0.0,0.0,0.0,2904,False
NH-14,NS-11,0.0,0.0,0.0,2904,False
NH-14,NS-13,0.0,0.0,0.0,2904,False
NS-01,NS-11,0.0,0.0,0.0,2904,False
NH-14,RI-01,0.0,0.0,0.0,2904,False
NH-14,RI-02,0.0,0.0,0.0,2904,False
NH-14,RI-03,0.0,0.0,0.0,2904,False
NH-14,RI-04,0.0,0.0,0.0,2904,False
NH-14,RI-05,0.0,0.0,0.0,2904,False
NH-14,RI-06,0.0,0.0,0.0,2904,False
NS-01,NS-06,0.0,0.0,0.0,2904,False
NS-01,NS-07,0.0,0.0,0.0,2904,False
NS-01,NS-09,0.0,0.0,0.0,2904,False
NS-01,NS-10,0.0,0.0,0.0,2904,False
HI-08,RI-02,0.0,0.0,0.0,2904,False
HI-03,NH-10,0.0,0.0,0.0,2904,False
HI-08,NS-13,0.0,0.0,0.0,2904,False
EP-04,HI-05,0.0,0.0,0.0,2904,False
EP-03,RI-02,0.0,0.0,0.0,2904,False
EP-03,RI-03,0.0,0.0,0.0,2904,False
EP-03,RI-04,0.0,0.0,0.0,2904,False
EP-03,RI-05,0.0,0.0,0.0,2904,False
EP-03,RI-06,0.0,0.0,0.0,2904,False
EP-04,EP-05,0.0,0.0,0.0,2904,False
EP-04,HI-01,0.0,0.0,0.0,2904,False
EP-04,HI-02,0.0,0.0,0.0,2904,False
EP-04,HI-03,0.0,0.0,0.0,2904,False
EP-04,HI-04,0.0,0.0,0.0,2904,False
EP-04,HI-06,0.0,0.0,0.0,2904,False
EP-03,NS-13,0.0,0.0,0.0,2904,False
EP-04,HI-07,0.0,0.0,0.0,2904,False
EP-04,HI-08,0.0,0.0,0.0,2904,False
EP-04,NH-01,0.0,0.0,0.0,2904,False
EP-04,NH-02,0.0,0.0,0.0,2904,False
EP-04,NH-03,0.0,0.0,0.0,2904,False
EP-04,NH-04,0.0,0.0,0.0,2904,False
EP-04,NH-05,0.0,0.0,0.0,2904,False
EP-04,NH-06,0.0,0.0,0.0,2904,False
EP-04,NH-07,0.0,0.0,0.0,2904,False
EP-04,NH-08,0.0,0.0,0.0,2904,False
EP-03,RI-01,0.0,0.0,0.0,2904,False
EP-03,NS-12,0.0,0.0,0.0,2904,False
EP-04,NH-10,0.0,0.0,0.0,2904,False
EP-03,NH-13,0.0,0.0,0.0,2904,False
EP-03,NH-03,0.0,0.0,0.0,2904,False
EP-03,NH-04,0.0,0.0,0.0,2904,False
EP-03,NH-05,0.0,0.0,0.0,2904,False
EP-03,NH-06,0.0,0.0,0.0,2904,False
EP-03,NH-07,0.0,0.0,0.0,2904,False
EP-03,NH-08,0.0,0.0,0.0,2904,False
EP-03,NH-09,0.0,0.0,0.0,2904,False
EP-03,NH-10,0.0,0.0,0.0,2904,False
EP-03,NH-11,0.0,0.0,0.0,2904,False
EP-03,NH-12,0.0,0.0,0.0,2904,False
EP-03,NH-14,0.0,0.0,0.0,2904,False
EP-03,NS-11,0.0,0.0,0.0,2904,False
EP-03,NS-01,0.0,0.0,0.0,2904,False
EP-03,NS-02,0.0,0.0,0.0,2904,False
EP-03,NS-03,0.0,0.0,0.0,2904,False
EP-03,NS-04,0.0,0.0,0.0,2904,False
EP-03,NS-05,0.0,0.0,0.0,2904,False
EP-03,NS-06,0.0,0.0,0.0,2904,False
EP-03,NS-07,0.0,0.0,0.0,2904,False
EP-03,NS-08,0.0,0.0,0.0,2904,False
EP-03,NS-09,0.0,0.0,0.0,2904,False
EP-03,NS-10,0.0,0.0,0.0,2904,False
EP-04,NH-09,0.0,0.0,0.0,2904,False
EP-04,NH-11,0.0,0.0,0.0,2904,False
EP-03,NH-01,0.0,0.0,0.0,2904,False
EP-05,NH-08,0.0,0.0,0.0,2904,False
EP-05,HI-06,0.0,0.0,0.0,2904,False
EP-05,HI-07,0.0,0.0,0.0,2904,False
EP-05,HI-08,0.0,0.0,0.0,2904,False
EP-05,NH-01,0.0,0.0,0.0,2904,False
EP-05,NH-02,0.0,0.0,0.0,2904,False
EP-05,NH-03,0.0,0.0,0.0,2904,False
EP-05,NH-04,0.0,0.0,0.0,2904,False
EP-05,NH-05,0.0,0.0,0.0,2904,False
EP-05,NH-06,0.0,0.0,0.0,2904,False
EP-05,NH-07,0.0,0.0,0.0,2904,False
EP-05,NH-09,0.0,0.0,0.0,2904,False
EP-05,HI-04,0.0,0.0,0.0,2904,False
EP-05,NH-10,0.0,0.0,0.0,2904,False
EP-05,NH-11,0.0,0.0,0.0,2904,False
EP-05,NH-12,0.0,0.0,0.0,2904,False
EP-05,NH-13,0.0,0.0,0.0,2904,False
EP-05,NH-14,0.0,0.0,0.0,2904,False
EP-05,NS-01,0.0,0.0,0.0,2904,False
EP-05,NS-02,0.0,0.0,0.0,2904,False
EP-05,NS-03,0.0,0.0,0.0,2904,False
EP-05,NS-04,0.0,0.0,0.0,2904,False
EP-05,NS-05,0.0,0.0,0.0,2904,False
EP-05,HI-05,0.0,0.0,0.0,2904,False
EP-05,HI-03,0.0,0.0,0.0,2904,False
EP-04,NH-12,0.0,0.0,0.0,2904,False
EP-04,NS-09,0.0,0.0,0.0,2904,False
EP-04,NH-13,0.0,0.0,0.0,2904,False
EP-04,NH-14,0.0,0.0,0.0,2904,False
EP-04,NS-01,0.0,0.0,0.0,2904,False
EP-04,NS-02,0.0,0.0,0.0,2904,False
EP-04,NS-03,0.0,0.0,0.0,2904,False
EP-04,NS-04,0.0,0.0,0.0,2904,False
EP-04,NS-05,0.0,0.0,0.0,2904,False
EP-04,NS-06,0.0,0.0,0.0,2904,False
EP-04,NS-07,0.0,0.0,0.0,2904,False
EP-04,NS-08,0.0,0.0,0.0,2904,False
EP-04,NS-10,0.0,0.0,0.0,2904,False
EP-05,HI-02,0.0,0.0,0.0,2904,False
EP-04,NS-11,0.0,0.0,0.0,2904,False
EP-04,NS-12,0.0,0.0,0.0,2904,False
EP-04,NS-13,0.0,0.0,0.0,2904,False
EP-04,RI-01,0.0,0.0,0.0,2904,False
EP-04,RI-02,0.0,0.0,0.0,2904,False
EP-04,RI-03,0.0,0.0,0.0,2904,False
EP-04,RI-04,0.0,0.0,0.0,2904,False
EP-04,RI-05,0.0,0.0,0.0,2904,False
EP-04,RI-06,0.0,0.0,0.0,2904,False
EP-05,HI-01,0.0,0.0,0.0,2904,False
EP-03,NH-02,0.0,0.0,0.0,2904,False
EP-03,HI-08,0.0,0.0,0.0,2904,False
HI-08,NS-12,0.0,0.0,0.0,2904,False
BF-02,NS-06,0.0,0.0,0.0,2904,False
BF-02,HI-05,0.0,0.0,0.0,2904,False
BF-02,HI-07,0.0,0.0,0.0,2904,False
BF-02,HI-08,0.0,0.0,0.0,2904,False
BF-02,NH-07,0.0,0.0,0.0,2904,False
BF-02,NH-08,0.0,0.0,0.0,2904,False
BF-02,NH-09,0.0,0.0,0.0,2904,False
BF-02,NH-10,0.0,0.0,0.0,2904,False
BF-02,NH-11,0.0,0.0,0.0,2904,False
BF-02,NH-13,0.0,0.0,0.0,2904,False
BF-02,NH-14,0.0,0.0,0.0,2904,False
BF-02,NS-07,0.0,0.0,0.0,2904,False
BF-02,EP-04,0.0,0.0,0.0,2904,False
BF-02,NS-09,0.0,0.0,0.0,2904,False
BF-02,NS-10,0.0,0.0,0.0,2904,False
BF-02,NS-11,0.0,0.0,0.0,2904,False
BF-02,NS-12,0.0,0.0,0.0,2904,False
BF-02,NS-13,0.0,0.0,0.0,2904,False
BF-02,RI-01,0.0,0.0,0.0,2904,False
BF-02,RI-03,0.0,0.0,0.0,2904,False
BF-02,RI-05,0.0,0.0,0.0,2904,False
EP-01,EP-03,0.0,0.0,0.0,2904,False
EP-01,EP-04,0.0,0.0,0.0,2904,False
BF-02,EP-05,0.0,0.0,0.0,2904,False
BF-02,EP-03,0.0,0.0,0.0,2904,False
EP-01,HI-05,0.0,0.0,0.0,2904,False
BF-01,NH-11,0.0,0.0,0.0,2904,False
BF-01,EP-03,0.0,0.0,0.0,2904,False
BF-01,EP-04,0.0,0.0,0.0,2904,False
BF-01,EP-05,0.0,0.0,0.0,2904,False
BF-01,HI-05,0.0,0.0,0.0,2904,False
BF-01,HI-07,0.0,0.0,0.0,2904,False
BF-01,HI-08,0.0,0.0,0.0,2904,False
BF-01,NH-07,0.0,0.0,0.0,2904,False
BF-01,NH-08,0.0,0.0,0.0,2904,False
BF-01,NH-09,0.0,0.0,0.0,2904,False
BF-01,NH-10,0.0,0.0,0.0,2904,False
BF-01,NH-13,0.0,0.0,0.0,2904,False
BF-01,RI-05,0.0,0.0,0.0,2904,False
BF-01,NH-14,0.0,0.0,0.0,2904,False
BF-01,NS-06,0.0,0.0,0.0,2904,False
BF-01,NS-07,0.0,0.0,0.0,2904,False
BF-01,NS-09,0.0,0.0,0.0,2904,False
BF-01,NS-10,0.0,0.0,0.0,2904,False
BF-01,NS-11,0.0,0.0,0.0,2904,False
BF-01,NS-12,0.0,0.0,0.0,2904,False
BF-01,NS-13,0.0,0.0,0.0,2904,False
BF-01,RI-01,0.0,0.0,0.0,2904,False
BF-01,RI-03,0.0,0.0,0.0,2904,False
EP-01,EP-05,0.0,0.0,0.0,2904,False
EP-01,HI-07,0.0,0.0,0.0,2904,False
EP-03,HI-07,0.0,0.0,0.0,2904,False
EP-02,NS-13,0.0,0.0,0.0,2904,False
EP-02,NH-10,0.0,0.0,0.0,2904,False
EP-02,NH-11,0.0,0.0,0.0,2904,False
EP-02,NH-13,0.0,0.0,0.0,2904,False
EP-02,NH-14,0.0,0.0,0.0,2904,False
EP-02,NS-06,0.0,0.0,0.0,2904,False
EP-02,NS-07,0.0,0.0,0.0,2904,False
EP-02,NS-09,0.0,0.0,0.0,2904,False
EP-02,NS-10,0.0,0.0,0.0,2904,False
EP-02,NS-11,0.0,0.0,0.0,2904,False
EP-02,NS-12,0.0,0.0,0.0,2904,False
EP-02,RI-01,0.0,0.0,0.0,2904,False
EP-02,NH-08,0.0,0.0,0.0,2904,False
EP-02,RI-03,0.0,0.0,0.0,2904,False
EP-02,RI-05,0.0,0.0,0.0,2904,False
EP-03,EP-04,0.0,0.0,0.0,2904,False
EP-03,EP-05,0.0,0.0,0.0,2904,False
EP-03,HI-01,0.0,0.0,0.0,2904,False
EP-03,HI-02,0.0,0.0,0.0,2904,False
EP-03,HI-03,0.0,0.0,0.0,2904,False
EP-03,HI-04,0.0,0.0,0.0,2904,False
EP-03,HI-05,0.0,0.0,0.0,2904,False
EP-03,HI-06,0.0,0.0,0.0,2904,False
EP-02,NH-09,0.0,0.0,0.0,2904,False
EP-02,NH-07,0.0,0.0,0.0,2904,False
EP-01,HI-08,0.0,0.0,0.0,2904,False
EP-01,NS-10,0.0,0.0,0.0,2904,False
EP-01,NH-07,0.0,0.0,0.0,2904,False
EP-01,NH-08,0.0,0.0,0.0,2904,False
EP-01,NH-09,0.0,0.0,0.0,2904,False
EP-01,NH-10,0.0,0.0,0.0,2904,False
EP-01,NH-11,0.0,0.0,0.0,2904,False
EP-01,NH-13,0.0,0.0,0.0,2904,False
EP-01,NH-14,0.0,0.0,0.0,2904,False
EP-01,NS-06,0.0,0.0,0.0,2904,False
EP-01,NS-07,0.0,0.0,0.0,2904,False
EP-01,NS-09,0.0,0.0,0.0,2904,False
EP-01,NS-11,0.0,0.0,0.0,2904,False
EP-02,HI-08,0.0,0.0,0.0,2904,False
EP-01,NS-12,0.0,0.0,0.0,2904,False
EP-01,NS-13,0.0,0.0,0.0,2904,False
EP-01,RI-01,0.0,0.0,0.0,2904,False
EP-01,RI-03,0.0,0.0,0.0,2904,False
EP-01,RI-05,0.0,0.0,0.0,2904,False
EP-02,EP-03,0.0,0.0,0.0,2904,False
EP-02,EP-04,0.0,0.0,0.0,2904,False
EP-02,EP-05,0.0,0.0,0.0,2904,False
EP-02,HI-05,0.0,0.0,0.0,2904,False
EP-02,HI-07,0.0,0.0,0.0,2904,False
EP-05,NS-06,0.0,0.0,0.0,2904,False
EP-05,NS-07,0.0,0.0,0.0,2904,False
EP-05,NS-08,0.0,0.0,0.0,2904,False
HI-06,NS-12,0.0,0.0,0.0,2904,False
HI-06,NH-09,0.0,0.0,0.0,2904,False
HI-06,NH-10,0.0,0.0,0.0,2904,False
HI-06,NH-11,0.0,0.0,0.0,2904,False
HI-06,NH-13,0.0,0.0,0.0,2904,False
HI-06,NH-14,0.0,0.0,0.0,2904,False
HI-06,NS-06,0.0,0.0,0.0,2904,False
HI-06,NS-07,0.0,0.0,0.0,2904,False
HI-06,NS-09,0.0,0.0,0.0,2904,False
HI-06,NS-10,0.0,0.0,0.0,2904,False
HI-06,NS-11,0.0,0.0,0.0,2904,False
HI-06,NS-13,0.0,0.0,0.0,2904,False
HI-06,NH-07,0.0,0.0,0.0,2904,False
HI-06,RI-01,0.0,0.0,0.0,2904,False
HI-06,RI-03,0.0,0.0,0.0,2904,False
HI-06,RI-05,0.0,0.0,0.0,2904,False
HI-07,HI-08,0.0,0.0,0.0,2904,False
HI-07,NH-01,0.0,0.0,0.0,2904,False
HI-07,NH-02,0.0,0.0,0.0,2904,False
HI-07,NH-03,0.0,0.0,0.0,2904,False
HI-07,NH-04,0.0,0.0,0.0,2904,False
HI-07,NH-05,0.0,0.0,0.0,2904,False
HI-07,NH-06,0.0,0.0,0.0,2904,False
HI-06,NH-08,0.0,0.0,0.0,2904,False
HI-06,HI-08,0.0,0.0,0.0,2904,False
HI-07,NH-08,0.0,0.0,0.0,2904,False
HI-05,NS-08,0.0,0.0,0.0,2904,False
HI-05,NH-12,0.0,0.0,0.0,2904,False
HI-05,NH-13,0.0,0.0,0.0,2904,False
HI-05,NH-14,0.0,0.0,0.0,2904,False
HI-05,NS-01,0.0,0.0,0.0,2904,False
HI-05,NS-02,0.0,0.0,0.0,2904,False
HI-05,NS-03,0.0,0.0,0.0,2904,False
HI-05,NS-04,0.0,0.0,0.0,2904,False
HI-05,NS-05,0.0,0.0,0.0,2904,False
HI-05,NS-06,0.0,0.0,0.0,2904,False
HI-05,NS-07,0.0,0.0,0.0,2904,False
HI-05,NS-09,0.0,0.0,0.0,2904,False
HI-06,HI-07,0.0,0.0,0.0,2904,False
HI-05,NS-10,0.0,0.0,0.0,2904,False
HI-05,NS-11,0.0,0.0,0.0,2904,False
HI-05,NS-12,0.0,0.0,0.0,2904,False
HI-05,NS-13,0.0,0.0,0.0,2904,False
HI-05,RI-01,0.0,0.0,0.0,2904,False
HI-05,RI-02,0.0,0.0,0.0,2904,False
HI-05,RI-03,0.0,0.0,0.0,2904,False
HI-05,RI-04,0.0,0.0,0.0,2904,False
HI-05,RI-05,0.0,0.0,0.0,2904,False
HI-05,RI-06,0.0,0.0,0.0,2904,False
HI-07,NH-07,0.0,0.0,0.0,2904,False
HI-07,NH-09,0.0,0.0,0.0,2904,False
EP-05,NS-09,0.0,0.0,0.0,2904,False
HI-08,NH-14,0.0,0.0,0.0,2904,False
HI-08,NH-04,0.0,0.0,0.0,2904,False
HI-08,NH-05,0.0,0.0,0.0,2904,False
HI-08,NH-06,0.0,0.0,0.0,2904,False
HI-08,NH-07,0.0,0.0,0.0,2904,False
HI-08,NH-08,0.0,0.0,0.0,2904,False
HI-08,NH-09,0.0,0.0,0.0,2904,False
HI-08,NH-10,0.0,0.0,0.0,2904,False
HI-08,NH-11,0.0,0.0,0.0,2904,False
HI-08,NH-12,0.0,0.0,0.0,2904,False
HI-08,NH-13,0.0,0.0,0.0,2904,False
HI-08,NS-01,0.0,0.0,0.0,2904,False
HI-08,NH-02,0.0,0.0,0.0,2904,False
HI-08,NS-02,0.0,0.0,0.0,2904,False
