site_id,site_name,country,band,top5pct_hit_rate,top10pct_hit_rate,top30pct_hit_rate,scenarios_total,scenarios_scored
2ec95392-978d-4a43-85b9-af3282c212ba,Tunçbilek power station,TR,A,1.0,1.0,1.0,17,17
778e0750-19f9-426e-a6c7-e0e30645fb97,Çoban Yıldız power station,TR,A,1.0,1.0,1.0,17,17
a6478cb9-5b8c-4d64-bbe6-3d3ed6a3da2c,Karapinar Konya Şeker power station,TR,A,1.0,1.0,1.0,17,17
ad0c8590-c672-43f2-a813-1217a10f7d2d,Konya Karapınar power station,TR,A,1.0,1.0,1.0,17,17
142cad75-648a-495d-8c10-792351e72126,Eren-1 power station,TR,A,0.9412,1.0,1.0,17,17
5fa0dfa9-c272-444e-8e70-80ab55b5d36c,Akdeniz Enerji power station,TR,A,0.9412,1.0,1.0,17,17
6c9571c4-5d3b-4f88-a7be-fa8c21425eeb,Tufanbeyli power station,TR,A,0.9412,1.0,1.0,17,17
d6cb5642-d5ec-4a15-bc6b-8be4cb0a382e,Yeşilovacık power station,TR,A,0.9412,1.0,1.0,17,17
ddc8bb9c-bf77-4075-b38c-600fb072acf8,Uluköy power station,TR,A,0.8824,1.0,1.0,17,17
57c0c830-725f-46ee-9322-0a4a3ad9efda,Yüksek Gölovası power station,TR,A,0.8824,0.9412,1.0,17,17
674deb4f-110c-4120-bea0-5f0711da3ea1,Çayırhan power station,TR,A,0.8824,0.9412,1.0,17,17
d1863136-5ff4-4b4d-a9c0-6219e92d637d,Sarp Golvasi power station,TR,A,0.8824,0.9412,1.0,17,17
e03c394f-1c08-4101-b1fe-f6662fe4b424,Sinop Akfen power station,TR,A,0.8824,0.9412,1.0,17,17
e780e4ac-0506-4186-9b58-0f378f878345,Gerze power station,TR,A,0.8824,0.9412,1.0,17,17
0248611c-b745-404f-ad50-c2870882c7a1,Kangal power station,TR,A,0.8824,0.8824,1.0,17,17
94a5c55f-c499-41b1-81da-deaa36686399,Seyitömer power station,TR,A,0.8824,0.8824,1.0,17,17
bfadbe66-971d-4f64-b222-604a7ee6ac6b,Kangal Etyemez power station,TR,A,0.8824,0.8824,1.0,17,17
f2e65fcf-afc4-4443-ac14-f15c8ffe48f3,Orta Anadolu power station,TR,A,0.8824,0.8824,1.0,17,17
43f99d45-6635-4392-a522-4a06445fdaf2,Teyo Tufanbeyli power station,TR,A,0.8824,0.8824,0.9412,17,17
2b6a65d3-efb0-44d8-b88b-9aad311f4ac4,Bolu Göynük power station,TR,A,0.8235,0.8824,1.0,17,17
225656d9-8709-4c2f-9992-1e4f20a6fce8,Yıldırım Elazığ power station,TR,A,0.8235,0.8235,1.0,17,17
9699244b-14c0-4e27-afd1-105494fccd60,Alpu power station,TR,B,0.7647,1.0,1.0,17,17
2a3aad60-2bff-4206-8275-f6e2029f9278,Kütahya Domaniç power station,TR,B,0.7647,0.8824,0.9412,17,17
fc307877-758b-4dbf-afbe-abfc4a778155,Çankırı Yıldızlar power station,TR,B,0.7059,0.8824,0.9412,17,17
c657c5c3-38a2-472d-8962-9e7cefcd2c1e,Diler (Akbayir) Elbistan power station,TR,B,0.4706,0.8824,1.0,17,17
166f5fcc-1cc4-4cf5-9e52-59e7ce1557c6,METES power station,TR,B,0.2941,0.8824,1.0,17,17
cb08e7b6-0af3-45d9-95c3-3832e7e2677c,Filyos power station,TR,B,0.2941,0.8824,0.9412,17,17
b8875ff2-9e9d-4520-8879-c71468e9cc50,Babadere power station,TR,B,0.2941,0.8824,0.8824,17,17
dd413ee8-a6f2-4e7c-8e6c-6d0ed8637d83,Çankırı Orta power station,TR,B,0.2941,0.8235,1.0,17,17
55cfe45b-6357-40f9-8623-e9916f91f839,Kahramanmaraş Anadolu power station,TR,B,0.2353,0.9412,1.0,17,17
9a6447f2-2887-4cce-a115-dc773d7f6eb1,Soma Kolin power station,TR,B,0.2353,0.8824,1.0,17,17
d3f986d9-a023-4d43-a0fb-03361f310873,Umut power station,TR,B,0.1765,0.8824,1.0,17,17
7cc9cffa-e4e4-4546-902d-c8f4800dbdb2,Zorlu Akçakoca power station,TR,B,0.1765,0.8235,1.0,17,17
e9bc02be-cf10-4b27-9b8a-0d4a954720e4,Afşin-Elbistan power stations,TR,B,0.1176,0.8235,1.0,17,17
4b11cac9-4fe0-4a2a-9c09-4fe9a0ac6015,Ada Yumurtalık power station,TR,C,0.1765,0.7647,1.0,17,17
b588126a-42d6-49dc-b227-9283af5a2578,Misis Adana power station,TR,C,0.1765,0.7647,1.0,17,17
b5ff798e-e059-4d8b-a903-00a1fefc62ab,Sedef II TES power station,TR,C,0.1765,0.7647,1.0,17,17
48149515-0774-404d-b273-790b660a8d90,Yunus Emre power station,TR,C,0.1765,0.5294,1.0,17,17
1289753b-43db-4058-8fe1-6e38b5fb01b5,Barbaros-1 power station,TR,C,0.1176,0.6471,0.9412,17,17
9eb693f6-6994-4937-bc4d-e8213baa5d47,Trakya Emba power station,TR,D,0.1176,0.3529,0.8824,17,17
0fec985c-c66e-40af-a123-a9ba4db269bb,Karaburun power station,TR,D,0.1176,0.2941,0.8824,17,17
3f1ad930-cffb-4991-badd-773db74b890c,EMBA Hunutlu power station,TR,D,0.1176,0.2353,0.9412,17,17
56b8e2a3-1885-431f-9fd1-4cd3bebfad61,Iztek Ceyhan Komur power station,TR,D,0.1176,0.2353,0.9412,17,17
8a5dc384-e272-41ed-9868-a0686ac3fc7e,Adana Ceyhan power station,TR,D,0.1176,0.2353,0.9412,17,17
cc635340-954c-4428-9fa1-14383c7faceb,İÇDAŞ Bekirli power station,TR,D,0.1176,0.2353,0.9412,17,17
a96dc545-41a9-4b0d-a7a3-f40ef711e5e3,Cenal power station,TR,D,0.1176,0.2353,0.8824,17,17
fecb62d9-6fb8-4f8d-83e3-78a7c75adb6e,Bandırma III power station,TR,D,0.1176,0.2353,0.8824,17,17
3e5f4317-6f40-44fb-bfa2-e21dc4d9922d,Sanko Yumurtalık power station,TR,D,0.1176,0.1765,0.9412,17,17
231565d3-4f56-43ee-a357-1f4451c6fbc3,Polat power station,TR,D,0.1176,0.1765,0.8824,17,17
d020ac37-4f23-41b1-8f1e-b425b5769424,Kirazlıdere power complex,TR,D,0.1176,0.1765,0.8824,17,17
1f305180-6bbf-4758-9a98-78bc9e96e195,ZETES power stations,TR,D,0.1176,0.1176,0.9412,17,17
381221dd-76da-4adf-9b19-5da9f0779c22,Vize power station,TR,D,0.0588,0.2353,0.8824,17,17
52028d4f-7796-4463-832e-cff2e439c96a,Yenidere power station,TR,D,0.0588,0.1765,0.8824,17,17
b5a75ec8-a2fe-42ad-b33e-ea32e20ebdfb,Astoria Ceyhan power station,TR,D,0.0588,0.1765,0.8824,17,17
82aac38c-3037-466c-9b37-bff9da707645,Hakan Kömür power station,TR,D,0.0588,0.1765,0.8235,17,16
5b6be56c-d981-470c-a979-13a8764a34b8,Kıvanç power station,TR,D,0.0588,0.1176,0.8824,17,17
772e2484-419b-47de-9739-924ac371ad10,Zafer power station,TR,D,0.0588,0.1176,0.8824,17,17
aa336cdc-f6fe-4b08-b46d-69e852c501bf,Ece power station,TR,D,0.0,0.2353,0.9412,17,17
e10aae79-05b7-4ad9-9d69-60ce190b4444,Hande power station,TR,D,0.0,0.2353,0.9412,17,17
5a19f424-1a15-44e6-bf1b-c2c5886ac1bf,Gürmin Enerji Amasya power station,TR,D,0.0,0.1765,0.9412,17,17
cf9150af-0325-44d8-bbaf-493e742f2e2b,Şırnak Galata power station,TR,D,0.0,0.1765,0.8824,17,17
1820429d-bd95-4e56-a6db-d9bb57e2ae07,Mersin Gülnar power station,TR,D,0.0,0.1176,0.8824,17,17
2ed9363f-a9fe-46e5-8b92-c50b47a9077a,Saltukova power station,TR,D,0.0,0.1176,0.8824,17,17
3bc834ed-5c2b-47d6-b555-2e20b9044053,Bursa power station,TR,D,0.0,0.1176,0.8824,17,17
6ddc2960-3d72-4d5f-b358-56d1c54f47e0,İsken Sugözü power station,TR,D,0.0,0.1176,0.8824,17,17
75f807aa-8278-43a3-8654-730713b96001,Bingöl power station,TR,D,0.0,0.1176,0.8824,17,17
7a805295-0cd2-48be-972e-5282c996549c,Ayas power station,TR,D,0.0,0.1176,0.8824,17,17
a4af3789-2c40-41fc-a3ec-3b8d2fc6c645,Çelikler Yumurtalık power station,TR,D,0.0,0.1176,0.8824,17,17
c9c85786-eb26-4e7b-b280-83a54b7e834f,Gölovası power station,TR,D,0.0,0.1176,0.8824,17,17
3819acc8-761d-49ba-89e7-967d3d37ec0e,Irmak power station,TR,D,0.0,0.1176,0.8235,17,17
