country_code,smr_key,site_id,iterations,p_rank_1,p_rank_le_3,p_rank_le_5,median_rank,p05_rank,p95_rank,rank_iqr,eligible_pair_count,small_n
TR,nuscale_voygr6,5067ece3-b204-495e-81c1-90a523252547,10000,0.0,0.0,0.0,108.0,106.0,109.0,1.0,110,False
TR,nuscale_voygr6,52028d4f-7796-4463-832e-cff2e439c96a,10000,0.0,0.0,0.0,52.0,46.0,62.0,5.0,110,False
TR,nuscale_voygr6,53481b7f-5b85-4bab-be04-4866c2e72c12,10000,0.0,0.0,0.0,87.0,78.0,93.0,6.0,110,False
TR,nuscale_voygr6,55cfe45b-6357-40f9-8623-e9916f91f839,10000,0.0,0.0,0.0,23.0,17.0,32.0,5.0,110,False
TR,nuscale_voygr6,56b8e2a3-1885-431f-9fd1-4cd3bebfad61,10000,0.0,0.0,0.0,43.0,36.0,50.0,6.0,110,False
TR,nuscale_voygr6,57c0c830-725f-46ee-9322-0a4a3ad9efda,10000,0.0,0.0,0.0,19.0,13.0,26.0,5.0,110,False
TR,nuscale_voygr6,5a19f424-1a15-44e6-bf1b-c2c5886ac1bf,10000,0.0,0.0,0.0,58.0,51.0,70.0,8.0,110,False
TR,nuscale_voygr6,5b6be56c-d981-470c-a979-13a8764a34b8,10000,0.0,0.0,0.0,74.0,62.0,84.0,9.0,110,False
TR,nuscale_voygr6,5ed91c1b-0a1b-4a4c-9b2b-f6bdc8ff9770,10000,0.0,0.0,0.0,103.0,100.0,106.0,3.0,110,False
TR,nuscale_voygr6,5fa0dfa9-c272-444e-8e70-80ab55b5d36c,10000,0.0,0.0,0.002,13.0,8.0,18.0,4.0,110,False
TR,nuscale_voygr6,674deb4f-110c-4120-bea0-5f0711da3ea1,10000,0.0,0.0214,0.184,7.0,4.0,11.0,2.0,110,False
TR,nuscale_voygr6,6c9571c4-5d3b-4f88-a7be-fa8c21425eeb,10000,0.0067,0.6537,0.943,3.0,2.0,6.0,2.0,110,False
TR,nuscale_voygr6,6ddc2960-3d72-4d5f-b358-56d1c54f47e0,10000,0.0,0.0,0.0,65.0,54.0,76.0,10.0,110,False
TR,nuscale_voygr6,737b6d06-1d0c-4ae6-9683-ab3fea192b32,10000,0.0,0.0,0.0,61.0,52.0,73.0,10.0,110,False
TR,nuscale_voygr6,746fc66e-d31f-4c5d-bf5c-ab5031b04b15,10000,0.0,0.0,0.0,81.0,71.0,89.0,8.0,110,False
TR,nuscale_voygr6,76cd9b7f-7613-4fd4-95ab-bf534a2e2f5e,10000,0.0,0.0,0.0,93.0,87.0,96.0,3.0,110,False
TR,nuscale_voygr6,772e2484-419b-47de-9739-924ac371ad10,10000,0.0,0.0,0.0,57.0,50.0,68.0,8.0,110,False
TR,nuscale_voygr6,778e0750-19f9-426e-a6c7-e0e30645fb97,10000,0.0001,0.0546,0.3519,6.0,3.0,10.0,2.0,110,False
TR,nuscale_voygr6,7a805295-0cd2-48be-972e-5282c996549c,10000,0.0,0.0,0.0,71.0,59.0,81.0,9.0,110,False
TR,nuscale_voygr6,7b4d3f8f-a644-48a3-93f9-cd3c154dc5c2,10000,0.0,0.0,0.0,88.0,79.0,93.0,6.0,110,False
TR,nuscale_voygr6,7cc9cffa-e4e4-4546-902d-c8f4800dbdb2,10000,0.0,0.0,0.0,32.0,24.0,40.0,7.0,110,False
TR,nuscale_voygr6,82aac38c-3037-466c-9b37-bff9da707645,10000,0.0,0.0,0.0,63.0,53.0,74.0,10.0,110,False
TR,nuscale_voygr6,8a5dc384-e272-41ed-9868-a0686ac3fc7e,10000,0.0,0.0,0.0,43.0,36.0,50.0,6.0,110,False
TR,nuscale_voygr6,8b16dc60-1a2b-4b2c-bcad-1c334d246ae3,10000,0.0,0.0,0.0,101.0,97.0,104.0,3.0,110,False
TR,nuscale_voygr6,8dd46a05-6e0c-4009-90ad-bd5909c25622,10000,0.0,0.0,0.0,107.0,104.0,108.0,1.0,110,False
TR,nuscale_voygr6,9163ca37-1b31-409d-974f-9e7ed5e5f33d,10000,0.0,0.0,0.0,70.0,58.0,81.0,9.0,110,False
TR,nuscale_voygr6,91f28dbb-16bd-449b-a20a-dc2b70cf2e66,10000,0.0,0.0,0.0,86.0,76.0,92.0,7.0,110,False
TR,nuscale_voygr6,94a5c55f-c499-41b1-81da-deaa36686399,10000,0.0,0.0,0.0012,13.0,9.0,19.0,5.0,110,False
TR,nuscale_voygr6,96129c93-83a6-4b1c-929b-bfccba86a796,10000,0.0,0.0,0.0,82.0,71.0,90.0,7.0,110,False
TR,nuscale_voygr6,9699244b-14c0-4e27-afd1-105494fccd60,10000,0.0,0.0004,0.0115,11.0,7.0,16.0,4.0,110,False
TR,nuscale_voygr6,98019711-a8c3-424a-870e-00d4fea75ed1,10000,0.0,0.0,0.0,85.0,75.0,91.0,7.0,110,False
TR,nuscale_voygr6,9a6447f2-2887-4cce-a115-dc773d7f6eb1,10000,0.0,0.0,0.0,27.0,20.0,36.0,7.0,110,False
TR,nuscale_voygr6,9eb693f6-6994-4937-bc4d-e8213baa5d47,10000,0.0,0.0,0.0,68.0,56.0,78.0,9.0,110,False
TR,nuscale_voygr6,a4af3789-2c40-41fc-a3ec-3b8d2fc6c645,10000,0.0,0.0,0.0,79.0,68.0,88.0,8.0,110,False
TR,nuscale_voygr6,a6478cb9-5b8c-4d64-bbe6-3d3ed6a3da2c,10000,0.0003,0.1861,0.6796,5.0,3.0,8.0,2.0,110,False
TR,nuscale_voygr6,a96dc545-41a9-4b0d-a7a3-f40ef711e5e3,10000,0.0,0.0,0.0,35.0,25.0,42.0,7.0,110,False
TR,nuscale_voygr6,aa336cdc-f6fe-4b08-b46d-69e852c501bf,10000,0.0,0.0,0.0,49.0,42.0,55.0,5.0,110,False
TR,nuscale_voygr6,ad0c8590-c672-43f2-a813-1217a10f7d2d,10000,0.9714,0.9998,1.0,1.0,1.0,1.0,0.0,110,False
TR,nuscale_voygr6,adeb10a5-aaae-4e2c-b426-3db1c3d9bd5b,10000,0.0,0.0,0.0,84.0,74.0,91.0,7.0,110,False
TR,nuscale_voygr6,b588126a-42d6-49dc-b227-9283af5a2578,10000,0.0,0.0,0.0,31.0,22.0,39.0,7.0,110,False
TR,nuscale_voygr6,b5a75ec8-a2fe-42ad-b33e-ea32e20ebdfb,10000,0.0,0.0,0.0,51.0,44.0,58.0,5.0,110,False
TR,nuscale_voygr6,b5ff798e-e059-4d8b-a903-00a1fefc62ab,10000,0.0,0.0,0.0,31.0,23.0,39.0,7.0,110,False
TR,nuscale_voygr6,b8875ff2-9e9d-4520-8879-c71468e9cc50,10000,0.0,0.0,0.0,44.0,37.0,50.0,6.0,110,False
TR,nuscale_voygr6,bac4a081-83dc-4aba-8076-b67bfc55f54c,10000,0.0,0.0,0.0,95.0,91.0,99.0,3.0,110,False
TR,nuscale_voygr6,bfadbe66-971d-4f64-b222-604a7ee6ac6b,10000,0.0,0.0,0.0,19.0,13.0,26.0,5.0,110,False
TR,nuscale_voygr6,c657c5c3-38a2-472d-8962-9e7cefcd2c1e,10000,0.0,0.0,0.0,29.0,21.0,37.0,7.0,110,False
TR,nuscale_voygr6,c6b846cb-3a01-4e17-9d51-da4b58fd1827,10000,0.0,0.0,0.0,96.0,92.0,99.0,3.0,110,False
TR,nuscale_voygr6,c7afd455-7beb-4d23-8d3b-e9a102782d2b,10000,0.0,0.0,0.0,106.0,104.0,108.0,1.0,110,False
TR,nuscale_voygr6,c8e1cc12-080a-4e01-925d-8fd6e4334856,10000,0.0,0.0,0.0,78.0,67.0,87.0,8.0,110,False
TR,nuscale_voygr6,c9c85786-eb26-4e7b-b280-83a54b7e834f,10000,0.0,0.0,0.0,60.0,52.0,72.0,9.0,110,False
TR,nuscale_voygr6,ca423571-d2ab-44d4-b5ce-3e649d9cc776,10000,0.0,0.0,0.0,81.0,70.0,89.0,8.0,110,False
TR,nuscale_voygr6,cb08e7b6-0af3-45d9-95c3-3832e7e2677c,10000,0.0,0.0,0.0,33.0,24.0,40.0,7.0,110,False
TR,nuscale_voygr6,cb825b0f-e315-4221-b194-43d5b472382d,10000,0.0,0.0,0.0,68.0,57.0,79.0,10.0,110,False
TR,nuscale_voygr6,cc635340-954c-4428-9fa1-14383c7faceb,10000,0.0,0.0,0.0,42.0,35.0,49.0,6.0,110,False
TR,nuscale_voygr6,ce39538c-997e-4a7d-bc32-f164f50f9aa0,10000,0.0,0.0,0.0,77.0,66.0,86.0,8.0,110,False
TR,nuscale_voygr6,cf9150af-0325-44d8-bbaf-493e742f2e2b,10000,0.0,0.0,0.0,44.0,37.0,51.0,6.0,110,False
TR,nuscale_voygr6,d020ac37-4f23-41b1-8f1e-b425b5769424,10000,0.0,0.0,0.0,59.0,51.0,71.0,9.0,110,False
TR,nuscale_voygr6,d12e7ffc-4cd3-4ff4-81da-ae360d59409b,10000,0.0,0.0,0.0,60.0,52.0,72.0,9.0,110,False
TR,nuscale_voygr6,d1863136-5ff4-4b4d-a9c0-6219e92d637d,10000,0.0,0.0,0.0,19.0,13.0,26.0,5.0,110,False
TR,nuscale_voygr6,d21335d4-0a3d-4464-85e0-352745a38db4,10000,0.0,0.0,0.0,71.0,59.0,81.0,9.0,110,False
TR,nuscale_voygr6,d3f986d9-a023-4d43-a0fb-03361f310873,10000,0.0,0.0,0.0,31.0,23.0,39.0,8.0,110,False
TR,nuscale_voygr6,d48d2f39-d58f-4299-9b2f-56d194d2d13b,10000,0.0,0.0,0.0,63.0,54.0,75.0,9.0,110,False
TR,nuscale_voygr6,d5151598-5a1a-4697-8147-592845ffef6c,10000,0.0,0.0,0.0,97.0,93.0,100.0,2.0,110,False
TR,nuscale_voygr6,d6cb5642-d5ec-4a15-bc6b-8be4cb0a382e,10000,0.0,0.0006,0.0094,11.0,7.0,16.0,4.0,110,False
TR,nuscale_voygr6,db87ce6a-3802-44c5-945f-8a95d3cf111b,10000,0.0,0.0,0.0,61.0,52.0,73.0,9.0,110,False
TR,nuscale_voygr6,dd413ee8-a6f2-4e7c-8e6c-6d0ed8637d83,10000,0.0,0.0,0.0,28.0,21.0,37.0,7.0,110,False
TR,nuscale_voygr6,ddc8bb9c-bf77-4075-b38c-600fb072acf8,10000,0.0,0.0031,0.0448,9.0,6.0,14.0,4.0,110,False
TR,nuscale_voygr6,e03c394f-1c08-4101-b1fe-f6662fe4b424,10000,0.0,0.0022,0.0394,9.0,6.0,14.0,3.0,110,False
TR,nuscale_voygr6,e10aae79-05b7-4ad9-9d69-60ce190b4444,10000,0.0,0.0,0.0,49.0,42.0,55.0,5.0,110,False
TR,nuscale_voygr6,e71ec827-7143-48dd-8c8a-8e81705fa971,10000,0.0,0.0,0.0,69.0,57.0,79.0,9.0,110,False
TR,nuscale_voygr6,e780e4ac-0506-4186-9b58-0f378f878345,10000,0.0,0.0,0.0011,13.0,9.0,19.0,4.0,110,False
TR,nuscale_voygr6,e894ba3e-e397-47c9-b0b9-a72cfb6bd680,10000,0.0,0.0,0.0,105.0,101.0,107.0,2.0,110,False
TR,nuscale_voygr6,e8b6e342-2011-4343-b415-a8bf08501499,10000,0.0,0.0,0.0,96.0,93.0,100.0,3.0,110,False
TR,nuscale_voygr6,e9bc02be-cf10-4b27-9b8a-0d4a954720e4,10000,0.0,0.0,0.0,32.0,23.0,39.0,7.0,110,False
TR,nuscale_voygr6,f2e65fcf-afc4-4443-ac14-f15c8ffe48f3,10000,0.0,0.0,0.0004,15.0,10.0,21.0,4.0,110,False
TR,nuscale_voygr6,f92bc907-9b9b-4d21-92fd-1705bd71128c,10000,0.0,0.0,0.0,91.0,85.0,95.0,4.0,110,False
TR,nuscale_voygr6,fa6b7ac3-c1bf-478f-8d0a-1f357ea480cf,10000,0.0,0.0,0.0,100.0,97.0,104.0,3.0,110,False
TR,nuscale_voygr6,fc307877-758b-4dbf-afbe-abfc4a778155,10000,0.0,0.0,0.0,21.0,15.0,28.0,5.0,110,False
TR,nuscale_voygr6,fecb62d9-6fb8-4f8d-83e3-78a7c75adb6e,10000,0.0,0.0,0.0,44.0,37.0,51.0,6.0,110,False
UA,nuscale_voygr6,02253fcc-4fc6-42d4-a6a8-42365487302f,10000,0.0,0.0,0.0,12.0,10.0,14.0,1.0,20,False
UA,nuscale_voygr6,038d42e9-769b-4b22-9513-dccff48b42cd,10000,0.0,0.0,0.0,18.0,17.0,19.0,0.0,20,False
UA,nuscale_voygr6,29b3a802-7ef1-4722-ad59-b1511b1b0075,10000,0.0802,1.0,1.0,3.0,1.0,3.0,1.0,20,False
UA,nuscale_voygr6,3657989a-61ae-4fe3-9e8b-6ba7e68f8c59,10000,0.0,0.0,0.0,10.0,9.0,11.0,1.0,20,False
UA,nuscale_voygr6,3bd2a957-ff3b-4bfd-9dba-808279edccb9,10000,0.0,0.0,0.0,17.0,16.0,18.0,0.0,20,False
UA,nuscale_voygr6,447a9ea1-47fa-48a3-93f2-a77cbd629ac7,10000,0.0,0.0,0.0,11.0,9.0,12.0,1.0,20,False
UA,nuscale_voygr6,46b96bc3-b190-4045-9c86-eb674e2ea35e,10000,0.0,0.0,0.0,9.0,9.0,11.0,1.0,20,False
UA,nuscale_voygr6,4e45df00-0d28-44d0-9697-3fa33d76fc88,10000,0.0,0.0,0.0439,7.0,6.0,8.0,1.0,20,False
UA,nuscale_voygr6,5ed0a674-a292-44bc-997f-5c1990da1235,10000,0.7474,1.0,1.0,1.0,1.0,3.0,1.0,20,False
UA,nuscale_voygr6,70781f2c-24c2-486c-8b32-310c36ba1238,10000,0.0,0.0,0.0,13.0,12.0,15.0,1.0,20,False
UA,nuscale_voygr6,725406d6-860f-4ca0-9c6a-425675bac381,10000,0.0,0.0,0.0069,8.0,7.0,8.0,1.0,20,False
UA,nuscale_voygr6,83fede8b-5f92-429d-920d-9a8928a74780,10000,0.0,0.0,0.7983,5.0,4.0,6.0,1.0,20,False
UA,nuscale_voygr6,95872473-c476-4ceb-bcf5-54cfdf415e42,10000,0.0,0.0,0.0,20.0,19.0,20.0,1.0,20,False
UA,nuscale_voygr6,c47eb6a3-49c1-4879-95b6-9bcd53b7af04,10000,0.0,0.0,0.5177,5.0,4.0,7.0,1.0,20,False
UA,nuscale_voygr6,cdb6adfb-52ff-4631-939a-001080b20450,10000,0.0,0.0,0.6332,5.0,4.0,7.0,2.0,20,False
UA,nuscale_voygr6,cec871bd-c7f6-4444-b0da-9b3a9ecc6963,10000,0.1724,1.0,1.0,2.0,1.0,3.0,1.0,20,False
UA,nuscale_voygr6,d3b9e403-7744-44c5-b5c3-999c4c1911d8,10000,0.0,0.0,0.0,19.0,18.0,20.0,1.0,20,False
UA,nuscale_voygr6,e4c6a713-99e6-4fdf-afaa-d456779c504c,10000,0.0,0.0,0.0,15.0,12.0,16.0,1.0,20,False
UA,nuscale_voygr6,f2c061de-66ad-4fce-b911-7f1899f25b75,10000,0.0,0.0,0.0,14.0,12.0,15.0,2.0,20,False
UA,nuscale_voygr6,fb7d4d9a-3f27-4b50-9941-6a8fccd25e9a,10000,0.0,0.0,0.0,16.0,15.0,17.0,0.0,20,False
