country_code,smr_key,weight_profile,scenario_family,site_id,baseline_national_rank,scenario_national_rank,rank_delta,baseline_score,scenario_score,score_delta,eligible_pair_count,small_n
BG,nuscale_voygr6,mc_10000,mc_summary,a064c7ae-e699-4a94-a18c-79bdfe42bce3,4,1,-3,6.83,6.367,-0.4630000000000001,7,False
PL,nuscale_voygr6,mc_10000,mc_summary,a19228ce-f25a-4ffd-a249-9d01403e6b81,11,11,0,7.045,6.34,-0.7050000000000001,61,False
BA,nuscale_voygr6,mc_10000,mc_summary,a23d073a-cbbd-469a-b134-380945fd3f4c,4,2,-2,5.84,5.428,-0.4119999999999999,5,False
SK,nuscale_voygr6,mc_10000,mc_summary,a2d8261c-3d08-4015-946c-47dbddbd0b98,5,5,0,5.565,5.161,-0.4040000000000008,5,False
TR,nuscale_voygr6,mc_10000,mc_summary,a4af3789-2c40-41fc-a3ec-3b8d2fc6c645,62,52,-10,6.389,5.759,-0.6299999999999999,110,False
RO,nuscale_voygr6,mc_10000,mc_summary,a4fa3246-27d6-4740-898c-bdf9dadcb88c,13,15,2,6.014,5.648,-0.36600000000000055,21,False
PL,nuscale_voygr6,mc_10000,mc_summary,a55e3643-8ed4-434b-b14f-2d549d09c0d9,20,25,5,6.642,5.926,-0.7160000000000002,61,False
TR,nuscale_voygr6,mc_10000,mc_summary,a6478cb9-5b8c-4d64-bbe6-3d3ed6a3da2c,7,8,1,7.061,6.175,-0.8860000000000001,110,False
PL,nuscale_voygr6,mc_10000,mc_summary,a67255dd-8134-418e-9377-e28516c53722,27,21,-6,6.361,6.026,-0.33499999999999996,61,False
PL,nuscale_voygr6,mc_10000,mc_summary,a6b51b4f-ba1d-49cd-bc99-8898acdbeb78,29,33,4,6.211,5.715,-0.49600000000000044,61,False
CZ,nuscale_voygr6,mc_10000,mc_summary,a6bf9980-016e-47ea-b40a-82e384a9eb43,26,27,1,5.578,5.3,-0.27800000000000047,29,False
CZ,nuscale_voygr6,mc_10000,mc_summary,a733fc13-11a4-4722-b62d-85c85a4f8ef3,12,10,-2,6.419,5.976,-0.4429999999999996,29,False
PL,nuscale_voygr6,mc_10000,mc_summary,a7eeee6e-e14a-40ba-80b6-75ed2e170b20,42,40,-2,5.951,5.603,-0.34799999999999986,61,False
PL,nuscale_voygr6,mc_10000,mc_summary,a91dfe3d-93e0-43a1-99d2-41abdd1fc2ce,58,51,-7,5.591,5.413,-0.17799999999999994,61,False
TR,nuscale_voygr6,mc_10000,mc_summary,a96dc545-41a9-4b0d-a7a3-f40ef711e5e3,45,34,-11,6.555,5.919,-0.6360000000000001,110,False
BA,nuscale_voygr6,mc_10000,mc_summary,aa0bdb5e-45aa-4d15-8aee-cb5b0e14f5d9,3,1,-2,5.901,5.484,-0.4169999999999998,5,False
TR,nuscale_voygr6,mc_10000,mc_summary,aa336cdc-f6fe-4b08-b46d-69e852c501bf,41,25,-16,6.573,5.995,-0.5780000000000003,110,False
CZ,nuscale_voygr6,mc_10000,mc_summary,aa38441d-aec7-4ae9-b4c3-68c5bf567db3,19,20,1,6.122,5.596,-0.5259999999999998,29,False
HR,nuscale_voygr6,mc_10000,mc_summary,ab151830-e5bd-46de-8400-01aa4c165366,1,1,0,6.433,5.751,-0.6819999999999995,1,True
PL,nuscale_voygr6,mc_10000,mc_summary,ab57f5c3-8699-46f9-970f-3007dfc58af4,23,26,3,6.463,5.9,-0.5629999999999997,61,False
TR,nuscale_voygr6,mc_10000,mc_summary,ad0c8590-c672-43f2-a813-1217a10f7d2d,1,1,0,7.473,6.435,-1.0380000000000003,110,False
PL,nuscale_voygr6,mc_10000,mc_summary,ad7a9c00-0c75-411f-8f89-859e603df1e6,54,48,-6,5.695,5.497,-0.1980000000000004,61,False
TR,nuscale_voygr6,mc_10000,mc_summary,adeb10a5-aaae-4e2c-b426-3db1c3d9bd5b,71,70,-1,6.191,5.647,-0.5439999999999996,110,False
RO,nuscale_voygr6,mc_10000,mc_summary,aff5ffe6-fe7a-4de7-afad-9d4645a64cd9,8,14,6,6.201,5.656,-0.5449999999999999,21,False
BG,nuscale_voygr6,mc_10000,mc_summary,b01fe781-dbc7-40f8-a544-946288020042,2,2,0,7.01,6.355,-0.6549999999999994,7,False
CZ,nuscale_voygr6,mc_10000,mc_summary,b0ba194f-3c80-4725-b1e7-fa5277b38833,6,7,1,6.748,6.179,-0.569,29,False
PL,nuscale_voygr6,mc_10000,mc_summary,b24c9876-5a4d-4b83-b442-af2f4b0d1047,50,55,5,5.744,5.323,-0.4209999999999994,61,False
PL,nuscale_voygr6,mc_10000,mc_summary,b24f9ac5-5ddf-4b19-ba95-76dafeca3d2c,5,10,5,7.192,6.371,-0.8209999999999997,61,False
MD,nuscale_voygr6,mc_10000,mc_summary,b3eb5dd2-98cf-40c4-b9ee-2a86fd066093,1,1,0,6.456,5.881,-0.5750000000000002,1,True
TR,nuscale_voygr6,mc_10000,mc_summary,b588126a-42d6-49dc-b227-9283af5a2578,25,29,4,6.745,5.988,-0.7569999999999997,110,False
TR,nuscale_voygr6,mc_10000,mc_summary,b5a75ec8-a2fe-42ad-b33e-ea32e20ebdfb,51,68,17,6.467,5.648,-0.819,110,False
TR,nuscale_voygr6,mc_10000,mc_summary,b5ff798e-e059-4d8b-a903-00a1fefc62ab,26,30,4,6.745,5.988,-0.7569999999999997,110,False
PL,nuscale_voygr6,mc_10000,mc_summary,b789a244-7d29-4be3-afe4-2f45d7f11eab,52,53,1,5.718,5.333,-0.3849999999999998,61,False
TR,nuscale_voygr6,mc_10000,mc_summary,b8875ff2-9e9d-4520-8879-c71468e9cc50,60,64,4,6.413,5.673,-0.7400000000000002,110,False
PL,nuscale_voygr6,mc_10000,mc_summary,b8a00967-90a3-4a4e-9979-6b8651d87380,33,44,11,6.146,5.568,-0.5780000000000003,61,False
PL,nuscale_voygr6,mc_10000,mc_summary,b8bc6544-1571-4906-95e0-314d62c78a24,10,8,-2,7.055,6.42,-0.6349999999999998,61,False
TR,nuscale_voygr6,mc_10000,mc_summary,bac4a081-83dc-4aba-8076-b67bfc55f54c,106,107,1,5.617,5.181,-0.43599999999999994,110,False
TR,nuscale_voygr6,mc_10000,mc_summary,bfadbe66-971d-4f64-b222-604a7ee6ac6b,28,38,10,6.715,5.875,-0.8399999999999999,110,False
RO,nuscale_voygr6,mc_10000,mc_summary,c3790475-3d3b-4e2b-92ae-24503fe03e6b,7,5,-2,6.237,6.021,-0.2160000000000002,21,False
PL,nuscale_voygr6,mc_10000,mc_summary,c39819ef-6798-4c01-9a82-9eead65b5f56,26,28,2,6.381,5.795,-0.5860000000000003,61,False
PL,nuscale_voygr6,mc_10000,mc_summary,c42c5942-264d-43a1-a9eb-95b00480eb1a,49,56,7,5.756,5.306,-0.4500000000000002,61,False
UA,nuscale_voygr6,mc_10000,mc_summary,c47eb6a3-49c1-4879-95b6-9bcd53b7af04,5,5,0,6.617,5.941,-0.6760000000000002,20,False
PL,nuscale_voygr6,mc_10000,mc_summary,c4d7f628-c108-4496-ac02-6076ea3ae448,38,32,-6,6.068,5.724,-0.3439999999999994,61,False
TR,nuscale_voygr6,mc_10000,mc_summary,c657c5c3-38a2-472d-8962-9e7cefcd2c1e,10,19,9,6.908,6.036,-0.8720000000000008,110,False
TR,nuscale_voygr6,mc_10000,mc_summary,c6b846cb-3a01-4e17-9d51-da4b58fd1827,101,95,-6,5.794,5.412,-0.3819999999999997,110,False
TR,nuscale_voygr6,mc_10000,mc_summary,c7afd455-7beb-4d23-8d3b-e9a102782d2b,107,108,1,5.558,5.102,-0.4559999999999995,110,False
TR,nuscale_voygr6,mc_10000,mc_summary,c8e1cc12-080a-4e01-925d-8fd6e4334856,97,82,-15,5.863,5.505,-0.35800000000000054,110,False
RS,nuscale_voygr6,mc_10000,mc_summary,c8f15aca-174b-4be6-a6d9-abfa4685d10d,4,1,-3,6.562,6.011,-0.5510000000000002,6,False
SK,nuscale_voygr6,mc_10000,mc_summary,c97125b3-20ed-4e21-a853-b928644ec7dd,1,1,0,7.02,6.326,-0.694,5,False
TR,nuscale_voygr6,mc_10000,mc_summary,c9c85786-eb26-4e7b-b280-83a54b7e834f,47,43,-4,6.527,5.838,-0.6890000000000001,110,False
TR,nuscale_voygr6,mc_10000,mc_summary,ca423571-d2ab-44d4-b5ce-3e649d9cc776,74,77,3,6.175,5.527,-0.6479999999999997,110,False
TR,nuscale_voygr6,mc_10000,mc_summary,cb08e7b6-0af3-45d9-95c3-3832e7e2677c,13,10,-3,6.878,6.168,-0.71,110,False
TR,nuscale_voygr6,mc_10000,mc_summary,cb825b0f-e315-4221-b194-43d5b472382d,83,69,-14,6.088,5.648,-0.4400000000000004,110,False
CZ,nuscale_voygr6,mc_10000,mc_summary,cbd67443-4a4e-44fd-a9ed-20ba9574c99e,29,26,-3,5.551,5.317,-0.23399999999999999,29,False
TR,nuscale_voygr6,mc_10000,mc_summary,cc635340-954c-4428-9fa1-14383c7faceb,49,47,-2,6.496,5.821,-0.6750000000000007,110,False
PL,nuscale_voygr6,mc_10000,mc_summary,ccc15bde-1c5a-40bf-8f09-2fcb1e896ce5,53,57,4,5.718,5.298,-0.41999999999999993,61,False
PL,nuscale_voygr6,mc_10000,mc_summary,cd84938d-eea8-47a1-8ea6-2e9f943e5914,3,7,4,7.231,6.461,-0.7699999999999996,61,False
UA,nuscale_voygr6,mc_10000,mc_summary,cdb6adfb-52ff-4631-939a-001080b20450,6,4,-2,6.461,5.956,-0.5049999999999999,20,False
PL,nuscale_voygr6,mc_10000,mc_summary,cdc888ad-fd51-4710-a5ab-3cd0fe9ddb48,15,14,-1,6.838,6.199,-0.6390000000000002,61,False
TR,nuscale_voygr6,mc_10000,mc_summary,ce39538c-997e-4a7d-bc32-f164f50f9aa0,79,75,-4,6.115,5.545,-0.5700000000000003,110,False
UA,nuscale_voygr6,mc_10000,mc_summary,cec871bd-c7f6-4444-b0da-9b3a9ecc6963,3,2,-1,6.73,6.081,-0.649,20,False
TR,nuscale_voygr6,mc_10000,mc_summary,cf9150af-0325-44d8-bbaf-493e742f2e2b,50,44,-6,6.474,5.827,-0.6470000000000002,110,False
TR,nuscale_voygr6,mc_10000,mc_summary,d020ac37-4f23-41b1-8f1e-b425b5769424,53,73,20,6.456,5.592,-0.8640000000000008,110,False
TR,nuscale_voygr6,mc_10000,mc_summary,d12e7ffc-4cd3-4ff4-81da-ae360d59409b,85,74,-11,6.066,5.586,-0.47999999999999954,110,False
TR,nuscale_voygr6,mc_10000,mc_summary,d1863136-5ff4-4b4d-a9c0-6219e92d637d,6,7,1,7.107,6.183,-0.9240000000000004,110,False
TR,nuscale_voygr6,mc_10000,mc_summary,d21335d4-0a3d-4464-85e0-352745a38db4,59,51,-8,6.435,5.786,-0.649,110,False
RS,nuscale_voygr6,mc_10000,mc_summary,d30af109-79cb-4ab5-a878-6f574b58116a,2,5,3,6.613,5.901,-0.7120000000000006,6,False
PL,nuscale_voygr6,mc_10000,mc_summary,d3b5a049-6bff-400b-9312-96985f03acea,59,60,1,5.539,5.238,-0.30099999999999927,61,False
UA,nuscale_voygr6,mc_10000,mc_summary,d3b9e403-7744-44c5-b5c3-999c4c1911d8,20,20,0,5.252,5.248,-0.0039999999999995595,20,False
TR,nuscale_voygr6,mc_10000,mc_summary,d3f986d9-a023-4d43-a0fb-03361f310873,14,16,2,6.878,6.055,-0.8230000000000004,110,False
TR,nuscale_voygr6,mc_10000,mc_summary,d48d2f39-d58f-4299-9b2f-56d194d2d13b,87,76,-11,6.061,5.538,-0.5229999999999997,110,False
RO,nuscale_voygr6,mc_10000,mc_summary,d498ded8-449c-4672-8bb9-0ed6c8fef775,12,12,0,6.027,5.665,-0.3620000000000001,21,False
TR,nuscale_voygr6,mc_10000,mc_summary,d5151598-5a1a-4697-8147-592845ffef6c,94,98,4,5.917,5.394,-0.5229999999999997,110,False
PL,nuscale_voygr6,mc_10000,mc_summary,d60b377c-9bb4-4fd5-adb7-a9a9ba98ae76,36,38,2,6.107,5.646,-0.4610000000000003,61,False
TR,nuscale_voygr6,mc_10000,mc_summary,d6cb5642-d5ec-4a15-bc6b-8be4cb0a382e,17,13,-4,6.847,6.072,-0.7750000000000004,110,False
CZ,nuscale_voygr6,mc_10000,mc_summary,d762ceeb-514f-43a6-9f91-a2d422ed6c60,2,2,0,7.014,6.409,-0.6050000000000004,29,False
RO,nuscale_voygr6,mc_10000,mc_summary,dac2a974-a2de-46c5-b581-03985a9ae7d0,11,10,-1,6.054,5.752,-0.3020000000000005,21,False
PL,nuscale_voygr6,mc_10000,mc_summary,dadadad9-b67e-44b8-a9ab-4cbf116da20b,4,4,0,7.224,6.524,-0.7000000000000002,61,False
TR,nuscale_voygr6,mc_10000,mc_summary,db87ce6a-3802-44c5-945f-8a95d3cf111b,81,67,-14,6.109,5.662,-0.44700000000000006,110,False
PL,nuscale_voygr6,mc_10000,mc_summary,dc87cdf1-9936-4a59-a5e9-b5e360173490,39,35,-4,6.042,5.681,-0.36099999999999977,61,False
TR,nuscale_voygr6,mc_10000,mc_summary,dd413ee8-a6f2-4e7c-8e6c-6d0ed8637d83,19,26,7,6.817,5.995,-0.8220000000000001,110,False
TR,nuscale_voygr6,mc_10000,mc_summary,ddc8bb9c-bf77-4075-b38c-600fb072acf8,11,14,3,6.902,6.066,-0.8360000000000003,110,False
PL,nuscale_voygr6,mc_10000,mc_summary,de6735bd-7a79-43c8-baad-1fe23d50d6f0,22,23,1,6.536,5.95,-0.5859999999999994,61,False
TR,nuscale_voygr6,mc_10000,mc_summary,e03c394f-1c08-4101-b1fe-f6662fe4b424,15,15,0,6.861,6.058,-0.8029999999999999,110,False
RO,nuscale_voygr6,mc_10000,mc_summary,e073b3f8-4312-4d34-b322-6289a3121af1,14,11,-3,6.014,5.752,-0.26200000000000045,21,False
TR,nuscale_voygr6,mc_10000,mc_summary,e10aae79-05b7-4ad9-9d69-60ce190b4444,42,24,-18,6.573,5.996,-0.577,110,False
HU,nuscale_voygr6,mc_10000,mc_summary,e1649639-2e45-4226-9c7a-783d2dcb6724,10,9,-1,5.344,5.13,-0.2140000000000004,11,False
CZ,nuscale_voygr6,mc_10000,mc_summary,e299922a-1670-4aff-acda-fd80600af9af,7,5,-2,6.721,6.256,-0.46499999999999986,29,False
PL,nuscale_voygr6,mc_10000,mc_summary,e2c23866-db1e-4316-82b5-7e3fe50c3c09,47,43,-4,5.848,5.574,-0.274,61,False
RO,nuscale_voygr6,mc_10000,mc_summary,e43af28e-a3d3-4047-a9cf-f3b0990754b4,18,19,1,5.759,5.285,-0.4740000000000002,21,False
UA,nuscale_voygr6,mc_10000,mc_summary,e4c6a713-99e6-4fdf-afaa-d456779c504c,16,14,-2,5.913,5.639,-0.274,20,False
PL,nuscale_voygr6,mc_10000,mc_summary,e4e3b5f0-7038-47a5-84e3-04eb07b3c4d7,14,17,3,6.925,6.081,-0.8439999999999994,61,False
TR,nuscale_voygr6,mc_10000,mc_summary,e71ec827-7143-48dd-8c8a-8e81705fa971,52,59,7,6.467,5.71,-0.7569999999999997,110,False
BA,nuscale_voygr6,mc_10000,mc_summary,e75c63e5-ef2f-4e08-8f8c-3da41215af9d,2,4,2,5.907,5.351,-0.556,5,False
TR,nuscale_voygr6,mc_10000,mc_summary,e780e4ac-0506-4186-9b58-0f378f878345,9,9,0,6.969,6.169,-0.8000000000000007,110,False
TR,nuscale_voygr6,mc_10000,mc_summary,e894ba3e-e397-47c9-b0b9-a72cfb6bd680,95,103,8,5.876,5.314,-0.5620000000000003,110,False
TR,nuscale_voygr6,mc_10000,mc_summary,e8b6e342-2011-4343-b415-a8bf08501499,99,100,1,5.809,5.386,-0.42300000000000004,110,False
PL,nuscale_voygr6,mc_10000,mc_summary,e9a1ae49-ff79-462c-af4e-7c6843221d36,55,50,-5,5.645,5.452,-0.19299999999999962,61,False
TR,nuscale_voygr6,mc_10000,mc_summary,e9bc02be-cf10-4b27-9b8a-0d4a954720e4,36,32,-4,6.606,5.941,-0.665,110,False
PL,nuscale_voygr6,mc_10000,mc_summary,ebc0f461-acfa-47da-8094-5b15ea3e25a0,19,19,0,6.662,6.047,-0.6150000000000002,61,False
PL,nuscale_voygr6,mc_10000,mc_summary,ee332928-87b2-4e7b-9203-20e402bc551f,12,5,-7,6.99,6.507,-0.48300000000000054,61,False
PL,nuscale_voygr6,mc_10000,mc_summary,ef2ee2ae-e73e-490c-aa07-746543fe20e6,40,36,-4,6.029,5.68,-0.3490000000000002,61,False
HU,nuscale_voygr6,mc_10000,mc_summary,ef325d90-6d2d-4f8f-89f2-3bc98beb149b,8,8,0,5.812,5.36,-0.45199999999999996,11,False
CZ,nuscale_voygr6,mc_10000,mc_summary,f1d2bca1-a7a9-4404-84c1-34fc8a59dab7,25,29,4,5.619,5.231,-0.3879999999999999,29,False
HU,nuscale_voygr6,mc_10000,mc_summary,f2b3a729-602a-4b6b-acc9-004244f2e556,9,10,1,5.373,5.102,-0.2709999999999999,11,False
UA,nuscale_voygr6,mc_10000,mc_summary,f2c061de-66ad-4fce-b911-7f1899f25b75,12,13,1,6.278,5.665,-0.6129999999999995,20,False
TR,nuscale_voygr6,mc_10000,mc_summary,f2e65fcf-afc4-4443-ac14-f15c8ffe48f3,20,27,7,6.817,5.994,-0.8230000000000004,110,False
CZ,nuscale_voygr6,mc_10000,mc_summary,f3523341-daaa-4573-a856-becb2e1bb9e3,4,1,-3,6.939,6.422,-0.5170000000000003,29,False
PL,nuscale_voygr6,mc_10000,mc_summary,f5be4e73-938d-4fe2-b585-5090ec780670,28,22,-6,6.36,5.989,-0.37100000000000044,61,False
HU,nuscale_voygr6,mc_10000,mc_summary,f7dcdb63-26e6-44cd-b440-ec14fe507d90,2,2,0,7.042,6.454,-0.5880000000000001,11,False
PL,nuscale_voygr6,mc_10000,mc_summary,f8f9f43d-6a3b-445d-818e-ca82a90ace65,51,47,-4,5.74,5.505,-0.23500000000000032,61,False
TR,nuscale_voygr6,mc_10000,mc_summary,f92bc907-9b9b-4d21-92fd-1705bd71128c,89,96,7,6.036,5.409,-0.6269999999999998,110,False
TR,nuscale_voygr6,mc_10000,mc_summary,fa6b7ac3-c1bf-478f-8d0a-1f357ea480cf,100,92,-8,5.808,5.442,-0.36599999999999966,110,False
BY,nuscale_voygr6,mc_10000,mc_summary,fac3d0b5-36a5-48ae-8494-f2f08e4342f4,1,1,0,6.786,5.772,-1.0139999999999993,2,True
UA,nuscale_voygr6,mc_10000,mc_summary,fb7d4d9a-3f27-4b50-9941-6a8fccd25e9a,9,10,1,6.335,5.754,-0.5810000000000004,20,False
TR,nuscale_voygr6,mc_10000,mc_summary,fc307877-758b-4dbf-afbe-abfc4a778155,35,35,0,6.613,5.909,-0.7040000000000006,110,False
TR,nuscale_voygr6,mc_10000,mc_summary,fecb62d9-6fb8-4f8d-83e3-78a7c75adb6e,64,62,-2,6.321,5.701,-0.6200000000000001,110,False
TR,nuscale_voygr6,w_EP_minus_20,weight,0049a899-af5f-41cd-86ae-2ba729b6365f,93,93,0,5.942,5.949,0.006999999999999673,110,False
RS,nuscale_voygr6,w_EP_minus_20,weight,0182ec25-0df9-4e4b-9861-d76a332bc282,1,1,0,6.715,6.737,0.02200000000000024,6,False
UA,nuscale_voygr6,w_EP_minus_20,weight,02253fcc-4fc6-42d4-a6a8-42365487302f,13,13,0,6.148,6.204,0.05600000000000005,20,False
TR,nuscale_voygr6,w_EP_minus_20,weight,0248611c-b745-404f-ad50-c2870882c7a1,18,15,-3,6.832,6.874,0.041999999999999815,110,False
UA,nuscale_voygr6,w_EP_minus_20,weight,038d42e9-769b-4b22-9513-dccff48b42cd,15,17,2,5.93,5.961,0.031000000000000583,20,False
HU,nuscale_voygr6,w_EP_minus_20,weight,059b3ad4-7196-4e6b-b169-8605ceeed841,4,4,0,6.601,6.602,0.001000000000000334,11,False
CZ,nuscale_voygr6,w_EP_minus_20,weight,05daa6b2-bb29-4c26-a459-855626673955,13,13,0,6.34,6.354,0.014000000000000234,29,False
PL,nuscale_voygr6,w_EP_minus_20,weight,06641fea-8997-4b69-a618-6afa34b82591,44,43,-1,5.912,5.951,0.0389999999999997,61,False
SK,nuscale_voygr6,w_EP_minus_20,weight,06defca3-9105-437f-afd4-52f5603d9b8e,4,4,0,6.272,6.302,0.02999999999999936,5,False
TR,nuscale_voygr6,w_EP_minus_20,weight,0947a4c8-4fc1-492f-9c66-2c9a993c7fb0,54,58,4,6.445,6.462,0.01699999999999946,110,False
CZ,nuscale_voygr6,w_EP_minus_20,weight,0ae8917b-a70b-41e5-82de-e4963a7686e3,16,17,1,6.265,6.278,0.0129999999999999,29,False
PL,nuscale_voygr6,w_EP_minus_20,weight,0b187a1d-55de-47cf-96a3-06abc8ff2476,18,18,0,6.662,6.712,0.04999999999999982,61,False
TR,nuscale_voygr6,w_EP_minus_20,weight,0ca4ff78-4113-4ad9-ac04-0fd541d42338,78,81,3,6.123,6.116,-0.007000000000000561,110,False
TR,nuscale_voygr6,w_EP_minus_20,weight,0fec985c-c66e-40af-a123-a9ba4db269bb,63,63,0,6.35,6.383,0.03300000000000036,110,False
TR,nuscale_voygr6,w_EP_minus_20,weight,1289753b-43db-4058-8fe1-6e38b5fb01b5,27,28,1,6.726,6.73,0.004000000000000448,110,False
TR,nuscale_voygr6,w_EP_minus_20,weight,142cad75-648a-495d-8c10-792351e72126,4,4,0,7.153,7.183,0.03000000000000025,110,False
CZ,nuscale_voygr6,w_EP_minus_20,weight,14e88076-ce0e-4693-bca4-e80f3f013c7f,18,18,0,6.259,6.271,0.011999999999999567,29,False
TR,nuscale_voygr6,w_EP_minus_20,weight,1624a526-07d8-44a4-8ed7-3b035b748f03,105,105,0,5.653,5.674,0.021000000000000796,110,False
TR,nuscale_voygr6,w_EP_minus_20,weight,166f5fcc-1cc4-4cf5-9e52-59e7ce1557c6,23,26,3,6.759,6.782,0.022999999999999687,110,False
SK,nuscale_voygr6,w_EP_minus_20,weight,1719d38b-61e8-4b01-844b-3a2f85c8a186,3,3,0,6.503,6.537,0.03399999999999981,5,False
MK,nuscale_voygr6,w_EP_minus_20,weight,1739b1b7-a6f3-466c-9dfa-3d1de9d5b6db,1,1,0,6.391,6.428,0.03699999999999992,3,False
TR,nuscale_voygr6,w_EP_minus_20,weight,17568f0f-91fd-4efe-b4df-2c7cc5d80b7d,110,110,0,5.073,5.065,-0.008000000000000007,110,False
CZ,nuscale_voygr6,w_EP_minus_20,weight,180880c2-7284-4723-b02a-a62348b9b40b,9,9,0,6.633,6.651,0.017999999999999794,29,False
TR,nuscale_voygr6,w_EP_minus_20,weight,1820429d-bd95-4e56-a6db-d9bb57e2ae07,96,97,1,5.865,5.871,0.006000000000000227,110,False
PL,nuscale_voygr6,w_EP_minus_20,weight,187b4fd7-6a61-4e94-8ed4-495ac6dfc317,25,25,0,6.419,6.449,0.03000000000000025,61,False
RO,nuscale_voygr6,w_EP_minus_20,weight,18ecb024-ee4f-4045-8254-5e95d61dea8c,15,15,0,5.958,6.013,0.054999999999999716,21,False
LV,nuscale_voygr6,w_EP_minus_20,weight,1a5b8f8f-f4be-4514-8738-755d25e19b41,1,1,0,6.728,6.768,0.040000000000000036,1,True
CZ,nuscale_voygr6,w_EP_minus_20,weight,1c059a42-608c-4753-8fcf-ba797d94f900,24,24,0,5.68,5.7,0.020000000000000462,29,False
TR,nuscale_voygr6,w_EP_minus_20,weight,1ce7624e-1d72-4293-8ff4-09096b56ddd2,109,109,0,5.401,5.418,0.017000000000000348,110,False
PL,nuscale_voygr6,w_EP_minus_20,weight,1d19dce6-c458-4656-901d-6a8d3c548761,9,9,0,7.075,7.1,0.024999999999999467,61,False
RO,nuscale_voygr6,w_EP_minus_20,weight,1d8be6d0-f3a5-4b32-9d46-3526289731f8,21,21,0,5.375,5.406,0.030999999999999694,21,False
TR,nuscale_voygr6,w_EP_minus_20,weight,1f305180-6bbf-4758-9a98-78bc9e96e195,46,47,1,6.528,6.548,0.020000000000000462,110,False
PL,nuscale_voygr6,w_EP_minus_20,weight,202d797d-b0f9-4cd0-bbac-d7bb06805c09,37,37,0,6.071,6.096,0.025000000000000355,61,False
CZ,nuscale_voygr6,w_EP_minus_20,weight,20bce4f5-ca0b-4145-87e5-0a0694343f31,17,16,-1,6.263,6.291,0.02800000000000047,29,False
CZ,nuscale_voygr6,w_EP_minus_20,weight,20c9d02d-e9e8-40b3-a11e-7a2e01018d8c,14,14,0,6.34,6.354,0.014000000000000234,29,False
TR,nuscale_voygr6,w_EP_minus_20,weight,21ccc44f-3244-4e7f-9654-eae424288200,76,76,0,6.13,6.16,0.03000000000000025,110,False
TR,nuscale_voygr6,w_EP_minus_20,weight,231565d3-4f56-43ee-a357-1f4451c6fbc3,37,41,4,6.588,6.608,0.019999999999999574,110,False
TR,nuscale_voygr6,w_EP_minus_20,weight,2350bab4-9869-43f1-b62f-a4d5aea77ef5,77,77,0,6.13,6.16,0.03000000000000025,110,False
PL,nuscale_voygr6,w_EP_minus_20,weight,239ea0eb-a9c4-43cc-ac5f-35271bdc6613,7,7,0,7.102,7.129,0.026999999999999247,61,False
CZ,nuscale_voygr6,w_EP_minus_20,weight,274ec928-e527-44cf-86c5-b6eddc09d0f7,20,20,0,5.918,5.942,0.02400000000000002,29,False
PL,nuscale_voygr6,w_EP_minus_20,weight,27fc89b3-ee57-44ac-8073-a700bc8d12e8,41,41,0,6.003,6.027,0.02400000000000002,61,False
CZ,nuscale_voygr6,w_EP_minus_20,weight,287cbb48-bb08-40dd-82c5-cfe1530dfbb9,1,1,0,7.075,7.101,0.0259999999999998,29,False
HU,nuscale_voygr6,w_EP_minus_20,weight,28b36531-865d-42ae-afb3-b8bad86f7014,6,6,0,6.305,6.318,0.0129999999999999,11,False
PL,nuscale_voygr6,w_EP_minus_20,weight,29479c3f-8db8-4f62-90e8-59ad6739f90b,34,35,1,6.12,6.146,0.0259999999999998,61,False
RS,nuscale_voygr6,w_EP_minus_20,weight,296282b1-d079-4c1e-b2df-12c25128b963,6,6,0,6.259,6.273,0.013999999999999346,6,False
PL,nuscale_voygr6,w_EP_minus_20,weight,2981a12d-3444-4301-96ba-a63ef50bec3e,1,1,0,7.516,7.548,0.03200000000000003,61,False
RO,nuscale_voygr6,w_EP_minus_20,weight,29836b52-a882-4921-95a7-6417e636d9a2,3,3,0,6.76,6.814,0.05400000000000027,21,False
PL,nuscale_voygr6,w_EP_minus_20,weight,29a58981-aaf7-4450-ad41-49dd6d786168,48,48,0,5.782,5.803,0.020999999999999908,61,False
UA,nuscale_voygr6,w_EP_minus_20,weight,29b3a802-7ef1-4722-ad59-b1511b1b0075,1,1,0,7.046,7.126,0.08000000000000007,20,False
TR,nuscale_voygr6,w_EP_minus_20,weight,2a3aad60-2bff-4206-8275-f6e2029f9278,66,67,1,6.252,6.247,-0.004999999999999893,110,False
TR,nuscale_voygr6,w_EP_minus_20,weight,2b6a65d3-efb0-44d8-b88b-9aad311f4ac4,31,33,2,6.664,6.667,0.0030000000000001137,110,False
PL,nuscale_voygr6,w_EP_minus_20,weight,2da9dab9-7b4e-46e7-b1c8-70eeb329c177,56,56,0,5.614,5.631,0.017000000000000348,61,False
AT,nuscale_voygr6,w_EP_minus_20,weight,2dcd2c6d-f375-4408-9492-7910662fac03,1,1,0,7.333,7.364,0.030999999999999694,6,False
TR,nuscale_voygr6,w_EP_minus_20,weight,2ec95392-978d-4a43-85b9-af3282c212ba,2,2,0,7.305,7.339,0.034000000000000696,110,False
TR,nuscale_voygr6,w_EP_minus_20,weight,2ed9363f-a9fe-46e5-8b92-c50b47a9077a,68,69,1,6.237,6.232,-0.004999999999999893,110,False
BG,nuscale_voygr6,w_EP_minus_20,weight,2fb27566-cc7b-4530-8ff9-e55e3a1985bd,5,5,0,6.504,6.538,0.034000000000000696,7,False
