country_code,smr_key,weight_profile,scenario_family,site_id,baseline_national_rank,scenario_national_rank,rank_delta,baseline_score,scenario_score,score_delta,eligible_pair_count,small_n
PL,nuscale_voygr6,w_EP_plus_20,weight,ef2ee2ae-e73e-490c-aa07-746543fe20e6,43,40,-3,5.916,5.917,0.0009999999999994458,61,False
HU,nuscale_voygr6,w_EP_plus_20,weight,ef325d90-6d2d-4f8f-89f2-3bc98beb149b,8,8,0,5.73,5.736,0.005999999999999339,11,False
CZ,nuscale_voygr6,w_EP_plus_20,weight,f1d2bca1-a7a9-4404-84c1-34fc8a59dab7,26,25,-1,5.703,5.709,0.005999999999999339,29,False
HU,nuscale_voygr6,w_EP_plus_20,weight,f2b3a729-602a-4b6b-acc9-004244f2e556,9,10,1,5.418,5.414,-0.004000000000000448,11,False
UA,nuscale_voygr6,w_EP_plus_20,weight,f2c061de-66ad-4fce-b911-7f1899f25b75,12,12,0,6.417,6.392,-0.024999999999999467,20,False
TR,nuscale_voygr6,w_EP_plus_20,weight,f2e65fcf-afc4-4443-ac14-f15c8ffe48f3,11,11,0,7.154,7.143,-0.01100000000000012,119,False
CZ,nuscale_voygr6,w_EP_plus_20,weight,f3523341-daaa-4573-a856-becb2e1bb9e3,6,4,-2,6.916,6.911,-0.005000000000000782,29,False
PL,nuscale_voygr6,w_EP_plus_20,weight,f5be4e73-938d-4fe2-b585-5090ec780670,42,44,2,5.922,5.874,-0.04800000000000004,61,False
HU,nuscale_voygr6,w_EP_plus_20,weight,f7dcdb63-26e6-44cd-b440-ec14fe507d90,2,2,0,6.941,6.935,-0.006000000000000227,11,False
PL,nuscale_voygr6,w_EP_plus_20,weight,f8f9f43d-6a3b-445d-818e-ca82a90ace65,56,56,0,5.603,5.611,0.008000000000000007,61,False
TR,nuscale_voygr6,w_EP_plus_20,weight,f92bc907-9b9b-4d21-92fd-1705bd71128c,69,72,3,6.291,6.269,-0.02200000000000024,119,False
TR,nuscale_voygr6,w_EP_plus_20,weight,fa6b7ac3-c1bf-478f-8d0a-1f357ea480cf,111,111,0,5.594,5.618,0.02400000000000002,119,False
BY,nuscale_voygr6,w_EP_plus_20,weight,fac3d0b5-36a5-48ae-8494-f2f08e4342f4,1,1,0,7.378,7.364,-0.014000000000000234,2,True
UA,nuscale_voygr6,w_EP_plus_20,weight,fb7d4d9a-3f27-4b50-9941-6a8fccd25e9a,16,16,0,6.153,6.1,-0.052999999999999936,20,False
TR,nuscale_voygr6,w_EP_plus_20,weight,fc307877-758b-4dbf-afbe-abfc4a778155,20,21,1,6.957,6.951,-0.006000000000000227,119,False
TR,nuscale_voygr6,w_EP_plus_20,weight,fecb62d9-6fb8-4f8d-83e3-78a7c75adb6e,40,38,-2,6.672,6.672,0.0,119,False
TR,nuscale_voygr6,w_HI_minus_20,weight,0049a899-af5f-41cd-86ae-2ba729b6365f,67,69,2,6.299,6.241,-0.05800000000000072,119,False
RS,nuscale_voygr6,w_HI_minus_20,weight,0182ec25-0df9-4e4b-9861-d76a332bc282,4,5,1,6.559,6.493,-0.06599999999999984,7,False
UA,nuscale_voygr6,w_HI_minus_20,weight,02253fcc-4fc6-42d4-a6a8-42365487302f,13,13,0,6.318,6.31,-0.008000000000000007,20,False
TR,nuscale_voygr6,w_HI_minus_20,weight,0248611c-b745-404f-ad50-c2870882c7a1,15,15,0,7.072,7.024,-0.04800000000000004,119,False
UA,nuscale_voygr6,w_HI_minus_20,weight,038d42e9-769b-4b22-9513-dccff48b42cd,18,18,0,6.02,6.01,-0.009999999999999787,20,False
HU,nuscale_voygr6,w_HI_minus_20,weight,059b3ad4-7196-4e6b-b169-8605ceeed841,3,3,0,6.872,6.865,-0.006999999999999673,11,False
CZ,nuscale_voygr6,w_HI_minus_20,weight,05daa6b2-bb29-4c26-a459-855626673955,12,11,-1,6.464,6.476,0.011999999999999567,29,False
PL,nuscale_voygr6,w_HI_minus_20,weight,06641fea-8997-4b69-a618-6afa34b82591,46,46,0,5.859,5.861,0.0019999999999997797,61,False
SK,nuscale_voygr6,w_HI_minus_20,weight,06defca3-9105-437f-afd4-52f5603d9b8e,4,4,0,6.303,6.307,0.004000000000000448,5,False
TR,nuscale_voygr6,w_HI_minus_20,weight,0947a4c8-4fc1-492f-9c66-2c9a993c7fb0,78,77,-1,6.216,6.156,-0.0600000000000005,119,False
CZ,nuscale_voygr6,w_HI_minus_20,weight,0ae8917b-a70b-41e5-82de-e4963a7686e3,19,19,0,6.089,6.07,-0.019000000000000128,29,False
PL,nuscale_voygr6,w_HI_minus_20,weight,0b187a1d-55de-47cf-96a3-06abc8ff2476,13,13,0,6.884,6.922,0.03799999999999937,61,False
TR,nuscale_voygr6,w_HI_minus_20,weight,0ca4ff78-4113-4ad9-ac04-0fd541d42338,101,103,2,5.845,5.757,-0.08800000000000008,119,False
TR,nuscale_voygr6,w_HI_minus_20,weight,0fec985c-c66e-40af-a123-a9ba4db269bb,39,40,1,6.681,6.617,-0.06400000000000006,119,False
TR,nuscale_voygr6,w_HI_minus_20,weight,1289753b-43db-4058-8fe1-6e38b5fb01b5,38,35,-3,6.719,6.657,-0.06200000000000028,119,False
TR,nuscale_voygr6,w_HI_minus_20,weight,142cad75-648a-495d-8c10-792351e72126,2,2,0,7.459,7.45,-0.008999999999999453,119,False
CZ,nuscale_voygr6,w_HI_minus_20,weight,14e88076-ce0e-4693-bca4-e80f3f013c7f,14,14,0,6.345,6.352,0.007000000000000561,29,False
TR,nuscale_voygr6,w_HI_minus_20,weight,161660e7-3ccf-4704-b452-b126599700a0,114,113,-1,5.444,5.408,-0.03599999999999959,119,False
TR,nuscale_voygr6,w_HI_minus_20,weight,1624a526-07d8-44a4-8ed7-3b035b748f03,116,116,0,5.369,5.33,-0.0389999999999997,119,False
TR,nuscale_voygr6,w_HI_minus_20,weight,166f5fcc-1cc4-4cf5-9e52-59e7ce1557c6,30,28,-2,6.809,6.801,-0.008000000000000007,119,False
SK,nuscale_voygr6,w_HI_minus_20,weight,1719d38b-61e8-4b01-844b-3a2f85c8a186,3,3,0,6.741,6.765,0.02400000000000002,5,False
MK,nuscale_voygr6,w_HI_minus_20,weight,1739b1b7-a6f3-466c-9dfa-3d1de9d5b6db,1,1,0,6.812,6.812,0.0,3,False
TR,nuscale_voygr6,w_HI_minus_20,weight,17568f0f-91fd-4efe-b4df-2c7cc5d80b7d,117,117,0,5.237,5.193,-0.04400000000000048,119,False
CZ,nuscale_voygr6,w_HI_minus_20,weight,180880c2-7284-4723-b02a-a62348b9b40b,9,9,0,6.672,6.681,0.009000000000000341,29,False
TR,nuscale_voygr6,w_HI_minus_20,weight,1820429d-bd95-4e56-a6db-d9bb57e2ae07,56,55,-1,6.451,6.404,-0.04699999999999971,119,False
PL,nuscale_voygr6,w_HI_minus_20,weight,187b4fd7-6a61-4e94-8ed4-495ac6dfc317,30,30,0,6.266,6.231,-0.03500000000000014,61,False
RO,nuscale_voygr6,w_HI_minus_20,weight,18ecb024-ee4f-4045-8254-5e95d61dea8c,12,12,0,6.197,6.197,0.0,22,False
LV,nuscale_voygr6,w_HI_minus_20,weight,1a5b8f8f-f4be-4514-8738-755d25e19b41,1,1,0,6.603,6.639,0.036000000000000476,1,True
CZ,nuscale_voygr6,w_HI_minus_20,weight,1c059a42-608c-4753-8fcf-ba797d94f900,24,24,0,5.809,5.791,-0.017999999999999794,29,False
TR,nuscale_voygr6,w_HI_minus_20,weight,1ce7624e-1d72-4293-8ff4-09096b56ddd2,115,115,0,5.394,5.339,-0.054999999999999716,119,False
PL,nuscale_voygr6,w_HI_minus_20,weight,1d19dce6-c458-4656-901d-6a8d3c548761,12,12,0,6.934,6.937,0.0030000000000001137,61,False
RO,nuscale_voygr6,w_HI_minus_20,weight,1d8be6d0-f3a5-4b32-9d46-3526289731f8,22,22,0,5.391,5.426,0.03500000000000014,22,False
TR,nuscale_voygr6,w_HI_minus_20,weight,1f305180-6bbf-4758-9a98-78bc9e96e195,97,97,0,5.971,5.911,-0.0600000000000005,119,False
PL,nuscale_voygr6,w_HI_minus_20,weight,202d797d-b0f9-4cd0-bbac-d7bb06805c09,39,39,0,5.969,5.958,-0.01100000000000012,61,False
CZ,nuscale_voygr6,w_HI_minus_20,weight,20bce4f5-ca0b-4145-87e5-0a0694343f31,17,16,-1,6.201,6.219,0.018000000000000682,29,False
CZ,nuscale_voygr6,w_HI_minus_20,weight,20c9d02d-e9e8-40b3-a11e-7a2e01018d8c,13,13,0,6.438,6.448,0.010000000000000675,29,False
TR,nuscale_voygr6,w_HI_minus_20,weight,21ccc44f-3244-4e7f-9654-eae424288200,83,83,0,6.201,6.108,-0.09299999999999997,119,False
TR,nuscale_voygr6,w_HI_minus_20,weight,225656d9-8709-4c2f-9992-1e4f20a6fce8,28,26,-2,6.862,6.825,-0.03699999999999992,119,False
TR,nuscale_voygr6,w_HI_minus_20,weight,231565d3-4f56-43ee-a357-1f4451c6fbc3,49,51,2,6.562,6.468,-0.0940000000000003,119,False
TR,nuscale_voygr6,w_HI_minus_20,weight,2350bab4-9869-43f1-b62f-a4d5aea77ef5,66,71,5,6.306,6.223,-0.08300000000000018,119,False
PL,nuscale_voygr6,w_HI_minus_20,weight,239ea0eb-a9c4-43cc-ac5f-35271bdc6613,5,7,2,7.191,7.18,-0.01100000000000012,61,False
CZ,nuscale_voygr6,w_HI_minus_20,weight,274ec928-e527-44cf-86c5-b6eddc09d0f7,18,18,0,6.153,6.15,-0.0029999999999992255,29,False
PL,nuscale_voygr6,w_HI_minus_20,weight,27fc89b3-ee57-44ac-8073-a700bc8d12e8,54,54,0,5.653,5.664,0.01100000000000012,61,False
CZ,nuscale_voygr6,w_HI_minus_20,weight,287cbb48-bb08-40dd-82c5-cfe1530dfbb9,1,1,0,7.095,7.138,0.04300000000000015,29,False
TR,nuscale_voygr6,w_HI_minus_20,weight,28980273-0ba6-4c8c-b080-7ff9b33cc4c9,88,89,1,6.122,6.041,-0.08099999999999952,119,False
HU,nuscale_voygr6,w_HI_minus_20,weight,28b36531-865d-42ae-afb3-b8bad86f7014,6,6,0,6.23,6.31,0.07999999999999918,11,False
PL,nuscale_voygr6,w_HI_minus_20,weight,29479c3f-8db8-4f62-90e8-59ad6739f90b,36,38,2,6.03,6.001,-0.028999999999999915,61,False
RS,nuscale_voygr6,w_HI_minus_20,weight,296282b1-d079-4c1e-b2df-12c25128b963,1,1,0,6.753,6.723,-0.03000000000000025,7,False
PL,nuscale_voygr6,w_HI_minus_20,weight,2981a12d-3444-4301-96ba-a63ef50bec3e,1,1,0,7.684,7.688,0.0039999999999995595,61,False
RO,nuscale_voygr6,w_HI_minus_20,weight,29836b52-a882-4921-95a7-6417e636d9a2,5,5,0,6.784,6.762,-0.02200000000000024,22,False
PL,nuscale_voygr6,w_HI_minus_20,weight,29a58981-aaf7-4450-ad41-49dd6d786168,52,52,0,5.678,5.708,0.03000000000000025,61,False
UA,nuscale_voygr6,w_HI_minus_20,weight,29b3a802-7ef1-4722-ad59-b1511b1b0075,1,1,0,7.455,7.393,-0.06200000000000028,20,False
TR,nuscale_voygr6,w_HI_minus_20,weight,2a3aad60-2bff-4206-8275-f6e2029f9278,12,14,2,7.121,7.036,-0.08500000000000085,119,False
RS,nuscale_voygr6,w_HI_minus_20,weight,2b03f2e2-64ac-4262-bbff-7a536bda5722,2,2,0,6.716,6.684,-0.03200000000000003,7,False
TR,nuscale_voygr6,w_HI_minus_20,weight,2b6a65d3-efb0-44d8-b88b-9aad311f4ac4,14,16,2,7.107,7.024,-0.08300000000000018,119,False
PL,nuscale_voygr6,w_HI_minus_20,weight,2da9dab9-7b4e-46e7-b1c8-70eeb329c177,44,44,0,5.891,5.912,0.020999999999999908,61,False
AT,nuscale_voygr6,w_HI_minus_20,weight,2dcd2c6d-f375-4408-9492-7910662fac03,2,2,0,7.016,6.997,-0.019000000000000128,6,False
TR,nuscale_voygr6,w_HI_minus_20,weight,2ec95392-978d-4a43-85b9-af3282c212ba,7,8,1,7.276,7.211,-0.0649999999999995,119,False
TR,nuscale_voygr6,w_HI_minus_20,weight,2ed9363f-a9fe-46e5-8b92-c50b47a9077a,68,63,-5,6.299,6.269,-0.03000000000000025,119,False
BG,nuscale_voygr6,w_HI_minus_20,weight,2fb27566-cc7b-4530-8ff9-e55e3a1985bd,6,6,0,6.578,6.59,0.011999999999999567,8,False
CZ,nuscale_voygr6,w_HI_minus_20,weight,2fe0a0b3-4108-427e-8e54-f77e1ea7227c,5,5,0,6.916,6.948,0.03200000000000003,29,False
BG,nuscale_voygr6,w_HI_minus_20,weight,30c9e377-b575-46fa-880f-922c46e6500a,2,2,0,7.428,7.424,-0.0039999999999995595,8,False
CZ,nuscale_voygr6,w_HI_minus_20,weight,32484f7b-18a4-4b21-8e6a-6d68ae099d02,4,4,0,6.931,6.953,0.02200000000000024,29,False
BG,nuscale_voygr6,w_HI_minus_20,weight,33a015dd-51e0-497e-b0d3-4b1b3f070438,8,7,-1,5.875,5.91,0.03500000000000014,8,False
BA,nuscale_voygr6,w_HI_minus_20,weight,344e0e9a-558e-4749-bb66-cd746be50cbd,4,3,-1,6.572,6.556,-0.016000000000000014,6,False
RO,nuscale_voygr6,w_HI_minus_20,weight,345fb795-170a-4fb5-833c-f6bcf2eb450c,1,1,0,7.816,7.829,0.0129999999999999,22,False
HU,nuscale_voygr6,w_HI_minus_20,weight,34d88ce8-d49c-4b19-af2d-6efcb1b72149,11,11,0,5.405,5.353,-0.05200000000000049,11,False
UA,nuscale_voygr6,w_HI_minus_20,weight,3657989a-61ae-4fe3-9e8b-6ba7e68f8c59,10,10,0,6.616,6.616,0.0,20,False
ME,nuscale_voygr6,w_HI_minus_20,weight,3795824b-cb76-48dd-a65c-764c757ddc76,1,2,1,6.023,5.956,-0.06699999999999928,2,True
TR,nuscale_voygr6,w_HI_minus_20,weight,381221dd-76da-4adf-9b19-5da9f0779c22,42,39,-3,6.653,6.618,-0.034999999999999254,119,False
TR,nuscale_voygr6,w_HI_minus_20,weight,3819acc8-761d-49ba-89e7-967d3d37ec0e,61,60,-1,6.344,6.295,-0.04900000000000038,119,False
PL,nuscale_voygr6,w_HI_minus_20,weight,399668d6-bfed-4e5b-bf38-9ee5902101c3,57,57,0,5.5,5.557,0.057000000000000384,61,False
TR,nuscale_voygr6,w_HI_minus_20,weight,3a06636d-c742-4b72-b9cd-21a4537c331b,106,109,3,5.756,5.663,-0.09299999999999997,119,False
BG,nuscale_voygr6,w_HI_minus_20,weight,3bb6666f-de2f-4c6f-a28e-c3bddb71b54a,4,5,1,7.009,6.979,-0.03000000000000025,8,False
TR,nuscale_voygr6,w_HI_minus_20,weight,3bc834ed-5c2b-47d6-b555-2e20b9044053,55,56,1,6.47,6.385,-0.08499999999999996,119,False
UA,nuscale_voygr6,w_HI_minus_20,weight,3bd2a957-ff3b-4bfd-9dba-808279edccb9,14,14,0,6.192,6.172,-0.020000000000000462,20,False
RO,nuscale_voygr6,w_HI_minus_20,weight,3bef37a3-239e-498d-a160-77452a6a9b79,20,21,1,5.463,5.483,0.019999999999999574,22,False
PL,nuscale_voygr6,w_HI_minus_20,weight,3d2d4c37-eb9d-4b35-a8b1-b3f485bc3e3f,28,29,1,6.291,6.258,-0.03300000000000036,61,False
TR,nuscale_voygr6,w_HI_minus_20,weight,3e5f4317-6f40-44fb-bfa2-e21dc4d9922d,76,79,3,6.234,6.153,-0.0810000000000004,119,False
TR,nuscale_voygr6,w_HI_minus_20,weight,3f1ad930-cffb-4991-badd-773db74b890c,48,49,1,6.572,6.495,-0.07699999999999996,119,False
PL,nuscale_voygr6,w_HI_minus_20,weight,40650551-0c9c-45ea-bac6-befdb0cb5909,40,42,2,5.941,5.928,-0.0129999999999999,61,False
PL,nuscale_voygr6,w_HI_minus_20,weight,409dde58-5df1-44d9-b5ec-f8e2edd86786,38,36,-2,5.978,6.041,0.06300000000000061,61,False
PL,nuscale_voygr6,w_HI_minus_20,weight,40b4334a-7ba4-4ed8-aa8e-3c405599fbd7,31,32,1,6.141,6.137,-0.004000000000000448,61,False
PL,nuscale_voygr6,w_HI_minus_20,weight,416aab55-6fd9-4a0a-b8f8-796fb62d86a5,32,31,-1,6.116,6.148,0.03200000000000003,61,False
TR,nuscale_voygr6,w_HI_minus_20,weight,42d5b3fd-7d07-409b-9154-4441695b7901,74,73,-1,6.253,6.195,-0.05799999999999983,119,False
CZ,nuscale_voygr6,w_HI_minus_20,weight,43e5b2b4-2ccf-46ab-b01e-e3d480146455,29,29,0,5.378,5.34,-0.038000000000000256,29,False
TR,nuscale_voygr6,w_HI_minus_20,weight,43f99d45-6635-4392-a522-4a06445fdaf2,6,6,0,7.328,7.259,-0.06899999999999995,119,False
PL,nuscale_voygr6,w_HI_minus_20,weight,4411a22e-4e8a-4715-b000-1aae34494b68,19,19,0,6.797,6.833,0.036000000000000476,61,False
TR,nuscale_voygr6,w_HI_minus_20,weight,44362378-9c74-44af-8a08-be4877f50e97,108,106,-2,5.741,5.702,-0.0389999999999997,119,False
TR,nuscale_voygr6,w_HI_minus_20,weight,44698c12-3c50-4602-8104-dafa5fd215b6,98,99,1,5.966,5.861,-0.10500000000000043,119,False
UA,nuscale_voygr6,w_HI_minus_20,weight,447a9ea1-47fa-48a3-93f2-a77cbd629ac7,6,6,0,6.887,6.849,-0.03799999999999937,20,False
CZ,nuscale_voygr6,w_HI_minus_20,weight,44d40276-5847-41d1-ab9b-887bbdc1bcfe,25,25,0,5.74,5.717,-0.023000000000000576,29,False
UA,nuscale_voygr6,w_HI_minus_20,weight,46b96bc3-b190-4045-9c86-eb674e2ea35e,7,7,0,6.797,6.776,-0.020999999999999908,20,False
PL,nuscale_voygr6,w_HI_minus_20,weight,47be3ec4-7abe-4f4c-ac3d-b7f753b8514a,50,49,-1,5.753,5.8,0.04699999999999971,61,False
TR,nuscale_voygr6,w_HI_minus_20,weight,48149515-0774-404d-b273-790b660a8d90,37,34,-3,6.72,6.658,-0.06199999999999939,119,False
TR,nuscale_voygr6,w_HI_minus_20,weight,4b11cac9-4fe0-4a2a-9c09-4fe9a0ac6015,34,36,2,6.722,6.652,-0.07000000000000028,119,False
UA,nuscale_voygr6,w_HI_minus_20,weight,4e45df00-0d28-44d0-9697-3fa33d76fc88,9,9,0,6.788,6.758,-0.03000000000000025,20,False
CZ,nuscale_voygr6,w_HI_minus_20,weight,4eb7914c-e000-403c-b5a5-c350de67bb83,23,23,0,5.911,5.897,-0.013999999999999346,29,False
TR,nuscale_voygr6,w_HI_minus_20,weight,5067ece3-b204-495e-81c1-90a523252547,113,114,1,5.464,5.379,-0.08500000000000085,119,False
TR,nuscale_voygr6,w_HI_minus_20,weight,52028d4f-7796-4463-832e-cff2e439c96a,52,54,2,6.523,6.44,-0.0829999999999993,119,False
RO,nuscale_voygr6,w_HI_minus_20,weight,52a7babe-313f-493b-86b9-bd0c4aece4c3,4,4,0,7.016,7.052,0.03599999999999959,22,False
PL,nuscale_voygr6,w_HI_minus_20,weight,52db4dae-b014-45a4-96c4-49f80c1fdd11,6,4,-2,7.184,7.23,0.04600000000000026,61,False
AT,nuscale_voygr6,w_HI_minus_20,weight,532bfb42-0d4c-42cf-a81a-287f2b3a75bf,3,3,0,6.616,6.652,0.036000000000000476,6,False
TR,nuscale_voygr6,w_HI_minus_20,weight,53481b7f-5b85-4bab-be04-4866c2e72c12,104,100,-4,5.812,5.794,-0.018000000000000682,119,False
PL,nuscale_voygr6,w_HI_minus_20,weight,558e7bff-5b5d-4666-9ca3-ec02f2269aab,8,8,0,7.134,7.146,0.011999999999999567,61,False
TR,nuscale_voygr6,w_HI_minus_20,weight,55cfe45b-6357-40f9-8623-e9916f91f839,27,24,-3,6.872,6.846,-0.0259999999999998,119,False
TR,nuscale_voygr6,w_HI_minus_20,weight,56b8e2a3-1885-431f-9fd1-4cd3bebfad61,46,46,0,6.584,6.519,-0.0649999999999995,119,False
TR,nuscale_voygr6,w_HI_minus_20,weight,57c0c830-725f-46ee-9322-0a4a3ad9efda,22,22,0,6.938,6.86,-0.0779999999999994,119,False
TR,nuscale_voygr6,w_HI_minus_20,weight,5a19f424-1a15-44e6-bf1b-c2c5886ac1bf,53,53,0,6.509,6.451,-0.05800000000000072,119,False
RO,nuscale_voygr6,w_HI_minus_20,weight,5a33e5f0-6d86-4eab-adea-6c6bad7f3f45,19,19,0,5.903,5.92,0.017000000000000348,22,False
PL,nuscale_voygr6,w_HI_minus_20,weight,5a57ae0a-6f91-46f4-a1f5-56a6b37596e9,59,60,1,5.341,5.337,-0.004000000000000448,61,False
TR,nuscale_voygr6,w_HI_minus_20,weight,5b6be56c-d981-470c-a979-13a8764a34b8,50,48,-2,6.556,6.514,-0.041999999999999815,119,False
RS,nuscale_voygr6,w_HI_minus_20,weight,5d4aee8d-9e73-4987-907a-d092e0ba92ed,5,4,-1,6.503,6.535,0.03200000000000003,7,False
HU,nuscale_voygr6,w_HI_minus_20,weight,5de5f907-98e7-42d3-a7dd-cb65f839697b,4,4,0,6.778,6.804,0.02600000000000069,11,False
UA,nuscale_voygr6,w_HI_minus_20,weight,5ed0a674-a292-44bc-997f-5c1990da1235,2,2,0,7.372,7.358,-0.014000000000000234,20,False
TR,nuscale_voygr6,w_HI_minus_20,weight,5ed91c1b-0a1b-4a4c-9b2b-f6bdc8ff9770,91,91,0,6.082,6.006,-0.07599999999999962,119,False
CZ,nuscale_voygr6,w_HI_minus_20,weight,5f4ed23c-cea2-41ef-a3e8-ac863e1bdcd6,15,15,0,6.339,6.332,-0.007000000000000561,29,False
TR,nuscale_voygr6,w_HI_minus_20,weight,5fa0dfa9-c272-444e-8e70-80ab55b5d36c,19,18,-1,7.009,6.995,-0.014000000000000234,119,False
CZ,nuscale_voygr6,w_HI_minus_20,weight,60baaa73-dd8c-4865-bb18-6c73d63a4052,10,10,0,6.648,6.669,0.020999999999999908,29,False
CZ,nuscale_voygr6,w_HI_minus_20,weight,63601ccc-3f20-4cbd-95cb-0fbeaf821c6a,11,12,1,6.51,6.454,-0.05600000000000005,29,False
HU,nuscale_voygr6,w_HI_minus_20,weight,651839d3-4e8f-4214-89aa-1f96ea221121,7,7,0,5.967,6.034,0.06700000000000017,11,False
AT,nuscale_voygr6,w_HI_minus_20,weight,660d9d71-6733-4294-951b-1c58614d58cf,1,1,0,7.159,7.157,-0.0019999999999997797,6,False
PL,nuscale_voygr6,w_HI_minus_20,weight,66bdc30c-4179-480b-a55a-5d15be5ac66b,20,20,0,6.775,6.833,0.05799999999999983,61,False
CZ,nuscale_voygr6,w_HI_minus_20,weight,66c3f077-1ee6-41d7-8e6c-da374bb45139,28,28,0,5.622,5.593,-0.028999999999999915,29,False
TR,nuscale_voygr6,w_HI_minus_20,weight,674deb4f-110c-4120-bea0-5f0711da3ea1,5,3,-2,7.347,7.311,-0.036000000000000476,119,False
BY,nuscale_voygr6,w_HI_minus_20,weight,68aabff9-e662-4b9f-b37d-4c2ebc5f7539,2,2,0,6.991,7.008,0.017000000000000348,2,True
RO,nuscale_voygr6,w_HI_minus_20,weight,693d9b73-f9fc-4502-9b94-be020c5d21fb,7,6,-1,6.653,6.723,0.07000000000000028,22,False
RO,nuscale_voygr6,w_HI_minus_20,weight,6aed2eac-1c97-40c5-b842-fb15fd510f35,11,11,0,6.266,6.242,-0.02400000000000002,22,False
RO,nuscale_voygr6,w_HI_minus_20,weight,6c428b2a-ad09-448b-b24c-22465929d69c,21,20,-1,5.428,5.484,0.05600000000000005,22,False
TR,nuscale_voygr6,w_HI_minus_20,weight,6c9571c4-5d3b-4f88-a7be-fa8c21425eeb,3,4,1,7.38,7.308,-0.07200000000000006,119,False
TR,nuscale_voygr6,w_HI_minus_20,weight,6ddc2960-3d72-4d5f-b358-56d1c54f47e0,70,74,4,6.278,6.188,-0.08999999999999986,119,False
AT,nuscale_voygr6,w_HI_minus_20,weight,6e7fc4d8-636d-411a-baef-e138a5a07acc,5,4,-1,6.544,6.579,0.03500000000000014,6,False
BG,nuscale_voygr6,w_HI_minus_20,weight,704ef487-f600-4f23-b06e-a0f81b627597,7,8,1,5.878,5.876,-0.0019999999999997797,8,False
UA,nuscale_voygr6,w_HI_minus_20,weight,70781f2c-24c2-486c-8b32-310c36ba1238,15,15,0,6.185,6.147,-0.03799999999999937,20,False
UA,nuscale_voygr6,w_HI_minus_20,weight,725406d6-860f-4ca0-9c6a-425675bac381,11,11,0,6.543,6.472,-0.07099999999999973,20,False
TR,nuscale_voygr6,w_HI_minus_20,weight,737b6d06-1d0c-4ae6-9683-ab3fea192b32,60,61,1,6.355,6.294,-0.06100000000000083,119,False
PL,nuscale_voygr6,w_HI_minus_20,weight,73fe8f06-c53b-4877-9c1d-5caf3d8f2749,60,61,1,5.332,5.309,-0.022999999999999687,61,False
TR,nuscale_voygr6,w_HI_minus_20,weight,746fc66e-d31f-4c5d-bf5c-ab5031b04b15,89,90,1,6.122,6.03,-0.09199999999999964,119,False
MK,nuscale_voygr6,w_HI_minus_20,weight,756218bb-3f16-443e-b6c6-400cd0ce2f87,3,3,0,6.181,6.109,-0.07200000000000006,3,False
TR,nuscale_voygr6,w_HI_minus_20,weight,75f807aa-8278-43a3-8654-730713b96001,58,58,0,6.421,6.35,-0.07100000000000062,119,False
TR,nuscale_voygr6,w_HI_minus_20,weight,76cd9b7f-7613-4fd4-95ab-bf534a2e2f5e,85,86,1,6.153,6.058,-0.09499999999999975,119,False
SK,nuscale_voygr6,w_HI_minus_20,weight,770f1d3c-e5fd-493c-a376-e708d2abec6c,1,1,0,7.022,7.01,-0.012000000000000455,5,False
TR,nuscale_voygr6,w_HI_minus_20,weight,772e2484-419b-47de-9739-924ac371ad10,51,50,-1,6.534,6.477,-0.056999999999999496,119,False
TR,nuscale_voygr6,w_HI_minus_20,weight,778e0750-19f9-426e-a6c7-e0e30645fb97,10,10,0,7.185,7.111,-0.07399999999999984,119,False
TR,nuscale_voygr6,w_HI_minus_20,weight,7a805295-0cd2-48be-972e-5282c996549c,79,81,2,6.216,6.123,-0.09299999999999997,119,False
TR,nuscale_voygr6,w_HI_minus_20,weight,7b4d3f8f-a644-48a3-93f9-cd3c154dc5c2,107,108,1,5.747,5.672,-0.07500000000000018,119,False
TR,nuscale_voygr6,w_HI_minus_20,weight,7cc9cffa-e4e4-4546-902d-c8f4800dbdb2,29,31,2,6.815,6.731,-0.08400000000000052,119,False
PL,nuscale_voygr6,w_HI_minus_20,weight,7fc17ab0-ce24-4830-a938-b8424d1e9368,9,9,0,7.116,7.102,-0.013999999999999346,61,False
BA,nuscale_voygr6,w_HI_minus_20,weight,82011c29-a3d3-4a81-a27b-019d2649a251,6,6,0,5.934,5.863,-0.07099999999999973,6,False
RO,nuscale_voygr6,w_HI_minus_20,weight,825dc024-9a53-4237-bf59-cbe0af0cf87d,6,7,1,6.703,6.665,-0.038000000000000256,22,False
TR,nuscale_voygr6,w_HI_minus_20,weight,829f61ff-0ad1-4288-8dd9-e41abbd0b6a7,119,119,0,5.087,4.999,-0.08800000000000008,119,False
TR,nuscale_voygr6,w_HI_minus_20,weight,82aac38c-3037-466c-9b37-bff9da707645,87,88,1,6.134,6.048,-0.0860000000000003,119,False
MK,nuscale_voygr6,w_HI_minus_20,weight,83d3abe4-2049-47ad-a66b-46034edb7569,2,2,0,6.707,6.713,0.006000000000000227,3,False
UA,nuscale_voygr6,w_HI_minus_20,weight,83fede8b-5f92-429d-920d-9a8928a74780,4,4,0,7.166,7.091,-0.07500000000000018,20,False
BA,nuscale_voygr6,w_HI_minus_20,weight,85257083-08d1-4560-b198-a9df414da4a9,1,1,0,6.951,6.857,-0.09399999999999942,6,False
RO,nuscale_voygr6,w_HI_minus_20,weight,8781d874-5923-4795-9c9f-b2a6c709025a,18,18,0,5.941,5.946,0.004999999999999893,22,False
