site_id,site_name,country,band,top5pct_hit_rate,top10pct_hit_rate,top30pct_hit_rate,scenarios_total,scenarios_scored
85257083-08d1-4560-b198-a9df414da4a9,Gacko Thermal Power Plant,BA,C,0.6429,0.6429,0.6429,14,14
e75c63e5-ef2f-4e08-8f8c-3da41215af9d,Stanari Thermal Power Plant,BA,G,0.2143,0.2143,0.2143,14,14
a23d073a-cbbd-469a-b134-380945fd3f4c,Ugljevik power station,BA,H,0.1429,0.1429,0.1429,14,14
344e0e9a-558e-4749-bb66-cd746be50cbd,Kamengrad Thermal Power Plant,BA,H,0.0,0.0,0.0,14,14
82011c29-a3d3-4a81-a27b-019d2649a251,Banovici power station,BA,H,0.0,0.0,0.0,14,14
aa0bdb5e-45aa-4d15-8aee-cb5b0e14f5d9,Miljevina power station,BA,H,0.0,0.0,0.0,14,14
