run_id,axis,scope_smr_key,key,metric,value,extra,created_at
fail_20260425b_ff84d75e,criterion,nuscale_voygr6,NH-02,floor_pairs,38.0,,2026-04-25 14:20:46.555305+00:00
fail_20260425b_ff84d75e,criterion,nuscale_voygr6,NH-03,union_pairs,1.0,,2026-04-25 14:20:46.555307+00:00
fail_20260425b_ff84d75e,criterion,nuscale_voygr6,NH-03,intersection_pairs,0.0,,2026-04-25 14:20:46.555307+00:00
fail_20260425b_ff84d75e,criterion,nuscale_voygr6,NH-03,hard_pairs,0.0,{'criterion_name': 'Geotechnical - settlement and liquefaction'},2026-04-25 14:20:46.555307+00:00
fail_20260425b_ff84d75e,criterion,nuscale_voygr6,NH-03,floor_pairs,1.0,,2026-04-25 14:20:46.555307+00:00
fail_20260425b_ff84d75e,criterion,nuscale_voygr6,NH-04,floor_pairs,161.0,,2026-04-25 14:20:46.555303+00:00
fail_20260425b_ff84d75e,criterion,nuscale_voygr6,NH-04,intersection_pairs,0.0,,2026-04-25 14:20:46.555303+00:00
fail_20260425b_ff84d75e,criterion,nuscale_voygr6,NH-04,hard_pairs,3.0,{'criterion_name': 'Geotechnical - slope stability'},2026-04-25 14:20:46.555303+00:00
fail_20260425b_ff84d75e,criterion,nuscale_voygr6,NH-04,union_pairs,164.0,,2026-04-25 14:20:46.555303+00:00
fail_20260425b_ff84d75e,criterion,nuscale_voygr6,NH-05,floor_pairs,103.0,,2026-04-25 14:20:46.555304+00:00
fail_20260425b_ff84d75e,criterion,nuscale_voygr6,NH-05,intersection_pairs,99.0,,2026-04-25 14:20:46.555304+00:00
