country_code,site_name,site_id,pop_density_5km,pop_density_16km,pop_density_25km,pop_density_80km,pop_total_5km,pop_total_16km,pop_total_25km,pop_total_80km,ri04_quality,ri04_comment,nearest_city_50k_km,nearest_city_name,nearest_city_pop,ri05_quality,ri05_comment,pop_growth_rate_pct,projected_pop_25km_60yr,ri06_quality,ri06_comment,prevailing_wind_dir,avg_wind_speed_ms,mixing_height_m,ri01_quality,ri01_comment,nearest_river_flow_m3s,ri02_quality,ri02_comment,aquifer_type,groundwater_flow_dir,ri03_quality,ri03_comment,fetched_at,run_id,source_db,merge_run_id
HU,Mohacs power station,997474f6-9bfd-4abd-a2ac-d8618db8f0b4,211.43,45.23,40.76,72.84,16604,36374,80031,1464354,ghsl_pop_100m_r2023a,"5 km: 16,604 pop, 211 p/km²; 16 km: 36,374 pop, 45 p/km²; 25 km: 80,031 pop, 41 p/km²; 80 km: 1,464,354 pop, 73 p/km²; Epoch: 2020; Source: GHS-POP R2023A 100 m (Mollweide)",35.32,Pécs,140330.0,gisco_urau_2021,"Nearest city >50k: Pécs (140,330 pop) at 35.3 km; Cities >50k within 25 km: 0; Cities >50k within 80 km: 2; Settlement hierarchy: rural; Source: Eurostat GISCO Urban Audit 2021 + urb_cpop1",-1.011,74410,ghsl_pop_100m_r2023a,"{""ghsl_note"": ""CAGR 2020\u21922030 from GHS-POP R2023A multi-epoch data"", ""s17_eurostat_supplement"": {""base_population"": null, ""base_year"": 2022, ""projected_pop_2030"": 9526758, ""projected_pop_2040"": 9340235, ""projected_pop_2050"": 9230736, ""projected_pop_2060"": 9147771, ""projected_pop_2080"": 8965750, ""pop_change_pct_2050"": null, ""pop_change_pct_2080"": null, ""receptor_growth_factor_60yr"": null, ""projection_lo_2050"": null, ""projection_hi_2050"": null, ""projection_lo_2080"": null, ""projection_hi_2080"": null, ""growth_classification"": ""stable"", ""urban_expansion_pressure"": null, ""median_age_2050"": 47.7, ""old_age_dependency_2050"": null, ""net_migration_rate_projected"": null, ""projection_source"": ""europop2023"", ""projection_variant"": ""baseline"", ""spatial_level"": ""national""}}",NW,0.93,484.49,medium,ERA5 atmospheric dispersion (ref 1991-2020) | prevailing_wind=NW(315deg) | mean_speed=0.9m/s | mean_BLH=484m | p5_BLH=265m | stable_frac=0.517 | stability=[A=0.0% B=0.0% C=48.3% D=0.0% E=51.7% F=0.0%] | wind_rose_dominant=NW | source=copernicus_era5,,,,alluvial,,medium,,2026-04-20 21:28:47.328260+00:00,audit_postlogging_20260421,api,merge_phase2_20260421
HU,Oroszlány power station,651839d3-4e8f-4214-89aa-1f96ea221121,259.65,145.09,98.26,211.27,20391,116674,192908,4247445,ghsl_pop_100m_r2023a,"5 km: 20,391 pop, 260 p/km²; 16 km: 116,674 pop, 145 p/km²; 25 km: 192,908 pop, 98 p/km²; 80 km: 4,247,445 pop, 211 p/km²; Epoch: 2020; Source: GHS-POP R2023A 100 m (Mollweide)",12.84,Tatabánya,65861.0,gisco_urau_2021,"Nearest city >50k: Tatabánya (65,861 pop) at 12.8 km; Cities >50k within 25 km: 1; Cities >50k within 80 km: 4; Settlement hierarchy: periurban; Source: Eurostat GISCO Urban Audit 2021 + urb_cpop1",-1.13,179381,ghsl_pop_100m_r2023a,"{""ghsl_note"": ""CAGR 2020\u21922030 from GHS-POP R2023A multi-epoch data"", ""s17_eurostat_supplement"": {""base_population"": null, ""base_year"": 2022, ""projected_pop_2030"": 9526758, ""projected_pop_2040"": 9340235, ""projected_pop_2050"": 9230736, ""projected_pop_2060"": 9147771, ""projected_pop_2080"": 8965750, ""pop_change_pct_2050"": null, ""pop_change_pct_2080"": null, ""receptor_growth_factor_60yr"": null, ""projection_lo_2050"": null, ""projection_hi_2050"": null, ""projection_lo_2080"": null, ""projection_hi_2080"": null, ""growth_classification"": ""stable"", ""urban_expansion_pressure"": null, ""median_age_2050"": 47.7, ""old_age_dependency_2050"": null, ""net_migration_rate_projected"": null, ""projection_source"": ""europop2023"", ""projection_variant"": ""baseline"", ""spatial_level"": ""national""}}",WNW,1.1,525.57,medium,ERA5 atmospheric dispersion (ref 1991-2020) | prevailing_wind=WNW(292deg) | mean_speed=1.1m/s | mean_BLH=526m | p5_BLH=295m | stable_frac=0.419 | stability=[A=0.0% B=0.0% C=58.1% D=0.0% E=41.9% F=0.0%] | wind_rose_dominant=WNW | source=copernicus_era5,,,,sedimentary sands,,medium,,2026-04-20 21:28:47.340838+00:00,audit_postlogging_20260421,api,merge_phase2_20260421
HU,Pecs power station,e1649639-2e45-4226-9c7a-783d2dcb6724,1510.26,256.14,132.56,61.58,118604,205979,260252,1237975,ghsl_pop_100m_r2023a,"5 km: 118,604 pop, 1510 p/km²; 16 km: 205,979 pop, 256 p/km²; 25 km: 260,252 pop, 133 p/km²; 80 km: 1,237,975 pop, 62 p/km²; Epoch: 2020; Source: GHS-POP R2023A 100 m (Mollweide)",3.08,Pécs,140330.0,gisco_urau_2021,"Nearest city >50k: Pécs (140,330 pop) at 3.1 km; Cities >50k within 25 km: 1; Cities >50k within 80 km: 2; Settlement hierarchy: suburban; Source: Eurostat GISCO Urban Audit 2021 + urb_cpop1",-0.38,241998,ghsl_pop_100m_r2023a,"{""ghsl_note"": ""CAGR 2020\u21922030 from GHS-POP R2023A multi-epoch data"", ""s17_eurostat_supplement"": {""base_population"": null, ""base_year"": 2022, ""projected_pop_2030"": 9526758, ""projected_pop_2040"": 9340235, ""projected_pop_2050"": 9230736, ""projected_pop_2060"": 9147771, ""projected_pop_2080"": 8965750, ""pop_change_pct_2050"": null, ""pop_change_pct_2080"": null, ""receptor_growth_factor_60yr"": null, ""projection_lo_2050"": null, ""projection_hi_2050"": null, ""projection_lo_2080"": null, ""projection_hi_2080"": null, ""growth_classification"": ""stable"", ""urban_expansion_pressure"": null, ""median_age_2050"": 47.7, ""old_age_dependency_2050"": null, ""net_migration_rate_projected"": null, ""projection_source"": ""europop2023"", ""projection_variant"": ""baseline"", ""spatial_level"": ""national""}}",NNW,0.88,485.87,medium,ERA5 atmospheric dispersion (ref 1991-2020) | prevailing_wind=NNW(338deg) | mean_speed=0.9m/s | mean_BLH=486m | p5_BLH=263m | stable_frac=0.506 | stability=[A=0.0% B=0.0% C=49.4% D=0.0% E=50.6% F=0.0%] | wind_rose_dominant=NNW | source=copernicus_era5,,,,sedimentary sands,,medium,,2026-04-20 21:28:47.353748+00:00,audit_postlogging_20260421,api,merge_phase2_20260421
HU,Tiszapalkonya power station,5de5f907-98e7-42d3-a7dd-cb65f839697b,231.57,83.16,77.89,92.35,18186,66872,152917,1856530,ghsl_pop_100m_r2023a,"5 km: 18,186 pop, 232 p/km²; 16 km: 66,872 pop, 83 p/km²; 25 km: 152,917 pop, 78 p/km²; 80 km: 1,856,530 pop, 92 p/km²; Epoch: 2020; Source: GHS-POP R2023A 100 m (Mollweide)",34.16,Miskolc,143502.0,gisco_urau_2021,"Nearest city >50k: Miskolc (143,502 pop) at 34.2 km; Cities >50k within 25 km: 0; Cities >50k within 80 km: 3; Settlement hierarchy: rural; Source: Eurostat GISCO Urban Audit 2021 + urb_cpop1",0.126,142194,ghsl_pop_100m_r2023a,"{""ghsl_note"": ""CAGR 2020\u21922030 from GHS-POP R2023A multi-epoch data"", ""s17_eurostat_supplement"": {""base_population"": null, ""base_year"": 2022, ""projected_pop_2030"": 9526758, ""projected_pop_2040"": 9340235, ""projected_pop_2050"": 9230736, ""projected_pop_2060"": 9147771, ""projected_pop_2080"": 8965750, ""pop_change_pct_2050"": null, ""pop_change_pct_2080"": null, ""receptor_growth_factor_60yr"": null, ""projection_lo_2050"": null, ""projection_hi_2050"": null, ""projection_lo_2080"": null, ""projection_hi_2080"": null, ""growth_classification"": ""stable"", ""urban_expansion_pressure"": null, ""median_age_2050"": 47.7, ""old_age_dependency_2050"": null, ""net_migration_rate_projected"": null, ""projection_source"": ""europop2023"", ""projection_variant"": ""baseline"", ""spatial_level"": ""national""}}",N,0.91,518.72,medium,ERA5 atmospheric dispersion (ref 1991-2020) | prevailing_wind=N(0deg) | mean_speed=0.9m/s | mean_BLH=519m | p5_BLH=232m | stable_frac=0.464 | stability=[A=0.0% B=0.6% C=53.1% D=0.0% E=46.4% F=0.0%] | wind_rose_dominant=N | source=copernicus_era5,,,,alluvial,,medium,,2026-04-20 21:28:47.366544+00:00,audit_postlogging_20260421,api,merge_phase2_20260421
HU,Torony power station,059b3ad4-7196-4e6b-b169-8605ceeed841,150.47,145.91,93.07,79.86,11817,117337,182718,1605529,ghsl_pop_100m_r2023a,"5 km: 11,817 pop, 150 p/km²; 16 km: 117,337 pop, 146 p/km²; 25 km: 182,718 pop, 93 p/km²; 80 km: 1,605,529 pop, 80 p/km²; Epoch: 2020; Source: GHS-POP R2023A 100 m (Mollweide)",6.66,Szombathely,77757.0,gisco_urau_2021,"Nearest city >50k: Szombathely (77,757 pop) at 6.7 km; Cities >50k within 25 km: 1; Cities >50k within 80 km: 2; Settlement hierarchy: periurban; Source: Eurostat GISCO Urban Audit 2021 + urb_cpop1",-0.379,169906,ghsl_pop_100m_r2023a,"{""ghsl_note"": ""CAGR 2020\u21922030 from GHS-POP R2023A multi-epoch data"", ""s17_eurostat_supplement"": {""base_population"": null, ""base_year"": 2022, ""projected_pop_2030"": 9526758, ""projected_pop_2040"": 9340235, ""projected_pop_2050"": 9230736, ""projected_pop_2060"": 9147771, ""projected_pop_2080"": 8965750, ""pop_change_pct_2050"": null, ""pop_change_pct_2080"": null, ""receptor_growth_factor_60yr"": null, ""projection_lo_2050"": null, ""projection_hi_2050"": null, ""projection_lo_2080"": null, ""projection_hi_2080"": null, ""growth_classification"": ""stable"", ""urban_expansion_pressure"": null, ""median_age_2050"": 47.7, ""old_age_dependency_2050"": null, ""net_migration_rate_projected"": null, ""projection_source"": ""europop2023"", ""projection_variant"": ""baseline"", ""spatial_level"": ""national""}}",NNW,0.91,506.67,medium,ERA5 atmospheric dispersion (ref 1991-2020) | prevailing_wind=NNW(338deg) | mean_speed=0.9m/s | mean_BLH=507m | p5_BLH=273m | stable_frac=0.478 | stability=[A=0.0% B=0.0% C=52.2% D=0.0% E=47.8% F=0.0%] | wind_rose_dominant=NNW | source=copernicus_era5,,,,sedimentary sands,,medium,,2026-04-20 21:28:47.379982+00:00,audit_postlogging_20260421,api,merge_phase2_20260421
LV,Kurzeme power station,1a5b8f8f-f4be-4514-8738-755d25e19b41,424.71,46.57,20.56,5.82,33353,37452,40368,116929,ghsl_pop_100m_r2023a,"5 km: 33,353 pop, 425 p/km²; 16 km: 37,452 pop, 47 p/km²; 25 km: 40,368 pop, 21 p/km²; 80 km: 116,929 pop, 6 p/km²; Epoch: 2020; Source: GHS-POP R2023A 100 m (Mollweide)",,,,gisco_urau_2021,No city >50k within search radius; Cities >50k within 25 km: 0; Cities >50k within 80 km: 0; Settlement hierarchy: rural; Source: Eurostat GISCO Urban Audit 2021 + urb_cpop1,-1.787,25531,ghsl_pop_100m_r2023a,"{""ghsl_note"": ""CAGR 2020\u21922030 from GHS-POP R2023A multi-epoch data"", ""s17_eurostat_supplement"": {""base_population"": null, ""base_year"": 2022, ""projected_pop_2030"": 1756334, ""projected_pop_2040"": 1586936, ""projected_pop_2050"": 1466019, ""projected_pop_2060"": 1356948, ""projected_pop_2080"": 1198921, ""pop_change_pct_2050"": null, ""pop_change_pct_2080"": null, ""receptor_growth_factor_60yr"": null, ""projection_lo_2050"": null, ""projection_hi_2050"": null, ""projection_lo_2080"": null, ""projection_hi_2080"": null, ""growth_classification"": ""stable"", ""urban_expansion_pressure"": null, ""median_age_2050"": 50.4, ""old_age_dependency_2050"": null, ""net_migration_rate_projected"": null, ""projection_source"": ""europop2023"", ""projection_variant"": ""baseline"", ""spatial_level"": ""national""}}",SW,2.74,571.71,medium,ERA5 atmospheric dispersion (ref 1991-2020) | prevailing_wind=SW(225deg) | mean_speed=2.7m/s | mean_BLH=572m | p5_BLH=281m | stable_frac=0.353 | stability=[A=0.0% B=0.0% C=64.4% D=0.3% E=35.3% F=0.0%] | wind_rose_dominant=SW | source=copernicus_era5,,,,inland water,,medium,,2026-04-20 21:28:47.713852+00:00,audit_postlogging_20260421,api,merge_phase2_20260421
MD,Kuchurgan power station,b3eb5dd2-98cf-40c4-b9ee-2a86fd066093,95.48,48.7,41.71,106.53,7498,39161,81888,2141611,ghsl_pop_100m_r2023a,"5 km: 7,498 pop, 95 p/km²; 16 km: 39,161 pop, 49 p/km²; 25 km: 81,888 pop, 42 p/km²; 80 km: 2,141,611 pop, 107 p/km²; Epoch: 2020; Source: GHS-POP R2023A 100 m (Mollweide)",,,,gisco_urau_2021,No city >50k within search radius; Cities >50k within 25 km: 0; Cities >50k within 80 km: 0; Settlement hierarchy: rural; Source: Eurostat GISCO Urban Audit 2021 + urb_cpop1,-0.471,44025,ghsl_pop_100m_r2023a,"{""ghsl_note"": ""CAGR 2020\u21922030 from GHS-POP R2023A multi-epoch data"", ""s17_eurostat_supplement"": {""base_population"": null, ""base_year"": 2023, ""projected_pop_2030"": 2600000, ""projected_pop_2040"": 2350000, ""projected_pop_2050"": 2100000, ""projected_pop_2060"": 1880000, ""projected_pop_2080"": 1550000, ""pop_change_pct_2050"": null, ""pop_change_pct_2080"": null, ""receptor_growth_factor_60yr"": null, ""projection_lo_2050"": null, ""projection_hi_2050"": null, ""projection_lo_2080"": null, ""projection_hi_2080"": null, ""growth_classification"": ""stable"", ""urban_expansion_pressure"": null, ""median_age_2050"": 45.8, ""old_age_dependency_2050"": 0.4, ""net_migration_rate_projected"": null, ""projection_source"": ""nso"", ""projection_variant"": ""medium"", ""spatial_level"": ""national""}}",NNW,1.07,578.79,medium,ERA5 atmospheric dispersion (ref 1991-2020) | prevailing_wind=NNW(338deg) | mean_speed=1.1m/s | mean_BLH=579m | p5_BLH=375m | stable_frac=0.353 | stability=[A=0.0% B=0.3% C=64.4% D=0.0% E=35.3% F=0.0%] | wind_rose_dominant=NNW | source=copernicus_era5,,,,inland water,,medium,,2026-04-20 21:28:47.726118+00:00,audit_postlogging_20260421,api,merge_phase2_20260421
ME,Bar power station,3795824b-cb76-48dd-a65c-764c757ddc76,396.09,59.24,34.86,40.78,31106,47641,68443,819869,ghsl_pop_100m_r2023a,"5 km: 31,106 pop, 396 p/km²; 16 km: 47,641 pop, 59 p/km²; 25 km: 68,443 pop, 35 p/km²; 80 km: 819,869 pop, 41 p/km²; Epoch: 2020; Source: GHS-POP R2023A 100 m (Mollweide)",,,,gisco_urau_2021,No city >50k within search radius; Cities >50k within 25 km: 0; Cities >50k within 80 km: 0; Settlement hierarchy: rural; Source: Eurostat GISCO Urban Audit 2021 + urb_cpop1,0.497,50059,ghsl_pop_100m_r2023a,"{""ghsl_note"": ""CAGR 2020\u21922030 from GHS-POP R2023A multi-epoch data"", ""s17_eurostat_supplement"": {""base_population"": null, ""base_year"": 2023, ""projected_pop_2030"": 610000, ""projected_pop_2040"": 590000, ""projected_pop_2050"": 560000, ""projected_pop_2060"": 525000, ""projected_pop_2080"": 470000, ""pop_change_pct_2050"": null, ""pop_change_pct_2080"": null, ""receptor_growth_factor_60yr"": null, ""projection_lo_2050"": null, ""projection_hi_2050"": null, ""projection_lo_2080"": null, ""projection_hi_2080"": null, ""growth_classification"": ""stable"", ""urban_expansion_pressure"": null, ""median_age_2050"": 46.0, ""old_age_dependency_2050"": 0.38, ""net_migration_rate_projected"": null, ""projection_source"": ""nso"", ""projection_variant"": ""medium"", ""spatial_level"": ""national""}}",ENE,1.4,425.76,medium,ERA5 atmospheric dispersion (ref 1991-2020) | prevailing_wind=ENE(68deg) | mean_speed=1.4m/s | mean_BLH=426m | p5_BLH=235m | stable_frac=0.694 | stability=[A=0.0% B=0.0% C=30.6% D=0.0% E=69.4% F=0.0%] | wind_rose_dominant=ENE | source=copernicus_era5,,,,low permeability,,medium,,2026-04-20 21:28:47.738232+00:00,audit_postlogging_20260421,api,merge_phase2_20260421
ME,Berane power station,e77a7e7f-11ba-4e61-98da-f44471bc52ab,371.36,43.89,36.77,55.65,29164,35297,72200,1118746,ghsl_pop_100m_r2023a,"5 km: 29,164 pop, 371 p/km²; 16 km: 35,297 pop, 44 p/km²; 25 km: 72,200 pop, 37 p/km²; 80 km: 1,118,746 pop, 56 p/km²; Epoch: 2020; Source: GHS-POP R2023A 100 m (Mollweide)",,,,gisco_urau_2021,No city >50k within search radius; Cities >50k within 25 km: 0; Cities >50k within 80 km: 0; Settlement hierarchy: rural; Source: Eurostat GISCO Urban Audit 2021 + urb_cpop1,-1.574,52801,ghsl_pop_100m_r2023a,"{""ghsl_note"": ""CAGR 2020\u21922030 from GHS-POP R2023A multi-epoch data"", ""s17_eurostat_supplement"": {""base_population"": null, ""base_year"": 2023, ""projected_pop_2030"": 610000, ""projected_pop_2040"": 590000, ""projected_pop_2050"": 560000, ""projected_pop_2060"": 525000, ""projected_pop_2080"": 470000, ""pop_change_pct_2050"": null, ""pop_change_pct_2080"": null, ""receptor_growth_factor_60yr"": null, ""projection_lo_2050"": null, ""projection_hi_2050"": null, ""projection_lo_2080"": null, ""projection_hi_2080"": null, ""growth_classification"": ""stable"", ""urban_expansion_pressure"": null, ""median_age_2050"": 46.0, ""old_age_dependency_2050"": 0.38, ""net_migration_rate_projected"": null, ""projection_source"": ""nso"", ""projection_variant"": ""medium"", ""spatial_level"": ""national""}}",S,0.58,425.64,medium,ERA5 atmospheric dispersion (ref 1991-2020) | prevailing_wind=S(180deg) | mean_speed=0.6m/s | mean_BLH=426m | p5_BLH=206m | stable_frac=0.669 | stability=[A=0.0% B=0.0% C=33.1% D=0.0% E=66.9% F=0.0%] | wind_rose_dominant=S | source=copernicus_era5,,,,sedimentary sands,,medium,,2026-04-20 21:28:47.751102+00:00,audit_postlogging_20260421,api,merge_phase2_20260421
ME,Maoce Power Station,a851b5f3-8392-4766-82b9-379c6c04fe5d,319.7,34.29,27.8,28.68,25107,27575,54589,576649,ghsl_pop_100m_r2023a,"5 km: 25,107 pop, 320 p/km²; 16 km: 27,575 pop, 34 p/km²; 25 km: 54,589 pop, 28 p/km²; 80 km: 576,649 pop, 29 p/km²; Epoch: 2020; Source: GHS-POP R2023A 100 m (Mollweide)",,,,gisco_urau_2021,No city >50k within search radius; Cities >50k within 25 km: 0; Cities >50k within 80 km: 0; Settlement hierarchy: rural; Source: Eurostat GISCO Urban Audit 2021 + urb_cpop1,-1.493,39921,ghsl_pop_100m_r2023a,"{""ghsl_note"": ""CAGR 2020\u21922030 from GHS-POP R2023A multi-epoch data"", ""s17_eurostat_supplement"": {""base_population"": null, ""base_year"": 2023, ""projected_pop_2030"": 610000, ""projected_pop_2040"": 590000, ""projected_pop_2050"": 560000, ""projected_pop_2060"": 525000, ""projected_pop_2080"": 470000, ""pop_change_pct_2050"": null, ""pop_change_pct_2080"": null, ""receptor_growth_factor_60yr"": null, ""projection_lo_2050"": null, ""projection_hi_2050"": null, ""projection_lo_2080"": null, ""projection_hi_2080"": null, ""growth_classification"": ""stable"", ""urban_expansion_pressure"": null, ""median_age_2050"": 46.0, ""old_age_dependency_2050"": 0.38, ""net_migration_rate_projected"": null, ""projection_source"": ""nso"", ""projection_variant"": ""medium"", ""spatial_level"": ""national""}}",S,0.64,446.85,medium,ERA5 atmospheric dispersion (ref 1991-2020) | prevailing_wind=S(180deg) | mean_speed=0.6m/s | mean_BLH=447m | p5_BLH=218m | stable_frac=0.589 | stability=[A=0.0% B=0.0% C=41.1% D=0.0% E=58.6% F=0.3%] | wind_rose_dominant=S | source=copernicus_era5,,,,sedimentary carbonates,,medium,,2026-04-20 21:28:47.764745+00:00,audit_postlogging_20260421,api,merge_phase2_20260421
ME,Pljevlja power station,a9385c82-79b7-4f8d-b609-0a12ed946fe6,319.73,33.16,19.11,27.58,25109,26665,37509,554400,ghsl_pop_100m_r2023a,"5 km: 25,109 pop, 320 p/km²; 16 km: 26,665 pop, 33 p/km²; 25 km: 37,509 pop, 19 p/km²; 80 km: 554,400 pop, 28 p/km²; Epoch: 2020; Source: GHS-POP R2023A 100 m (Mollweide)",,,,gisco_urau_2021,No city >50k within search radius; Cities >50k within 25 km: 0; Cities >50k within 80 km: 0; Settlement hierarchy: rural; Source: Eurostat GISCO Urban Audit 2021 + urb_cpop1,-1.521,27442,ghsl_pop_100m_r2023a,"{""ghsl_note"": ""CAGR 2020\u21922030 from GHS-POP R2023A multi-epoch data"", ""s17_eurostat_supplement"": {""base_population"": null, ""base_year"": 2023, ""projected_pop_2030"": 610000, ""projected_pop_2040"": 590000, ""projected_pop_2050"": 560000, ""projected_pop_2060"": 525000, ""projected_pop_2080"": 470000, ""pop_change_pct_2050"": null, ""pop_change_pct_2080"": null, ""receptor_growth_factor_60yr"": null, ""projection_lo_2050"": null, ""projection_hi_2050"": null, ""projection_lo_2080"": null, ""projection_hi_2080"": null, ""growth_classification"": ""stable"", ""urban_expansion_pressure"": null, ""median_age_2050"": 46.0, ""old_age_dependency_2050"": 0.38, ""net_migration_rate_projected"": null, ""projection_source"": ""nso"", ""projection_variant"": ""medium"", ""spatial_level"": ""national""}}",S,0.64,446.85,medium,ERA5 atmospheric dispersion (ref 1991-2020) | prevailing_wind=S(180deg) | mean_speed=0.6m/s | mean_BLH=447m | p5_BLH=218m | stable_frac=0.589 | stability=[A=0.0% B=0.0% C=41.1% D=0.0% E=58.6% F=0.3%] | wind_rose_dominant=S | source=copernicus_era5,,,,sedimentary carbonates,,medium,,2026-04-20 21:28:47.777570+00:00,audit_postlogging_20260421,api,merge_phase2_20260421
MK,Bitola power station,1739b1b7-a6f3-466c-9dfa-3d1de9d5b6db,22.17,111.64,54.86,50.43,1741,89777,107711,1013907,ghsl_pop_100m_r2023a,"5 km: 1,741 pop, 22 p/km²; 16 km: 89,777 pop, 112 p/km²; 25 km: 107,711 pop, 55 p/km²; 80 km: 1,013,907 pop, 50 p/km²; Epoch: 2020; Source: GHS-POP R2023A 100 m (Mollweide)",,,,gisco_urau_2021,No city >50k within search radius; Cities >50k within 25 km: 0; Cities >50k within 80 km: 0; Settlement hierarchy: rural; Source: Eurostat GISCO Urban Audit 2021 + urb_cpop1,-0.399,72283,ghsl_pop_100m_r2023a,"{""ghsl_note"": ""CAGR 2020\u21922030 from GHS-POP R2023A multi-epoch data"", ""s17_eurostat_supplement"": {""base_population"": null, ""base_year"": 2023, ""projected_pop_2030"": 1980000, ""projected_pop_2040"": 1880000, ""projected_pop_2050"": 1760000, ""projected_pop_2060"": 1640000, ""projected_pop_2080"": 1420000, ""pop_change_pct_2050"": null, ""pop_change_pct_2080"": null, ""receptor_growth_factor_60yr"": null, ""projection_lo_2050"": null, ""projection_hi_2050"": null, ""projection_lo_2080"": null, ""projection_hi_2080"": null, ""growth_classification"": ""stable"", ""urban_expansion_pressure"": null, ""median_age_2050"": 46.2, ""old_age_dependency_2050"": 0.38, ""net_migration_rate_projected"": null, ""projection_source"": ""nso"", ""projection_variant"": ""medium"", ""spatial_level"": ""national""}}",NW,0.6,523.25,medium,ERA5 atmospheric dispersion (ref 1991-2020) | prevailing_wind=NW(315deg) | mean_speed=0.6m/s | mean_BLH=523m | p5_BLH=217m | stable_frac=0.481 | stability=[A=0.0% B=1.4% C=50.6% D=0.0% E=48.1% F=0.0%] | wind_rose_dominant=NW | source=copernicus_era5,,,,alluvial,,medium,,2026-04-20 21:28:47.788232+00:00,audit_postlogging_20260421,api,merge_phase2_20260421
MK,Mariovo power station,7bff5ef2-646d-4b83-83b0-7f3da32f0254,2.97,1.85,5.37,47.07,233,1489,10548,946292,ghsl_pop_100m_r2023a,"5 km: 233 pop, 3 p/km²; 16 km: 1,489 pop, 2 p/km²; 25 km: 10,548 pop, 5 p/km²; 80 km: 946,292 pop, 47 p/km²; Epoch: 2020; Source: GHS-POP R2023A 100 m (Mollweide)",,,,gisco_urau_2021,No city >50k within search radius; Cities >50k within 25 km: 0; Cities >50k within 80 km: 0; Settlement hierarchy: rural; Source: Eurostat GISCO Urban Audit 2021 + urb_cpop1,-0.431,7075,ghsl_pop_100m_r2023a,"{""ghsl_note"": ""CAGR 2020\u21922030 from GHS-POP R2023A multi-epoch data"", ""s17_eurostat_supplement"": {""base_population"": null, ""base_year"": 2023, ""projected_pop_2030"": 1980000, ""projected_pop_2040"": 1880000, ""projected_pop_2050"": 1760000, ""projected_pop_2060"": 1640000, ""projected_pop_2080"": 1420000, ""pop_change_pct_2050"": null, ""pop_change_pct_2080"": null, ""receptor_growth_factor_60yr"": null, ""projection_lo_2050"": null, ""projection_hi_2050"": null, ""projection_lo_2080"": null, ""projection_hi_2080"": null, ""growth_classification"": ""stable"", ""urban_expansion_pressure"": null, ""median_age_2050"": 46.2, ""old_age_dependency_2050"": 0.38, ""net_migration_rate_projected"": null, ""projection_source"": ""nso"", ""projection_variant"": ""medium"", ""spatial_level"": ""national""}}",NW,0.55,514.44,medium,ERA5 atmospheric dispersion (ref 1991-2020) | prevailing_wind=NW(315deg) | mean_speed=0.6m/s | mean_BLH=514m | p5_BLH=200m | stable_frac=0.492 | stability=[A=0.0% B=1.1% C=49.7% D=0.0% E=49.2% F=0.0%] | wind_rose_dominant=NW | source=copernicus_era5,,,,hard rocks,,medium,,2026-04-20 21:28:47.798421+00:00,audit_postlogging_20260421,api,merge_phase2_20260421
MK,Negotino power station,83d3abe4-2049-47ad-a66b-46034edb7569,202.77,78.36,37.31,61.54,15924,63016,73257,1237117,ghsl_pop_100m_r2023a,"5 km: 15,924 pop, 203 p/km²; 16 km: 63,016 pop, 78 p/km²; 25 km: 73,257 pop, 37 p/km²; 80 km: 1,237,117 pop, 62 p/km²; Epoch: 2020; Source: GHS-POP R2023A 100 m (Mollweide)",,,,gisco_urau_2021,No city >50k within search radius; Cities >50k within 25 km: 0; Cities >50k within 80 km: 0; Settlement hierarchy: rural; Source: Eurostat GISCO Urban Audit 2021 + urb_cpop1,-0.212,49159,ghsl_pop_100m_r2023a,"{""ghsl_note"": ""CAGR 2020\u21922030 from GHS-POP R2023A multi-epoch data"", ""s17_eurostat_supplement"": {""base_population"": null, ""base_year"": 2023, ""projected_pop_2030"": 1980000, ""projected_pop_2040"": 1880000, ""projected_pop_2050"": 1760000, ""projected_pop_2060"": 1640000, ""projected_pop_2080"": 1420000, ""pop_change_pct_2050"": null, ""pop_change_pct_2080"": null, ""receptor_growth_factor_60yr"": null, ""projection_lo_2050"": null, ""projection_hi_2050"": null, ""projection_lo_2080"": null, ""projection_hi_2080"": null, ""growth_classification"": ""stable"", ""urban_expansion_pressure"": null, ""median_age_2050"": 46.2, ""old_age_dependency_2050"": 0.38, ""net_migration_rate_projected"": null, ""projection_source"": ""nso"", ""projection_variant"": ""medium"", ""spatial_level"": ""national""}}",NW,0.6,580.45,medium,ERA5 atmospheric dispersion (ref 1991-2020) | prevailing_wind=NW(315deg) | mean_speed=0.6m/s | mean_BLH=580m | p5_BLH=217m | stable_frac=0.444 | stability=[A=0.0% B=6.4% C=49.2% D=0.0% E=44.4% F=0.0%] | wind_rose_dominant=NW | source=copernicus_era5,,,,low permeability,,medium,,2026-04-20 21:28:47.811125+00:00,audit_postlogging_20260421,api,merge_phase2_20260421
