country_code,site_name,site_id,nearest_airport_km,nearest_airport_name,nearest_airport_type,flight_path_distance_km,airport_count,hi01_quality,hi01_comment,nearest_seveso_km,nearest_industrial_km,hi02_quality,hi02_comment,nearest_toxic_source_km,hi03_quality,hi03_comment,nearest_flammable_storage_km,nearest_pipeline_km,hi04_quality,hi04_comment,hazmat_route_distance_km,hi05_quality,hi05_comment,nearest_military_km,nearest_military_name,military_count,hi06_quality,hi06_comment,nearest_transmitter_km,transmitter_type,transmitter_count,hi07_quality,hi07_comment,nearest_nuclear_km,nearest_nuclear_name,hi08_quality,hi08_comment,fetched_at,run_id,source_db,merge_run_id
AL,Porto Romano Power Station,e6ecead0-54d1-41fe-8268-1253d0d7ef3e,25.11,Tirana International Airport Mother Teresa,large_airport,12.56,1,high,Nearest: Tirana International Airport Mother Teresa (large_airport) at 25.1 km; Nearest large: 25.1 km; Nearest medium: 77.7 km; Within 30 km: 1; Source: OurAirports; quality: high,,,not_applicable,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: insufficient,,not_applicable,No toxic release sources within search radius; Source: EEA E-PRTR; quality: insufficient,,,not_applicable,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: insufficient,,,,2.16,Bunker,42,high,"Nearest military: Bunker (bunker), 2.2 km [A6]. Total features within 25 km: 42. Source: OSM Overpass [FIX-04 military]",4.49,communication,66,medium,"Nearest transmitter: communication, 4.5 km. Total within 25 km: 66. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-17 18:24:28.226573+00:00,fix04_20260417_182300,api,merge_phase2_20260421
AT,Duernrohr power station,6e7fc4d8-636d-411a-baef-e138a5a07acc,10.48,Tulln Heliport,heliport,7.06,7,high,Nearest: Tulln Heliport (heliport) at 10.5 km; Nearest large: 53.6 km; Nearest medium: 58.7 km; Within 30 km: 7; Source: OurAirports; quality: high,,0.69,high,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: high,0.69,high,Nearest toxic release source: Abfallverwertungsanlage MVA Dürnrohr at 0.7 km; Within 5 km: 2; Source: EEA E-PRTR; quality: high,,,high,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: high,,,,10.98,,9,medium,"Nearest military: unnamed (bunker), 11.0 km [A6]. Total features within 25 km: 9. Source: OSM Overpass [FIX-04 military]",0.2,mast,313,medium,"Nearest transmitter: mast, 0.2 km. Total within 25 km: 313. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-18 07:14:14.073708+00:00,fix04_20260418_071244,api,merge_phase2_20260421
AT,Enns Power Station,532bfb42-0d4c-42cf-a81a-287f2b3a75bf,13.21,Hofkirchen Airfield,small_airport,6.6,6,high,Nearest: Hofkirchen Airfield (small_airport) at 13.2 km; Nearest large: 21.4 km; Within 30 km: 6; Source: OurAirports; quality: high,,5.36,high,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: high,5.36,high,"Nearest toxic release source: UWEG Asten, Ipfdorferstr. 9 at 5.4 km; Within 5 km: 0; Source: EEA E-PRTR; quality: high",,,high,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: high,,,,0.57,Towarek-Schul-Kaserne,17,high,"Nearest military: Towarek-Schul-Kaserne (military), 0.6 km [A5]. Total features within 25 km: 17. Source: OSM Overpass [FIX-04 military]",0.37,lighting,447,medium,"Nearest transmitter: lighting, 0.4 km. Total within 25 km: 447. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-18 07:16:36.049781+00:00,fix04_20260418_071244,api,merge_phase2_20260421
AT,Mellach power station,90820fe3-9889-4faf-9906-7c528f8d7bc5,10.05,Graz Airport,large_airport,5.02,4,high,Nearest: Graz Airport (large_airport) at 10.0 km; Nearest large: 10.0 km; Nearest medium: 49.9 km; Within 30 km: 4; Violations: A4; Source: OurAirports; quality: high,,10.21,high,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: high,10.21,high,"Nearest toxic release source: INAKTIV Saubermacher AG, Baurestmassendeponie at 10.2 km; Within 5 km: 0; Source: EEA E-PRTR; quality: high",,,high,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: high,,,,7.3,,14,medium,"Nearest military: unnamed (military), 7.3 km [A5]. Total features within 25 km: 14. Source: OSM Overpass [FIX-04 military]",0.23,mast,407,medium,"Nearest transmitter: mast, 0.2 km. Total within 25 km: 407. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-17 18:34:51.282944+00:00,fix04_20260417_183150,api,merge_phase2_20260421
AT,Riedersbach power station,660d9d71-6733-4294-951b-1c58614d58cf,15.06,Altötting-Burghausen District Hospital Burghausen Heliport,heliport,12.51,12,high,Nearest: Altötting-Burghausen District Hospital Burghausen Heliport (heliport) at 15.1 km; Nearest large: 29.1 km; Nearest medium: 80.2 km; Within 30 km: 12; Source: OurAirports; quality: high,,21.88,high,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: high,21.88,high,Nearest toxic release source: Siggerwiesen at 21.9 km; Within 5 km: 0; Source: EEA E-PRTR; quality: high,,,high,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: high,,,,19.0,,4,medium,"Nearest military: unnamed (bunker), 19.0 km [A6]. Total features within 25 km: 4. Source: OSM Overpass [FIX-04 military]",0.29,mast,159,medium,"Nearest transmitter: mast, 0.3 km. Total within 25 km: 159. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-17 18:37:06.337489+00:00,fix04_20260417_183150,api,merge_phase2_20260421
AT,St Andrae power station,021c723b-98af-4b72-8f6c-ade538885f10,1.15,St. Andrä Im Lavanttal Heliport,heliport,1.15,6,high,Nearest: St. Andrä Im Lavanttal Heliport (heliport) at 1.1 km; Nearest large: 38.4 km; Nearest medium: 50.6 km; Within 30 km: 6; Violations: A1; Source: OurAirports; quality: high,,24.24,high,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: high,24.24,high,Nearest toxic release source: Werk Wietersdorf at 24.2 km; Within 5 km: 0; Source: EEA E-PRTR; quality: high,,,high,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: high,,,,12.43,Österreichisches Bundesheer,0,not_found,No military features found within 25 km. Source: OSM Overpass [FIX-04 military],0.55,communication,123,medium,"Nearest transmitter: communication, 0.5 km. Total within 25 km: 123. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-17 18:38:11.804825+00:00,fix04_20260417_182300,api,merge_phase2_20260421
AT,Timelkam power station,2dcd2c6d-f375-4408-9492-7910662fac03,21.75,Gmunden-Laakirchen Airfield,small_airport,10.87,3,high,Nearest: Gmunden-Laakirchen Airfield (small_airport) at 21.7 km; Nearest large: 50.0 km; Within 30 km: 3; Source: OurAirports; quality: high,,,medium,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: medium,,medium,No toxic release sources within search radius; Source: EEA E-PRTR; quality: medium,,,medium,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: medium,,,,5.9,Ehemaliger FLAK-Turm,0,not_found,No military features found within 25 km. Source: OSM Overpass [FIX-04 military],0.19,mast,0,not_found,No transmitters/masts found within 25 km. Source: OSM Overpass [FIX-04 transmitter],,,,,2026-04-17 18:40:44.225638+00:00,fix04_20260417_182300,api,merge_phase2_20260421
AT,Voitsberg power station,99d712ac-7993-4186-8a0e-2e88bae7e90f,22.08,Graz Airport,large_airport,11.04,3,high,Nearest: Graz Airport (large_airport) at 22.1 km; Nearest large: 22.1 km; Nearest medium: 35.9 km; Within 30 km: 3; Source: OurAirports; quality: high,,19.55,high,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: high,19.55,high,"Nearest toxic release source: INAKTIV Saubermacher AG, Baurestmassendeponie at 19.6 km; Within 5 km: 0; Source: EEA E-PRTR; quality: high",,,high,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: high,,,,16.25,Feliferhof,0,not_found,No military features found within 25 km. Source: OSM Overpass [FIX-04 military],0.72,communication,0,not_found,No transmitters/masts found within 25 km. Source: OSM Overpass [FIX-04 transmitter],,,,,2026-04-17 18:43:35.502634+00:00,fix04_20260417_182300,api,merge_phase2_20260421
AT,Zeltweg power station,33d83e11-cfcd-47cb-be5e-82ca0fc352cc,15.73,Sankt Michael ÖAMTC Heliport,heliport,10.5,6,high,Nearest: Sankt Michael ÖAMTC Heliport (heliport) at 15.7 km; Nearest large: 35.4 km; Nearest medium: 32.3 km; Within 30 km: 6; Source: OurAirports; quality: high,,13.7,high,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: high,13.7,high,Nearest toxic release source: SERVUS ABFALL Dienstleistungs GmbH at 13.7 km; Within 5 km: 0; Source: EEA E-PRTR; quality: high,,,high,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: high,,,,12.05,Ortnerhof,47,medium,"Nearest military: Ortnerhof (range), 12.0 km [A5]. Total features within 25 km: 47. Source: OSM Overpass [FIX-04 military]",4.08,communication,232,medium,"Nearest transmitter: communication, 4.1 km. Total within 25 km: 232. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-17 18:48:31.270232+00:00,fix04_20260417_183150,api,merge_phase2_20260421
BA,Banovici power station,82011c29-a3d3-4a81-a27b-019d2649a251,12.81,Ciljuge Sport Airfield,small_airport,6.4,3,high,Nearest: Ciljuge Sport Airfield (small_airport) at 12.8 km; Nearest large: 16.5 km; Within 30 km: 3; Source: OurAirports; quality: high,,,not_applicable,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: insufficient,,not_applicable,No toxic release sources within search radius; Source: EEA E-PRTR; quality: insufficient,,,not_applicable,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: insufficient,,,,10.91,,5,medium,"Nearest military: unnamed (military), 10.9 km [A5]. Total features within 25 km: 5. Source: OSM Overpass [FIX-04 military]",9.65,mast,11,medium,"Nearest transmitter: mast, 9.6 km. Total within 25 km: 11. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-18 07:17:39.856318+00:00,fix04_20260418_071244,api,merge_phase2_20260421
BA,Bugojno Thermal Power Project,67e5a20f-e3ab-4c18-9864-cf4591d6e15f,51.8,Visoko Kenan Jusufbasic Airfield,small_airport,25.9,0,high,Nearest: Visoko Kenan Jusufbasic Airfield (small_airport) at 51.8 km; Nearest large: 74.9 km; Within 30 km: 0; Source: OurAirports; quality: high,,,not_applicable,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: insufficient,,not_applicable,No toxic release sources within search radius; Source: EEA E-PRTR; quality: insufficient,,,not_applicable,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: insufficient,,,,1.75,Vojarna Bugojno,0,not_found,No military features found within 25 km. Source: OSM Overpass [FIX-04 military],2.74,bell_tower,0,not_found,No transmitters/masts found within 25 km. Source: OSM Overpass [FIX-04 transmitter],,,,,2026-04-17 18:51:04.813338+00:00,fix04_20260417_182300,api,merge_phase2_20260421
BA,Gacko Thermal Power Plant,85257083-08d1-4560-b198-a9df414da4a9,53.83,Trebinje Helipad,heliport,27.63,0,high,Nearest: Trebinje Helipad (heliport) at 53.8 km; Nearest large: 55.3 km; Nearest medium: 87.1 km; Within 30 km: 0; Source: OurAirports; quality: high,,,not_applicable,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: insufficient,,not_applicable,No toxic release sources within search radius; Source: EEA E-PRTR; quality: insufficient,,,not_applicable,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: insufficient,,,,,,0,not_found,No military features found within 25 km. Source: OSM Overpass [FIX-04 military],9.98,communication,0,not_found,No transmitters/masts found within 25 km. Source: OSM Overpass [FIX-04 transmitter],,,,,2026-04-18 07:18:25.954457+00:00,fix04_20260418_071244,api,merge_phase2_20260421
BA,Glinica power station,e2d645e3-c829-4aac-8f6f-d6a5507fd5fa,6.74,Mostar International Airport,large_airport,3.37,1,high,Nearest: Mostar International Airport (large_airport) at 6.7 km; Nearest large: 6.7 km; Nearest medium: 90.9 km; Within 30 km: 1; Violations: A4; Source: OurAirports; quality: high,,,not_applicable,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: insufficient,,not_applicable,No toxic release sources within search radius; Source: EEA E-PRTR; quality: insufficient,,,not_applicable,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: insufficient,,,,1.08,Bunker,0,not_found,No military features found within 25 km. Source: OSM Overpass [FIX-04 military],1.05,communication,0,not_found,No transmitters/masts found within 25 km. Source: OSM Overpass [FIX-04 transmitter],,,,,2026-04-17 19:00:15.261730+00:00,fix04_20260417_182300,api,merge_phase2_20260421
BA,Kakanj Thermal Power Plant,e671be33-8b91-40bd-b563-b833293654aa,7.3,Visoko Kenan Jusufbasic Airfield,small_airport,3.65,3,high,Nearest: Visoko Kenan Jusufbasic Airfield (small_airport) at 7.3 km; Nearest large: 34.2 km; Within 30 km: 3; Source: OurAirports; quality: high,,,not_applicable,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: insufficient,,not_applicable,No toxic release sources within search radius; Source: EEA E-PRTR; quality: insufficient,,,not_applicable,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: insufficient,,,,12.37,Kasarna OS BiH „Tufo Buza“,4,medium,"Nearest military: Kasarna OS BiH „Tufo Buza“ (base), 12.4 km [A5]. Total features within 25 km: 4. Source: OSM Overpass [FIX-04 military]",2.8,minaret,40,medium,"Nearest transmitter: minaret, 2.8 km. Total within 25 km: 40. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-17 18:58:59.929908+00:00,fix04_20260417_183150,api,merge_phase2_20260421
BA,Kamengrad Thermal Power Plant,344e0e9a-558e-4749-bb66-cd746be50cbd,1.58,PPG Paragliding Field,small_airport,0.79,2,high,"Nearest: PPG Paragliding Field (small_airport) at 1.6 km; Nearest large: 53.4 km; Nearest medium: 74.3 km; Within 30 km: 2; Violations: A1, A3; Source: OurAirports; quality: high",,,not_applicable,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: insufficient,,not_applicable,No toxic release sources within search radius; Source: EEA E-PRTR; quality: insufficient,,,not_applicable,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: insufficient,,,,25.02,"Kasarna ""Žarko Zgonjanin"" Prijedor",0,not_found,No military features found within 25 km. Source: OSM Overpass [FIX-04 military],4.84,minaret,0,not_found,No transmitters/masts found within 25 km. Source: OSM Overpass [FIX-04 transmitter],,,,,2026-04-17 19:03:44.355185+00:00,fix04_20260417_182300,api,merge_phase2_20260421
BA,Kongora Thermal Power Plant,0155b913-765f-4d44-89f5-c176b6867cef,38.73,Livno Brda Bosni Airfield,small_airport,19.36,0,high,Nearest: Livno Brda Bosni Airfield (small_airport) at 38.7 km; Nearest large: 58.0 km; Nearest medium: 66.3 km; Within 30 km: 0; Source: OurAirports; quality: high,,,not_applicable,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: insufficient,,not_applicable,No toxic release sources within search radius; Source: EEA E-PRTR; quality: insufficient,,,not_applicable,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: insufficient,,,,21.71,,0,not_found,No military features found within 25 km. Source: OSM Overpass [FIX-04 military],8.5,antenna,0,not_found,No transmitters/masts found within 25 km. Source: OSM Overpass [FIX-04 transmitter],,,,,2026-04-17 19:07:17.592200+00:00,fix04_20260417_182300,api,merge_phase2_20260421
BA,Miljevina power station,aa0bdb5e-45aa-4d15-8aee-cb5b0e14f5d9,42.72,Sarajevo International Airport,large_airport,21.36,0,high,Nearest: Sarajevo International Airport (large_airport) at 42.7 km; Nearest large: 42.7 km; Nearest medium: 94.1 km; Within 30 km: 0; Source: OurAirports; quality: high,,,not_applicable,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: insufficient,,not_applicable,No toxic release sources within search radius; Source: EEA E-PRTR; quality: insufficient,,,not_applicable,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: insufficient,,,,11.93,"Radničko naselje HES ""Gornja Drina""",2,medium,"Nearest military: Radničko naselje HES ""Gornja Drina"" (barracks), 11.9 km [A5]. Total features within 25 km: 2. Source: OSM Overpass [FIX-04 military]",16.06,tower,5,medium,"Nearest transmitter: tower, 16.1 km. Total within 25 km: 5. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-18 07:18:40.286972+00:00,fix04_20260418_071244,api,merge_phase2_20260421
BA,Stanari Thermal Power Plant,e75c63e5-ef2f-4e08-8f8c-3da41215af9d,33.47,Koprivna Begovac Airfield,small_airport,16.73,0,high,Nearest: Koprivna Begovac Airfield (small_airport) at 33.5 km; Nearest large: 44.2 km; Within 30 km: 0; Source: OurAirports; quality: high,,,not_applicable,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: insufficient,,not_applicable,No toxic release sources within search radius; Source: EEA E-PRTR; quality: insufficient,,,not_applicable,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: insufficient,,,,10.54,,6,medium,"Nearest military: unnamed (military), 10.5 km [A5]. Total features within 25 km: 6. Source: OSM Overpass [FIX-04 military]",16.37,minaret,18,medium,"Nearest transmitter: minaret, 16.4 km. Total within 25 km: 18. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-17 19:13:17.634459+00:00,fix04_20260417_182300,api,merge_phase2_20260421
BA,Tuzla Thermal Power Plant,0fb50bcc-5616-40d8-9109-8136a958f18d,11.38,Ciljuge Sport Airfield,small_airport,5.69,3,high,Nearest: Ciljuge Sport Airfield (small_airport) at 11.4 km; Nearest large: 11.5 km; Within 30 km: 3; Violations: A4; Source: OurAirports; quality: high,,,not_applicable,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: insufficient,,not_applicable,No toxic release sources within search radius; Source: EEA E-PRTR; quality: insufficient,,,not_applicable,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: insufficient,,,,5.46,ostaci vojne fortifikacije 1941-1945,8,medium,"Nearest military: ostaci vojne fortifikacije 1941-1945 (bunker), 5.5 km [A6]. Total features within 25 km: 8. Source: OSM Overpass [FIX-04 military]",4.43,mast,19,medium,"Nearest transmitter: mast, 4.4 km. Total within 25 km: 19. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-18 07:18:50.427820+00:00,fix04_20260418_071244,api,merge_phase2_20260421
BA,Ugljevik power station,a23d073a-cbbd-469a-b134-380945fd3f4c,12.77,Dragon Airfield,small_airport,6.39,4,high,Nearest: Dragon Airfield (small_airport) at 12.8 km; Nearest large: 31.5 km; Nearest medium: 87.5 km; Within 30 km: 4; Source: OurAirports; quality: high,,,not_applicable,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: insufficient,,not_applicable,No toxic release sources within search radius; Source: EEA E-PRTR; quality: insufficient,,,not_applicable,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: insufficient,,,,2.48,,11,high,"Nearest military: unnamed (bunker), 2.5 km [A6]. Total features within 25 km: 11. Source: OSM Overpass [FIX-04 military]",0.4,mast,29,medium,"Nearest transmitter: mast, 0.4 km. Total within 25 km: 29. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-18 07:19:19.439778+00:00,fix04_20260418_071244,api,merge_phase2_20260421
BG,Bobov Dol power station,b01fe781-dbc7-40f8-a544-946288020042,3.62,Panicharevo Airfield,small_airport,1.81,3,high,"Nearest: Panicharevo Airfield (small_airport) at 3.6 km; Nearest large: 55.5 km; Within 30 km: 3; Violations: A1, A3; Source: OurAirports; quality: high",,,medium,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: medium,,medium,No toxic release sources within search radius; Source: EEA E-PRTR; quality: medium,,,medium,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: medium,,,,10.78,,4,medium,"Nearest military: unnamed (military), 10.8 km [A5]. Total features within 25 km: 4. Source: OSM Overpass [FIX-04 military]",0.24,mast,0,not_found,No transmitters/masts found within 25 km. Source: OSM Overpass [FIX-04 transmitter],,,,,2026-04-17 19:19:35.770197+00:00,fix04_20260417_182300,api,merge_phase2_20260421
BG,Brikel power station,fee1d5b3-827f-4172-8492-a3e114a3c39e,18.58,Daskal-Atanasovo Airfield,small_airport,9.29,2,high,Nearest: Daskal-Atanasovo Airfield (small_airport) at 18.6 km; Nearest large: 87.6 km; Nearest medium: 49.6 km; Within 30 km: 2; Source: OurAirports; quality: high,,,medium,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: medium,,medium,No toxic release sources within search radius; Source: EEA E-PRTR; quality: medium,,,medium,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: medium,,,,,,0,not_found,No military features found within 25 km. Source: OSM Overpass [FIX-04 military],0.19,mast,19,medium,"Nearest transmitter: mast, 0.2 km. Total within 25 km: 19. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-18 07:19:52.083379+00:00,fix04_20260418_071244,api,merge_phase2_20260421
BG,Deven power station,398cc0f2-25d5-428a-93c9-5e4859680e86,16.09,Varna Airport,large_airport,8.05,5,high,Nearest: Varna Airport (large_airport) at 16.1 km; Nearest large: 16.1 km; Nearest medium: 51.1 km; Within 30 km: 5; Source: OurAirports; quality: high,,0.96,high,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: high,0.96,high,Nearest toxic release source: Hus OOD at 1.0 km; Within 5 km: 2; Source: EEA E-PRTR; quality: high,,,high,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: high,,,,5.66,"Под. 34960 ""Побити камъни""",0,not_found,No military features found within 25 km. Source: OSM Overpass [FIX-04 military],5.39,mast,55,medium,"Nearest transmitter: mast, 5.4 km. Total within 25 km: 55. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-18 07:20:19.857377+00:00,fix04_20260418_071244,api,merge_phase2_20260421
BG,Lom Power Station,30c9e377-b575-46fa-880f-922c46e6500a,32.28,Erden Airfield,small_airport,16.14,0,high,Nearest: Erden Airfield (small_airport) at 32.3 km; Nearest large: 80.1 km; Within 30 km: 0; Source: OurAirports; quality: high,,,medium,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: medium,,medium,No toxic release sources within search radius; Source: EEA E-PRTR; quality: medium,,,medium,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: medium,,,,3.87,,2,high,"Nearest military: unnamed (military), 3.9 km [A5]. Total features within 25 km: 2. Source: OSM Overpass [FIX-04 military]",4.1,tower,18,medium,"Nearest transmitter: tower, 4.1 km. Total within 25 km: 18. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-17 19:46:53.585361+00:00,fix04_20260417_183150,api,merge_phase2_20260421
BG,Maritsa 3 power station,3bb6666f-de2f-4c6f-a28e-c3bddb71b54a,17.85,Gorski Izvor Airstrip,small_airport,8.92,2,high,Nearest: Gorski Izvor Airstrip (small_airport) at 17.8 km; Nearest large: 63.8 km; Nearest medium: 74.9 km; Within 30 km: 2; Source: OurAirports; quality: high,,,medium,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: medium,,medium,No toxic release sources within search radius; Source: EEA E-PRTR; quality: medium,,,medium,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: medium,,,,9.99,,6,medium,"Nearest military: unnamed (military), 10.0 km [A5]. Total features within 25 km: 6. Source: OSM Overpass [FIX-04 military]",0.54,mast,31,medium,"Nearest transmitter: mast, 0.5 km. Total within 25 km: 31. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-18 07:21:14.352001+00:00,fix04_20260418_071244,api,merge_phase2_20260421
BG,Maritsa Iztok-1 power station,d12d7173-8595-4b53-92af-75b44b5a2fb7,18.28,Daskal-Atanasovo Airfield,small_airport,9.14,2,high,Nearest: Daskal-Atanasovo Airfield (small_airport) at 18.3 km; Nearest large: 87.8 km; Nearest medium: 49.3 km; Within 30 km: 2; Source: OurAirports; quality: high,,,medium,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: medium,,medium,No toxic release sources within search radius; Source: EEA E-PRTR; quality: medium,,,medium,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: medium,,,,,,0,not_found,No military features found within 25 km. Source: OSM Overpass [FIX-04 military],0.21,mast,0,not_found,No transmitters/masts found within 25 km. Source: OSM Overpass [FIX-04 transmitter],,,,,2026-04-18 07:21:42.487314+00:00,fix04_20260418_071244,api,merge_phase2_20260421
BG,Maritsa Iztok-2 power station,ec5f337a-ca52-4b86-a0f4-4933eac349e3,9.64,Pet Mogili Airstrip,small_airport,4.82,4,high,Nearest: Pet Mogili Airstrip (small_airport) at 9.6 km; Nearest medium: 28.6 km; Within 30 km: 4; Source: OurAirports; quality: high,,,medium,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: medium,,medium,No toxic release sources within search radius; Source: EEA E-PRTR; quality: medium,,,medium,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: medium,,,,20.2,,1,medium,"Nearest military: unnamed (military), 20.2 km [A5]. Total features within 25 km: 1. Source: OSM Overpass [FIX-04 military]",0.35,mast,0,not_found,No transmitters/masts found within 25 km. Source: OSM Overpass [FIX-04 transmitter],,,,,2026-04-17 19:56:07.909359+00:00,fix04_20260417_182300,api,merge_phase2_20260421
BG,Maritsa Iztok-3 power station,0e860f58-416b-4116-836d-04edf8ded225,20.34,Pet Mogili Airstrip,small_airport,10.17,2,high,Nearest: Pet Mogili Airstrip (small_airport) at 20.3 km; Nearest large: 95.4 km; Nearest medium: 44.9 km; Within 30 km: 2; Source: OurAirports; quality: high,,,medium,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: medium,,medium,No toxic release sources within search radius; Source: EEA E-PRTR; quality: medium,,,medium,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: medium,,,,,,0,not_found,No military features found within 25 km. Source: OSM Overpass [FIX-04 military],0.4,mast,0,not_found,No transmitters/masts found within 25 km. Source: OSM Overpass [FIX-04 transmitter],,,,,2026-04-18 07:22:47.027404+00:00,fix04_20260418_071244,api,merge_phase2_20260421
BG,Maritsa Iztok-4 power station,b1bcb7d3-cd40-40c9-9c59-a01fa71053b3,20.4,Pet Mogili Airstrip,small_airport,10.2,2,high,Nearest: Pet Mogili Airstrip (small_airport) at 20.4 km; Nearest large: 95.5 km; Nearest medium: 44.9 km; Within 30 km: 2; Source: OurAirports; quality: high,,,medium,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: medium,,medium,No toxic release sources within search radius; Source: EEA E-PRTR; quality: medium,,,medium,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: medium,,,,,,0,not_found,No military features found within 25 km. Source: OSM Overpass [FIX-04 military],0.33,mast,18,medium,"Nearest transmitter: mast, 0.3 km. Total within 25 km: 18. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-18 07:23:17.400521+00:00,fix04_20260418_071244,api,merge_phase2_20260421
BG,Republika power station,33a015dd-51e0-497e-b0d3-4b1b3f070438,17.71,Breznik Airfield,small_airport,8.86,6,high,Nearest: Breznik Airfield (small_airport) at 17.7 km; Nearest large: 29.4 km; Within 30 km: 6; Source: OurAirports; quality: high,,1.43,high,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: high,1.43,high,Nearest toxic release source: Aiforos BG EAD at 1.4 km; Within 5 km: 2; Source: EEA E-PRTR; quality: high,,,high,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: high,,,,3.14,ГУСВ под. 64920,0,not_found,No military features found within 25 km. Source: OSM Overpass [FIX-04 military],3.57,mast,125,medium,"Nearest transmitter: mast, 3.6 km. Total within 25 km: 125. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-17 20:09:25.156294+00:00,fix04_20260417_182300,api,merge_phase2_20260421
