country_code,site_name,site_id,nearest_airport_km,nearest_airport_name,nearest_airport_type,flight_path_distance_km,airport_count,hi01_quality,hi01_comment,nearest_seveso_km,nearest_industrial_km,hi02_quality,hi02_comment,nearest_toxic_source_km,hi03_quality,hi03_comment,nearest_flammable_storage_km,nearest_pipeline_km,hi04_quality,hi04_comment,hazmat_route_distance_km,hi05_quality,hi05_comment,nearest_military_km,nearest_military_name,military_count,hi06_quality,hi06_comment,nearest_transmitter_km,transmitter_type,transmitter_count,hi07_quality,hi07_comment,nearest_nuclear_km,nearest_nuclear_name,hi08_quality,hi08_comment,fetched_at,run_id,source_db,merge_run_id
SK,Vojany I power station,770f1d3c-e5fd-493c-a376-e708d2abec6c,12.29,Kačanov Airstrip,small_airport,6.14,8,high,Nearest: Kačanov Airstrip (small_airport) at 12.3 km; Nearest large: 23.2 km; Nearest medium: 55.2 km; Within 30 km: 8; Source: OurAirports; quality: high,,,medium,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: medium,,medium,No toxic release sources within search radius; Source: EEA E-PRTR; quality: medium,,,medium,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: medium,,,,14.9,Už,18,medium,"Nearest military: Už (bunker), 14.9 km [A6]. Total features within 25 km: 18. Source: OSM Overpass [FIX-04 military]",0.46,mast,184,medium,"Nearest transmitter: mast, 0.5 km. Total within 25 km: 184. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-18 07:54:20.570701+00:00,fix04_20260418_071244,api,merge_phase2_20260421
TR,Ada Yesildag Enerji power station,d48d2f39-d58f-4299-9b2f-56d194d2d13b,94.85,Bozyazı Forest Depot Helipad,heliport,94.85,0,high,Nearest: Bozyazı Forest Depot Helipad (heliport) at 94.9 km; Within 30 km: 0; Source: OurAirports; quality: high,,,low,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: low,,low,No toxic release sources within search radius; Source: EEA E-PRTR; quality: low,,,low,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: low,,,,0.41,T.C. Silifke Kaymakamlığı İlçe Jandarma Komutanlığı,3,high,"Nearest military: T.C. Silifke Kaymakamlığı İlçe Jandarma Komutanlığı (military), 0.4 km [A5]. Total features within 25 km: 3. Source: OSM Overpass [FIX-04 military]",1.72,minaret,20,medium,"Nearest transmitter: minaret, 1.7 km. Total within 25 km: 20. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-18 07:55:04.244546+00:00,fix04_20260418_071244,api,merge_phase2_20260421
TR,Ada Yumurtalık power station,4b11cac9-4fe0-4a2a-9c09-4fe9a0ac6015,28.48,Kelaynak Aviation Club Airport,small_airport,14.24,1,high,Nearest: Kelaynak Aviation Club Airport (small_airport) at 28.5 km; Nearest large: 53.8 km; Nearest medium: 42.5 km; Within 30 km: 1; Source: OurAirports; quality: high,,,low,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: low,,low,No toxic release sources within search radius; Source: EEA E-PRTR; quality: low,,,low,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: low,,,,19.81,,1,medium,"Nearest military: unnamed (military), 19.8 km [A5]. Total features within 25 km: 1. Source: OSM Overpass [FIX-04 military]",5.07,tower,18,medium,"Nearest transmitter: tower, 5.1 km. Total within 25 km: 18. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-18 02:39:53.858997+00:00,fix04_20260417_182300,api,merge_phase2_20260421
TR,Adana Akdeniz power station,44698c12-3c50-4602-8104-dafa5fd215b6,29.82,Kelaynak Aviation Club Airport,small_airport,14.91,1,high,Nearest: Kelaynak Aviation Club Airport (small_airport) at 29.8 km; Nearest large: 54.9 km; Nearest medium: 43.9 km; Within 30 km: 1; Source: OurAirports; quality: high,,,low,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: low,,low,No toxic release sources within search radius; Source: EEA E-PRTR; quality: low,,,low,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: low,,,,19.96,,0,not_found,No military features found within 25 km. Source: OSM Overpass [FIX-04 military],6.82,communication,16,medium,"Nearest transmitter: communication, 6.8 km. Total within 25 km: 16. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-18 02:41:25.480195+00:00,fix04_20260417_182300,api,merge_phase2_20260421
TR,Adana Ceyhan power station,8a5dc384-e272-41ed-9868-a0686ac3fc7e,24.78,Kelaynak Aviation Club Airport,small_airport,12.39,1,high,Nearest: Kelaynak Aviation Club Airport (small_airport) at 24.8 km; Nearest large: 48.0 km; Nearest medium: 34.9 km; Within 30 km: 1; Source: OurAirports; quality: high,,,low,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: low,,low,No toxic release sources within search radius; Source: EEA E-PRTR; quality: low,,,low,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: low,,,,20.4,Yüreğir Jandarma Komutanlığı,1,medium,"Nearest military: Yüreğir Jandarma Komutanlığı (military), 20.4 km [A5]. Total features within 25 km: 1. Source: OSM Overpass [FIX-04 military]",0.15,water_tower,34,medium,"Nearest transmitter: water_tower, 0.1 km. Total within 25 km: 34. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-18 02:44:09.369981+00:00,fix04_20260417_182300,api,merge_phase2_20260421
TR,Afşin-Elbistan power stations,e9bc02be-cf10-4b27-9b8a-0d4a954720e4,90.11,Kahramanmaraş Airport,medium_airport,45.06,0,high,Nearest: Kahramanmaraş Airport (medium_airport) at 90.1 km; Nearest medium: 90.1 km; Within 30 km: 0; Source: OurAirports; quality: high,,,low,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: low,,low,No toxic release sources within search radius; Source: EEA E-PRTR; quality: low,,,low,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: low,,,,2.42,,1,high,"Nearest military: unnamed (military), 2.4 km [A5]. Total features within 25 km: 1. Source: OSM Overpass [FIX-04 military]",2.37,communication,31,medium,"Nearest transmitter: communication, 2.4 km. Total within 25 km: 31. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-18 02:47:30.655930+00:00,fix04_20260417_183150,api,merge_phase2_20260421
TR,Ağan power station,ce39538c-997e-4a7d-bc32-f164f50f9aa0,19.08,Ekinlik Island Heliport,heliport,19.08,2,high,Nearest: Ekinlik Island Heliport (heliport) at 19.1 km; Nearest medium: 58.9 km; Within 30 km: 2; Source: OurAirports; quality: high,,,low,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: low,,low,No toxic release sources within search radius; Source: EEA E-PRTR; quality: low,,,low,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: low,,,,24.14,,1,medium,"Nearest military: unnamed (military), 24.1 km [A5]. Total features within 25 km: 1. Source: OSM Overpass [FIX-04 military]",2.18,communication,38,medium,"Nearest transmitter: communication, 2.2 km. Total within 25 km: 38. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-18 02:45:21.929300+00:00,fix04_20260417_182300,api,merge_phase2_20260421
TR,Akdeniz Enerji power station,5fa0dfa9-c272-444e-8e70-80ab55b5d36c,67.26,Bozyazı Forest Depot Helipad,heliport,67.26,0,high,Nearest: Bozyazı Forest Depot Helipad (heliport) at 67.3 km; Within 30 km: 0; Source: OurAirports; quality: high,,,low,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: low,,low,No toxic release sources within search radius; Source: EEA E-PRTR; quality: low,,,low,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: low,,,,16.99,,0,not_found,No military features found within 25 km. Source: OSM Overpass [FIX-04 military],4.72,observation,0,not_found,No transmitters/masts found within 25 km. Source: OSM Overpass [FIX-04 transmitter],,,,,2026-04-18 02:47:45.965313+00:00,fix04_20260417_182300,api,merge_phase2_20260421
TR,Aksa Akrilik power station,992a4bf0-3ff0-4f12-bb89-50dc9e8d7d35,2.46,Yalova Air Base,small_airport,1.23,8,high,"Nearest: Yalova Air Base (small_airport) at 2.5 km; Nearest large: 24.5 km; Nearest medium: 37.1 km; Within 30 km: 8; Violations: A1, A3; Source: OurAirports; quality: high",,,low,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: low,,low,No toxic release sources within search radius; Source: EEA E-PRTR; quality: low,,,low,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: low,,,,2.5,18. Ana Üs Komutanlığı,26,high,"Nearest military: 18. Ana Üs Komutanlığı (airfield), 2.5 km [A5]. Total features within 25 km: 26. Source: OSM Overpass [FIX-04 military]",0.51,mast,0,not_found,No transmitters/masts found within 25 km. Source: OSM Overpass [FIX-04 transmitter],,,,,2026-04-18 02:50:08.121157+00:00,fix04_20260417_182300,api,merge_phase2_20260421
TR,Albayrak Varaka Paper power station,cb825b0f-e315-4221-b194-43d5b472382d,7.63,Balıkesir Airport,medium_airport,3.81,1,high,Nearest: Balıkesir Airport (medium_airport) at 7.6 km; Nearest large: 82.2 km; Nearest medium: 7.6 km; Within 30 km: 1; Violations: A2; Source: OurAirports; quality: high,,,low,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: low,,low,No toxic release sources within search radius; Source: EEA E-PRTR; quality: low,,,low,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: low,,,,6.51,Şehit Hv. Plt. Üçvş. İsmail Dalan Hava Lojmanları,0,not_found,No military features found within 25 km. Source: OSM Overpass [FIX-04 military],5.2,minaret,42,medium,"Nearest transmitter: minaret, 5.2 km. Total within 25 km: 42. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-18 02:56:12.239232+00:00,fix04_20260417_182300,api,merge_phase2_20260421
TR,Aliağa Enka power station,bcb86777-4a54-4891-bb26-35b201bbd57d,15.59,Yenifoça 7th Gendarmerie Regiment Command Helipad,heliport,13.01,3,high,Nearest: Yenifoça 7th Gendarmerie Regiment Command Helipad (heliport) at 15.6 km; Nearest large: 54.8 km; Nearest medium: 27.3 km; Within 30 km: 3; Source: OurAirports; quality: high,,,low,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: low,,low,No toxic release sources within search radius; Source: EEA E-PRTR; quality: low,,,low,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: low,,,,6.6,,15,medium,"Nearest military: unnamed (military), 6.6 km [A5]. Total features within 25 km: 15. Source: OSM Overpass [FIX-04 military]",5.49,mast,18,medium,"Nearest transmitter: mast, 5.5 km. Total within 25 km: 18. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-18 03:00:38.782179+00:00,fix04_20260417_182300,api,merge_phase2_20260421
TR,Alpu power station,9699244b-14c0-4e27-afd1-105494fccd60,10.8,Çukurhisar Airport,medium_airport,5.4,3,high,Nearest: Çukurhisar Airport (medium_airport) at 10.8 km; Nearest large: 30.8 km; Nearest medium: 10.8 km; Within 30 km: 3; Source: OurAirports; quality: high,,,low,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: low,,low,No toxic release sources within search radius; Source: EEA E-PRTR; quality: low,,,low,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: low,,,,27.02,1. Ana Jet Üs Komutanlığı,0,not_found,No military features found within 25 km. Source: OSM Overpass [FIX-04 military],6.53,water_tower,0,not_found,No transmitters/masts found within 25 km. Source: OSM Overpass [FIX-04 transmitter],,,,,2026-04-18 03:04:14.015903+00:00,fix04_20260417_182300,api,merge_phase2_20260421
TR,Amasra Bartın power station,9163ca37-1b31-409d-974f-9e7ed5e5f33d,10.56,Bartin Naval Base Heliport,heliport,10.56,1,high,Nearest: Bartin Naval Base Heliport (heliport) at 10.6 km; Nearest medium: 32.8 km; Within 30 km: 1; Source: OurAirports; quality: high,,,low,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: low,,low,No toxic release sources within search radius; Source: EEA E-PRTR; quality: low,,,low,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: low,,,,3.16,,10,high,"Nearest military: unnamed (military), 3.2 km [A5]. Total features within 25 km: 10. Source: OSM Overpass [FIX-04 military]",3.66,minaret,0,not_found,No transmitters/masts found within 25 km. Source: OSM Overpass [FIX-04 transmitter],,,,,2026-04-18 03:06:48.512311+00:00,fix04_20260417_182300,api,merge_phase2_20260421
TR,Ant Enerji power station,8782d6f2-5f9f-4c67-b9f2-6756857bd200,35.17,Milas Bodrum International Airport,large_airport,17.59,0,high,Nearest: Milas Bodrum International Airport (large_airport) at 35.2 km; Nearest large: 35.2 km; Within 30 km: 0; Source: OurAirports; quality: high,,,low,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: low,,low,No toxic release sources within search radius; Source: EEA E-PRTR; quality: low,,,low,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: low,,,,22.29,Milas İlçe Jandarma Komutanlığı,2,medium,"Nearest military: Milas İlçe Jandarma Komutanlığı (military), 22.3 km [A5]. Total features within 25 km: 2. Source: OSM Overpass [FIX-04 military]",2.91,tower,27,medium,"Nearest transmitter: tower, 2.9 km. Total within 25 km: 27. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-18 03:08:19.979041+00:00,fix04_20260417_182300,api,merge_phase2_20260421
TR,Astoria Ceyhan power station,b5a75ec8-a2fe-42ad-b33e-ea32e20ebdfb,25.36,Osmaniye Provincial Hospital Helipad,heliport,17.82,1,high,Nearest: Osmaniye Provincial Hospital Helipad (heliport) at 25.4 km; Nearest large: 61.2 km; Nearest medium: 48.8 km; Within 30 km: 1; Source: OurAirports; quality: high,,,low,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: low,,low,No toxic release sources within search radius; Source: EEA E-PRTR; quality: low,,,low,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: low,,,,20.24,T.C. Erzin Kaymakamlığı İlçe Jandarma Komutanlığı,0,not_found,No military features found within 25 km. Source: OSM Overpass [FIX-04 military],3.78,antenna,0,not_found,No transmitters/masts found within 25 km. Source: OSM Overpass [FIX-04 transmitter],,,,,2026-04-18 03:10:54.873925+00:00,fix04_20260417_182300,api,merge_phase2_20260421
TR,Atakaş power station,c6b846cb-3a01-4e17-9d51-da4b58fd1827,2.02,İsdemir İskenderun Demir Ve Çelik Anonim Şirketi Helipad,heliport,2.02,4,high,Nearest: İsdemir İskenderun Demir Ve Çelik Anonim Şirketi Helipad (heliport) at 2.0 km; Nearest large: 88.1 km; Nearest medium: 38.1 km; Within 30 km: 4; Source: OurAirports; quality: high,,,low,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: low,,low,No toxic release sources within search radius; Source: EEA E-PRTR; quality: low,,,low,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: low,,,,7.83,Şehit Ahmet Tor Kışlası,0,not_found,No military features found within 25 km. Source: OSM Overpass [FIX-04 military],2.95,mast,0,not_found,No transmitters/masts found within 25 km. Source: OSM Overpass [FIX-04 transmitter],,,,,2026-04-18 03:13:35.832554+00:00,fix04_20260417_182300,api,merge_phase2_20260421
TR,Atlas Enerji İskenderun power station,1ce7624e-1d72-4293-8ff4-09096b56ddd2,2.61,İsdemir (İskenderun Iron and Steel) Heliport,heliport,2.61,4,high,Nearest: İsdemir (İskenderun Iron and Steel) Heliport (heliport) at 2.6 km; Nearest large: 88.8 km; Nearest medium: 37.3 km; Within 30 km: 4; Source: OurAirports; quality: high,,,low,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: low,,low,No toxic release sources within search radius; Source: EEA E-PRTR; quality: low,,,low,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: low,,,,7.05,Şehit Ahmet Tor Kışlası,7,medium,"Nearest military: Şehit Ahmet Tor Kışlası (military), 7.1 km [A5]. Total features within 25 km: 7. Source: OSM Overpass [FIX-04 military]",3.71,mast,42,medium,"Nearest transmitter: mast, 3.7 km. Total within 25 km: 42. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-18 03:17:33.414799+00:00,fix04_20260417_182300,api,merge_phase2_20260421
TR,Avdan power station,c7afd455-7beb-4d23-8d3b-e9a102782d2b,1.77,Denizli Regional Directorate of Forestry Helicopter Heliport,heliport,1.77,3,high,Nearest: Denizli Regional Directorate of Forestry Helicopter Heliport (heliport) at 1.8 km; Nearest medium: 53.5 km; Within 30 km: 3; Violations: A1; Source: OurAirports; quality: high,,,low,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: low,,low,No toxic release sources within search radius; Source: EEA E-PRTR; quality: low,,,low,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: low,,,,0.97,,8,high,"Nearest military: unnamed (checkpoint), 1.0 km [A5]. Total features within 25 km: 8. Source: OSM Overpass [FIX-04 military]",3.56,mast,38,medium,"Nearest transmitter: mast, 3.6 km. Total within 25 km: 38. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-18 03:24:57.837944+00:00,fix04_20260417_182300,api,merge_phase2_20260421
TR,Ayas power station,7a805295-0cd2-48be-972e-5282c996549c,30.04,Kelaynak Aviation Club Airport,small_airport,15.02,0,high,Nearest: Kelaynak Aviation Club Airport (small_airport) at 30.0 km; Nearest large: 55.2 km; Nearest medium: 44.1 km; Within 30 km: 0; Source: OurAirports; quality: high,,,low,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: low,,low,No toxic release sources within search radius; Source: EEA E-PRTR; quality: low,,,low,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: low,,,,20.42,,1,medium,"Nearest military: unnamed (military), 20.4 km [A5]. Total features within 25 km: 1. Source: OSM Overpass [FIX-04 military]",6.71,tower,0,not_found,No transmitters/masts found within 25 km. Source: OSM Overpass [FIX-04 transmitter],,,,,2026-04-18 03:28:29.826963+00:00,fix04_20260417_182300,api,merge_phase2_20260421
TR,Babadere power station,b8875ff2-9e9d-4520-8879-c71468e9cc50,19.03,Assos Aviation Village Airport,small_airport,9.51,1,high,Nearest: Assos Aviation Village Airport (small_airport) at 19.0 km; Nearest large: 70.7 km; Nearest medium: 62.2 km; Within 30 km: 1; Source: OurAirports; quality: high,,,low,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: low,,low,No toxic release sources within search radius; Source: EEA E-PRTR; quality: low,,,low,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: low,,,,22.02,,0,not_found,No military features found within 25 km. Source: OSM Overpass [FIX-04 military],2.28,minaret,35,medium,"Nearest transmitter: minaret, 2.3 km. Total within 25 km: 35. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-18 03:29:58.286940+00:00,fix04_20260417_182300,api,merge_phase2_20260421
TR,Bandırma Elektrik power station,ba1f1f36-18b4-49ae-9882-f90418dc88ce,11.45,Erdek Heliport,heliport,10.64,2,high,Nearest: Erdek Heliport (heliport) at 11.4 km; Nearest medium: 21.3 km; Within 30 km: 2; Source: OurAirports; quality: high,,,low,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: low,,low,No toxic release sources within search radius; Source: EEA E-PRTR; quality: low,,,low,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: low,,,,11.47,Mayın Filosu Komutanlığı,11,medium,"Nearest military: Mayın Filosu Komutanlığı (military), 11.5 km [A5]. Total features within 25 km: 11. Source: OSM Overpass [FIX-04 military]",5.34,communication,44,medium,"Nearest transmitter: communication, 5.3 km. Total within 25 km: 44. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-18 03:29:23.413172+00:00,fix04_20260417_183150,api,merge_phase2_20260421
TR,Bandırma III power station,fecb62d9-6fb8-4f8d-83e3-78a7c75adb6e,42.61,Balıkesir Airport,medium_airport,21.31,0,high,Nearest: Balıkesir Airport (medium_airport) at 42.6 km; Nearest large: 48.6 km; Nearest medium: 42.6 km; Within 30 km: 0; Source: OurAirports; quality: high,,,low,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: low,,low,No toxic release sources within search radius; Source: EEA E-PRTR; quality: low,,,low,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: low,,,,17.13,T.C. İvrindi Kaymakamlığı İlçe Jandarma Komutanlığı Korucu Jandarma Karakol Komutanlığı,0,not_found,No military features found within 25 km. Source: OSM Overpass [FIX-04 military],2.54,communication,0,not_found,No transmitters/masts found within 25 km. Source: OSM Overpass [FIX-04 transmitter],,,,,2026-04-18 03:32:29.650370+00:00,fix04_20260417_182300,api,merge_phase2_20260421
TR,Bandırma Karat power station,bb2453b0-c76d-40ea-bcc4-870391f05b2f,4.34,Bandırma Airport,medium_airport,2.17,2,high,Nearest: Bandırma Airport (medium_airport) at 4.3 km; Nearest large: 99.0 km; Nearest medium: 4.3 km; Within 30 km: 2; Violations: A2; Source: OurAirports; quality: high,,,low,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: low,,low,No toxic release sources within search radius; Source: EEA E-PRTR; quality: low,,,low,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: low,,,,0.48,Bandırma Askerlik Şubesi,0,not_found,No military features found within 25 km. Source: OSM Overpass [FIX-04 military],0.75,communication,44,medium,"Nearest transmitter: communication, 0.7 km. Total within 25 km: 44. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-18 03:35:06.391452+00:00,fix04_20260417_182300,api,merge_phase2_20260421
TR,Barbaros-1 power station,1289753b-43db-4058-8fe1-6e38b5fb01b5,25.99,Sinop Airport,medium_airport,13.0,1,high,Nearest: Sinop Airport (medium_airport) at 26.0 km; Nearest medium: 26.0 km; Within 30 km: 1; Source: OurAirports; quality: high,,,low,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: low,,low,No toxic release sources within search radius; Source: EEA E-PRTR; quality: low,,,low,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: low,,,,24.73,,0,not_found,No military features found within 25 km. Source: OSM Overpass [FIX-04 military],17.92,communication,0,not_found,No transmitters/masts found within 25 km. Source: OSM Overpass [FIX-04 transmitter],,,,,2026-04-18 03:37:38.870851+00:00,fix04_20260417_182300,api,merge_phase2_20260421
TR,Biga power station,2350bab4-9869-43f1-b62f-a4d5aea77ef5,19.07,Ekinlik Island Heliport,heliport,19.07,2,high,Nearest: Ekinlik Island Heliport (heliport) at 19.1 km; Nearest medium: 61.0 km; Within 30 km: 2; Source: OurAirports; quality: high,,,low,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: low,,low,No toxic release sources within search radius; Source: EEA E-PRTR; quality: low,,,low,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: low,,,,21.24,,1,medium,"Nearest military: unnamed (military), 21.2 km [A5]. Total features within 25 km: 1. Source: OSM Overpass [FIX-04 military]",1.9,communication,45,medium,"Nearest transmitter: communication, 1.9 km. Total within 25 km: 45. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-18 03:36:56.428600+00:00,fix04_20260417_183150,api,merge_phase2_20260421
TR,Bingöl power station,75f807aa-8278-43a3-8654-730713b96001,56.69,Bingöl Airport,small_airport,28.34,0,high,Nearest: Bingöl Airport (small_airport) at 56.7 km; Nearest medium: 75.2 km; Within 30 km: 0; Source: OurAirports; quality: high,,,low,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: low,,low,No toxic release sources within search radius; Source: EEA E-PRTR; quality: low,,,low,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: low,,,,10.63,,7,medium,"Nearest military: unnamed (military), 10.6 km [A5]. Total features within 25 km: 7. Source: OSM Overpass [FIX-04 military]",10.06,communication,20,medium,"Nearest transmitter: communication, 10.1 km. Total within 25 km: 20. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-18 03:39:05.972480+00:00,fix04_20260417_182300,api,merge_phase2_20260421
TR,Bolu Göynük power station,2b6a65d3-efb0-44d8-b88b-9aad311f4ac4,47.2,Çukurhisar Airport,medium_airport,23.6,0,high,Nearest: Çukurhisar Airport (medium_airport) at 47.2 km; Nearest large: 54.9 km; Nearest medium: 47.2 km; Within 30 km: 0; Source: OurAirports; quality: high,,,low,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: low,,low,No toxic release sources within search radius; Source: EEA E-PRTR; quality: low,,,low,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: low,,,,,,0,not_found,No military features found within 25 km. Source: OSM Overpass [FIX-04 military],13.37,observation,23,medium,"Nearest transmitter: observation, 13.4 km. Total within 25 km: 23. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-18 07:55:51.492924+00:00,fix04_20260418_071244,api,merge_phase2_20260421
TR,Burnaz power station,7b4d3f8f-a644-48a3-93f9-cd3c154dc5c2,11.2,İskenderun Naval Heliport,heliport,8.4,6,high,Nearest: İskenderun Naval Heliport (heliport) at 11.2 km; Nearest large: 97.8 km; Nearest medium: 16.8 km; Within 30 km: 6; Source: OurAirports; quality: high,,,low,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: low,,low,No toxic release sources within search radius; Source: EEA E-PRTR; quality: low,,,low,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: low,,,,8.15,1.Deniz Er Eğitim Alayı,10,medium,"Nearest military: 1.Deniz Er Eğitim Alayı (military), 8.2 km [A5]. Total features within 25 km: 10. Source: OSM Overpass [FIX-04 military]",3.79,communication,53,medium,"Nearest transmitter: communication, 3.8 km. Total within 25 km: 53. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-18 03:41:22.719475+00:00,fix04_20260417_183150,api,merge_phase2_20260421
TR,Bursa power station,3bc834ed-5c2b-47d6-b555-2e20b9044053,34.54,ÖNÖC Central District Helipad,heliport,19.75,0,high,Nearest: ÖNÖC Central District Helipad (heliport) at 34.5 km; Nearest medium: 51.0 km; Within 30 km: 0; Source: OurAirports; quality: high,,,low,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: low,,low,No toxic release sources within search radius; Source: EEA E-PRTR; quality: low,,,low,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: low,,,,16.42,T.C. Orhaneli Kaymakamlığı İlçe Jandarma Komutanlığı,1,medium,"Nearest military: T.C. Orhaneli Kaymakamlığı İlçe Jandarma Komutanlığı (military), 16.4 km [A5]. Total features within 25 km: 1. Source: OSM Overpass [FIX-04 military]",8.25,communication,12,medium,"Nearest transmitter: communication, 8.2 km. Total within 25 km: 12. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-18 03:42:55.116028+00:00,fix04_20260417_182300,api,merge_phase2_20260421
TR,Çalışkan Ceyhan power station,e71ec827-7143-48dd-8c8a-8e81705fa971,20.95,Osmaniye Provincial Hospital Helipad,heliport,19.15,1,high,Nearest: Osmaniye Provincial Hospital Helipad (heliport) at 20.9 km; Nearest large: 63.6 km; Nearest medium: 51.0 km; Within 30 km: 1; Source: OurAirports; quality: high,,,low,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: low,,low,No toxic release sources within search radius; Source: EEA E-PRTR; quality: low,,,low,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: low,,,,16.59,T.C. Erzin Kaymakamlığı İlçe Jandarma Komutanlığı,3,medium,"Nearest military: T.C. Erzin Kaymakamlığı İlçe Jandarma Komutanlığı (military), 16.6 km [A5]. Total features within 25 km: 3. Source: OSM Overpass [FIX-04 military]",6.01,minaret,40,medium,"Nearest transmitter: minaret, 6.0 km. Total within 25 km: 40. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-18 03:44:15.907221+00:00,fix04_20260417_182300,api,merge_phase2_20260421
