country_code,site_name,site_id,ep01_composite_score,ep01_road_score,ep01_special_pop_score,ep01_geography_score,ep01_population_score,ep01_quality,ep01_comment,road_density_km_per_km2,total_road_km,has_motorway_access,ep02_quality,ep02_comment,major_river_barrier,waterway_count_epz,ep03_quality,ep03_comment,hospital_count_epz,prison_count_epz,care_home_count_epz,ep04_quality,ep04_comment,concurrent_hazard_notes,ep05_quality,ep05_comment,fetched_at,run_id,ep01_evacuation_feasible,ep01_terrain_score,ep03_gee_relief_16km_m,ep03_gee_mountain_barrier_score,ep03_cross_source_summary,source_db,merge_run_id
AL,Porto Romano Power Station,e6ecead0-54d1-41fe-8268-1253d0d7ef3e,45.5,42.0,90.0,95.0,60.0,high,"DRV-02 composite: 45.5/100 (FEASIBLE). Sub-scores: ep01_roads=0; ep01_special_pop=90; ep01_geography=95; ep01_terrain=10; ep01_population=60. Sources: osm_overpass, ghsl_pop_100m_r2023a, copernicus_dem_30m.",0.333,653.49,True,medium,ERA5 seasonal constraints proxy (ref 1991-2020) | snow_months=0 | extreme_precip_months=0 | max_snowfall=0.0mm/day | source=copernicus_era5,False,0,medium,"0 waterway(s), major river barrier: no",22,3,0,medium,"22 hospital/clinic, 3 prison, 0 care home within EPZ (total 25 facilities). Source: OSM Overpass [FIX-05 amenities]",,,,2026-04-20 21:28:46.350274+00:00,audit_postlogging_20260421,True,10.0,,,,api,merge_phase2_20260421
AT,Duernrohr power station,6e7fc4d8-636d-411a-baef-e138a5a07acc,52.5,78.2,90.0,95.0,80.0,high,"DRV-02 composite: 52.5/100 (FEASIBLE). Sub-scores: ep01_roads=0; ep01_special_pop=90; ep01_geography=95; ep01_terrain=10; ep01_population=80. Sources: osm_overpass, ghsl_pop_100m_r2023a, copernicus_dem_30m.",1.13,2218.62,True,medium,ERA5 seasonal constraints proxy (ref 1991-2020) | snow_months=0 | extreme_precip_months=0 | max_snowfall=0.1mm/day | source=copernicus_era5,False,0,medium,"0 waterway(s), major river barrier: no",14,3,6,medium,"14 hospital/clinic, 3 prison, 6 care home within EPZ (total 23 facilities). Source: OSM Overpass [FIX-05 amenities]",,,,2026-04-20 21:28:46.379238+00:00,audit_postlogging_20260421,True,10.0,,,,api,merge_phase2_20260421
AT,Enns Power Station,532bfb42-0d4c-42cf-a81a-287f2b3a75bf,45.5,78.6,90.0,95.0,60.0,high,"DRV-02 composite: 45.5/100 (FEASIBLE). Sub-scores: ep01_roads=0; ep01_special_pop=90; ep01_geography=95; ep01_terrain=10; ep01_population=60. Sources: osm_overpass, ghsl_pop_100m_r2023a, copernicus_dem_30m.",1.145,2248.7,True,medium,ERA5 seasonal constraints proxy (ref 1991-2020) | snow_months=0 | extreme_precip_months=0 | max_snowfall=0.1mm/day | source=copernicus_era5,False,0,medium,"0 waterway(s), major river barrier: no",37,4,30,medium,"37 hospital/clinic, 4 prison, 30 care home within EPZ (total 71 facilities). Source: OSM Overpass [FIX-05 amenities]",,,,2026-04-20 21:28:46.392057+00:00,audit_postlogging_20260421,True,10.0,,,,api,merge_phase2_20260421
AT,Mellach power station,90820fe3-9889-4faf-9906-7c528f8d7bc5,52.5,74.2,90.0,95.0,80.0,high,"DRV-02 composite: 52.5/100 (FEASIBLE). Sub-scores: ep01_roads=0; ep01_special_pop=90; ep01_geography=95; ep01_terrain=10; ep01_population=80. Sources: osm_overpass, ghsl_pop_100m_r2023a, copernicus_dem_30m.",0.968,1901.11,True,medium,ERA5 seasonal constraints proxy (ref 1991-2020) | snow_months=0 | extreme_precip_months=0 | max_snowfall=0.1mm/day | source=copernicus_era5,False,0,medium,"0 waterway(s), major river barrier: no",39,3,5,medium,"39 hospital/clinic, 3 prison, 5 care home within EPZ (total 47 facilities). Source: OSM Overpass [FIX-05 amenities]",,,,2026-04-20 21:28:46.425924+00:00,audit_postlogging_20260421,True,10.0,,,,api,merge_phase2_20260421
AT,Riedersbach power station,660d9d71-6733-4294-951b-1c58614d58cf,55.6,66.4,0.0,95.0,80.0,high,"DRV-02 composite: 55.6/100 (FEASIBLE). Sub-scores: ep01_roads=66; ep01_special_pop=0; ep01_geography=95; ep01_terrain=10; ep01_population=80. Sources: osm_overpass, ghsl_pop_100m_r2023a, copernicus_dem_30m.",0.74,1452.14,True,medium,ERA5 seasonal constraints proxy (ref 1991-2020) | snow_months=3 | extreme_precip_months=0 | max_snowfall=0.2mm/day | source=copernicus_era5,False,0,medium,"0 waterway(s), major river barrier: no",17,3,2,medium,"17 hospital/clinic, 3 prison, 2 care home within EPZ",,,,2026-04-20 21:28:46.438095+00:00,audit_postlogging_20260421,True,10.0,,,,api,merge_phase2_20260421
AT,St Andrae power station,021c723b-98af-4b72-8f6c-ade538885f10,52.5,50.4,90.0,95.0,80.0,high,"DRV-02 composite: 52.5/100 (FEASIBLE). Sub-scores: ep01_roads=0; ep01_special_pop=90; ep01_geography=95; ep01_terrain=10; ep01_population=80. Sources: osm_overpass, ghsl_pop_100m_r2023a, copernicus_dem_30m.",0.474,931.49,True,medium,ERA5 seasonal constraints proxy (ref 1991-2020) | snow_months=1 | extreme_precip_months=0 | max_snowfall=0.1mm/day | source=copernicus_era5,False,0,medium,"0 waterway(s), major river barrier: no",2,0,0,medium,"2 hospital/clinic, 0 prison, 0 care home within EPZ (total 2 facilities). Source: OSM Overpass [FIX-05 amenities]",,,,2026-04-20 21:28:46.453518+00:00,audit_postlogging_20260421,True,10.0,,,,api,merge_phase2_20260421
AT,Timelkam power station,2dcd2c6d-f375-4408-9492-7910662fac03,44.0,67.6,90.0,10.0,80.0,high,"DRV-02 composite: 44.0/100 (FEASIBLE). Sub-scores: ep01_roads=0; ep01_special_pop=90; ep01_geography=10; ep01_terrain=10; ep01_population=80. Sources: osm_overpass, ghsl_pop_100m_r2023a, copernicus_dem_30m.",0.76,1492.87,True,medium,ERA5 seasonal constraints proxy (ref 1991-2020) | snow_months=4 | extreme_precip_months=0 | max_snowfall=0.2mm/day | source=copernicus_era5,True,163,medium,"163 waterway(s), major river barrier: yes",13,1,9,medium,"13 hospital/clinic, 1 prison, 9 care home within EPZ (total 23 facilities). Source: OSM Overpass [FIX-05 amenities]",,,,2026-04-20 21:28:46.466779+00:00,audit_postlogging_20260421,True,10.0,,,,api,merge_phase2_20260421
AT,Voitsberg power station,99d712ac-7993-4186-8a0e-2e88bae7e90f,55.4,65.4,0.0,95.0,80.0,high,"DRV-02 composite: 55.4/100 (FEASIBLE). Sub-scores: ep01_roads=65; ep01_special_pop=0; ep01_geography=95; ep01_terrain=10; ep01_population=80. Sources: osm_overpass, ghsl_pop_100m_r2023a, copernicus_dem_30m.",0.723,1419.86,True,medium,ERA5 seasonal constraints proxy (ref 1991-2020) | snow_months=0 | extreme_precip_months=0 | max_snowfall=0.1mm/day | source=copernicus_era5,False,0,medium,"0 waterway(s), major river barrier: no",38,4,4,medium,"38 hospital/clinic, 4 prison, 4 care home within EPZ",,,,2026-04-20 21:28:46.479046+00:00,audit_postlogging_20260421,True,10.0,,,,api,merge_phase2_20260421
AT,Zeltweg power station,33d83e11-cfcd-47cb-be5e-82ca0fc352cc,57.8,55.6,90.0,95.0,95.0,high,"DRV-02 composite: 57.8/100 (FEASIBLE). Sub-scores: ep01_roads=0; ep01_special_pop=90; ep01_geography=95; ep01_terrain=10; ep01_population=95. Sources: osm_overpass, ghsl_pop_100m_r2023a, copernicus_dem_30m.",0.56,1099.19,True,medium,ERA5 seasonal constraints proxy (ref 1991-2020) | snow_months=2 | extreme_precip_months=0 | max_snowfall=0.1mm/day | source=copernicus_era5,False,0,medium,"0 waterway(s), major river barrier: no",11,2,3,medium,"11 hospital/clinic, 2 prison, 3 care home within EPZ (total 16 facilities). Source: OSM Overpass [FIX-05 amenities]",,,,2026-04-20 21:28:46.493456+00:00,audit_postlogging_20260421,True,10.0,,,,api,merge_phase2_20260421
BA,Banovici power station,82011c29-a3d3-4a81-a27b-019d2649a251,44.0,25.0,90.0,10.0,80.0,high,"DRV-02 composite: 44.0/100 (FEASIBLE). Sub-scores: ep01_roads=0; ep01_special_pop=90; ep01_geography=10; ep01_terrain=10; ep01_population=80. Sources: osm_overpass, ghsl_pop_100m_r2023a, copernicus_dem_30m.",0.25,491.23,False,medium,ERA5 seasonal constraints proxy (ref 1991-2020) | snow_months=3 | extreme_precip_months=0 | max_snowfall=0.1mm/day | source=copernicus_era5,True,119,medium,"119 waterway(s), major river barrier: yes",26,1,1,medium,"26 hospital/clinic, 1 prison, 1 care home within EPZ (total 28 facilities). Source: OSM Overpass [FIX-05 amenities]",,,,2026-04-20 21:28:46.507604+00:00,audit_postlogging_20260421,True,10.0,,,,api,merge_phase2_20260421
BA,Bugojno Thermal Power Project,67e5a20f-e3ab-4c18-9864-cf4591d6e15f,50.6,20.3,90.0,95.0,60.0,high,"DRV-02 composite: 50.6/100 (FEASIBLE). Sub-scores: ep01_roads=20; ep01_special_pop=90; ep01_geography=95; ep01_terrain=10; ep01_population=60. Sources: osm_overpass, ghsl_pop_100m_r2023a, copernicus_dem_30m.",0.203,397.65,False,medium,ERA5 seasonal constraints proxy (ref 1991-2020) | snow_months=6 | extreme_precip_months=0 | max_snowfall=0.2mm/day | source=copernicus_era5,False,0,medium,"0 waterway(s), major river barrier: no",5,0,0,medium,"5 hospital/clinic, 0 prison, 0 care home within EPZ (total 5 facilities). Source: OSM Overpass [FIX-05 amenities]",,,,2026-04-20 21:28:46.519671+00:00,audit_postlogging_20260421,True,10.0,,,,api,merge_phase2_20260421
BA,Gacko Thermal Power Plant,85257083-08d1-4560-b198-a9df414da4a9,49.3,12.9,90.0,10.0,95.0,high,"DRV-02 composite: 49.2/100 (FEASIBLE). Sub-scores: ep01_roads=0; ep01_special_pop=90; ep01_geography=10; ep01_terrain=10; ep01_population=95. Sources: osm_overpass, ghsl_pop_100m_r2023a, copernicus_dem_30m.",0.129,253.62,False,medium,ERA5 seasonal constraints proxy (ref 1991-2020) | snow_months=4 | extreme_precip_months=0 | max_snowfall=0.3mm/day | source=copernicus_era5,True,17,medium,"17 waterway(s), major river barrier: yes",2,0,0,medium,"2 hospital/clinic, 0 prison, 0 care home within EPZ (total 2 facilities). Source: OSM Overpass [FIX-05 amenities]",,,,2026-04-20 21:28:46.533432+00:00,audit_postlogging_20260421,True,10.0,,,,api,merge_phase2_20260421
BA,Glinica power station,e2d645e3-c829-4aac-8f6f-d6a5507fd5fa,36.8,44.3,90.0,95.0,35.0,high,"DRV-02 composite: 36.8/100 (FEASIBLE). Sub-scores: ep01_roads=0; ep01_special_pop=90; ep01_geography=95; ep01_terrain=10; ep01_population=35. Sources: osm_overpass, ghsl_pop_100m_r2023a, copernicus_dem_30m.",0.371,729.42,True,medium,ERA5 seasonal constraints proxy (ref 1991-2020) | snow_months=0 | extreme_precip_months=0 | max_snowfall=0.1mm/day | source=copernicus_era5,False,0,medium,"0 waterway(s), major river barrier: no",29,1,1,medium,"29 hospital/clinic, 1 prison, 1 care home within EPZ (total 31 facilities). Source: OSM Overpass [FIX-05 amenities]",,,,2026-04-20 21:28:46.547884+00:00,audit_postlogging_20260421,True,10.0,,,,api,merge_phase2_20260421
BA,Kakanj Thermal Power Plant,e671be33-8b91-40bd-b563-b833293654aa,37.0,43.8,90.0,10.0,60.0,high,"DRV-02 composite: 37.0/100 (FEASIBLE). Sub-scores: ep01_roads=0; ep01_special_pop=90; ep01_geography=10; ep01_terrain=10; ep01_population=60. Sources: osm_overpass, ghsl_pop_100m_r2023a, copernicus_dem_30m.",0.363,712.04,True,medium,ERA5 seasonal constraints proxy (ref 1991-2020) | snow_months=4 | extreme_precip_months=0 | max_snowfall=0.2mm/day | source=copernicus_era5,True,83,medium,"83 waterway(s), major river barrier: yes",18,1,0,medium,"18 hospital/clinic, 1 prison, 0 care home within EPZ (total 19 facilities). Source: OSM Overpass [FIX-05 amenities]",,,,2026-04-20 21:28:46.560564+00:00,audit_postlogging_20260421,True,10.0,,,,api,merge_phase2_20260421
BA,Kamengrad Thermal Power Plant,344e0e9a-558e-4749-bb66-cd746be50cbd,52.3,27.0,90.0,95.0,60.0,high,"DRV-02 composite: 52.2/100 (FEASIBLE). Sub-scores: ep01_roads=27; ep01_special_pop=90; ep01_geography=95; ep01_terrain=10; ep01_population=60. Sources: osm_overpass, ghsl_pop_100m_r2023a, copernicus_dem_30m.",0.27,530.32,False,medium,ERA5 seasonal constraints proxy (ref 1991-2020) | snow_months=4 | extreme_precip_months=0 | max_snowfall=0.2mm/day | source=copernicus_era5,False,0,medium,"0 waterway(s), major river barrier: no",13,0,0,medium,"13 hospital/clinic, 0 prison, 0 care home within EPZ (total 13 facilities). Source: OSM Overpass [FIX-05 amenities]",,,,2026-04-20 21:28:46.572337+00:00,audit_postlogging_20260421,True,10.0,,,,api,merge_phase2_20260421
BA,Kongora Thermal Power Plant,0155b913-765f-4d44-89f5-c176b6867cef,57.8,30.7,90.0,95.0,95.0,high,"DRV-02 composite: 57.8/100 (FEASIBLE). Sub-scores: ep01_roads=0; ep01_special_pop=90; ep01_geography=95; ep01_terrain=10; ep01_population=95. Sources: osm_overpass, ghsl_pop_100m_r2023a, copernicus_dem_30m.",0.311,611.19,False,medium,ERA5 seasonal constraints proxy (ref 1991-2020) | snow_months=4 | extreme_precip_months=0 | max_snowfall=0.2mm/day | source=copernicus_era5,False,0,medium,"0 waterway(s), major river barrier: no",6,0,1,medium,"6 hospital/clinic, 0 prison, 1 care home within EPZ (total 7 facilities). Source: OSM Overpass [FIX-05 amenities]",,,,2026-04-20 21:28:46.584913+00:00,audit_postlogging_20260421,True,10.0,,,,api,merge_phase2_20260421
BA,Miljevina power station,aa0bdb5e-45aa-4d15-8aee-cb5b0e14f5d9,63.0,21.1,90.0,95.0,95.0,high,"DRV-02 composite: 63.0/100 (FEASIBLE). Sub-scores: ep01_roads=21; ep01_special_pop=90; ep01_geography=95; ep01_terrain=10; ep01_population=95. Sources: osm_overpass, ghsl_pop_100m_r2023a, copernicus_dem_30m.",0.211,413.66,False,medium,ERA5 seasonal constraints proxy (ref 1991-2020) | snow_months=4 | extreme_precip_months=0 | max_snowfall=0.2mm/day | source=copernicus_era5,False,0,medium,"0 waterway(s), major river barrier: no",9,2,0,medium,"9 hospital/clinic, 2 prison, 0 care home within EPZ (total 11 facilities). Source: OSM Overpass [FIX-05 amenities]",,,,2026-04-20 21:28:46.597673+00:00,audit_postlogging_20260421,True,10.0,,,,api,merge_phase2_20260421
BA,Stanari Thermal Power Plant,e75c63e5-ef2f-4e08-8f8c-3da41215af9d,57.8,49.4,90.0,95.0,95.0,high,"DRV-02 composite: 57.8/100 (FEASIBLE). Sub-scores: ep01_roads=0; ep01_special_pop=90; ep01_geography=95; ep01_terrain=10; ep01_population=95. Sources: osm_overpass, ghsl_pop_100m_r2023a, copernicus_dem_30m.",0.457,897.05,True,medium,ERA5 seasonal constraints proxy (ref 1991-2020) | snow_months=3 | extreme_precip_months=0 | max_snowfall=0.1mm/day | source=copernicus_era5,False,0,medium,"0 waterway(s), major river barrier: no",26,0,0,medium,"26 hospital/clinic, 0 prison, 0 care home within EPZ (total 26 facilities). Source: OSM Overpass [FIX-05 amenities]",,,,2026-04-20 21:28:46.609967+00:00,audit_postlogging_20260421,True,10.0,,,,api,merge_phase2_20260421
BA,Tuzla Thermal Power Plant,0fb50bcc-5616-40d8-9109-8136a958f18d,45.5,28.3,90.0,95.0,60.0,high,"DRV-02 composite: 45.5/100 (FEASIBLE). Sub-scores: ep01_roads=0; ep01_special_pop=90; ep01_geography=95; ep01_terrain=10; ep01_population=60. Sources: osm_overpass, ghsl_pop_100m_r2023a, copernicus_dem_30m.",0.283,556.03,False,medium,ERA5 seasonal constraints proxy (ref 1991-2020) | snow_months=3 | extreme_precip_months=0 | max_snowfall=0.1mm/day | source=copernicus_era5,False,0,medium,"0 waterway(s), major river barrier: no",32,1,1,medium,"32 hospital/clinic, 1 prison, 1 care home within EPZ (total 34 facilities). Source: OSM Overpass [FIX-05 amenities]",,,,2026-04-20 21:28:46.621723+00:00,audit_postlogging_20260421,True,10.0,,,,api,merge_phase2_20260421
BA,Ugljevik power station,a23d073a-cbbd-469a-b134-380945fd3f4c,64.8,49.2,90.0,95.0,80.0,high,"DRV-02 composite: 64.8/100 (FEASIBLE). Sub-scores: ep01_roads=49; ep01_special_pop=90; ep01_geography=95; ep01_terrain=10; ep01_population=80. Sources: osm_overpass, ghsl_pop_100m_r2023a, copernicus_dem_30m.",0.453,890.23,True,medium,ERA5 seasonal constraints proxy (ref 1991-2020) | snow_months=0 | extreme_precip_months=0 | max_snowfall=0.1mm/day | source=copernicus_era5,False,0,medium,"0 waterway(s), major river barrier: no",28,2,0,medium,"28 hospital/clinic, 2 prison, 0 care home within EPZ (total 30 facilities). Source: OSM Overpass [FIX-05 amenities]",,,,2026-04-20 21:28:46.634194+00:00,audit_postlogging_20260421,True,10.0,,,,api,merge_phase2_20260421
BG,Bobov Dol power station,b01fe781-dbc7-40f8-a544-946288020042,57.8,38.9,90.0,95.0,95.0,high,"DRV-02 composite: 57.8/100 (FEASIBLE). Sub-scores: ep01_roads=0; ep01_special_pop=90; ep01_geography=95; ep01_terrain=10; ep01_population=95. Sources: osm_overpass, ghsl_pop_100m_r2023a, copernicus_dem_30m.",0.289,566.5,True,medium,ERA5 seasonal constraints proxy (ref 1991-2020) | snow_months=0 | extreme_precip_months=0 | max_snowfall=0.1mm/day | source=copernicus_era5,False,0,medium,"0 waterway(s), major river barrier: no",7,2,0,medium,"7 hospital/clinic, 2 prison, 0 care home within EPZ (total 9 facilities). Source: OSM Overpass [FIX-05 amenities]",,,,2026-04-20 21:28:46.646571+00:00,audit_postlogging_20260421,True,10.0,,,,api,merge_phase2_20260421
BG,Brikel power station,fee1d5b3-827f-4172-8492-a3e114a3c39e,52.5,38.9,90.0,95.0,80.0,high,"DRV-02 composite: 52.5/100 (FEASIBLE). Sub-scores: ep01_roads=0; ep01_special_pop=90; ep01_geography=95; ep01_terrain=10; ep01_population=80. Sources: osm_overpass, ghsl_pop_100m_r2023a, copernicus_dem_30m.",0.289,566.47,True,medium,ERA5 seasonal constraints proxy (ref 1991-2020) | snow_months=0 | extreme_precip_months=0 | max_snowfall=0.1mm/day | source=copernicus_era5,False,0,medium,"0 waterway(s), major river barrier: no",5,0,1,medium,"5 hospital/clinic, 0 prison, 1 care home within EPZ (total 6 facilities). Source: OSM Overpass [FIX-05 amenities]",,,,2026-04-20 21:28:46.659316+00:00,audit_postlogging_20260421,True,10.0,,,,api,merge_phase2_20260421
BG,Deven power station,398cc0f2-25d5-428a-93c9-5e4859680e86,52.5,45.9,90.0,95.0,80.0,high,"DRV-02 composite: 52.5/100 (FEASIBLE). Sub-scores: ep01_roads=0; ep01_special_pop=90; ep01_geography=95; ep01_terrain=10; ep01_population=80. Sources: osm_overpass, ghsl_pop_100m_r2023a, copernicus_dem_30m.",0.399,782.99,True,medium,ERA5 seasonal constraints proxy (ref 1991-2020) | snow_months=0 | extreme_precip_months=0 | max_snowfall=0.1mm/day | source=copernicus_era5,False,0,medium,"0 waterway(s), major river barrier: no",66,3,0,medium,"66 hospital/clinic, 3 prison, 0 care home within EPZ (total 69 facilities). Source: OSM Overpass [FIX-05 amenities]",,,,2026-04-20 21:28:46.672049+00:00,audit_postlogging_20260421,True,10.0,,,,api,merge_phase2_20260421
BG,Lom Power Station,30c9e377-b575-46fa-880f-922c46e6500a,52.5,23.2,90.0,95.0,80.0,high,"DRV-02 composite: 52.5/100 (FEASIBLE). Sub-scores: ep01_roads=0; ep01_special_pop=90; ep01_geography=95; ep01_terrain=10; ep01_population=80. Sources: osm_overpass, ghsl_pop_100m_r2023a, copernicus_dem_30m.",0.232,455.64,False,medium,ERA5 seasonal constraints proxy (ref 1991-2020) | snow_months=0 | extreme_precip_months=0 | max_snowfall=0.1mm/day | source=copernicus_era5,False,0,medium,"0 waterway(s), major river barrier: no",6,0,0,medium,"6 hospital/clinic, 0 prison, 0 care home within EPZ (total 6 facilities). Source: OSM Overpass [FIX-05 amenities]",,,,2026-04-20 21:28:46.684448+00:00,audit_postlogging_20260421,True,10.0,,,,api,merge_phase2_20260421
BG,Maritsa 3 power station,3bb6666f-de2f-4c6f-a28e-c3bddb71b54a,45.5,45.5,90.0,95.0,60.0,high,"DRV-02 composite: 45.5/100 (FEASIBLE). Sub-scores: ep01_roads=0; ep01_special_pop=90; ep01_geography=95; ep01_terrain=10; ep01_population=60. Sources: osm_overpass, ghsl_pop_100m_r2023a, copernicus_dem_30m.",0.392,770.02,True,medium,ERA5 seasonal constraints proxy (ref 1991-2020) | snow_months=0 | extreme_precip_months=0 | max_snowfall=0.1mm/day | source=copernicus_era5,False,0,medium,"0 waterway(s), major river barrier: no",15,0,0,medium,"15 hospital/clinic, 0 prison, 0 care home within EPZ (total 15 facilities). Source: OSM Overpass [FIX-05 amenities]",,,,2026-04-20 21:28:46.696444+00:00,audit_postlogging_20260421,True,10.0,,,,api,merge_phase2_20260421
BG,Maritsa Iztok-1 power station,d12d7173-8595-4b53-92af-75b44b5a2fb7,52.5,38.3,90.0,95.0,80.0,high,"DRV-02 composite: 52.5/100 (FEASIBLE). Sub-scores: ep01_roads=0; ep01_special_pop=90; ep01_geography=95; ep01_terrain=10; ep01_population=80. Sources: osm_overpass, ghsl_pop_100m_r2023a, copernicus_dem_30m.",0.283,554.83,True,medium,ERA5 seasonal constraints proxy (ref 1991-2020) | snow_months=0 | extreme_precip_months=0 | max_snowfall=0.1mm/day | source=copernicus_era5,False,0,medium,"0 waterway(s), major river barrier: no",5,0,0,medium,"5 hospital/clinic, 0 prison, 0 care home within EPZ (total 5 facilities). Source: OSM Overpass [FIX-05 amenities]",,,,2026-04-20 21:28:46.710216+00:00,audit_postlogging_20260421,True,10.0,,,,api,merge_phase2_20260421
BG,Maritsa Iztok-2 power station,ec5f337a-ca52-4b86-a0f4-4933eac349e3,47.3,38.1,20.0,95.0,95.0,high,"DRV-02 composite: 47.2/100 (FEASIBLE). Sub-scores: ep01_roads=0; ep01_special_pop=20; ep01_geography=95; ep01_terrain=10; ep01_population=95. Sources: osm_overpass, ghsl_pop_100m_r2023a, copernicus_dem_30m.",0.281,551.24,True,medium,ERA5 seasonal constraints proxy (ref 1991-2020) | snow_months=0 | extreme_precip_months=0 | max_snowfall=0.1mm/day | source=copernicus_era5,False,0,medium,"0 waterway(s), major river barrier: no",3,0,0,medium,"3 hospital/clinic, 0 prison, 0 care home within EPZ",,,,2026-04-20 21:28:46.721754+00:00,audit_postlogging_20260421,True,10.0,,,,api,merge_phase2_20260421
BG,Maritsa Iztok-3 power station,0e860f58-416b-4116-836d-04edf8ded225,57.8,35.7,90.0,95.0,95.0,high,"DRV-02 composite: 57.8/100 (FEASIBLE). Sub-scores: ep01_roads=0; ep01_special_pop=90; ep01_geography=95; ep01_terrain=10; ep01_population=95. Sources: osm_overpass, ghsl_pop_100m_r2023a, copernicus_dem_30m.",0.257,504.59,True,medium,ERA5 seasonal constraints proxy (ref 1991-2020) | snow_months=0 | extreme_precip_months=0 | max_snowfall=0.1mm/day | source=copernicus_era5,False,0,medium,"0 waterway(s), major river barrier: no",5,0,0,medium,"5 hospital/clinic, 0 prison, 0 care home within EPZ (total 5 facilities). Source: OSM Overpass [FIX-05 amenities]",,,,2026-04-20 21:28:46.733991+00:00,audit_postlogging_20260421,True,10.0,,,,api,merge_phase2_20260421
BG,Maritsa Iztok-4 power station,b1bcb7d3-cd40-40c9-9c59-a01fa71053b3,47.3,35.7,20.0,95.0,95.0,high,"DRV-02 composite: 47.2/100 (FEASIBLE). Sub-scores: ep01_roads=0; ep01_special_pop=20; ep01_geography=95; ep01_terrain=10; ep01_population=95. Sources: osm_overpass, ghsl_pop_100m_r2023a, copernicus_dem_30m.",0.257,505.37,True,medium,ERA5 seasonal constraints proxy (ref 1991-2020) | snow_months=0 | extreme_precip_months=0 | max_snowfall=0.1mm/day | source=copernicus_era5,False,0,medium,"0 waterway(s), major river barrier: no",5,0,0,medium,"5 hospital/clinic, 0 prison, 0 care home within EPZ",,,,2026-04-20 21:28:46.746504+00:00,audit_postlogging_20260421,True,10.0,,,,api,merge_phase2_20260421
BG,Republika power station,33a015dd-51e0-497e-b0d3-4b1b3f070438,24.8,59.7,10.0,95.0,35.0,high,"DRV-02 composite: 24.8/100 (NOT FEASIBLE). Sub-scores: ep01_roads=0; ep01_special_pop=10; ep01_geography=95; ep01_terrain=10; ep01_population=35. Sources: osm_overpass, ghsl_pop_100m_r2023a, copernicus_dem_30m.",0.629,1234.28,True,medium,ERA5 seasonal constraints proxy (ref 1991-2020) | snow_months=0 | extreme_precip_months=0 | max_snowfall=0.1mm/day | source=copernicus_era5,False,0,medium,"0 waterway(s), major river barrier: no",288,1,2,medium,"288 hospital/clinic, 1 prison, 2 care home within EPZ",,,,2026-04-20 21:28:46.758142+00:00,audit_postlogging_20260421,False,10.0,,,,api,merge_phase2_20260421
BG,Ruse Iztok power station,704ef487-f600-4f23-b06e-a0f81b627597,41.9,42.5,90.0,95.0,19.3,high,"DRV-02 composite: 41.9/100 (FEASIBLE). Sub-scores: ep01_roads=42; ep01_special_pop=90; ep01_geography=95; ep01_terrain=10; ep01_population=19. Sources: osm_overpass, ghsl_pop_100m_r2023a, copernicus_dem_30m.",0.342,670.76,True,medium,ERA5 seasonal constraints proxy (ref 1991-2020) | snow_months=0 | extreme_precip_months=0 | max_snowfall=0.1mm/day | source=copernicus_era5,False,0,medium,"0 waterway(s), major river barrier: no",27,1,1,medium,"27 hospital/clinic, 1 prison, 1 care home within EPZ (total 29 facilities). Source: OSM Overpass [FIX-05 amenities]",,,,2026-04-20 21:28:46.770130+00:00,audit_postlogging_20260421,True,10.0,,,,api,merge_phase2_20260421
BG,Sliven power station,93685558-3355-4da2-9a4a-4cccd89f9269,36.8,42.5,90.0,95.0,35.0,high,"DRV-02 composite: 36.8/100 (FEASIBLE). Sub-scores: ep01_roads=0; ep01_special_pop=90; ep01_geography=95; ep01_terrain=10; ep01_population=35. Sources: osm_overpass, ghsl_pop_100m_r2023a, copernicus_dem_30m.",0.342,671.07,True,medium,ERA5 seasonal constraints proxy (ref 1991-2020) | snow_months=0 | extreme_precip_months=0 | max_snowfall=0.1mm/day | source=copernicus_era5,False,0,medium,"0 waterway(s), major river barrier: no",31,2,0,medium,"31 hospital/clinic, 2 prison, 0 care home within EPZ (total 33 facilities). Source: OSM Overpass [FIX-05 amenities]",,,,2026-04-20 21:28:46.782825+00:00,audit_postlogging_20260421,True,10.0,,,,api,merge_phase2_20260421
BG,Svilosa power station,2fb27566-cc7b-4530-8ff9-e55e3a1985bd,40.5,17.7,10.0,95.0,80.0,high,"DRV-02 composite: 40.5/100 (FEASIBLE). Sub-scores: ep01_roads=0; ep01_special_pop=10; ep01_geography=95; ep01_terrain=10; ep01_population=80. Sources: osm_overpass, ghsl_pop_100m_r2023a, copernicus_dem_30m.",0.177,347.54,False,medium,ERA5 seasonal constraints proxy (ref 1991-2020) | snow_months=0 | extreme_precip_months=0 | max_snowfall=0.1mm/day | source=copernicus_era5,False,0,medium,"0 waterway(s), major river barrier: no",7,1,0,medium,"7 hospital/clinic, 1 prison, 0 care home within EPZ",,,,2026-04-20 21:28:46.795901+00:00,audit_postlogging_20260421,True,10.0,,,,api,merge_phase2_20260421
