ranking_id,site_id,smr_key,composite_score,rank_position,passed_exclusionary,passed_avoidance,criteria_coverage,avg_confidence,sensitivity_stable,per_category_scores,run_id,ranked_at,composite_score_low,composite_score_high,weight_profile,site_name,country_code
0c395f58-5459-41c1-9246-4765ed9831b9,d60b377c-9bb4-4fd5-adb7-a9a9ba98ae76,nuscale_voygr6,,,False,False,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:24.612608+00:00,,,baseline,Lublin Power Station,PL
cb596ec7-1058-4499-b24a-de058d6de4df,c42c5942-264d-43a1-a9eb-95b00480eb1a,nuscale_voygr6,,,False,False,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:24.614148+00:00,,,baseline,Miechowice power station,PL
d0fd6881-13c6-4d69-9692-afb3e841faff,ab57f5c3-8699-46f9-970f-3007dfc58af4,nuscale_voygr6,,,False,False,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:24.622301+00:00,,,baseline,Patnow power station,PL
f451f64c-55d8-4955-9d15-308b72fc9d5a,fd4f7f8c-0d23-450d-9ea0-1b8e52e9a8af,nuscale_voygr6,,,False,False,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:24.983356+00:00,,,baseline,Yatağan power station,TR
afe824f5-73f7-4bdc-9487-d572c30a7419,225656d9-8709-4c2f-9992-1e4f20a6fce8,nuscale_voygr6,,,False,False,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:24.992365+00:00,,,baseline,Yıldırım Elazığ power station,TR
398f0b42-44e7-4392-9c63-67846469d348,b24f9ac5-5ddf-4b19-ba95-76dafeca3d2c,nuscale_voygr6,,,False,False,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:24.627539+00:00,,,baseline,Pólnoc power station,PL
91fca0f3-f6dd-4413-bebb-98eb4675bcdf,a19228ce-f25a-4ffd-a249-9d01403e6b81,nuscale_voygr6,,,False,False,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:24.637217+00:00,,,baseline,Pulawy power station (Vattenfall),PL
4eb3e0f0-221d-4aea-87ef-ee3c708989bd,48149515-0774-404d-b273-790b660a8d90,nuscale_voygr6,,,False,False,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:24.996976+00:00,,,baseline,Yunus Emre power station,TR
eda5acaa-3a6c-4968-99b3-f169a1ad257e,1f305180-6bbf-4758-9a98-78bc9e96e195,nuscale_voygr6,,,False,True,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:25.000046+00:00,,,baseline,ZETES power stations,TR
2eaec146-1770-47c9-9b83-4d21333cfca4,47be3ec4-7abe-4f4c-ac3d-b7f753b8514a,nuscale_voygr6,,,False,False,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:24.646635+00:00,,,baseline,Siersza power station,PL
0fbb3f3f-b775-4310-8a72-3e295fdb46db,66bdc30c-4179-480b-a55a-5d15be5ac66b,nuscale_voygr6,,,False,False,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:24.650025+00:00,,,baseline,Stalowa Wola power station,PL
eee4854e-049a-4e47-bfc7-aba6c44dc880,2da9dab9-7b4e-46e7-b1c8-70eeb329c177,nuscale_voygr6,,,False,False,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:24.659910+00:00,,,baseline,Zabrze power station,PL
4e2b570b-4007-4749-bc99-cf28bdad9fcc,cec871bd-c7f6-4444-b0da-9b3a9ecc6963,nuscale_voygr6,,,False,True,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:25.031005+00:00,,,baseline,Ladyzhyn power station,UA
723932d0-4a2f-4985-be20-7aa2b655a6ac,4e45df00-0d28-44d0-9697-3fa33d76fc88,nuscale_voygr6,,,False,True,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:25.032529+00:00,,,baseline,Luganskaya power station,UA
17264a0e-2122-43e8-be6f-a9388a538cb9,202d797d-b0f9-4cd0-bbac-d7bb06805c09,nuscale_voygr6,,,False,False,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:24.667189+00:00,,,baseline,ZW Nowa power station,PL
43477c88-adf6-4b08-9e5c-743fa3e3e6a9,5a33e5f0-6d86-4eab-adea-6c6bad7f3f45,nuscale_voygr6,,,False,False,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:24.668847+00:00,,,baseline,Arad power station,RO
f47b97d3-dc8a-449e-a2d7-1e995baa863d,416aab55-6fd9-4a0a-b8f8-796fb62d86a5,nuscale_voygr6,,,False,False,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:24.586418+00:00,,,baseline,Gliwice Works power station,PL
93880724-888b-42e9-ac02-ad243096b0f2,3657989a-61ae-4fe3-9e8b-6ba7e68f8c59,nuscale_voygr6,,,False,True,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:25.041769+00:00,,,baseline,Vuglegirska power station,UA
9cfb06d5-39f5-4de1-98e7-606c16661f88,f2c061de-66ad-4fce-b911-7f1899f25b75,nuscale_voygr6,,,False,True,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:25.046864+00:00,,,baseline,Zuevskaya power station,UA
265d599c-46b4-46e2-a3af-0d44df07452a,651839d3-4e8f-4214-89aa-1f96ea221121,nuscale_voygr6,,,False,False,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:24.536055+00:00,,,baseline,Oroszlány power station,HU
d39fe2d2-f1c9-4468-a979-3c6746cde8f0,729f8d17-57c0-4d9a-adab-4b612d4abde5,nuscale_voygr6,,,False,False,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:24.678875+00:00,,,baseline,Brasov power station,RO
8978c177-a93f-483c-89d6-0d1ca21b2054,28be296b-6ef5-4c7e-a604-3af01af45d17,nuscale_voygr6,,,False,False,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:25.050692+00:00,,,baseline,Kosovo A power station,XK
9317178e-2380-449f-a249-c700892730c8,d28fa85d-4f6c-4b26-a585-cb0bed226ecb,nuscale_voygr6,,,False,False,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:25.054042+00:00,,,baseline,Kosovo C power station,XK
1abc21ed-58de-49f3-b134-54c7a1cdb928,825dc024-9a53-4237-bf59-cbe0af0cf87d,nuscale_voygr6,,,False,False,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:24.691363+00:00,,,baseline,Govora power station,RO
00a852cc-2645-414d-ae8f-ad395c383377,e073b3f8-4312-4d34-b322-6289a3121af1,nuscale_voygr6,,,False,False,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:24.694951+00:00,,,baseline,Isalnita power station,RO
77aa82ad-8faa-4200-b466-a86b2b382e58,693d9b73-f9fc-4502-9b94-be020c5d21fb,nuscale_voygr6,,,False,False,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:24.707930+00:00,,,baseline,Suceava power station,RO
ca085b5f-9299-4f66-b565-c81a5cd1f748,d30af109-79cb-4ab5-a878-6f574b58116a,nuscale_voygr6,,,False,False,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:24.717132+00:00,,,baseline,Kolubara B power station,RS
87cf89dd-8f43-42a8-a953-712f7f3a68b5,c8f15aca-174b-4be6-a6d9-abfa4685d10d,nuscale_voygr6,,,False,False,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:24.725097+00:00,,,baseline,Nikola Tesla power station,RS
569c68ae-15bb-4a43-bad0-5a705c3eb911,4cf7f820-7ad9-411e-bf39-2bbef290aaf6,nuscale_voygr6,,,False,False,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:24.730364+00:00,,,baseline,Te-Tol power station,SI
6405a9ef-a284-487e-9e00-bc8a424ca231,c97125b3-20ed-4e21-a853-b928644ec7dd,nuscale_voygr6,,,False,False,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:24.736737+00:00,,,baseline,Novaky power station,SK
3e5cb1ef-83d1-4782-817d-53c789e6638c,a2d8261c-3d08-4015-946c-47dbddbd0b98,nuscale_voygr6,,,False,False,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:24.740123+00:00,,,baseline,U.S. Steel Kosice Works power station,SK
9e8b434d-8bf7-4bff-8e8f-85648a1c8dd6,4b11cac9-4fe0-4a2a-9c09-4fe9a0ac6015,nuscale_voygr6,,,False,False,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:24.745207+00:00,,,baseline,Ada Yumurtalık power station,TR
be683be4-ed24-4a32-8bf6-aa0b512f41c9,bcb86777-4a54-4891-bb26-35b201bbd57d,nuscale_voygr6,,,False,False,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:24.761582+00:00,,,baseline,Aliağa Enka power station,TR
47fddbe7-1e54-4b12-bff2-d56a6443a51a,8782d6f2-5f9f-4c67-b9f2-6756857bd200,nuscale_voygr6,,,False,False,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:24.767996+00:00,,,baseline,Ant Enerji power station,TR
eef31f8c-ea62-47d0-a236-3bfd0745ec36,c7afd455-7beb-4d23-8d3b-e9a102782d2b,nuscale_voygr6,,,False,False,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:24.775353+00:00,,,baseline,Avdan power station,TR
eb243aa5-2929-4b2c-8767-2c8ca926b43e,17568f0f-91fd-4efe-b4df-2c7cc5d80b7d,nuscale_voygr6,,,False,False,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:24.843717+00:00,,,baseline,Evrese power station,TR
57b828cb-ddc7-41b0-a4f0-89389856051a,fecb62d9-6fb8-4f8d-83e3-78a7c75adb6e,nuscale_voygr6,,,False,False,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:24.783296+00:00,,,baseline,Bandırma III power station,TR
e438fed7-b049-437f-ae84-fc4f246dfcf9,2b6a65d3-efb0-44d8-b88b-9aad311f4ac4,nuscale_voygr6,,,False,False,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:24.793443+00:00,,,baseline,Bolu Göynük power station,TR
75f0528f-7da8-4c42-b74c-4b9ee56fcc99,e71ec827-7143-48dd-8c8a-8e81705fa971,nuscale_voygr6,,,False,False,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:24.798378+00:00,,,baseline,Çalışkan Ceyhan power station,TR
b0613e44-173a-40fc-977e-92e33662a6f9,992a4bf0-3ff0-4f12-bb89-50dc9e8d7d35,nuscale_voygr6,,,False,False,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:24.757702+00:00,,,baseline,Aksa Akrilik power station,TR
567db416-e90b-4d0d-8c51-31de90218f1f,fc307877-758b-4dbf-afbe-abfc4a778155,nuscale_voygr6,,,False,False,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:24.804831+00:00,,,baseline,Çankırı Yıldızlar power station,TR
9a4277fc-5e09-4c5c-a4fb-c21d36521867,52a7babe-313f-493b-86b9-bd0c4aece4c3,nuscale_voygr6,,,False,False,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:24.696710+00:00,,,baseline,Mintia-Deva power station,RO
c9a9697a-e1dd-4272-8a9b-392383ac6e03,a96dc545-41a9-4b0d-a7a3-f40ef711e5e3,nuscale_voygr6,,,False,False,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:24.813824+00:00,,,baseline,Cenal power station,TR
2c43bdac-bb57-4217-a98b-67c743fa5a57,3f1ad930-cffb-4991-badd-773db74b890c,nuscale_voygr6,,,False,False,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:24.833816+00:00,,,baseline,EMBA Hunutlu power station,TR
d9560838-6059-4243-99d1-eb9bc2642835,47c1271c-e2b2-42f5-99ee-f616bbef5b7e,nuscale_voygr6,,,False,False,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:24.879520+00:00,,,baseline,Ilgın power station,TR
c456a27b-2475-45c7-ae56-ef76c246b8de,bac4a081-83dc-4aba-8076-b67bfc55f54c,nuscale_voygr6,,,False,False,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:24.917623+00:00,,,baseline,Lüminer Enerji power station,TR
300466cc-3b52-4cd9-beae-f6910fbdf1da,f92bc907-9b9b-4d21-92fd-1705bd71128c,nuscale_voygr6,,,False,False,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:24.839916+00:00,,,baseline,Ergene power station,TR
6e03b8aa-829f-48f9-b0be-e00f0f91518d,e780e4ac-0506-4186-9b58-0f378f878345,nuscale_voygr6,,,False,True,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:24.850157+00:00,,,baseline,Gerze power station,TR
e8c3a2c8-bcfa-40bf-9d8c-40fa98726ca3,53481b7f-5b85-4bab-be04-4866c2e72c12,nuscale_voygr6,,,False,False,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:24.855624+00:00,,,baseline,Güney Akdeniz power station,TR
53268dec-85a5-435f-963f-7a0bc8ae6f61,3819acc8-761d-49ba-89e7-967d3d37ec0e,nuscale_voygr6,,,False,False,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:24.881087+00:00,,,baseline,Irmak power station,TR
5b522d42-2d09-4574-b19c-5f30fd99dd36,80179871-04fa-4806-9385-caf739b8a171,nuscale_voygr6,,,False,False,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:24.862981+00:00,,,baseline,Habaş power station,TR
6b50ced4-946e-44e9-85da-4b35362cc161,d19ed873-b20a-43fd-b7e8-62e985c88820,nuscale_voygr6,,,False,False,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:24.885984+00:00,,,baseline,İzdemir Enerji power station,TR
8254fe52-3ae1-4bfb-adc8-383bd2b1254c,0248611c-b745-404f-ad50-c2870882c7a1,nuscale_voygr6,,,False,False,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:24.894562+00:00,,,baseline,Kangal power station,TR
00850b02-1618-423a-a84b-cef1a0476374,d020ac37-4f23-41b1-8f1e-b425b5769424,nuscale_voygr6,,,False,False,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:24.906431+00:00,,,baseline,Kirazlıdere power complex,TR
c48e6be6-b803-4f23-b06f-45eeab4be2a9,42d5b3fd-7d07-409b-9154-4441695b7901,nuscale_voygr6,,,False,False,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:24.923193+00:00,,,baseline,Mert power station,TR
b9bf900e-1fe4-4cb0-892e-d8f889080293,80b922cb-9e78-49aa-9d28-1dc84b1affef,nuscale_voygr6,,,False,False,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:24.933921+00:00,,,baseline,Orhaneli power station,TR
978556ed-79e9-4534-a509-1b20fd97bab5,c13aeeb7-05e5-4f00-9b4b-654e73e5150d,nuscale_voygr6,,,False,False,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:24.942272+00:00,,,baseline,Sanko Gölbaşı power station,TR
0aefe678-0a3b-446d-98db-afa8f6d4d97e,b5ff798e-e059-4d8b-a903-00a1fefc62ab,nuscale_voygr6,,,False,False,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:24.948680+00:00,,,baseline,Sedef II TES power station,TR
89d24286-b6be-4fdf-9fbe-2c5d3b7b6fe3,660d9d71-6733-4294-951b-1c58614d58cf,nuscale_voygr6,,,False,False,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:24.383655+00:00,,,baseline,Riedersbach power station,AT
becd6913-a717-45de-b7ec-d662509449c5,3bb6666f-de2f-4c6f-a28e-c3bddb71b54a,nuscale_voygr6,,,False,False,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:24.428874+00:00,,,baseline,Maritsa 3 power station,BG
df677073-74c1-46bb-bf15-82858a860245,7fc17ab0-ce24-4830-a938-b8424d1e9368,nuscale_voygr6,,,False,False,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:24.651584+00:00,,,baseline,Swiecie Pulp Mill power station,PL
25ea9caa-b1c1-41fa-9b0b-0cb24060ad10,5a57ae0a-6f91-46f4-a1f5-56a6b37596e9,nuscale_voygr6,,,False,False,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:24.615546+00:00,,,baseline,Murcki-Staszic power station,PL
9d5afc71-334a-487b-9f67-4dfc1a9b6c2e,94a5c55f-c499-41b1-81da-deaa36686399,nuscale_voygr6,,,False,True,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:24.954416+00:00,,,baseline,Seyitömer power station,TR
6134dbd1-648e-4215-9b2c-90e1d9ab0f71,4ca3c560-6d90-4bcf-b131-4e39b6b4f0de,nuscale_voygr6,,,False,False,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:24.963958+00:00,,,baseline,Soma power station,TR
ccc0a728-3f91-4a31-b52e-9d4b0e6134ab,296282b1-d079-4c1e-b2df-12c25128b963,nuscale_voygr6,,,False,False,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:24.726912+00:00,,,baseline,Štavalj Power Station,RS
c4cc995c-2763-440a-8ceb-241eaea37860,0750b80c-a54b-4ea5-b3e5-9dfb7309eca2,nuscale_voygr6,,,False,False,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:24.728841+00:00,,,baseline,Sostanj power station,SI
157b46fa-d5b9-4260-bc2e-bc39958a2d4c,ba1f1f36-18b4-49ae-9882-f90418dc88ce,nuscale_voygr6,,,False,False,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:24.781147+00:00,,,baseline,Bandırma Elektrik power station,TR
ddc32fe3-e19d-491d-94a7-2dad614e7516,a4af3789-2c40-41fc-a3ec-3b8d2fc6c645,nuscale_voygr6,,,False,False,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:24.812231+00:00,,,baseline,Çelikler Yumurtalık power station,TR
f13d4130-e1e7-4619-a40b-15660ffe80c9,5067ece3-b204-495e-81c1-90a523252547,nuscale_voygr6,,,False,False,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:24.824115+00:00,,,baseline,DETES 1 power station,TR
84ccbbd3-0b54-4d21-9248-b2f2d2de3259,0ca0b969-c519-48f3-97ab-7173d3aa6085,nuscale_voygr6,,,False,False,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:24.853991+00:00,,,baseline,Gönen power station,TR
3fb961ce-bfb3-4e72-a36c-da7958c089f1,aa0bdb5e-45aa-4d15-8aee-cb5b0e14f5d9,nuscale_voygr6,,,False,False,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:24.409215+00:00,,,baseline,Miljevina power station,BA
381f564b-d1b2-4757-921c-cd955f5975dd,fb7d4d9a-3f27-4b50-9941-6a8fccd25e9a,nuscale_voygr6,,,False,False,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:25.024950+00:00,,,baseline,Kalush power station,UA
4e7add08-702f-4a78-a0aa-4243166e7bfc,532bfb42-0d4c-42cf-a81a-287f2b3a75bf,nuscale_voygr6,,,False,False,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:24.378725+00:00,,,baseline,Enns Power Station,AT
8fb20d36-5281-4fef-9a41-8646632f6e4e,021c723b-98af-4b72-8f6c-ade538885f10,nuscale_voygr6,,,False,False,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:24.385829+00:00,,,baseline,St Andrae power station,AT
71067c72-f299-4173-9f29-d95eaef1a8e2,d21335d4-0a3d-4464-85e0-352745a38db4,nuscale_voygr6,,,False,False,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:24.902996+00:00,,,baseline,Kilikya power station,TR
79d15c24-94c7-4fdf-be53-5119fc65e17a,2dcd2c6d-f375-4408-9492-7910662fac03,nuscale_voygr6,,,False,False,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:24.388125+00:00,,,baseline,Timelkam power station,AT
a0822f59-e302-44b3-9d4c-a14ee38fa28f,82011c29-a3d3-4a81-a27b-019d2649a251,nuscale_voygr6,,,False,False,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:24.393488+00:00,,,baseline,Banovici power station,BA
ed186bb5-9cf6-49af-bcc6-f0391cdbbc1f,737b6d06-1d0c-4ae6-9683-ab3fea192b32,nuscale_voygr6,,,False,False,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:24.986906+00:00,,,baseline,Yeniköy power station,TR
5a73c699-31d4-4c07-be15-9cacccdff998,772e2484-419b-47de-9739-924ac371ad10,nuscale_voygr6,,,False,False,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:24.998436+00:00,,,baseline,Zafer power station,TR
6bd7b76e-8f24-4fc3-a97f-dc3a3eb8f83c,3bd2a957-ff3b-4bfd-9dba-808279edccb9,nuscale_voygr6,,,False,False,0.0,low,,"{'notes': ['excluded_by_E_code'], 'categories': {}, 'unscored_fraction': 0.0}",20260425T140231_ff84d75e,2026-04-25 14:03:25.034136+00:00,,,baseline,Myronivskyi power station,UA
