run_id,site_id,smr_key,scope_country_code,band,top5pct_hit_rate,top10pct_hit_rate,top30pct_hit_rate,scenarios_total,scenarios_scored,created_at,site_name,country_code
p16_20260425T141705_5037b797,7bff5ef2-646d-4b83-83b0-7f3da32f0254,nuscale_voygr6,MK,H,0.0,0.0,0.1429,14,14,2026-04-25 14:18:55.259881+00:00,Mariovo power station,MK
p16_20260425T141705_5037b797,83d3abe4-2049-47ad-a66b-46034edb7569,nuscale_voygr6,MK,H,0.0,0.0,0.0,14,14,2026-04-25 14:18:55.259881+00:00,Negotino power station,MK
p16_20260425T141705_5037b797,756218bb-3f16-443e-b6c6-400cd0ce2f87,nuscale_voygr6,MK,H,0.0,0.0,0.0,14,14,2026-04-25 14:18:55.259881+00:00,Oslomej power station,MK
p16_20260425T141705_5037b797,52db4dae-b014-45a4-96c4-49f80c1fdd11,nuscale_voygr6,PL,A,1.0,1.0,1.0,15,15,2026-04-25 14:18:55.320443+00:00,Opalenie power station,PL
p16_20260425T141705_5037b797,2981a12d-3444-4301-96ba-a63ef50bec3e,nuscale_voygr6,PL,B,0.3333,0.9333,0.9333,15,14,2026-04-25 14:18:55.320446+00:00,Polaniec power station,PL
p16_20260425T141705_5037b797,558e7bff-5b5d-4666-9ca3-ec02f2269aab,nuscale_voygr6,PL,D,0.0,0.0,0.9333,15,15,2026-04-25 14:18:55.320447+00:00,Dolna Odra power station,PL
p16_20260425T141705_5037b797,dadadad9-b67e-44b8-a9ab-4cbf116da20b,nuscale_voygr6,PL,D,0.0,0.0,1.0,15,15,2026-04-25 14:18:55.320447+00:00,Puchaczow power station,PL
p16_20260425T141705_5037b797,a55e3643-8ed4-434b-b14f-2d549d09c0d9,nuscale_voygr6,PL,D,0.0,0.0,0.8667,15,15,2026-04-25 14:18:55.320447+00:00,Zarnowiec power station,PL
p16_20260425T141705_5037b797,e4e3b5f0-7038-47a5-84e3-04eb07b3c4d7,nuscale_voygr6,PL,H,0.0,0.0,0.0,15,14,2026-04-25 14:18:55.320455+00:00,Adamow power station,PL
p16_20260425T141705_5037b797,8e485f8a-5c68-4541-ab1d-77783f6fcb2d,nuscale_voygr6,PL,H,0.0,0.0,0.0,15,14,2026-04-25 14:18:55.320452+00:00,Belchatow power station,PL
p16_20260425T141705_5037b797,06641fea-8997-4b69-a618-6afa34b82591,nuscale_voygr6,PL,H,0.0,0.0,0.0,15,14,2026-04-25 14:18:55.320450+00:00,Bialystok power station,PL
p16_20260425T141705_5037b797,ccc15bde-1c5a-40bf-8f09-2fcb1e896ce5,nuscale_voygr6,PL,H,0.0,0.0,0.0,15,14,2026-04-25 14:18:55.320454+00:00,Blachownia power station,PL
p16_20260425T141705_5037b797,a6b51b4f-ba1d-49cd-bc99-8898acdbeb78,nuscale_voygr6,PL,H,0.0,0.0,0.0,15,14,2026-04-25 14:18:55.320453+00:00,Czeczott power station,PL
p16_20260425T141705_5037b797,917008f5-fba1-4ef7-b82d-9aded2b69267,nuscale_voygr6,PL,H,0.0,0.0,0.0667,15,14,2026-04-25 14:18:55.320449+00:00,Gubin Power Project,PL
p16_20260425T141705_5037b797,29479c3f-8db8-4f62-90e8-59ad6739f90b,nuscale_voygr6,PL,H,0.0,0.0,0.0,15,14,2026-04-25 14:18:55.320451+00:00,Halemba power station,PL
p16_20260425T141705_5037b797,c4d7f628-c108-4496-ac02-6076ea3ae448,nuscale_voygr6,PL,H,0.0,0.0,0.0,15,14,2026-04-25 14:18:55.320454+00:00,Jaworzno power station,PL
p16_20260425T141705_5037b797,239ea0eb-a9c4-43cc-ac5f-35271bdc6613,nuscale_voygr6,PL,H,0.0,0.0,0.0,15,14,2026-04-25 14:18:55.320450+00:00,Kedzierzyn CCS Project,PL
p16_20260425T141705_5037b797,c39819ef-6798-4c01-9a82-9eead65b5f56,nuscale_voygr6,PL,H,0.0,0.0,0.1333,15,14,2026-04-25 14:18:55.320449+00:00,Konin power station,PL
p16_20260425T141705_5037b797,4411a22e-4e8a-4715-b000-1aae34494b68,nuscale_voygr6,PL,H,0.0,0.0,0.0,15,14,2026-04-25 14:18:55.320451+00:00,Kozienice power station,PL
p16_20260425T141705_5037b797,de6735bd-7a79-43c8-baad-1fe23d50d6f0,nuscale_voygr6,PL,H,0.0,0.0,0.0,15,14,2026-04-25 14:18:55.320455+00:00,Laziska power station,PL
p16_20260425T141705_5037b797,0b187a1d-55de-47cf-96a3-06abc8ff2476,nuscale_voygr6,PL,H,0.0,0.0,0.0,15,14,2026-04-25 14:18:55.320450+00:00,Leczna Power Station (Bogdanka SA),PL
p16_20260425T141705_5037b797,ebc0f461-acfa-47da-8094-5b15ea3e25a0,nuscale_voygr6,PL,H,0.0,0.0,0.0,15,14,2026-04-25 14:18:55.320456+00:00,Leczna Power Station (Enea),PL
p16_20260425T141705_5037b797,187b4fd7-6a61-4e94-8ed4-495ac6dfc317,nuscale_voygr6,PL,H,0.0,0.0,0.0,15,14,2026-04-25 14:18:55.320450+00:00,Legnica Power Station,PL
p16_20260425T141705_5037b797,d60b377c-9bb4-4fd5-adb7-a9a9ba98ae76,nuscale_voygr6,PL,H,0.0,0.0,0.0,15,14,2026-04-25 14:18:55.320455+00:00,Lublin Power Station,PL
p16_20260425T141705_5037b797,5a57ae0a-6f91-46f4-a1f5-56a6b37596e9,nuscale_voygr6,PL,H,0.0,0.0,0.0,15,14,2026-04-25 14:18:55.320451+00:00,Murcki-Staszic power station,PL
p16_20260425T141705_5037b797,1d19dce6-c458-4656-901d-6a8d3c548761,nuscale_voygr6,PL,H,0.0,0.0,0.2,15,14,2026-04-25 14:18:55.320448+00:00,Opole power station,PL
p16_20260425T141705_5037b797,b8bc6544-1571-4906-95e0-314d62c78a24,nuscale_voygr6,PL,H,0.0,0.0,0.0,15,14,2026-04-25 14:18:55.320454+00:00,Ostrołęka power station,PL
p16_20260425T141705_5037b797,ab57f5c3-8699-46f9-970f-3007dfc58af4,nuscale_voygr6,PL,H,0.0,0.0,0.0667,15,14,2026-04-25 14:18:55.320450+00:00,Patnow power station,PL
p16_20260425T141705_5037b797,8a9d5c87-7edc-49c3-85a2-d97727b9c9b2,nuscale_voygr6,PL,H,0.0,0.0,0.0,15,14,2026-04-25 14:18:55.320452+00:00,Piast Ruch Power Station,PL
p16_20260425T141705_5037b797,b24f9ac5-5ddf-4b19-ba95-76dafeca3d2c,nuscale_voygr6,PL,H,0.0,0.0,0.1333,15,14,2026-04-25 14:18:55.320449+00:00,Pólnoc power station,PL
p16_20260425T141705_5037b797,cdc888ad-fd51-4710-a5ab-3cd0fe9ddb48,nuscale_voygr6,PL,H,0.0,0.0,0.0,15,14,2026-04-25 14:18:55.320455+00:00,Pulawy power station (Grupa Azoty),PL
p16_20260425T141705_5037b797,a19228ce-f25a-4ffd-a249-9d01403e6b81,nuscale_voygr6,PL,H,0.0,0.0,0.0,15,14,2026-04-25 14:18:55.320453+00:00,Pulawy power station (Vattenfall),PL
p16_20260425T141705_5037b797,ee332928-87b2-4e7b-9203-20e402bc551f,nuscale_voygr6,PL,H,0.0,0.0,0.1333,15,14,2026-04-25 14:18:55.320449+00:00,Pulawy ZAP Works power station,PL
p16_20260425T141705_5037b797,b8a00967-90a3-4a4e-9979-6b8651d87380,nuscale_voygr6,PL,H,0.0,0.0,0.0,15,14,2026-04-25 14:18:55.320453+00:00,Rybnik power station,PL
p16_20260425T141705_5037b797,a7eeee6e-e14a-40ba-80b6-75ed2e170b20,nuscale_voygr6,PL,H,0.0,0.0,0.0,15,14,2026-04-25 14:18:55.320453+00:00,Siechnice power station,PL
p16_20260425T141705_5037b797,a67255dd-8134-418e-9377-e28516c53722,nuscale_voygr6,PL,H,0.0,0.1333,0.1333,15,14,2026-04-25 14:18:55.320448+00:00,Siekierki power station,PL
p16_20260425T141705_5037b797,47be3ec4-7abe-4f4c-ac3d-b7f753b8514a,nuscale_voygr6,PL,H,0.0,0.0,0.0,15,14,2026-04-25 14:18:55.320451+00:00,Siersza power station,PL
p16_20260425T141705_5037b797,f5be4e73-938d-4fe2-b585-5090ec780670,nuscale_voygr6,PL,H,0.0,0.1333,0.1333,15,14,2026-04-25 14:18:55.320448+00:00,Skawina power station,PL
p16_20260425T141705_5037b797,66bdc30c-4179-480b-a55a-5d15be5ac66b,nuscale_voygr6,PL,H,0.0,0.0,0.0,15,14,2026-04-25 14:18:55.320452+00:00,Stalowa Wola power station,PL
p16_20260425T141705_5037b797,7fc17ab0-ce24-4830-a938-b8424d1e9368,nuscale_voygr6,PL,H,0.0,0.0,0.0,15,14,2026-04-25 14:18:55.320452+00:00,Swiecie Pulp Mill power station,PL
p16_20260425T141705_5037b797,f8f9f43d-6a3b-445d-818e-ca82a90ace65,nuscale_voygr6,PL,H,0.0,0.0,0.0,15,14,2026-04-25 14:18:55.320456+00:00,Szczecin power station,PL
p16_20260425T141705_5037b797,cd84938d-eea8-47a1-8ea6-2e9f943e5914,nuscale_voygr6,PL,H,0.0,0.0,0.0,15,14,2026-04-25 14:18:55.320454+00:00,Turów power station,PL
p16_20260425T141705_5037b797,b24c9876-5a4d-4b83-b442-af2f4b0d1047,nuscale_voygr6,PL,H,0.0,0.0,0.0,15,14,2026-04-25 14:18:55.320453+00:00,Zofiowka Mine power station,PL
p16_20260425T141705_5037b797,202d797d-b0f9-4cd0-bbac-d7bb06805c09,nuscale_voygr6,PL,H,0.0,0.0,0.1333,15,14,2026-04-25 14:18:55.320448+00:00,ZW Nowa power station,PL
p16_20260425T141705_5037b797,345fb795-170a-4fb5-833c-f6bcf2eb450c,nuscale_voygr6,RO,A,1.0,1.0,1.0,15,15,2026-04-25 14:18:55.333386+00:00,Turceni power station,RO
