run_id,site_id,smr_key,country_code,bucket,n_hard,n_floor,n_distinct_failures,hard_criteria,floor_criteria,created_at,site_name,country_code
fail_20260425b_ff84d75e,e1649639-2e45-4226-9c7a-783d2dcb6724,nuscale_voygr6,HU,both,2,2,3,"['EP-01', 'NH-05']","['NH-04', 'NH-05']",2026-04-25 14:20:46.515616+00:00,Pecs power station,HU
fail_20260425b_ff84d75e,5de5f907-98e7-42d3-a7dd-cb65f839697b,nuscale_voygr6,HU,both,1,2,2,['NH-05'],"['EP-01', 'NH-05']",2026-04-25 14:20:46.515615+00:00,Tiszapalkonya power station,HU
fail_20260425b_ff84d75e,059b3ad4-7196-4e6b-b169-8605ceeed841,nuscale_voygr6,HU,both,1,3,3,['NH-05'],"['EP-01', 'NH-04', 'NH-05']",2026-04-25 14:20:46.515614+00:00,Torony power station,HU
fail_20260425b_ff84d75e,b3eb5dd2-98cf-40c4-b9ee-2a86fd066093,nuscale_voygr6,MD,both,1,1,1,['NH-05'],['NH-05'],2026-04-25 14:20:46.517778+00:00,Kuchurgan power station,MD
fail_20260425b_ff84d75e,e77a7e7f-11ba-4e61-98da-f44471bc52ab,nuscale_voygr6,ME,both,1,2,3,['EP-01'],"['NH-02', 'NH-04']",2026-04-25 14:20:46.518029+00:00,Berane power station,ME
fail_20260425b_ff84d75e,a851b5f3-8392-4766-82b9-379c6c04fe5d,nuscale_voygr6,ME,both,2,3,4,"['NH-02', 'NH-05']","['EP-01', 'NH-04', 'NH-05']",2026-04-25 14:20:46.518029+00:00,Maoce Power Station,ME
fail_20260425b_ff84d75e,a9385c82-79b7-4f8d-b609-0a12ed946fe6,nuscale_voygr6,ME,both,2,3,4,"['NH-02', 'NH-05']","['EP-01', 'NH-04', 'NH-05']",2026-04-25 14:20:46.518029+00:00,Pljevlja power station,ME
fail_20260425b_ff84d75e,d3b5a049-6bff-400b-9312-96985f03acea,nuscale_voygr6,PL,both,2,2,3,"['EP-01', 'NH-05']","['NH-04', 'NH-05']",2026-04-25 14:20:46.523112+00:00,Bedzin power station,PL
fail_20260425b_ff84d75e,73fe8f06-c53b-4877-9c1d-5caf3d8f2749,nuscale_voygr6,PL,both,1,1,2,['EP-01'],['NH-04'],2026-04-25 14:20:46.520442+00:00,Bielsko-Biala power station,PL
fail_20260425b_ff84d75e,a91dfe3d-93e0-43a1-99d2-41abdd1fc2ce,nuscale_voygr6,PL,both,2,2,3,"['EP-01', 'NH-05']","['NH-04', 'NH-05']",2026-04-25 14:20:46.521611+00:00,Chorzow Elcho power station,PL
fail_20260425b_ff84d75e,b789a244-7d29-4be3-afe4-2f45d7f11eab,nuscale_voygr6,PL,both,1,2,3,['EP-01'],"['NH-04', 'NH-05']",2026-04-25 14:20:46.522218+00:00,Czestochowa CHP power station,PL
fail_20260425b_ff84d75e,416aab55-6fd9-4a0a-b8f8-796fb62d86a5,nuscale_voygr6,PL,both,2,2,3,"['EP-01', 'NH-05']","['NH-04', 'NH-05']",2026-04-25 14:20:46.519722+00:00,Gliwice Works power station,PL
fail_20260425b_ff84d75e,29479c3f-8db8-4f62-90e8-59ad6739f90b,nuscale_voygr6,PL,both,1,3,3,['NH-05'],"['EP-01', 'NH-04', 'NH-05']",2026-04-25 14:20:46.518929+00:00,Halemba power station,PL
fail_20260425b_ff84d75e,c4d7f628-c108-4496-ac02-6076ea3ae448,nuscale_voygr6,PL,both,1,3,3,['NH-05'],"['EP-01', 'NH-04', 'NH-05']",2026-04-25 14:20:46.522562+00:00,Jaworzno power station,PL
fail_20260425b_ff84d75e,399668d6-bfed-4e5b-bf38-9ee5902101c3,nuscale_voygr6,PL,both,2,2,3,"['EP-01', 'NH-05']","['NH-04', 'NH-05']",2026-04-25 14:20:46.519239+00:00,Katowice PKE power station,PL
fail_20260425b_ff84d75e,27fc89b3-ee57-44ac-8073-a700bc8d12e8,nuscale_voygr6,PL,both,2,2,3,"['EP-01', 'NH-05']","['NH-04', 'NH-05']",2026-04-25 14:20:46.518929+00:00,Lagisza power station,PL
fail_20260425b_ff84d75e,0b187a1d-55de-47cf-96a3-06abc8ff2476,nuscale_voygr6,PL,both,1,3,3,['NH-05'],"['EP-01', 'NH-04', 'NH-05']",2026-04-25 14:20:46.518554+00:00,Leczna Power Station (Bogdanka SA),PL
fail_20260425b_ff84d75e,29a58981-aaf7-4450-ad41-49dd6d786168,nuscale_voygr6,PL,both,1,1,2,['EP-01'],['NH-04'],2026-04-25 14:20:46.519238+00:00,Lodz-2 power station,PL
fail_20260425b_ff84d75e,8dd8db4c-b62d-4f6b-a2ee-70a9ed785e7a,nuscale_voygr6,PL,both,1,1,2,['EP-01'],['NH-04'],2026-04-25 14:20:46.520742+00:00,Lodz-3 power station,PL
fail_20260425b_ff84d75e,ef2ee2ae-e73e-490c-aa07-746543fe20e6,nuscale_voygr6,PL,both,1,1,2,['EP-01'],['NH-04'],2026-04-25 14:20:46.524408+00:00,Lodz-4 power station,PL
fail_20260425b_ff84d75e,c42c5942-264d-43a1-a9eb-95b00480eb1a,nuscale_voygr6,PL,both,2,2,3,"['EP-01', 'NH-05']","['NH-04', 'NH-05']",2026-04-25 14:20:46.522561+00:00,Miechowice power station,PL
fail_20260425b_ff84d75e,5a57ae0a-6f91-46f4-a1f5-56a6b37596e9,nuscale_voygr6,PL,both,1,3,3,['NH-05'],"['EP-01', 'NH-04', 'NH-05']",2026-04-25 14:20:46.520193+00:00,Murcki-Staszic power station,PL
fail_20260425b_ff84d75e,cd84938d-eea8-47a1-8ea6-2e9f943e5914,nuscale_voygr6,PL,both,1,2,2,['NH-05'],"['EP-01', 'NH-05']",2026-04-25 14:20:46.522862+00:00,Turów power station,PL
fail_20260425b_ff84d75e,3d2d4c37-eb9d-4b35-a8b1-b3f485bc3e3f,nuscale_voygr6,PL,both,1,1,2,['EP-01'],['NH-04'],2026-04-25 14:20:46.519239+00:00,Tychy power station,PL
fail_20260425b_ff84d75e,dc87cdf1-9936-4a59-a5e9-b5e360173490,nuscale_voygr6,PL,both,1,1,2,['EP-01'],['NH-04'],2026-04-25 14:20:46.523578+00:00,Wroclaw power station,PL
fail_20260425b_ff84d75e,2da9dab9-7b4e-46e7-b1c8-70eeb329c177,nuscale_voygr6,PL,both,2,2,3,"['EP-01', 'NH-05']","['NH-04', 'NH-05']",2026-04-25 14:20:46.519239+00:00,Zabrze power station,PL
fail_20260425b_ff84d75e,b24c9876-5a4d-4b83-b442-af2f4b0d1047,nuscale_voygr6,PL,both,1,3,3,['NH-05'],"['EP-01', 'NH-04', 'NH-05']",2026-04-25 14:20:46.521961+00:00,Zofiowka Mine power station,PL
fail_20260425b_ff84d75e,729f8d17-57c0-4d9a-adab-4b612d4abde5,nuscale_voygr6,RO,both,1,1,2,['EP-01'],['NH-05'],2026-04-25 14:20:46.525466+00:00,Brasov power station,RO
fail_20260425b_ff84d75e,52a7babe-313f-493b-86b9-bd0c4aece4c3,nuscale_voygr6,RO,both,1,2,2,['NH-05'],"['NH-04', 'NH-05']",2026-04-25 14:20:46.525127+00:00,Mintia-Deva power station,RO
fail_20260425b_ff84d75e,6c428b2a-ad09-448b-b24c-22465929d69c,nuscale_voygr6,RO,both,2,1,2,"['EP-01', 'NH-05']",['NH-05'],2026-04-25 14:20:46.525465+00:00,Oradea power station,RO
