country_code,site_name,site_id,cooling_source_type,cooling_source_name,cooling_distance_km,cooling_flow_m3s,ns01_quality,ns01_comment,nearest_substation_km,substation_name,nearest_hv_line_km,hv_line_voltage_kv,hv_line_count,substation_count,grid_export_capacity_mw,ns02_quality,ns02_comment,nearest_highway_km,nearest_rail_km,nearest_waterway_km,heavy_haul_capable,ns03_quality,ns03_comment,dominant_land_class,dominant_class_pct,favourable_land_pct,moderate_land_pct,unfavourable_land_pct,ns04_quality,ns04_comment,buildable_area_ha,largest_contiguous_ha,patch_count,ns05_quality,ns05_comment,reusable_infra_score,ns06_quality,ns06_comment,env_impact_notes,ns07_quality,ns07_comment,ecological_natural_pct,ecological_patch_count,ecological_largest_patch_ha,ns08_quality,ns08_comment,ns09_quality,ns09_comment,ns10_quality,ns10_comment,ns11_quality,ns11_comment,ns12_quality,ns12_comment,laydown_suitable_ha,laydown_largest_patch_ha,ns13_quality,ns13_comment,fetched_at,run_id,n2k_nearest_distance_km,n2k_overlap,n2k_sensitivity_class,n2k_result_json,ns08_source,wdpa_nearest_distance_km,wdpa_overlap,wdpa_sensitivity_class,wdpa_result_json,wdpa_source,wdpa_quality,wdpa_comment,water_stress_score,water_stress_label,ns01_source,ns04_gee_terrain_class,ns04_gee_relief_range_m,ns04_gee_grading_class,ns04_cross_source_summary,ns06_gee_built_fraction,ns06_gee_demolition_class,ns06_cross_source_summary,cooling_source_hyriv_id,favourable_area_ha,favourable_area_method,source_db,merge_run_id
AL,Porto Romano Power Station,e6ecead0-54d1-41fe-8268-1253d0d7ef3e,river,Erzeni,8.07,18.02,hydrorivers_global,"Nearest river: HYRIV-20581859 at 8.1 km; Strahler order: 4; Avg discharge: 18.0 m³/s; Cooling-viable (Strahler ≥ 3); Source: HydroRIVERS v10 (WWF/McGill, 2019); Source: GloFAS v4 reanalysis (CDS); Water stress: Extremely High (score=1.063); Depletion=0.558; Source: WRI Aqueduct 4.0 (2023); ERA5 seasonality proxy (ref 1991-2020) | precip_cv=0.454 | temp_cv=0.334 | source=copernicus_era5",2.94,,3.76,110.0,151,48,800.0,medium,source: entsoe_transparency_platform; zone: Albania (AL) (10YAL-KESH-----5); readiness: moderate; zone_total_installed: 2315 MW; largest_unit: KOMANG1 (600 MW); grid_export_capacity: 800 MW from GEM installed capacity (fallback — best A71 fuzzy score 44 < threshold),3.74,7.69,3.0,True,low,"Highway: 3.7 km (primary); Rail: 7.7 km, gauge 1435 mm; Waterway: No navigable waterways found within search radius; Heavy-haul: YES (confidence: low); Source: OSM Overpass API",512,37.5,23.7,27.5,48.7,medium,"Dominant: Permanent water bodies (38%); Buildable (WorldCover, 0–1 km): 175.5 ha; Suitability: 24% fav / 28% mod / 49% unfav",5.75,616.36,4.0,high,source=osm_overpass; osm_id=way/1362940537; tags=[landuse=industrial]; dist=0.41km; candidates=9,,,,,,,48.7,,,insufficient,unknown,,,,,,,low,"{""nuclear_policy_stance"": ""unknown"", ""energy_sector_dependence"": null, ""education_index"": null, ""policy_source"": ""curated_2026""}",,,,,2026-04-20 21:40:33.091996+00:00,audit_20260419T221957,,,unknown,"{'lat': 41.371141, 'lon': 19.425201, 'error': 'Natura 2000 does not cover AL. Use S-15 WDPA for protected area data.', 'source': 'natura2000_eea_wfs', 'quality': 'insufficient', 'n2k_overlap': None, 'country_code': 'AL', 'is_eu_member': False, 'nearby_sites': [], 'n2k_sac_count': 0, 'n2k_spa_count': 0, 'reference_date': None, 'sensitivity_class': 'unknown', 'n2k_combined_count': 0, 'n2k_nearest_area_ha': None, 'n2k_nearest_sitecode': None, 'n2k_nearest_sitename': None, 'n2k_nearest_sitetype': None, 'n2k_sites_within_5km': 0, 'n2k_area_fraction_5km': None, 'n2k_overlap_sitecodes': [], 'n2k_sites_within_16km': 0, 'n2k_sites_within_25km': 0, 'n2k_area_fraction_16km': None, 'n2k_area_fraction_25km': None, 'n2k_nearest_distance_km': None, 'n2k_max_conservation_score': None, 'n2k_total_protected_area_ha': 0.0}",natura2000_eea_wfs,7.485,False,low,"{'lat': 41.371141, 'lon': 19.425201, 'error': None, 'source': 'wdpa_protected_planet', 'quality': 'high', 'country_code': 'AL', 'country_iso3': 'ALB', 'is_eu_member': False, 'nearby_areas': [{'area_ha': 650.0, 'overlap': False, 'site_id': 11664, 'is_ramsar': False, 'is_emerald': False, 'distance_km': 7.485, 'name_english': 'Rrushkull', 'iucn_category': 'IV', 'designation_name': 'Managed Nature Reserve (category IV IUCN)', 'is_world_heritage': False, 'is_biosphere_reserve': False, 'designation_jurisdiction': 'National'}, {'area_ha': 2000.0, 'overlap': False, 'site_id': 555787199, 'is_ramsar': False, 'is_emerald': True, 'distance_km': 7.62, 'name_english': 'Managed Nature Reserve Rrushkulli-Ishem / Rezerva natyrore e Menaxhuar Rrushkull-Ishem.', 'iucn_category': 'Not Reported', 'designation_name': 'Emerald Network', 'is_world_heritage': False, 'is_biosphere_reserve': False, 'designation_jurisdiction': 'Regional'}, {'area_ha': 30000.0, 'overlap': False, 'site_id': 555787266, 'is_ramsar': False, 'is_emerald': True, 'distance_km': 24.713, 'name_english': 'Shengjin-Ishem.', 'iucn_category': 'Not Reported', 'designation_name': 'Emerald Network', 'is_world_heritage': False, 'is_biosphere_reserve': False, 'designation_jurisdiction': 'Regional'}], 'wdpa_overlap': False, 'n2k_deduplicated': False, 'wdpa_overlap_ids': [], 'sensitivity_class': 'low', 'wdpa_nearest_name': 'Rrushkull', 'wdpa_ramsar_count': 0, 'wdpa_nearest_area_ha': 650.0, 'wdpa_nearest_site_id': 11664, 'wdpa_iucn_ia_ib_count': 0, 'wdpa_sites_within_5km': 0, 'wdpa_area_fraction_5km': 0.0, 'wdpa_iucn_ii_iii_count': 0, 'wdpa_ramsar_nearest_km': None, 'wdpa_sites_within_16km': 2, 'wdpa_sites_within_25km': 3, 'wdpa_area_fraction_16km': 0.0098, 'wdpa_area_fraction_25km': 0.0107, 'wdpa_iucn_iv_v_vi_count': 1, 'wdpa_nearest_designation': 'Managed Nature Reserve (category IV IUCN)', 'wdpa_nearest_distance_km': 7.485, 'wdpa_world_heritage_count': 0, 'wdpa_nearest_iucn_category': 'IV', 'wdpa_biosphere_reserve_count': 0, 'wdpa_strictest_iucn_category': 'IV', 'wdpa_total_protected_area_ha': 32650.0, 'wdpa_international_designation_count': 2}",wdpa_protected_planet,high,low,1.063,Extremely High,hydrorivers,,,,,,,,20581859,42.12,comment_buildable_x_fav_pct,merged,merge_phase5_20260421
AT,Duernrohr power station,6e7fc4d8-636d-411a-baef-e138a5a07acc,major_river,Danube,1.92,1917.98,hydrorivers_global,"Nearest river: HYRIV-20416147 at 1.9 km; Strahler order: 7; Avg discharge: 1918.0 m³/s; Cooling-viable (Strahler ≥ 3); Source: HydroRIVERS v10 (WWF/McGill, 2019); Source: GloFAS v4 reanalysis (CDS); Water stress: Low (score=0.028); Depletion=0.011; Source: WRI Aqueduct 4.0 (2023); ERA5 seasonality proxy (ref 1991-2020) | precip_cv=0.276 | temp_cv=0.714 | source=copernicus_era5",0.2,,0.2,380.0,884,2909,802.0,medium,source: entsoe_transparency_platform; zone: Austria (AT) (10YAT-APG------L); readiness: excellent; zone_total_installed: 30110 MW; largest_unit: Sim1 (1349 MW); grid_export_capacity: 802 MW from GEM installed capacity (fallback — best A71 fuzzy score 42 < threshold; zone has 9 unnamed units totalling 1460 MW),3.35,0.02,2.18,True,high,"Highway: 3.3 km (primary); Rail: 0.0 km, gauge 1435 mm, rail siding <1 km; Waterway: 2.2 km (Naarnsporn); Heavy-haul: YES (confidence: high); Source: OSM Overpass API",211,63.0,92.2,5.7,2.1,high,"Dominant: Non-irrigated arable land (63%); Buildable (CORINE, 0–1 km): 314.1 ha; Suitability: 92% fav / 6% mod / 2% unfav",10.15,10.15,6.0,high,source=osm_overpass; osm_id=way/28282451; tags=[power=plant]; dist=0.45km; candidates=11 [CORINE ref: 314.1 ha developable in 0–1 km],,,,,,,2.1,,,high,moderate,medium,"{""nuts3_gdp_million_eur"": null, ""nuts3_gdp_per_capita_eur"": null, ""national_gdp_per_capita_eur"": 48000, ""gdp_gap_to_national_pct"": null, ""gdp_growth_5yr_pct"": null, ""fiscal_capacity_index"": null, ""deprivation_index"": null}",medium,"{""working_age_pop"": null, ""working_age_pct"": null, ""projected_working_age_2050"": null, ""employment_rate_pct"": null, ""unemployment_rate_pct"": null, ""employment_industry_pct"": null, ""employment_construction_pct"": null, ""employment_energy_pct"": null, ""tertiary_education_pct"": null, ""retraining_pool_index"": null, ""coal_energy_employment"": null}",,,low,"{""nuclear_policy_stance"": ""unfavourable"", ""energy_sector_dependence"": null, ""education_index"": null, ""policy_source"": ""curated_2026""}",,,,,2026-04-20 21:39:26.054466+00:00,audit_postlogging_20260421,1.744,False,moderate,"{'lat': 48.32611, 'lon': 15.923333, 'error': None, 'source': 'natura2000_eea_wfs', 'quality': 'high', 'n2k_overlap': False, 'country_code': 'AT', 'is_eu_member': True, 'nearby_sites': [{'area_ha': 17762.86734510324, 'overlap': False, 'sitecode': 'AT1216V00', 'sitename': 'Tullnerfelder Donau-Auen', 'sitetype': 'A', 'distance_km': 1.744, 'direction_deg': 51.9, 'conservation_score': None}, {'area_ha': 17532.648108491016, 'overlap': False, 'sitecode': 'AT1216000', 'sitename': 'Tullnerfelder Donau-Auen', 'sitetype': 'B', 'distance_km': 1.744, 'direction_deg': 54.0, 'conservation_score': 0.2857142857142857}, {'area_ha': 79810.5841487624, 'overlap': False, 'sitecode': 'AT1211000', 'sitename': 'Wienerwald - Thermenregion', 'sitetype': 'A', 'distance_km': 10.784, 'direction_deg': 151.2, 'conservation_score': None}, {'area_ha': 51906.31323891189, 'overlap': False, 'sitecode': 'AT1211A00', 'sitename': 'Wienerwald - Thermenregion', 'sitetype': 'B', 'distance_km': 13.39, 'direction_deg': 144.3, 'conservation_score': 0.2413793103448276}, {'area_ha': 24280.328698218746, 'overlap': False, 'sitecode': 'AT1207000', 'sitename': 'Kamp- und Kremstal', 'sitetype': 'A', 'distance_km': 15.954, 'direction_deg': 318.4, 'conservation_score': None}, {'area_ha': 14491.788784162361, 'overlap': False, 'sitecode': 'AT1207A00', 'sitename': 'Kamp- und Kremstal', 'sitetype': 'B', 'distance_km': 18.531, 'direction_deg': 312.7, 'conservation_score': 0.2727272727272727}, {'area_ha': 18042.758645718503, 'overlap': False, 'sitecode': 'AT1205A00', 'sitename': 'Wachau', 'sitetype': 'B', 'distance_km': 22.375, 'direction_deg': 272.5, 'conservation_score': 0.0967741935483871}, {'area_ha': 16903.23308733804, 'overlap': False, 'sitecode': 'AT1209000', 'sitename': 'Westliches Weinviertel', 'sitetype': 'A', 'distance_km': 23.441, 'direction_deg': 2.1, 'conservation_score': None}, {'area_ha': 2258.001573599967, 'overlap': False, 'sitecode': 'AT1302000', 'sitename': 'Naturschutzgebiet Lainzer Tiergarten', 'sitetype': 'C', 'distance_km': 25.535, 'direction_deg': 126.6, 'conservation_score': 0.0}, {'area_ha': 639.4409474540143, 'overlap': False, 'sitecode': 'AT1303000', 'sitename': 'Landschaftsschutzgebiet Liesing (Teil A, B und C)', 'sitetype': 'C', 'distance_km': 29.009, 'direction_deg': 130.9, 'conservation_score': 0.0}], 'n2k_sac_count': 6, 'n2k_spa_count': 6, 'reference_date': '1733961600000', 'sensitivity_class': 'moderate', 'n2k_combined_count': 2, 'n2k_nearest_area_ha': 17762.86734510324, 'n2k_nearest_sitecode': 'AT1216V00', 'n2k_nearest_sitename': 'Tullnerfelder Donau-Auen', 'n2k_nearest_sitetype': 'A', 'n2k_sites_within_5km': 2, 'n2k_area_fraction_5km': 0.2745, 'n2k_overlap_sitecodes': [], 'n2k_sites_within_16km': 5, 'n2k_sites_within_25km': 8, 'n2k_area_fraction_16km': 0.195, 'n2k_area_fraction_25km': 0.2582, 'n2k_nearest_distance_km': 1.744, 'n2k_max_conservation_score': 0.2857, 'n2k_total_protected_area_ha': 243627.96}",natura2000_eea_wfs,6.718,False,low,"{'lat': 48.32611, 'lon': 15.923333, 'error': None, 'source': 'wdpa_protected_planet', 'quality': 'high', 'country_code': 'AT', 'country_iso3': 'AUT', 'is_eu_member': True, 'nearby_areas': [{'area_ha': 95047.5390625, 'overlap': False, 'site_id': 9409, 'is_ramsar': False, 'is_emerald': False, 'distance_km': 6.718, 'name_english': 'Wienerwald', 'iucn_category': 'V', 'designation_name': 'Landscape Protection Area', 'is_world_heritage': False, 'is_biosphere_reserve': False, 'designation_jurisdiction': 'National'}, {'area_ha': 95048.4921875, 'overlap': False, 'site_id': 555513780, 'is_ramsar': False, 'is_emerald': False, 'distance_km': 6.718, 'name_english': 'Wienerwald', 'iucn_category': 'VI', 'designation_name': 'Biosphere Park', 'is_world_heritage': False, 'is_biosphere_reserve': False, 'designation_jurisdiction': 'National'}, {'area_ha': 67.28721619, 'overlap': False, 'site_id': 555513775, 'is_ramsar': False, 'is_emerald': False, 'distance_km': 14.694, 'name_english': 'Rauchbuchberg', 'iucn_category': 'IV', 'designation_name': 'Nature Reserve', 'is_world_heritage': False, 'is_biosphere_reserve': False, 'designation_jurisdiction': 'National'}, {'area_ha': 564.2131958, 'overlap': False, 'site_id': 555513718, 'is_ramsar': False, 'is_emerald': False, 'distance_km': 15.086, 'name_english': 'Troppberg', 'iucn_category': 'IV', 'designation_name': 'Nature Reserve', 'is_world_heritage': False, 'is_biosphere_reserve': False, 'designation_jurisdiction': 'National'}, {'area_ha': 3845.47729492, 'overlap': False, 'site_id': 31431, 'is_ramsar': False, 'is_emerald': False, 'distance_km': 19.5, 'name_english': 'Eichenhain', 'iucn_category': 'V', 'designation_name': 'Nature Park', 'is_world_heritage': False, 'is_biosphere_reserve': False, 'designation_jurisdiction': 'National'}, {'area_ha': 325.12475586, 'overlap': False, 'site_id': 555513757, 'is_ramsar': False, 'is_emerald': False, 'distance_km': 19.941, 'name_english': 'Mauerbach-Dombachgraben', 'iucn_category': 'IV', 'designation_name': 'Nature Reserve', 'is_world_heritage': False, 'is_biosphere_reserve': False, 'designation_jurisdiction': 'National'}, {'area_ha': 390.22302246, 'overlap': False, 'site_id': 169150, 'is_ramsar': False, 'is_emerald': False, 'distance_km': 20.369, 'name_english': 'Stockerauer Au', 'iucn_category': 'IV', 'designation_name': 'Nature Reserve', 'is_world_heritage': False, 'is_biosphere_reserve': False, 'designation_jurisdiction': 'National'}, {'area_ha': 508.03967285000004, 'overlap': False, 'site_id': 555513747, 'is_ramsar': False, 'is_emerald': False, 'distance_km': 21.33, 'name_english': 'Sattel-Baunzen', 'iucn_category': 'IV', 'designation_name': 'Nature Reserve', 'is_world_heritage': False, 'is_biosphere_reserve': False, 'designation_jurisdiction': 'National'}, {'area_ha': 3508.6965332, 'overlap': False, 'site_id': 555633003, 'is_ramsar': False, 'is_emerald': False, 'distance_km': 21.958, 'name_english': 'Biosphärenpark PZ', 'iucn_category': 'VI', 'designation_name': 'Biosphere Park', 'is_world_heritage': False, 'is_biosphere_reserve': False, 'designation_jurisdiction': 'National'}, {'area_ha': 1975.9036865199998, 'overlap': False, 'site_id': 555597905, 'is_ramsar': False, 'is_emerald': False, 'distance_km': 21.958, 'name_english': 'LSG Penzing, Teil A, Wienerwald', 'iucn_category': 'V', 'designation_name': 'Landscape Protection Area', 'is_world_heritage': False, 'is_biosphere_reserve': False, 'designation_jurisdiction': 'National'}, {'area_ha': 6056.88037109, 'overlap': False, 'site_id': 555633004, 'is_ramsar': False, 'is_emerald': False, 'distance_km': 21.96, 'name_english': 'Biosphärenpark EZ', 'iucn_category': 'VI', 'designation_name': 'Biosphere Park', 'is_world_heritage': False, 'is_biosphere_reserve': False, 'designation_jurisdiction': 'National'}, {'area_ha': 177.70547485, 'overlap': False, 'site_id': 102738, 'is_ramsar': False, 'is_emerald': False, 'distance_km': 22.064, 'name_english': 'Göttweiger Berg und seine Umgebung', 'iucn_category': 'V', 'designation_name': 'Landscape Protection Area', 'is_world_heritage': False, 'is_biosphere_reserve': False, 'designation_jurisdiction': 'National'}, {'area_ha': 32791.03515625, 'overlap': False, 'site_id': 19170, 'is_ramsar': False, 'is_emerald': False, 'distance_km': 22.452, 'name_english': 'Kamptal', 'iucn_category': 'V', 'designation_name': 'Landscape Protection Area', 'is_world_heritage': False, 'is_biosphere_reserve': False, 'designation_jurisdiction': 'National'}, {'area_ha': 106.01174164, 'overlap': False, 'site_id': 555513726, 'is_ramsar': False, 'is_emerald': False, 'distance_km': 22.471, 'name_english': 'Altenberg', 'iucn_category': 'IV', 'designation_name': 'Nature Reserve', 'is_world_heritage': False, 'is_biosphere_reserve': False, 'designation_jurisdiction': 'National'}, {'area_ha': 77.14048767, 'overlap': False, 'site_id': 102891, 'is_ramsar': False, 'is_emerald': False, 'distance_km': 22.978, 'name_english': 'Sandstein-Wienerwald', 'iucn_category': 'V', 'designation_name': 'Nature Park', 'is_world_heritage': False, 'is_biosphere_reserve': False, 'designation_jurisdiction': 'National'}, {'area_ha': 440.87426758000004, 'overlap': False, 'site_id': 555513770, 'is_ramsar': False, 'is_emerald': False, 'distance_km': 23.142, 'name_english': 'Hainbach-Hengstlberg', 'iucn_category': 'IV', 'designation_name': 'Nature Reserve', 'is_world_heritage': False, 'is_biosphere_reserve': False, 'designation_jurisdiction': 'National'}, {'area_ha': 1975.9036865199998, 'overlap': False, 'site_id': 555597908, 'is_ramsar': False, 'is_emerald': False, 'distance_km': 23.374, 'name_english': 'LSG Penzing, Teil C, Sonderzone Sport', 'iucn_category': 'V', 'designation_name': 'Landscape Protection Area', 'is_world_heritage': False, 'is_biosphere_reserve': False, 'designation_jurisdiction': 'National'}, {'area_ha': 328.55706787, 'overlap': False, 'site_id': 555633002, 'is_ramsar': False, 'is_emerald': False, 'distance_km': 23.389, 'name_english': 'Biosphärenpark KZ MA49 Pfaffenberg NWR-V', 'iucn_category': 'II', 'designation_name': 'Biosphere Park', 'is_world_heritage': False, 'is_biosphere_reserve': False, 'designation_jurisdiction': 'National'}, {'area_ha': 93.08149719, 'overlap': False, 'site_id': 555590828, 'is_ramsar': False, 'is_emerald': False, 'distance_km': 23.585, 'name_english': 'Deutschwald', 'iucn_category': 'IV', 'designation_name': 'Nature Reserve', 'is_world_heritage': False, 'is_biosphere_reserve': False, 'designation_jurisdiction': 'National'}, {'area_ha': 45853.25390625, 'overlap': False, 'site_id': 31410, 'is_ramsar': False, 'is_emerald': False, 'distance_km': 24.836, 'name_english': 'Wachau und Umgebung', 'iucn_category': 'V', 'designation_name': 'Landscape Protection Area', 'is_world_heritage': False, 'is_biosphere_reserve': False, 'designation_jurisdiction': 'National'}], 'wdpa_overlap': False, 'n2k_deduplicated': True, 'wdpa_overlap_ids': [], 'sensitivity_class': 'low', 'wdpa_nearest_name': 'Wienerwald', 'wdpa_ramsar_count': 0, 'wdpa_nearest_area_ha': 95047.5390625, 'wdpa_nearest_site_id': 9409, 'wdpa_iucn_ia_ib_count': 0, 'wdpa_sites_within_5km': 0, 'wdpa_area_fraction_5km': 0.0, 'wdpa_iucn_ii_iii_count': 1, 'wdpa_ramsar_nearest_km': None, 'wdpa_sites_within_16km': 4, 'wdpa_sites_within_25km': 20, 'wdpa_area_fraction_16km': 0.1563, 'wdpa_area_fraction_25km': 0.2242, 'wdpa_iucn_iv_v_vi_count': 19, 'wdpa_nearest_designation': 'Landscape Protection Area', 'wdpa_nearest_distance_km': 6.718, 'wdpa_world_heritage_count': 0, 'wdpa_nearest_iucn_category': 'V', 'wdpa_biosphere_reserve_count': 0, 'wdpa_strictest_iucn_category': 'II', 'wdpa_total_protected_area_ha': 289181.44, 'wdpa_international_designation_count': 0}",wdpa_protected_planet,high,low,0.028,Low,hydrorivers,,,,,,,,20416147,288.97,comment_buildable_x_fav_pct,api,merge_phase2_20260421
