run_id,criterion_a,criterion_b,pearson,spearman,max_abs,n_pairs,flagged,threshold,created_at
p16_20260425T141705_5037b797,HI-02,NH-10,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985417+00:00
p16_20260425T141705_5037b797,HI-02,NH-11,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985420+00:00
p16_20260425T141705_5037b797,HI-02,NH-12,0.0086,0.0112,0.0112,2904,False,0.7,2026-04-25 14:18:59.985251+00:00
p16_20260425T141705_5037b797,HI-02,NH-13,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985420+00:00
p16_20260425T141705_5037b797,HI-02,NH-14,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985420+00:00
p16_20260425T141705_5037b797,HI-02,NS-01,-0.0126,0.0124,0.0126,2904,False,0.7,2026-04-25 14:18:59.985250+00:00
p16_20260425T141705_5037b797,HI-02,NS-02,-0.0312,0.0009,0.0312,2904,False,0.7,2026-04-25 14:18:59.985242+00:00
p16_20260425T141705_5037b797,HI-02,NS-03,0.0274,0.0884,0.0884,2904,False,0.7,2026-04-25 14:18:59.985217+00:00
p16_20260425T141705_5037b797,HI-02,NS-04,0.0712,0.0938,0.0938,2904,False,0.7,2026-04-25 14:18:59.985216+00:00
p16_20260425T141705_5037b797,HI-02,NS-05,-0.0059,0.0235,0.0235,2904,False,0.7,2026-04-25 14:18:59.985246+00:00
p16_20260425T141705_5037b797,HI-02,NS-06,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985421+00:00
p16_20260425T141705_5037b797,HI-02,NS-07,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985421+00:00
p16_20260425T141705_5037b797,HI-02,NS-08,0.0605,0.139,0.139,2904,False,0.7,2026-04-25 14:18:59.985205+00:00
p16_20260425T141705_5037b797,HI-02,NS-09,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985421+00:00
p16_20260425T141705_5037b797,HI-02,NS-10,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985421+00:00
p16_20260425T141705_5037b797,HI-02,NS-11,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985422+00:00
p16_20260425T141705_5037b797,HI-02,NS-12,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985422+00:00
p16_20260425T141705_5037b797,HI-02,NS-13,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985422+00:00
p16_20260425T141705_5037b797,HI-02,RI-01,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985422+00:00
p16_20260425T141705_5037b797,HI-02,RI-02,0.0008,0.0575,0.0575,2904,False,0.7,2026-04-25 14:18:59.985228+00:00
p16_20260425T141705_5037b797,HI-02,RI-03,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985428+00:00
p16_20260425T141705_5037b797,HI-02,RI-04,-0.0636,-0.1335,0.1335,2904,False,0.7,2026-04-25 14:18:59.985207+00:00
p16_20260425T141705_5037b797,HI-02,RI-05,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985429+00:00
p16_20260425T141705_5037b797,HI-02,RI-06,0.0176,0.0546,0.0546,2904,False,0.7,2026-04-25 14:18:59.985230+00:00
p16_20260425T141705_5037b797,HI-03,HI-04,0.0876,0.1336,0.1336,2904,False,0.7,2026-04-25 14:18:59.985207+00:00
p16_20260425T141705_5037b797,HI-03,HI-05,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985429+00:00
p16_20260425T141705_5037b797,HI-03,HI-06,0.022,-0.05,0.05,2904,False,0.7,2026-04-25 14:18:59.985232+00:00
p16_20260425T141705_5037b797,HI-03,HI-07,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985432+00:00
p16_20260425T141705_5037b797,HI-03,HI-08,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985435+00:00
p16_20260425T141705_5037b797,HI-03,NH-01,0.0792,0.1324,0.1324,2904,False,0.7,2026-04-25 14:18:59.985208+00:00
p16_20260425T141705_5037b797,HI-03,NH-02,0.0569,0.0901,0.0901,2904,False,0.7,2026-04-25 14:18:59.985217+00:00
p16_20260425T141705_5037b797,HI-03,NH-03,0.0116,0.0367,0.0367,2904,False,0.7,2026-04-25 14:18:59.985238+00:00
p16_20260425T141705_5037b797,HI-03,NH-04,-0.0571,-0.0633,0.0633,2904,False,0.7,2026-04-25 14:18:59.985225+00:00
p16_20260425T141705_5037b797,HI-03,NH-05,0.0811,0.0469,0.0811,2904,False,0.7,2026-04-25 14:18:59.985219+00:00
p16_20260425T141705_5037b797,HI-03,NH-06,-0.0167,-0.0355,0.0355,2904,False,0.7,2026-04-25 14:18:59.985239+00:00
p16_20260425T141705_5037b797,HI-03,NH-07,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985435+00:00
p16_20260425T141705_5037b797,HI-03,NH-08,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985436+00:00
p16_20260425T141705_5037b797,HI-03,NH-09,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985436+00:00
p16_20260425T141705_5037b797,HI-03,NH-10,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985347+00:00
p16_20260425T141705_5037b797,HI-03,NH-11,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985436+00:00
p16_20260425T141705_5037b797,HI-03,NH-12,0.0027,0.0101,0.0101,2904,False,0.7,2026-04-25 14:18:59.985251+00:00
p16_20260425T141705_5037b797,HI-03,NH-13,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985436+00:00
p16_20260425T141705_5037b797,HI-03,NH-14,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985437+00:00
p16_20260425T141705_5037b797,HI-03,NS-01,0.0285,0.0216,0.0285,2904,False,0.7,2026-04-25 14:18:59.985243+00:00
p16_20260425T141705_5037b797,HI-03,NS-02,0.0422,0.0043,0.0422,2904,False,0.7,2026-04-25 14:18:59.985236+00:00
p16_20260425T141705_5037b797,HI-03,NS-03,0.096,0.1318,0.1318,2904,False,0.7,2026-04-25 14:18:59.985208+00:00
p16_20260425T141705_5037b797,HI-03,NS-04,-0.0022,0.0384,0.0384,2904,False,0.7,2026-04-25 14:18:59.985237+00:00
p16_20260425T141705_5037b797,HI-03,NS-05,-0.0203,-0.0067,0.0203,2904,False,0.7,2026-04-25 14:18:59.985247+00:00
p16_20260425T141705_5037b797,HI-03,NS-06,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985437+00:00
p16_20260425T141705_5037b797,HI-03,NS-07,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985437+00:00
p16_20260425T141705_5037b797,HI-03,NS-08,-0.0287,0.0977,0.0977,2904,False,0.7,2026-04-25 14:18:59.985215+00:00
p16_20260425T141705_5037b797,HI-03,NS-09,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985437+00:00
p16_20260425T141705_5037b797,HI-03,NS-10,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985438+00:00
p16_20260425T141705_5037b797,HI-03,NS-11,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985438+00:00
p16_20260425T141705_5037b797,HI-03,NS-12,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985438+00:00
p16_20260425T141705_5037b797,HI-03,NS-13,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985438+00:00
p16_20260425T141705_5037b797,HI-03,RI-01,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985438+00:00
p16_20260425T141705_5037b797,HI-03,RI-02,0.0319,0.0524,0.0524,2904,False,0.7,2026-04-25 14:18:59.985231+00:00
p16_20260425T141705_5037b797,HI-03,RI-03,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985439+00:00
p16_20260425T141705_5037b797,HI-03,RI-04,0.0186,-0.0376,0.0376,2904,False,0.7,2026-04-25 14:18:59.985238+00:00
p16_20260425T141705_5037b797,HI-03,RI-05,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985439+00:00
p16_20260425T141705_5037b797,HI-03,RI-06,0.0016,0.0152,0.0152,2904,False,0.7,2026-04-25 14:18:59.985249+00:00
p16_20260425T141705_5037b797,HI-04,HI-05,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985439+00:00
p16_20260425T141705_5037b797,HI-04,HI-06,-0.0639,-0.1099,0.1099,2904,False,0.7,2026-04-25 14:18:59.985212+00:00
p16_20260425T141705_5037b797,HI-04,HI-07,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985439+00:00
p16_20260425T141705_5037b797,HI-04,HI-08,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985440+00:00
p16_20260425T141705_5037b797,HI-04,NH-01,0.1058,0.1105,0.1105,2904,False,0.7,2026-04-25 14:18:59.985212+00:00
p16_20260425T141705_5037b797,HI-04,NH-02,0.0659,0.0747,0.0747,2904,False,0.7,2026-04-25 14:18:59.985221+00:00
p16_20260425T141705_5037b797,HI-04,NH-03,-0.0035,0.0264,0.0264,2904,False,0.7,2026-04-25 14:18:59.985245+00:00
p16_20260425T141705_5037b797,HI-04,NH-04,0.016,0.0211,0.0211,2904,False,0.7,2026-04-25 14:18:59.985247+00:00
p16_20260425T141705_5037b797,HI-04,NH-05,0.0159,0.0221,0.0221,2904,False,0.7,2026-04-25 14:18:59.985247+00:00
p16_20260425T141705_5037b797,HI-04,NH-06,-0.0792,-0.1306,0.1306,2904,False,0.7,2026-04-25 14:18:59.985208+00:00
p16_20260425T141705_5037b797,HI-04,NH-07,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985440+00:00
p16_20260425T141705_5037b797,HI-04,NH-08,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985435+00:00
p16_20260425T141705_5037b797,HI-04,NH-09,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985435+00:00
p16_20260425T141705_5037b797,HI-04,NH-10,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985435+00:00
p16_20260425T141705_5037b797,HI-04,NH-11,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985434+00:00
p16_20260425T141705_5037b797,HI-04,NH-12,0.0086,0.0112,0.0112,2904,False,0.7,2026-04-25 14:18:59.985251+00:00
p16_20260425T141705_5037b797,HI-04,NH-13,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985429+00:00
p16_20260425T141705_5037b797,HI-04,NH-14,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985430+00:00
p16_20260425T141705_5037b797,HI-04,NS-01,-0.0126,0.0124,0.0126,2904,False,0.7,2026-04-25 14:18:59.985251+00:00
p16_20260425T141705_5037b797,HI-04,NS-02,-0.0312,0.0009,0.0312,2904,False,0.7,2026-04-25 14:18:59.985242+00:00
p16_20260425T141705_5037b797,HI-04,NS-03,0.0274,0.0884,0.0884,2904,False,0.7,2026-04-25 14:18:59.985217+00:00
p16_20260425T141705_5037b797,HI-04,NS-04,0.0712,0.0938,0.0938,2904,False,0.7,2026-04-25 14:18:59.985216+00:00
p16_20260425T141705_5037b797,HI-04,NS-05,-0.0059,0.0235,0.0235,2904,False,0.7,2026-04-25 14:18:59.985246+00:00
p16_20260425T141705_5037b797,HI-04,NS-06,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985430+00:00
p16_20260425T141705_5037b797,HI-04,NS-07,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985430+00:00
p16_20260425T141705_5037b797,HI-04,NS-08,0.0605,0.139,0.139,2904,False,0.7,2026-04-25 14:18:59.985206+00:00
p16_20260425T141705_5037b797,HI-04,NS-09,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985430+00:00
p16_20260425T141705_5037b797,HI-04,NS-10,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985431+00:00
p16_20260425T141705_5037b797,HI-04,NS-11,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985431+00:00
p16_20260425T141705_5037b797,HI-04,NS-12,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985431+00:00
p16_20260425T141705_5037b797,HI-04,NS-13,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985431+00:00
p16_20260425T141705_5037b797,HI-04,RI-01,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985431+00:00
p16_20260425T141705_5037b797,HI-04,RI-02,0.0008,0.0575,0.0575,2904,False,0.7,2026-04-25 14:18:59.985228+00:00
p16_20260425T141705_5037b797,HI-04,RI-03,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985429+00:00
p16_20260425T141705_5037b797,HI-04,RI-04,-0.0636,-0.1335,0.1335,2904,False,0.7,2026-04-25 14:18:59.985207+00:00
p16_20260425T141705_5037b797,HI-04,RI-05,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985432+00:00
p16_20260425T141705_5037b797,HI-04,RI-06,0.0176,0.0546,0.0546,2904,False,0.7,2026-04-25 14:18:59.985230+00:00
p16_20260425T141705_5037b797,HI-05,HI-06,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985432+00:00
p16_20260425T141705_5037b797,HI-05,HI-07,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985432+00:00
p16_20260425T141705_5037b797,HI-05,HI-08,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985433+00:00
p16_20260425T141705_5037b797,HI-05,NH-01,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985433+00:00
p16_20260425T141705_5037b797,HI-05,NH-02,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985433+00:00
p16_20260425T141705_5037b797,HI-05,NH-03,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985433+00:00
p16_20260425T141705_5037b797,HI-05,NH-04,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985433+00:00
p16_20260425T141705_5037b797,HI-05,NH-05,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985434+00:00
p16_20260425T141705_5037b797,HI-05,NH-06,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985434+00:00
p16_20260425T141705_5037b797,HI-05,NH-07,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985434+00:00
p16_20260425T141705_5037b797,HI-05,NH-08,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985423+00:00
p16_20260425T141705_5037b797,HI-05,NH-09,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985417+00:00
p16_20260425T141705_5037b797,HI-05,NH-10,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985417+00:00
p16_20260425T141705_5037b797,HI-05,NH-11,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985417+00:00
p16_20260425T141705_5037b797,HI-05,NH-12,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985400+00:00
p16_20260425T141705_5037b797,HI-05,NH-13,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985400+00:00
p16_20260425T141705_5037b797,HI-05,NH-14,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985400+00:00
p16_20260425T141705_5037b797,HI-05,NS-01,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985401+00:00
p16_20260425T141705_5037b797,HI-05,NS-02,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985401+00:00
p16_20260425T141705_5037b797,HI-05,NS-03,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985401+00:00
p16_20260425T141705_5037b797,HI-05,NS-04,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985401+00:00
p16_20260425T141705_5037b797,HI-05,NS-05,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985402+00:00
p16_20260425T141705_5037b797,HI-05,NS-06,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985402+00:00
p16_20260425T141705_5037b797,HI-05,NS-07,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985402+00:00
p16_20260425T141705_5037b797,HI-05,NS-08,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985400+00:00
p16_20260425T141705_5037b797,HI-05,NS-09,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985402+00:00
p16_20260425T141705_5037b797,HI-05,NS-10,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985403+00:00
p16_20260425T141705_5037b797,HI-05,NS-11,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985403+00:00
p16_20260425T141705_5037b797,HI-05,NS-12,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985403+00:00
p16_20260425T141705_5037b797,HI-05,NS-13,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985403+00:00
p16_20260425T141705_5037b797,HI-05,RI-01,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985404+00:00
p16_20260425T141705_5037b797,HI-05,RI-02,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985404+00:00
p16_20260425T141705_5037b797,HI-05,RI-03,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985404+00:00
p16_20260425T141705_5037b797,HI-05,RI-04,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985404+00:00
p16_20260425T141705_5037b797,HI-05,RI-05,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985404+00:00
p16_20260425T141705_5037b797,HI-05,RI-06,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985405+00:00
p16_20260425T141705_5037b797,HI-06,HI-07,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985402+00:00
p16_20260425T141705_5037b797,HI-06,HI-08,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985399+00:00
p16_20260425T141705_5037b797,HI-06,NH-01,-0.3025,-0.3023,0.3025,2904,False,0.7,2026-04-25 14:18:59.985189+00:00
p16_20260425T141705_5037b797,HI-06,NH-02,-0.1216,-0.2124,0.2124,2904,False,0.7,2026-04-25 14:18:59.985197+00:00
p16_20260425T141705_5037b797,HI-06,NH-03,-0.0421,-0.0856,0.0856,2904,False,0.7,2026-04-25 14:18:59.985218+00:00
p16_20260425T141705_5037b797,HI-06,NH-04,-0.048,-0.0312,0.048,2904,False,0.7,2026-04-25 14:18:59.985233+00:00
p16_20260425T141705_5037b797,HI-06,NH-05,0.1933,0.1969,0.1969,2904,False,0.7,2026-04-25 14:18:59.985199+00:00
p16_20260425T141705_5037b797,HI-06,NH-06,0.1612,0.1729,0.1729,2904,False,0.7,2026-04-25 14:18:59.985202+00:00
p16_20260425T141705_5037b797,HI-06,NH-07,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985397+00:00
p16_20260425T141705_5037b797,HI-06,NH-08,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985399+00:00
p16_20260425T141705_5037b797,HI-06,NH-09,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985394+00:00
p16_20260425T141705_5037b797,HI-06,NH-10,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985394+00:00
p16_20260425T141705_5037b797,HI-06,NH-11,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985395+00:00
p16_20260425T141705_5037b797,HI-06,NH-12,0.0661,0.0669,0.0669,2904,False,0.7,2026-04-25 14:18:59.985223+00:00
p16_20260425T141705_5037b797,HI-06,NH-13,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985395+00:00
p16_20260425T141705_5037b797,HI-06,NH-14,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985395+00:00
p16_20260425T141705_5037b797,HI-06,NS-01,-0.1423,-0.1363,0.1423,2904,False,0.7,2026-04-25 14:18:59.985205+00:00
p16_20260425T141705_5037b797,HI-06,NS-02,0.0186,0.011,0.0186,2904,False,0.7,2026-04-25 14:18:59.985248+00:00
p16_20260425T141705_5037b797,HI-06,NS-03,-0.2355,-0.2315,0.2355,2904,False,0.7,2026-04-25 14:18:59.985196+00:00
p16_20260425T141705_5037b797,HI-06,NS-04,-0.3134,-0.3223,0.3223,2904,False,0.7,2026-04-25 14:18:59.985188+00:00
p16_20260425T141705_5037b797,HI-06,NS-05,0.1914,0.1943,0.1943,2904,False,0.7,2026-04-25 14:18:59.985200+00:00
p16_20260425T141705_5037b797,HI-06,NS-06,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985395+00:00
p16_20260425T141705_5037b797,HI-06,NS-07,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985396+00:00
p16_20260425T141705_5037b797,HI-06,NS-08,-0.4097,-0.4307,0.4307,2904,False,0.7,2026-04-25 14:18:59.985184+00:00
p16_20260425T141705_5037b797,HI-06,NS-09,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985396+00:00
p16_20260425T141705_5037b797,HI-06,NS-10,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985396+00:00
p16_20260425T141705_5037b797,HI-06,NS-11,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985396+00:00
p16_20260425T141705_5037b797,HI-06,NS-12,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985394+00:00
p16_20260425T141705_5037b797,HI-06,NS-13,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985396+00:00
p16_20260425T141705_5037b797,HI-06,RI-01,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985397+00:00
p16_20260425T141705_5037b797,HI-06,RI-02,-0.1151,-0.124,0.124,2904,False,0.7,2026-04-25 14:18:59.985210+00:00
p16_20260425T141705_5037b797,HI-06,RI-03,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985397+00:00
p16_20260425T141705_5037b797,HI-06,RI-04,0.4099,0.4099,0.4099,2904,False,0.7,2026-04-25 14:18:59.985185+00:00
p16_20260425T141705_5037b797,HI-06,RI-05,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985397+00:00
p16_20260425T141705_5037b797,HI-06,RI-06,0.0724,0.1116,0.1116,2904,False,0.7,2026-04-25 14:18:59.985211+00:00
p16_20260425T141705_5037b797,HI-07,HI-08,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985398+00:00
p16_20260425T141705_5037b797,HI-07,NH-01,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985398+00:00
p16_20260425T141705_5037b797,HI-07,NH-02,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985398+00:00
p16_20260425T141705_5037b797,HI-07,NH-03,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985398+00:00
p16_20260425T141705_5037b797,HI-07,NH-04,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985398+00:00
p16_20260425T141705_5037b797,HI-07,NH-05,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985399+00:00
p16_20260425T141705_5037b797,HI-07,NH-06,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985399+00:00
p16_20260425T141705_5037b797,HI-07,NH-07,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985405+00:00
p16_20260425T141705_5037b797,HI-07,NH-08,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985400+00:00
p16_20260425T141705_5037b797,HI-07,NH-09,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985405+00:00
p16_20260425T141705_5037b797,HI-07,NH-10,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985411+00:00
p16_20260425T141705_5037b797,HI-07,NH-11,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985412+00:00
p16_20260425T141705_5037b797,HI-07,NH-12,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985412+00:00
p16_20260425T141705_5037b797,HI-07,NH-13,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985412+00:00
p16_20260425T141705_5037b797,HI-07,NH-14,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985412+00:00
p16_20260425T141705_5037b797,HI-07,NS-01,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985412+00:00
p16_20260425T141705_5037b797,HI-07,NS-02,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985413+00:00
p16_20260425T141705_5037b797,HI-07,NS-03,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985413+00:00
p16_20260425T141705_5037b797,HI-07,NS-04,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985413+00:00
p16_20260425T141705_5037b797,HI-07,NS-05,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985413+00:00
p16_20260425T141705_5037b797,HI-07,NS-06,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985414+00:00
p16_20260425T141705_5037b797,HI-07,NS-07,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985411+00:00
p16_20260425T141705_5037b797,HI-07,NS-08,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985414+00:00
p16_20260425T141705_5037b797,HI-07,NS-09,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985414+00:00
p16_20260425T141705_5037b797,HI-07,NS-10,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985414+00:00
p16_20260425T141705_5037b797,HI-07,NS-11,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985415+00:00
p16_20260425T141705_5037b797,HI-07,NS-12,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985415+00:00
p16_20260425T141705_5037b797,HI-07,NS-13,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985415+00:00
p16_20260425T141705_5037b797,HI-07,RI-01,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985415+00:00
p16_20260425T141705_5037b797,HI-07,RI-02,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985416+00:00
p16_20260425T141705_5037b797,HI-07,RI-03,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985416+00:00
p16_20260425T141705_5037b797,HI-07,RI-04,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985416+00:00
p16_20260425T141705_5037b797,HI-07,RI-05,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985416+00:00
p16_20260425T141705_5037b797,HI-07,RI-06,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985414+00:00
p16_20260425T141705_5037b797,HI-08,NH-01,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985411+00:00
p16_20260425T141705_5037b797,HI-08,NH-02,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985408+00:00
p16_20260425T141705_5037b797,HI-08,NH-03,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985411+00:00
p16_20260425T141705_5037b797,HI-08,NH-04,0.0,0.0,0.0,2904,False,0.7,2026-04-25 14:18:59.985406+00:00
