national_rank,name,passed_exclusionary,passed_avoidance,composite_score,composite_score_low,composite_score_high,national_band,national_top10pct_hit_rate,criteria_coverage,avg_confidence,installed_capacity_mw,latitude,longitude
1,Novaky power station,True,False,6.22,4.291,6.593,A,1.0,37.5,low,472.0,48.698823,18.533458
2,Vojany I power station,True,True,5.571,4.031,5.978,D,0.0,37.5,low,660.0,48.5525,21.972625
3,Trebisov power station,True,False,5.126,3.852,5.473,H,0.0,37.5,low,885.0,48.627778,21.717222
4,Martinska power station,True,False,5.121,3.85,5.495,H,0.0,37.5,low,32.0,49.059218,18.907019
5,U.S. Steel Kosice Works power station,True,False,4.841,3.738,5.187,H,0.0,37.5,low,208.0,48.615945,21.194562
,Kosice power station,False,False,,,,,,0.0,low,121.0,48.698047,21.271726
