run_id,weight_profile,n_pairs,n_sites,n_countries,pairs_pass_exclusionary,pairs_pass_both,sites_pass_exclusionary,sites_pass_both,countries_pass_exclusionary,countries_pass_both,pairs_hard_failed,pairs_avoidance_flagged
20260425T140231_ff84d75e,baseline,2904,363,20,208,56,26,7,5,3,2696,152
