national_rank,name,passed_exclusionary,passed_avoidance,composite_score,composite_score_low,composite_score_high,national_band,national_top10pct_hit_rate,criteria_coverage,avg_confidence,installed_capacity_mw,latitude,longitude
1,Lelchitsy power station,True,False,5.434,3.976,5.868,A,0.875,37.5,low,400.0,51.789444,28.321389
,Zelwa power station,False,False,,,,H,0.125,0.0,low,1000.0,53.15,24.8167
