national_rank,name,passed_exclusionary,passed_avoidance,composite_score,composite_score_low,composite_score_high,national_band,national_top10pct_hit_rate,criteria_coverage,avg_confidence,installed_capacity_mw,latitude,longitude
1,Štavalj Power Station,True,False,6.753,5.928,7.175,A,0.9167,76.47,low,300.0,43.27305,19.99944
2,Kostolac power station,True,False,6.634,5.906,7.244,H,0.0833,76.47,low,1360.0,44.723674,21.171605
3,Kolubara A power station,True,False,6.559,5.831,7.069,H,0.0,76.47,low,271.0,44.480312,20.293538
4,Kovin power station,True,False,6.503,5.831,7.094,H,0.0,76.47,low,700.0,44.75,20.966667
5,Kolubara B power station,True,False,6.472,5.744,6.981,H,0.0,76.47,low,725.0,44.4675,20.28444
6,Nikola Tesla power station,True,False,6.453,5.694,6.994,H,0.0,76.47,low,3816.0,44.671341,20.158418
,Despotovac power station,False,False,,,,,,0.0,low,320.0,44.05,21.26
,Morava power station,False,False,,,,,,0.0,low,120.0,44.223826,21.163148
